local,year,gear_cod,gear_type,gear_group,gear_production_ton,total_production_ton,gear_share,share_active,share_passive,share_mixed
AREIA BRANCA,2019,LIN,linha,passive,3902.5,4065.3,0.9599537549504341,,,
AREIA BRANCA,2019,LML,linha e mergulho livre,mixed,0.0,4065.3,0.0,,,
AREIA BRANCA,2019,LRE,linha e rede de espera,mixed,0.0,4065.3,0.0,,,
AREIA BRANCA,2019,MEL,mergulho livre,active,15.7,4065.3,0.00386195360735985,,,
AREIA BRANCA,2019,PUC,puçá,active,0.0,4065.3,0.0,,,
AREIA BRANCA,2019,RAG,rede agulha,passive,10.7,4065.3,0.0026320320763535284,,,
AREIA BRANCA,2019,RCA,rede caçoeira,passive,2.5,4065.3,0.0006149607655031609,,,
AREIA BRANCA,2019,RES,rede de espera,passive,67.7,4065.3,0.0166531375298256,,,
AREIA BRANCA,2019,RTP,rede de tapagem,passive,0.6,4065.3,0.0001475905837207586,,,
AREIA BRANCA,2019,SRD,sardinheira,passive,0.0,4065.3,0.0,,,
AREIA BRANCA,2019,TNR,traineira,active,1.3,4065.3,0.0003197795980616437,,,
AREIA BRANCA,2019,TRF,tarrafa,active,0.5,4065.3,0.00012299215310063218,,,
AREIA BRANCA,2019,TRM,tremalho,passive,9.0,4065.3,0.002213858755811379,,,
AREIA BRANCA,2020,APA,arrasto de praia,active,0.0,3365.0000000000005,0.0,,,
AREIA BRANCA,2020,APO,arrasto de porta,active,0.0,3365.0000000000005,0.0,,,
AREIA BRANCA,2020,CMN,coleta manual,active,0.1,3365.0000000000005,2.9717682020802376e-05,,,
AREIA BRANCA,2020,CMP,compressor,active,11.7,3365.0000000000005,0.0034769687964338776,,,
AREIA BRANCA,2020,COQ,coqueiro,active,0.0,3365.0000000000005,0.0,,,
AREIA BRANCA,2020,CPL,covo peixe e lagosta,passive,0.0,3365.0000000000005,0.0,,,
AREIA BRANCA,2020,CUR,curral,passive,0.0,3365.0000000000005,0.0,,,
AREIA BRANCA,2020,CVL,covo lagosta,passive,2.3,3365.0000000000005,0.0006835066864784546,,,
AREIA BRANCA,2020,CVP,covo peixe,passive,38.8,3365.0000000000005,0.01153046062407132,,,
AREIA BRANCA,2020,JER,jereré,active,0.0,3365.0000000000005,0.0,,,
AREIA BRANCA,2020,LCL,linha e covo lagosta,mixed,0.0,3365.0000000000005,0.0,,,
AREIA BRANCA,2020,LCP,linha e covo peixe,mixed,0.0,3365.0000000000005,0.0,,,
AREIA BRANCA,2020,LES,linha e espinhel,mixed,0.0,3365.0000000000005,0.0,,,
AREIA BRANCA,2020,LIJ,linha e jereré,mixed,0.0,3365.0000000000005,0.0,,,
AREIA BRANCA,2020,LIN,linha,passive,3227.8,3365.0000000000005,0.959227340267459,,,
AREIA BRANCA,2020,LML,linha e mergulho livre,mixed,0.0,3365.0000000000005,0.0,,,
AREIA BRANCA,2020,LRE,linha e rede de espera,mixed,0.0,3365.0000000000005,0.0,,,
AREIA BRANCA,2020,MEL,mergulho livre,active,22.8,3365.0000000000005,0.006775631500742942,,,
AREIA BRANCA,2020,PUC,puçá,active,0.0,3365.0000000000005,0.0,,,
AREIA BRANCA,2020,RAG,rede agulha,passive,12.8,3365.0000000000005,0.003803863298662704,,,
AREIA BRANCA,2020,RCA,rede caçoeira,passive,0.1,3365.0000000000005,2.9717682020802376e-05,,,
AREIA BRANCA,2020,RES,rede de espera,passive,46.5,3365.0000000000005,0.013818722139673103,,,
AREIA BRANCA,2020,RTP,rede de tapagem,passive,0.0,3365.0000000000005,0.0,,,
AREIA BRANCA,2020,SRD,sardinheira,passive,0.0,3365.0000000000005,0.0,,,
AREIA BRANCA,2020,TNR,traineira,active,0.8,3365.0000000000005,0.000237741456166419,,,
AREIA BRANCA,2020,TRF,tarrafa,active,0.0,3365.0000000000005,0.0,,,
AREIA BRANCA,2020,TRM,tremalho,passive,1.3,3365.0000000000005,0.00038632986627043086,,,
AREIA BRANCA,2021,APA,arrasto de praia,active,0.0,4081.7999999999997,0.0,,,
AREIA BRANCA,2021,APO,arrasto de porta,active,0.0,4081.7999999999997,0.0,,,
AREIA BRANCA,2021,CMN,coleta manual,active,0.0,4081.7999999999997,0.0,,,
AREIA BRANCA,2021,CMP,compressor,active,15.9,4081.7999999999997,0.0038953402910480673,,,
AREIA BRANCA,2021,COQ,coqueiro,active,0.0,4081.7999999999997,0.0,,,
AREIA BRANCA,2021,CPL,covo peixe e lagosta,passive,0.0,4081.7999999999997,0.0,,,
AREIA BRANCA,2021,CUR,curral,passive,0.0,4081.7999999999997,0.0,,,
AREIA BRANCA,2021,CVL,covo lagosta,passive,0.4,4081.7999999999997,9.799598216473126e-05,,,
AREIA BRANCA,2021,CVP,covo peixe,passive,78.9,4081.7999999999997,0.019329707481993242,,,
AREIA BRANCA,2021,JER,jereré,active,0.0,4081.7999999999997,0.0,,,
AREIA BRANCA,2021,LCL,linha e covo lagosta,mixed,0.0,4081.7999999999997,0.0,,,
AREIA BRANCA,2021,LCP,linha e covo peixe,mixed,0.0,4081.7999999999997,0.0,,,
AREIA BRANCA,2021,LES,linha e espinhel,mixed,0.0,4081.7999999999997,0.0,,,
AREIA BRANCA,2021,LIJ,linha e jereré,mixed,0.0,4081.7999999999997,0.0,,,
AREIA BRANCA,2021,LIN,linha,passive,3925.2,4081.7999999999997,0.9616345729825078,,,
AREIA BRANCA,2021,LML,linha e mergulho livre,mixed,0.0,4081.7999999999997,0.0,,,
AREIA BRANCA,2021,LRE,linha e rede de espera,mixed,0.0,4081.7999999999997,0.0,,,
AREIA BRANCA,2021,MEL,mergulho livre,active,12.5,4081.7999999999997,0.0030623744426478516,,,
AREIA BRANCA,2021,PUC,puçá,active,0.0,4081.7999999999997,0.0,,,
AREIA BRANCA,2021,RAG,rede agulha,passive,7.0,4081.7999999999997,0.001714929687882797,,,
AREIA BRANCA,2021,RCA,rede caçoeira,passive,0.4,4081.7999999999997,9.799598216473126e-05,,,
AREIA BRANCA,2021,RES,rede de espera,passive,38.4,4081.7999999999997,0.0094076142878142,,,
AREIA BRANCA,2021,RTP,rede de tapagem,passive,0.0,4081.7999999999997,0.0,,,
AREIA BRANCA,2021,SRD,sardinheira,passive,0.0,4081.7999999999997,0.0,,,
AREIA BRANCA,2021,TNR,traineira,active,1.6,4081.7999999999997,0.00039198392865892503,,,
AREIA BRANCA,2021,TRF,tarrafa,active,0.1,4081.7999999999997,2.4498995541182814e-05,,,
AREIA BRANCA,2021,TRM,tremalho,passive,1.4,4081.7999999999997,0.0003429859375765594,,,
AREIA BRANCA,2022,APO,arrasto de porta,active,0.0,3794.8,0.0,,,
AREIA BRANCA,2022,CMN,coleta manual,active,0.1,3794.8,2.635184989986297e-05,,,
AREIA BRANCA,2022,CMP,compressor,active,8.8,3794.8,0.0023189627911879415,,,
AREIA BRANCA,2022,COQ,coqueiro,active,0.0,3794.8,0.0,,,
AREIA BRANCA,2022,CPL,covo peixe e lagosta,passive,0.0,3794.8,0.0,,,
AREIA BRANCA,2022,CUR,curral,passive,0.0,3794.8,0.0,,,
AREIA BRANCA,2022,CVL,covo lagosta,passive,0.3,3794.8,7.90555496995889e-05,,,
AREIA BRANCA,2022,CVP,covo peixe,passive,86.1,3794.8,0.022688942763782013,,,
AREIA BRANCA,2022,LES,linha e espinhel,mixed,0.0,3794.8,0.0,,,
AREIA BRANCA,2022,LIJ,linha e jereré,mixed,0.0,3794.8,0.0,,,
AREIA BRANCA,2022,LIN,linha,passive,3640.0,3794.8,0.9592073363550121,,,
AREIA BRANCA,2022,LML,linha e mergulho livre,mixed,0.0,3794.8,0.0,,,
AREIA BRANCA,2022,LRE,linha e rede de espera,mixed,0.0,3794.8,0.0,,,
AREIA BRANCA,2022,MEL,mergulho livre,active,8.6,3794.8,0.002266259091388215,,,
AREIA BRANCA,2022,PUC,puçá,active,0.0,3794.8,0.0,,,
AREIA BRANCA,2022,RAG,rede agulha,passive,7.5,3794.8,0.001976388742489723,,,
AREIA BRANCA,2022,RCA,rede caçoeira,passive,0.1,3794.8,2.635184989986297e-05,,,
AREIA BRANCA,2022,RES,rede de espera,passive,39.7,3794.8,0.0104616844102456,,,
AREIA BRANCA,2022,RTP,rede de tapagem,passive,0.0,3794.8,0.0,,,
AREIA BRANCA,2022,SRD,sardinheira,passive,0.0,3794.8,0.0,,,
AREIA BRANCA,2022,TNR,traineira,active,1.0,3794.8,0.0002635184989986297,,,
AREIA BRANCA,2022,TRF,tarrafa,active,0.0,3794.8,0.0,,,
AREIA BRANCA,2022,TRM,tremalho,passive,2.6,3794.8,0.0006851480973964372,,,
AREIA BRANCA,2023,APO,arrasto de porta,active,0.0,3748.6,0.0,,,
AREIA BRANCA,2023,CMN,coleta manual,active,2.1,3748.6,0.0005602091447473724,,,
AREIA BRANCA,2023,CMP,compressor,active,9.7,3748.6,0.002587632716214053,,,
AREIA BRANCA,2023,COQ,coqueiro,active,0.0,3748.6,0.0,,,
AREIA BRANCA,2023,CPL,covo peixe e lagosta,passive,1.5,3748.6,0.000400149389105266,,,
AREIA BRANCA,2023,CUR,curral,passive,0.0,3748.6,0.0,,,
AREIA BRANCA,2023,CVL,covo lagosta,passive,1.4,3748.6,0.0003734727631649149,,,
AREIA BRANCA,2023,CVP,covo peixe,passive,23.0,3748.6,0.006135623966280745,,,
AREIA BRANCA,2023,JER,jereré,active,0.0,3748.6,0.0,,,
AREIA BRANCA,2023,LES,linha e espinhel,mixed,0.0,3748.6,0.0,,,
AREIA BRANCA,2023,LIJ,linha e jereré,mixed,0.0,3748.6,0.0,,,
AREIA BRANCA,2023,LIN,linha,passive,3654.9,3748.6,0.9750040014938911,,,
AREIA BRANCA,2023,LML,linha e mergulho livre,mixed,0.0,3748.6,0.0,,,
AREIA BRANCA,2023,LRE,linha e rede de espera,mixed,0.0,3748.6,0.0,,,
AREIA BRANCA,2023,MEL,mergulho livre,active,7.7,3748.6,0.0020541001974070322,,,
AREIA BRANCA,2023,PUC,puçá,active,0.0,3748.6,0.0,,,
AREIA BRANCA,2023,RAG,rede agulha,passive,8.9,3748.6,0.002374219708691245,,,
AREIA BRANCA,2023,RCA,rede caçoeira,passive,0.0,3748.6,0.0,,,
AREIA BRANCA,2023,RES,rede de espera,passive,38.2,3748.6,0.010190471109214108,,,
AREIA BRANCA,2023,RTP,rede de tapagem,passive,0.0,3748.6,0.0,,,
AREIA BRANCA,2023,SRD,sardinheira,passive,0.0,3748.6,0.0,,,
AREIA BRANCA,2023,TNR,traineira,active,0.8,3748.6,0.00021341300752280852,,,
AREIA BRANCA,2023,TRF,tarrafa,active,0.2,3748.6,5.335325188070213e-05,,,
AREIA BRANCA,2023,TRM,tremalho,passive,0.2,3748.6,5.335325188070213e-05,,,
AREIA BRANCA,2024,APO,arrasto de porta,active,0.0,2896.9,0.0,,,
AREIA BRANCA,2024,CMN,coleta manual,active,0.0,2896.9,0.0,,,
AREIA BRANCA,2024,CMP,compressor,active,4.3,2896.9,0.0014843453346680933,,,
AREIA BRANCA,2024,COQ,palha de coqueiro,passive,0.0,2896.9,0.0,,,
AREIA BRANCA,2024,CUR,curral,passive,0.0,2896.9,0.0,,,
AREIA BRANCA,2024,CVL,covo lagosta,passive,0.0,2896.9,0.0,,,
AREIA BRANCA,2024,CVP,covo peixe,passive,14.6,2896.9,0.005039870206082364,,,
AREIA BRANCA,2024,ESP,espinhel,passive,0.0,2896.9,0.0,,,
AREIA BRANCA,2024,LES,linha e espinhel,mixed,0.0,2896.9,0.0,,,
AREIA BRANCA,2024,LIJ,linha e jereré,mixed,0.0,2896.9,0.0,,,
AREIA BRANCA,2024,LIN,linha,passive,2827.3,2896.9,0.9759743173737444,,,
AREIA BRANCA,2024,LML,linha e mergulho livre,mixed,0.0,2896.9,0.0,,,
AREIA BRANCA,2024,LRE,linha e rede de espera,mixed,0.0,2896.9,0.0,,,
AREIA BRANCA,2024,MEL,mergulho livre,active,6.7,2896.9,0.0023128171493665643,,,
AREIA BRANCA,2024,PUC,puçá,active,0.0,2896.9,0.0,,,
AREIA BRANCA,2024,RAG,rede agulha,passive,8.5,2896.9,0.0029341710103904174,,,
AREIA BRANCA,2024,REC,rede caçoeira,passive,0.0,2896.9,0.0,,,
AREIA BRANCA,2024,RES,rede de espera,passive,35.5,2896.9,0.012254478925748213,,,
AREIA BRANCA,2024,RTP,rede de tapagem,passive,0.0,2896.9,0.0,,,
AREIA BRANCA,2024,SRD,sardinheira,passive,0.0,2896.9,0.0,,,
AREIA BRANCA,2024,TRF,tarrafa,active,0.0,2896.9,0.0,,,
AREIA BRANCA,2024,TRM,tremalho,passive,0.0,2896.9,0.0,,,
CAICARA DO NORTE,2001,APA,arrasto de praia,active,17.76,202.70999999999998,0.08761284593754627,,,
CAICARA DO NORTE,2001,APO,arrasto de porta,active,0.21,202.70999999999998,0.0010359627053426078,,,
CAICARA DO NORTE,2001,CPL,covo peixe e lagosta,passive,29.66,202.70999999999998,0.14631739924029402,,,
CAICARA DO NORTE,2001,CVL,covo lagosta,passive,0.35,202.70999999999998,0.0017266045089043463,,,
CAICARA DO NORTE,2001,ESP,espinhel,passive,0.91,202.70999999999998,0.0044891717231513,,,
CAICARA DO NORTE,2001,LIJ,linha e jereré,mixed,48.01,202.70999999999998,0.23684080706427904,,,
CAICARA DO NORTE,2001,LIN,linha,passive,36.76,202.70999999999998,0.1813428049923536,,,
CAICARA DO NORTE,2001,RAG,rede agulha,passive,28.59,202.70999999999998,0.14103892259878645,,,
CAICARA DO NORTE,2001,RES,rede de espera,passive,40.46,202.70999999999998,0.19959548122934243,,,
CAICARA DO NORTE,2002,APA,arrasto de praia,active,16.03,305.64,0.05244732364873708,,,
CAICARA DO NORTE,2002,APO,arrasto de porta,active,0.72,305.64,0.002355712603062426,,,
CAICARA DO NORTE,2002,COQ,coqueiro,active,2.96,305.64,0.00968459625703442,,,
CAICARA DO NORTE,2002,CPL,covo peixe e lagosta,passive,33.73,305.64,0.11035859180735505,,,
CAICARA DO NORTE,2002,CVL,covo lagosta,passive,0.35,305.64,0.001145138070933124,,,
CAICARA DO NORTE,2002,LIJ,linha e jereré,mixed,136.77,305.64,0.4474872398900668,,,
CAICARA DO NORTE,2002,LIN,linha,passive,48.45,305.64,0.15851982724774247,,,
CAICARA DO NORTE,2002,RAG,rede agulha,passive,25.16,305.64,0.08231906818479257,,,
CAICARA DO NORTE,2002,RES,rede de espera,passive,41.47,305.64,0.13568250229027615,,,
CAICARA DO NORTE,2003,APA,arrasto de praia,active,10.05,332.59,0.030217384768032717,,,
CAICARA DO NORTE,2003,APO,arrasto de porta,active,1.25,332.59,0.00375838119005382,,,
CAICARA DO NORTE,2003,COQ,coqueiro,active,9.38,332.59,0.028202892450163868,,,
CAICARA DO NORTE,2003,CPL,covo peixe e lagosta,passive,32.09,332.59,0.09648516191106168,,,
CAICARA DO NORTE,2003,CVL,covo lagosta,passive,0.54,332.59,0.0016236206741032505,,,
CAICARA DO NORTE,2003,ESP,espinhel,passive,2.57,332.59,0.007727231726750654,,,
CAICARA DO NORTE,2003,LIJ,linha e jereré,mixed,143.73,332.59,0.43215370275714843,,,
CAICARA DO NORTE,2003,LIN,linha,passive,55.78,332.59,0.1677140022249617,,,
CAICARA DO NORTE,2003,RAG,rede agulha,passive,21.06,332.59,0.06332120629002676,,,
CAICARA DO NORTE,2003,RES,rede de espera,passive,56.14,332.59,0.16879641600769718,,,
CAICARA DO NORTE,2004,APA,arrasto de praia,active,14.37,421.24,0.03411356946158959,,,
CAICARA DO NORTE,2004,APO,arrasto de porta,active,0.46,421.24,0.001092014053746083,,,
CAICARA DO NORTE,2004,CPL,covo peixe e lagosta,passive,36.85,421.24,0.08747982147944165,,,
CAICARA DO NORTE,2004,CVL,covo lagosta,passive,2.63,421.24,0.006243471655113474,,,
CAICARA DO NORTE,2004,ESP,espinhel,passive,2.79,421.24,0.006623302630329503,,,
CAICARA DO NORTE,2004,LIJ,linha e jereré,mixed,230.99,421.24,0.5483572310321907,,,
CAICARA DO NORTE,2004,LIN,linha,passive,55.05,421.24,0.13068559491026494,,,
CAICARA DO NORTE,2004,RAG,rede agulha,passive,38.46,421.24,0.09130187066755294,,,
CAICARA DO NORTE,2004,RES,rede de espera,passive,38.89,421.24,0.09232266641344601,,,
CAICARA DO NORTE,2004,TRM,tremalho,passive,0.75,421.24,0.0017804576963251352,,,
CAICARA DO NORTE,2005,APA,arrasto de praia,active,15.47,335.29,0.04613916311252945,,,
CAICARA DO NORTE,2005,APO,arrasto de porta,active,0.92,335.29,0.0027438933460586356,,,
CAICARA DO NORTE,2005,COQ,coqueiro,active,2.16,335.29,0.006442184377702884,,,
CAICARA DO NORTE,2005,CPL,covo peixe e lagosta,passive,48.06,335.29,0.14333860240388918,,,
CAICARA DO NORTE,2005,CVL,covo lagosta,passive,2.11,335.29,0.006293059739330131,,,
CAICARA DO NORTE,2005,ESP,espinhel,passive,4.09,335.29,0.012198395418891108,,,
CAICARA DO NORTE,2005,LIJ,linha e jereré,mixed,98.38,335.29,0.2934176384622267,,,
CAICARA DO NORTE,2005,LIN,linha,passive,45.89,335.29,0.13686659309851174,,,
CAICARA DO NORTE,2005,RAG,rede agulha,passive,73.42,335.29,0.21897461898654894,,,
CAICARA DO NORTE,2005,RES,rede de espera,passive,44.79,335.29,0.13358585105431117,,,
CAICARA DO NORTE,2006,APA,arrasto de praia,active,29.7,364.51,0.0814792461112178,,,
CAICARA DO NORTE,2006,APO,arrasto de porta,active,0.49,364.51,0.001344270390387095,,,
CAICARA DO NORTE,2006,COQ,coqueiro,active,1.82,364.51,0.004993004307152067,,,
CAICARA DO NORTE,2006,CPL,covo peixe e lagosta,passive,33.37,364.51,0.09154755699432114,,,
CAICARA DO NORTE,2006,CVL,covo lagosta,passive,2.2,364.51,0.00603549971194206,,,
CAICARA DO NORTE,2006,ESP,espinhel,passive,4.89,364.51,0.013415269814271213,,,
CAICARA DO NORTE,2006,LIJ,linha e jereré,mixed,168.3,364.51,0.4617157279635676,,,
CAICARA DO NORTE,2006,LIN,linha,passive,38.84,364.51,0.1065540040053771,,,
CAICARA DO NORTE,2006,RAG,rede agulha,passive,54.28,364.51,0.14891223834737044,,,
CAICARA DO NORTE,2006,RES,rede de espera,passive,30.62,364.51,0.08400318235439358,,,
CAICARA DO NORTE,2007,APA,arrasto de praia,active,8.64,509.34,0.01696312875485923,,,
CAICARA DO NORTE,2007,APO,arrasto de porta,active,0.82,509.34,0.0016099265716417325,,,
CAICARA DO NORTE,2007,CPL,covo peixe e lagosta,passive,47.89,509.34,0.09402363843405191,,,
CAICARA DO NORTE,2007,CVL,covo lagosta,passive,3.14,509.34,0.006164840774335415,,,
CAICARA DO NORTE,2007,ESP,espinhel,passive,4.28,509.34,0.008403031373934897,,,
CAICARA DO NORTE,2007,LIJ,linha e jereré,mixed,302.27,509.34,0.5934542741587152,,,
CAICARA DO NORTE,2007,LIN,linha,passive,45.68,509.34,0.08968468999096871,,,
CAICARA DO NORTE,2007,RAG,rede agulha,passive,33.06,509.34,0.06490752738838497,,,
CAICARA DO NORTE,2007,RES,rede de espera,passive,63.56,509.34,0.12478894255310795,,,
CAICARA DO NORTE,2008,APA,arrasto de praia,active,6.75,429.39,0.015719974848040243,,,
CAICARA DO NORTE,2008,APO,arrasto de porta,active,0.68,429.39,0.0015836419106173877,,,
CAICARA DO NORTE,2008,CPL,covo peixe e lagosta,passive,37.18,429.39,0.08658795034816834,,,
CAICARA DO NORTE,2008,CVL,covo lagosta,passive,1.51,429.39,0.0035166165956356694,,,
CAICARA DO NORTE,2008,ESP,espinhel,passive,14.54,429.39,0.03386199026526002,,,
CAICARA DO NORTE,2008,LIJ,linha e jereré,mixed,190.98,429.39,0.4447704883672186,,,
CAICARA DO NORTE,2008,LIN,linha,passive,75.54,429.39,0.1759239851882904,,,
CAICARA DO NORTE,2008,RAG,rede agulha,passive,28.95,429.39,0.0674212254593726,,,
CAICARA DO NORTE,2008,RES,rede de espera,passive,73.25999999999999,429.39,0.17061412701739676,,,
CAICARA DO NORTE,2009,APA,arrasto de praia,active,8.681,1485.9317,0.005842125852756219,,,
CAICARA DO NORTE,2009,APO,arrasto de porta,active,9.0529,1485.9317,0.006092406535239809,,,
CAICARA DO NORTE,2009,CMN,coleta manual,active,0.0,1485.9317,0.0,,,
CAICARA DO NORTE,2009,CMP,compressor,active,57.4433,1485.9317,0.038658102522477984,,,
CAICARA DO NORTE,2009,CUR,curral,passive,0.0,1485.9317,0.0,,,
CAICARA DO NORTE,2009,CVL,covo lagosta,passive,0.0,1485.9317,0.0,,,
CAICARA DO NORTE,2009,CVP,covo peixe,passive,0.0,1485.9317,0.0,,,
CAICARA DO NORTE,2009,ESP,espinhel,passive,10.464,1485.9317,0.007042046414380957,,,
CAICARA DO NORTE,2009,LCP,linha e covo peixe,mixed,0.0,1485.9317,0.0,,,
CAICARA DO NORTE,2009,LIJ,linha e jereré,passive,744.752,1485.9317,0.5012020404437162,,,
CAICARA DO NORTE,2009,LIN,linha,passive,264.0742,1485.9317,0.17771624362008026,,,
CAICARA DO NORTE,2009,MEL,mergulho livre,active,0.0,1485.9317,0.0,,,
CAICARA DO NORTE,2009,PUC,puçá/mangote,active,0.0,1485.9317,0.0,,,
CAICARA DO NORTE,2009,RAG,rede agulha,passive,34.2688,1485.9317,0.02306216362434424,,,
CAICARA DO NORTE,2009,RCA,rede caçoeira,passive,7.944,1485.9317,0.005346140741192882,,,
CAICARA DO NORTE,2009,RES,rede de espera,passive,289.1065,1485.9317,0.19456244186728094,,,
CAICARA DO NORTE,2009,RTP,rede de tapagem,passive,0.0,1485.9317,0.0,,,
CAICARA DO NORTE,2009,SRD,sardinheira,active,0.0,1485.9317,0.0,,,
CAICARA DO NORTE,2009,TNR,tainheira,active,60.145,1485.9317,0.040476288378530456,,,
CAICARA DO NORTE,2009,TRF,tarrafa,active,0.0,1485.9317,0.0,,,
CAICARA DO NORTE,2009,TRM,tresmalho,passive,0.0,1485.9317,0.0,,,
CAICARA DO NORTE,2010,APA,arrasto de praia,active,21.956,1346.424,0.016306898866924536,,,
CAICARA DO NORTE,2010,APO,arrasto de porta,active,5.313,1346.424,0.00394600809254737,,,
CAICARA DO NORTE,2010,CMN,coleta manual,active,0.0,1346.424,0.0,,,
CAICARA DO NORTE,2010,CMP,compressor,active,169.968,1346.424,0.12623660897310207,,,
CAICARA DO NORTE,2010,CUR,curral,passive,0.0,1346.424,0.0,,,
CAICARA DO NORTE,2010,CVL,covo lagosta,passive,0.0,1346.424,0.0,,,
CAICARA DO NORTE,2010,CVP,covo peixe,passive,0.0,1346.424,0.0,,,
CAICARA DO NORTE,2010,ESP,espinhel,passive,20.34,1346.424,0.015106682590328158,,,
CAICARA DO NORTE,2010,LCP,linha e covo peixe,passive,0.0,1346.424,0.0,,,
CAICARA DO NORTE,2010,LES,linha e espinhel,passive,0.0,1346.424,0.0,,,
CAICARA DO NORTE,2010,LIJ,linha e jereré,passive,528.268,1346.424,0.3923489183199349,,,
CAICARA DO NORTE,2010,LIN,linha,passive,177.034,1346.424,0.13148458435084343,,,
CAICARA DO NORTE,2010,LRE,linha e rede de espera,passive,0.0,1346.424,0.0,,,
CAICARA DO NORTE,2010,MEL,mergulho livre,active,0.25,1346.424,0.00018567702298830086,,,
CAICARA DO NORTE,2010,PUC,puçá,active,0.0,1346.424,0.0,,,
CAICARA DO NORTE,2010,RAG,rede de agulha,passive,69.771,1346.424,0.051819486283666956,,,
CAICARA DO NORTE,2010,RCA,rede caçoeira,passive,4.103,1346.424,0.0030473313012839938,,,
CAICARA DO NORTE,2010,RES,rede de espera,passive,300.952,1346.424,0.22351948568950047,,,
CAICARA DO NORTE,2010,RTP,rede de tapagem,passive,0.0,1346.424,0.0,,,
CAICARA DO NORTE,2010,SRD,sardinheira,active,0.0,1346.424,0.0,,,
CAICARA DO NORTE,2010,TNR,tainheira,active,48.469,1346.424,0.03599831850887982,,,
CAICARA DO NORTE,2010,TRF,tarrafa,active,0.0,1346.424,0.0,,,
CAICARA DO NORTE,2010,TRM,tresmalho,passive,0.0,1346.424,0.0,,,
CAICARA DO NORTE,2011,APO,arrasto de porta,active,13.247,1257.69,0.010532802200860307,,,
CAICARA DO NORTE,2011,CMP,compressor,active,122.261,1257.69,0.09721075940812123,,,
CAICARA DO NORTE,2011,CPL,covo peixe e lagosta,passive,18.882,1257.69,0.01501323855640102,,,
CAICARA DO NORTE,2011,CVL,covo lagosta,passive,0.126,1257.69,0.00010018367006177993,,,
CAICARA DO NORTE,2011,CVP,covo peixe,passive,0.069,1257.69,5.486248598621282e-05,,,
CAICARA DO NORTE,2011,JER,jereré,active,31.732,1257.69,0.025230382685717465,,,
CAICARA DO NORTE,2011,LES,linha e espinhel,mixed,7.504,1257.69,0.005966494128123782,,,
CAICARA DO NORTE,2011,LIJ,linha e jereré,mixed,480.472,1257.69,0.38202736763431366,,,
CAICARA DO NORTE,2011,LIN,linha,passive,169.416,1257.69,0.1347041003744961,,,
CAICARA DO NORTE,2011,LML,linha e mergulho livre,mixed,0.026,1257.69,2.0672820806399033e-05,,,
CAICARA DO NORTE,2011,LRE,linha e rede de espera,mixed,8.502,1257.69,0.006760012403692484,,,
CAICARA DO NORTE,2011,MEL,mergulho livre,active,0.127,1257.69,0.00010097877855433374,,,
CAICARA DO NORTE,2011,RAG,rede agulha,passive,63.086,1257.69,0.05016021436124959,,,
CAICARA DO NORTE,2011,RCA,rede caçoeira,passive,9.217,1257.69,0.007328514975868458,,,
CAICARA DO NORTE,2011,RES,rede de espera,passive,271.442,1257.69,0.215825839435791,,,
CAICARA DO NORTE,2011,TNR,traineira,active,17.843,1257.69,0.014187120832637613,,,
CAICARA DO NORTE,2011,TRM,tremalho,passive,43.738,1257.69,0.0347764552473185,,,
CAICARA DO NORTE,2012,APA,arrasto de praia,active,0.0,1450.1,0.0,,,
CAICARA DO NORTE,2012,APO,arrasto de porta,active,12.2,1450.1,0.008413212881870216,,,
CAICARA DO NORTE,2012,CMN,coleta manual,active,0.0,1450.1,0.0,,,
CAICARA DO NORTE,2012,CMP,compressor,active,87.30000000000001,1450.1,0.06020274463830082,,,
CAICARA DO NORTE,2012,CPL,covo peixe e lagosta,passive,5.199999999999999,1450.1,0.003585959588993862,,,
CAICARA DO NORTE,2012,CUR,curral,passive,0.0,1450.1,0.0,,,
CAICARA DO NORTE,2012,CVL,covo lagosta,passive,0.0,1450.1,0.0,,,
CAICARA DO NORTE,2012,CVP,covo peixe,passive,1.8,1450.1,0.001241293703882491,,,
