gear_cod,gear_type,gear_group,year,gear_production_ton,n_locals,year_total_production,gear_share_of_year
RCA,rede caçoeira,passive,2023,48.599999999999994,8,7351.599999999999,0.006610805810979922
REC,rede caçoeira,passive,2024,19.2,8,5499.5,0.003491226475134103
RES,rede de espera,passive,2001,140.70000000000002,4,566.46,0.24838470501006252
RES,rede de espera,passive,2002,152.0,4,697.54,0.21790865039997706
RES,rede de espera,passive,2003,164.35999999999999,4,843.66,0.19481781760424816
RES,rede de espera,passive,2004,237.93,5,1368.52,0.17385935170841493
RES,rede de espera,passive,2005,259.71000000000004,6,1095.1,0.23715642407086115
RES,rede de espera,passive,2006,167.85000000000002,5,753.27,0.22282846788004304
RES,rede de espera,passive,2007,242.85,6,1053.28,0.23056547166945163
RES,rede de espera,passive,2008,586.1,6,2741.1,0.21381926963627743
RES,rede de espera,passive,2009,861.0739,8,6058.9447,0.14211615101883995
RES,rede de espera,passive,2010,884.768,8,5342.846,0.16559863413618886
RES,rede de espera,passive,2011,763.127,8,5028.452,0.15176181457036875
RES,rede de espera,passive,2012,892.9,8,4616.2,0.1934274944759759
RES,rede de espera,passive,2013,1169.5,8,5753.9,0.2032534454891465
RES,rede de espera,passive,2014,602.8000000000001,8,3731.2000000000003,0.1615566037735849
RES,rede de espera,passive,2015,564.1,8,4119.8,0.1369241225302199
RES,rede de espera,passive,2016,1215.6,8,7280.5,0.16696655449488357
RES,rede de espera,passive,2017,1132.2,8,7359.9,0.1538336118697265
RES,rede de espera,passive,2018,383.8,8,3693.5,0.10391227832679031
RES,rede de espera,passive,2019,797.1999999999999,8,7817.400000000001,0.10197763962442755
RES,rede de espera,passive,2020,615.7,8,6618.900000000001,0.09302149904062608
RES,rede de espera,passive,2021,599.2,8,7434.799999999999,0.08059396352289236
RES,rede de espera,passive,2022,791.3,8,7287.0,0.10859064086729792
RES,rede de espera,passive,2023,715.1999999999999,8,7351.599999999999,0.09728494477392677
RES,rede de espera,passive,2024,938.9,8,5499.5,0.17072461132830258
RTP,rede de tapagem,passive,2001,0.11,1,566.46,0.00019418846873565652
RTP,rede de tapagem,passive,2002,1.2,1,697.54,0.0017203314505261347
RTP,rede de tapagem,passive,2003,4.59,1,843.66,0.00544058032856838
RTP,rede de tapagem,passive,2004,2.86,1,1368.52,0.0020898488878496476
RTP,rede de tapagem,passive,2005,4.5200000000000005,2,1095.1,0.004127476942744956
RTP,rede de tapagem,passive,2006,0.79,1,753.27,0.0010487607365220971
RTP,rede de tapagem,passive,2007,9.879999999999999,2,1053.28,0.009380221783381437
RTP,rede de tapagem,passive,2008,6.0,3,2741.1,0.002188902265513845
RTP,rede de tapagem,passive,2009,1.809,8,6058.9447,0.00029856684448696153
RTP,rede de tapagem,passive,2010,2.956,8,5342.846,0.0005532631859499601
RTP,rede de tapagem,passive,2012,2.8,8,4616.2,0.0006065595078202851
RTP,rede de tapagem,passive,2013,4.6,8,5753.9,0.0007994577590851422
RTP,rede de tapagem,passive,2014,0.6000000000000001,8,3731.2000000000003,0.00016080617495711836
RTP,rede de tapagem,passive,2015,0.4,8,4119.8,9.709209184911888e-05
RTP,rede de tapagem,passive,2016,2.7,8,7280.5,0.00037085365016139004
RTP,rede de tapagem,passive,2017,2.0,8,7359.9,0.0002717428225926983
RTP,rede de tapagem,passive,2018,0.2,8,3693.5,5.4149180993637476e-05
RTP,rede de tapagem,passive,2019,4.2,8,7817.400000000001,0.0005372630286284442
RTP,rede de tapagem,passive,2020,3.0,8,6618.900000000001,0.00045324751846983634
RTP,rede de tapagem,passive,2021,1.1,8,7434.799999999999,0.00014795287028568357
RTP,rede de tapagem,passive,2022,1.4,8,7287.0,0.00019212295869356388
RTP,rede de tapagem,passive,2023,0.8999999999999999,8,7351.599999999999,0.00012242232983296152
RTP,rede de tapagem,passive,2024,0.8,8,5499.5,0.0001454677697972543
SRD,sardinheira,active,2009,1297.3169,8,6058.9447,0.21411598293676457
SRD,sardinheira,active,2010,1147.0000000000002,8,5342.846,0.21467959211251836
SRD,sardinheira,active,2013,105.2,8,5753.9,0.018283251359947166
SRD,sardinheira,passive,2001,128.68,2,566.46,0.22716520142640256
SRD,sardinheira,passive,2002,123.03,2,697.54,0.17637698196519197
SRD,sardinheira,passive,2003,211.88,1,843.66,0.2511438257117796
SRD,sardinheira,passive,2004,433.46,3,1368.52,0.31673632829626164
SRD,sardinheira,passive,2005,168.58,3,1095.1,0.1539402794265364
SRD,sardinheira,passive,2006,76.11,1,753.27,0.10103946791986937
SRD,sardinheira,passive,2007,152.72,2,1053.28,0.14499468327510254
SRD,sardinheira,passive,2008,346.24,3,2741.1,0.12631425340191896
SRD,sardinheira,passive,2011,667.937,3,5028.452,0.13283153543078466
SRD,sardinheira,passive,2012,70.89999999999999,8,4616.2,0.015358953251592217
SRD,sardinheira,passive,2014,48.1,8,3731.2000000000003,0.012891295025728987
SRD,sardinheira,passive,2015,153.2,8,4119.8,0.03718627117821253
SRD,sardinheira,passive,2016,133.7,8,7280.5,0.01836412334317698
SRD,sardinheira,passive,2017,168.0,8,7359.9,0.022826397097786656
SRD,sardinheira,passive,2018,50.199999999999996,8,3693.5,0.013591444429403004
SRD,sardinheira,passive,2019,164.9,8,7817.400000000001,0.021093969862102487
SRD,sardinheira,passive,2020,88.5,8,6618.900000000001,0.013370801794860172
SRD,sardinheira,passive,2021,80.2,8,7434.799999999999,0.010787109269919838
SRD,sardinheira,passive,2022,71.6,8,7287.0,0.009825717030327981
SRD,sardinheira,passive,2023,95.3,8,7351.599999999999,0.012963164481201371
SRD,sardinheira,passive,2024,79.5,8,5499.5,0.014455859623602145
TNR,tainheira,active,2009,672.4262,8,6058.9447,0.11098074554138115
TNR,tainheira,active,2010,545.634,8,5342.846,0.10212422368153604
TNR,tainheira,active,2013,501.5,8,5753.9,0.08715827525678237
TNR,traineira,active,2011,512.456,7,5028.452,0.10191128402935934
TNR,traineira,active,2012,449.1,8,4616.2,0.09728781248646073
TNR,traineira,active,2014,223.0,8,3731.2000000000003,0.059766295025728985
TNR,traineira,active,2015,201.2,8,4119.8,0.048837322200106795
TNR,traineira,active,2016,472.0,8,7280.5,0.06483071217636151
TNR,traineira,active,2017,451.9,8,7359.9,0.061400290764820176
TNR,traineira,active,2018,147.4,8,3693.5,0.039907946392310815
TNR,traineira,active,2019,344.6,8,7817.400000000001,0.04408115230127664
TNR,traineira,active,2020,465.3,8,6618.900000000001,0.07029869011467162
TNR,traineira,active,2021,354.5,8,7434.799999999999,0.04768117501479529
TNR,traineira,active,2022,380.6,8,7287.0,0.052229998627693154
TNR,traineira,active,2023,389.9,8,7351.599999999999,0.053036073779857446
TRF,tarrafa,active,2001,6.45,3,566.46,0.011386505666772587
TRF,tarrafa,active,2002,6.8,3,697.54,0.009748544886314764
TRF,tarrafa,active,2003,3.65,3,843.66,0.004326387407249366
TRF,tarrafa,active,2004,2.6100000000000003,3,1368.52,0.0019071697892613921
TRF,tarrafa,active,2005,8.11,3,1095.1,0.0074057163729339785
TRF,tarrafa,active,2006,2.86,2,753.27,0.0037967793752572117
TRF,tarrafa,active,2007,1.98,2,1053.28,0.0018798420173173325
TRF,tarrafa,active,2008,35.9,2,2741.1,0.013096931888657837
TRF,tarrafa,active,2009,75.759,8,6058.9447,0.012503662560247496
TRF,tarrafa,active,2010,49.417,8,5342.846,0.009249190412750059
TRF,tarrafa,active,2011,48.174,5,5028.452,0.00958028434993513
TRF,tarrafa,active,2012,65.6,8,4616.2,0.014210822754646678
TRF,tarrafa,active,2013,77.9,8,5753.9,0.013538643354941867
TRF,tarrafa,active,2014,35.2,8,3731.2000000000003,0.009433962264150943
TRF,tarrafa,active,2015,26.0,8,4119.8,0.006310985970192727
TRF,tarrafa,active,2016,55.5,8,7280.5,0.007623102808873017
TRF,tarrafa,active,2017,67.3,8,7359.9,0.009144145980244297
TRF,tarrafa,active,2018,3.9,8,3693.5,0.0010559090293759306
TRF,tarrafa,active,2019,17.3,8,7817.400000000001,0.002213011998874306
TRF,tarrafa,active,2020,14.5,8,6618.900000000001,0.0021906963392708755
TRF,tarrafa,active,2021,20.9,8,7434.799999999999,0.0028111045354279876
TRF,tarrafa,active,2022,13.6,8,7287.0,0.001866337313023192
TRF,tarrafa,active,2023,14.100000000000001,8,7351.599999999999,0.001917949834049731
TRF,tarrafa,active,2024,7.9,8,5499.5,0.0014364942267478863
TRM,tremalho,passive,2001,6.13,2,566.46,0.010821593757723404
TRM,tremalho,passive,2002,16.56,2,697.54,0.02374057401726066
TRM,tremalho,passive,2003,17.34,2,843.66,0.02055330346348055
TRM,tremalho,passive,2004,35.61,3,1368.52,0.026020810802911173
TRM,tremalho,passive,2005,24.619999999999997,3,1095.1,0.022481965117340883
TRM,tremalho,passive,2006,10.18,2,753.27,0.013514410503537909
TRM,tremalho,passive,2007,11.11,3,1053.28,0.01054800243050281
TRM,tremalho,passive,2008,60.04,3,2741.1,0.02190361533690854
TRM,tremalho,passive,2011,276.42,7,5028.452,0.05497119192944469
TRM,tremalho,passive,2012,214.8,8,4616.2,0.046531779385641875
TRM,tremalho,passive,2014,80.6,8,3731.2000000000003,0.021601629502572897
TRM,tremalho,passive,2015,53.300000000000004,8,4119.8,0.012937521238895092
TRM,tremalho,passive,2016,157.20000000000002,8,7280.5,0.02159192363161871
TRM,tremalho,passive,2017,178.2,8,7359.9,0.024212285493009415
TRM,tremalho,passive,2018,59.2,8,3693.5,0.016028157574116693
TRM,tremalho,passive,2019,187.9,8,7817.400000000001,0.024036124542686825
TRM,tremalho,passive,2020,109.80000000000001,8,6618.900000000001,0.01658885917599601
TRM,tremalho,passive,2021,70.6,8,7434.799999999999,0.00949588422015387
TRM,tremalho,passive,2022,87.3,8,7287.0,0.011980238781391518
TRM,tremalho,passive,2023,109.5,8,7351.599999999999,0.014894716796343655
TRM,tremalho,passive,2024,64.0,8,5499.5,0.011637421583780344
TRM,tresmalho,passive,2009,89.54169999999999,8,6058.9447,0.014778431630181407
TRM,tresmalho,passive,2010,93.139,8,5342.846,0.01743246951156743
TRM,tresmalho,passive,2013,207.0,8,5753.9,0.0359755991588314
