species,year,sp_production_ton,n_locals,year_total,species_share_year
Dourado,2005,52.519999999999996,6,1095.23,0.04795339791641938
Dourado,2006,46.22,5,753.26,0.0613599553938879
Dourado,2007,76.64,6,1053.25,0.07276525041538097
Dourado,2008,76.61,6,2741.5,0.027944555900054714
Dourado,2009,204.8156,8,6059.0066,0.033803495114199084
Dourado,2010,312.98900000000003,8,5342.757,0.05858192689654425
Dourado,2011,265.45099999999996,8,5027.85,0.05279612558051651
Dourado,2012,182.49999999999997,8,4613.9,0.03955438999544853
Dourado,2013,266.59999999999997,8,5752.3,0.04634667871981642
Dourado,2014,123.1,8,3730.9,0.03299471977270899
Dourado,2015,112.3,8,4121.6,0.027246700310559004
Dourado,2016,288.7,8,7280.4,0.039654414592604804
Dourado,2017,276.7,8,7360.299999999999,0.03759357634879013
Dourado,2018,36.699999999999996,8,3691.3,0.00994229675182185
Dourado,2019,132.05,8,7817.5,0.016891589382795013
Dourado,2020,112.78,8,6619.0,0.017038827617464874
Dourado,2021,142.21,8,7434.59,0.01912815636100982
Dourado,2022,72.0,8,7287.5,0.009879931389365352
Dourado,2023,95.17,8,7344.91,0.012957272451262167
Dourado,2024,67.1,8,5500.99,0.012197804395208862
Espada,2009,0.0,8,6059.0066,0.0
Espada,2011,65.958,8,5027.85,0.013118529789074853
Espada,2012,53.6,8,4613.9,0.011617070157567352
Espada,2013,135.2,8,5752.3,0.023503642021452286
Espada,2014,38.800000000000004,8,3730.9,0.010399635476694633
Espada,2015,6.6,8,4121.6,0.0016013198757763973
Espada,2016,89.2,8,7280.4,0.012252074061864734
Espada,2018,12.2,8,3691.3,0.0033050686749925497
Espada,2019,94.71000000000001,8,7817.5,0.012115126319155742
Espada,2020,44.22,8,6619.0,0.006680767487535881
Espada,2021,9.45,8,7434.59,0.0012710855608715477
Espada,2022,8.1,8,7287.5,0.001111492281303602
Espada,2023,11.86,8,7344.91,0.0016147236657767078
Espada,2024,10.6,8,5500.99,0.0019269258806142167
Galo Do Alto,2013,6.7,8,5752.3,0.0011647514907080646
Garabebeu,2011,0.806,8,5027.85,0.00016030708951142138
Garabebeu,2012,9.799999999999999,8,4613.9,0.002124016558659702
Garabebeu,2013,7.800000000000002,8,5752.3,0.0013559793473914784
Garabebeu,2014,1.2000000000000002,8,3730.9,0.0003216382106194216
Garabebeu,2015,0.1,8,4121.6,2.4262422360248446e-05
Garabebeu,2016,4.8,8,7280.4,0.0006593044338223175
Garabebeu,2017,3.4,8,7360.299999999999,0.0004619376927570887
Garabebeu,2018,0.0,8,3691.3,0.0
Garabebeu,2019,19.49,8,7817.5,0.002493124400383754
Garabebeu,2020,11.91,8,6619.0,0.0017993654630608852
Garabebeu,2021,13.649999999999999,8,7434.59,0.0018360124768144576
Garabebeu,2022,19.1,8,7287.5,0.002620926243567753
Garabebeu,2023,9.99,8,7344.91,0.0013601255835673958
Garabebeu,2024,12.7,8,5500.99,0.002308675347528354
Garajuba,2001,10.34,4,566.43,0.018254682838126514
Garajuba,2002,8.39,3,697.48,0.012029018753225899
Garajuba,2003,10.69,3,843.6600000000001,0.01267098120095773
Garajuba,2004,7.37,5,1368.52,0.005385379826381785
Garajuba,2005,16.68,6,1095.23,0.015229677784574928
Garajuba,2006,6.37,5,753.26,0.008456575418846082
Garajuba,2007,13.68,6,1053.25,0.012988369333016852
Garajuba,2008,25.830000000000002,6,2741.5,0.009421849352544228
Garajuba,2009,83.5242,8,6059.0066,0.013785131047719935
Garajuba,2010,76.3,8,5342.757,0.01428101633669658
Garajuba,2011,51.29,8,5027.85,0.010201179430571715
Garajuba,2012,81.8,8,4613.9,0.017729036173302414
Garajuba,2013,97.69999999999999,8,5752.3,0.016984510543608642
Garajuba,2014,44.7,8,3730.9,0.011981023345573454
Garajuba,2015,97.3,8,4121.6,0.023607336956521736
Garajuba,2016,205.4,8,7280.4,0.028212735563980004
Garajuba,2017,198.20000000000002,8,7360.299999999999,0.026928250207192646
Garajuba,2018,53.4,8,3691.3,0.014466448134803456
Garajuba,2019,92.17999999999999,8,7817.5,0.011791493444195713
Garajuba,2020,83.98,8,6619.0,0.012687717177821424
Garajuba,2021,64.8,8,7434.59,0.008716015274547755
Garajuba,2022,103.2,8,7287.5,0.01416123499142367
Garajuba,2023,92.72,8,7344.91,0.012623708118955848
Garajuba,2024,88.6,8,5500.99,0.016106191794567886
Garoupa,2001,0.25,3,566.43,0.0004413608036297513
Garoupa,2002,0.06,1,697.48,8.602397201353443e-05
Garoupa,2003,0.53,3,843.6600000000001,0.0006282151577649764
Garoupa,2004,0.78,2,1368.52,0.0005699587875953585
Garoupa,2005,1.16,5,1095.23,0.0010591382631958584
Garoupa,2006,3.42,4,753.26,0.004540264981546876
Garoupa,2007,3.61,4,1053.25,0.003427486351768336
Garoupa,2008,2.6799999999999997,5,2741.5,0.000977567025351085
Garoupa,2009,2.13,8,6059.0066,0.0003515427760055584
Garoupa,2010,4.236,8,5342.757,0.000792849085219485
Garoupa,2011,13.222999999999999,8,5027.85,0.002629951171972115
Garoupa,2012,3.5,8,4613.9,0.0007585773423784652
Garoupa,2013,2.3,8,5752.3,0.0003998400639744102
Garoupa,2014,0.5,8,3730.9,0.00013401592109142565
Garoupa,2015,1.1,8,4121.6,0.00026688664596273294
Garoupa,2016,3.7,8,7280.4,0.0005082138344047031
Garoupa,2017,1.5,8,7360.299999999999,0.00020379604092224504
Garoupa,2018,0.2,8,3691.3,5.418145368840246e-05
Garoupa,2019,1.23,8,7817.5,0.00015733930284617844
Garoupa,2020,0.8200000000000001,8,6619.0,0.00012388578335095936
Garoupa,2021,3.42,8,7434.59,0.0004600119172677982
Garoupa,2022,2.2,8,7287.5,0.0003018867924528302
Garoupa,2023,2.52,8,7344.91,0.0003430947418007845
Garoupa,2024,1.8,8,5500.99,0.00032721382878354627
Guaiuba,2001,12.44,4,566.43,0.021962113588616425
Guaiuba,2002,10.17,4,697.48,0.014581063256294087
Guaiuba,2003,8.48,4,843.6600000000001,0.010051442524239623
Guaiuba,2004,14.15,5,1368.52,0.010339636980095285
Guaiuba,2005,25.9,6,1095.23,0.023648000876528217
Guaiuba,2006,18.86,5,753.26,0.02503783554151289
Guaiuba,2007,20.51,6,1053.25,0.01947305957749822
Guaiuba,2008,73.0,6,2741.5,0.026627758526354187
Guaiuba,2009,156.3671,8,6059.0066,0.02580738235208392
Guaiuba,2010,136.07500000000002,8,5342.757,0.02546906026233273
Guaiuba,2011,131.381,8,5027.85,0.026130652266873514
Guaiuba,2012,143.7,8,4613.9,0.03114501831422441
Guaiuba,2013,136.9,8,5752.3,0.0237991759817812
Guaiuba,2014,46.3,8,3730.9,0.012409874293066015
Guaiuba,2015,102.5,8,4121.6,0.024868982919254656
Guaiuba,2016,147.8,8,7280.4,0.020301082358112194
Guaiuba,2017,118.7,8,7360.299999999999,0.016127060038313656
Guaiuba,2018,38.0,8,3691.3,0.010294476200796467
Guaiuba,2019,99.79,8,7817.5,0.012764950431723697
Guaiuba,2020,108.79,8,6619.0,0.01643601752530594
Guaiuba,2021,301.7,8,7434.59,0.04058058346189904
Guaiuba,2022,294.5,8,7287.5,0.04041166380789022
Guaiuba,2023,162.51,8,7344.91,0.022125526384938685
Guaiuba,2024,251.5,8,5500.99,0.045719043299478825
Lagosta,2001,43.730000000000004,4,566.43,0.07720283177091611
Lagosta,2002,38.480000000000004,3,697.48,0.05517004071801342
Lagosta,2003,49.89,5,843.6600000000001,0.05913519664319749
Lagosta,2004,41.64,4,1368.52,0.03042703066085991
Lagosta,2005,119.82,5,1095.23,0.10940167818631702
Lagosta,2006,38.589999999999996,4,753.26,0.051230650771314015
Lagosta,2007,66.99,5,1053.25,0.06360313315926892
Lagosta,2008,187.38,7,2741.5,0.06834944373518147
Lagosta,2009,190.3086,8,6059.0066,0.03140920823555466
Lagosta,2010,194.88199999999998,8,5342.757,0.03647592432146923
Lagosta,2011,312.031,8,5027.85,0.06206052288751653
Lagosta,2012,289.4,8,4613.9,0.06272350939552222
Lagosta,2013,304.59999999999997,8,5752.3,0.052952731950697975
Lagosta,2014,136.1,8,3730.9,0.03647913372108606
Lagosta,2015,138.3,8,4121.6,0.0335549301242236
Lagosta,2016,269.2,8,7280.4,0.03697599033020164
Lagosta,2017,338.7,8,7360.299999999999,0.04601714604024293
Lagosta,2018,79.6,8,3691.3,0.021564218567984177
Lagosta,2019,127.16,8,7817.5,0.016266069715382154
Lagosta,2020,123.5,8,6619.0,0.01865840761444327
Lagosta,2021,127.41,8,7434.59,0.01713746151435385
Lagosta,2022,86.4,8,7287.5,0.011855917667238423
Lagosta,2023,187.89,8,7344.91,0.025580980570218015
Lagosta,2024,101.80000000000001,8,5500.99,0.018505759872313895
Marisco,2011,63.601000000000006,8,5027.85,0.012649740942947782
Marisco,2012,8.9,8,4613.9,0.0019289538134766686
Marisco,2013,8.899999999999999,8,5752.3,0.0015472072040748914
Marisco,2014,2.0,8,3730.9,0.0005360636843657026
Marisco,2015,0.7,8,4121.6,0.0001698369565217391
Marisco,2016,3.1,8,7280.4,0.0004258007801769134
Marisco,2017,4.4,8,7360.299999999999,0.0005978017200385855
Marisco,2018,41.7,8,3691.3,0.011296833094031913
Marisco,2019,131.51999999999998,8,7817.5,0.016823792772625516
Marisco,2020,69.12,8,6619.0,0.010442665055144282
Marisco,2021,89.31,8,7434.59,0.01201276734830031
Marisco,2022,165.4,8,7287.5,0.022696397941680962
Marisco,2023,227.59,8,7344.91,0.03098608424065101
Marisco,2024,83.0,8,5500.99,0.015088193216130188
Outros,2001,60.089999999999996,4,566.43,0.10608548276044702
Outros,2002,79.37,4,697.48,0.11379537764523714
Outros,2003,61.16,4,843.6600000000001,0.07249365858284142
Outros,2004,62.230000000000004,5,1368.52,0.04547248122058867
Outros,2005,75.00999999999999,6,1095.23,0.06848789751924253
Outros,2006,68.42999999999999,5,753.26,0.09084512651674057
Outros,2007,50.39,5,1053.25,0.047842392594350816
Outros,2008,114.89,6,2741.5,0.04190771475469633
Outros,2009,278.0211,8,6059.0066,0.04588559121226242
Outros,2010,288.33099999999996,8,5342.757,0.05396670670217642
Outros,2011,1013.923,8,5027.85,0.20166134630110286
Outros,2012,104.8,8,4613.9,0.022713972994646614
Outros,2013,210.6,8,5752.3,0.03661144237956991
Outros,2014,367.90000000000003,8,3730.9,0.098608914739071
Outros,2015,50.0,8,4121.6,0.012131211180124222
Outros,2016,228.8,8,7280.4,0.0314268446788638
Outros,2017,186.8,8,7360.299999999999,0.025379400296183584
Outros,2018,53.699999999999996,8,3691.3,0.01454772031533606
Outros,2019,102.56,8,7817.5,0.013119283658458587
Outros,2020,118.82000000000001,8,6619.0,0.01795135216800121
Outros,2021,153.53,8,7434.59,0.02065076890588452
Outros,2022,170.4,8,7287.5,0.023382504288164668
Outros,2023,144.92000000000002,8,7344.91,0.019730670627686388
Outros,2024,117.67,8,5500.99,0.021390695129422158
Ova Voador,2015,81.4,8,4121.6,0.019749611801242236
Ova Voador,2016,159.1,8,7280.4,0.02185319487940223
Ova Voador,2017,70.2,1,7360.299999999999,0.009537654715161069
Ova Voador,2018,48.3,8,3691.3,0.013084821065749193
Ova Voador,2019,217.24,8,7817.5,0.02778893508154781
Ova Voador,2020,261.28,8,6619.0,0.039474240821876415
Ova Voador,2021,481.52000000000004,8,7434.59,0.06476752584876908
Ova Voador,2022,298.26,8,7287.5,0.040927615780445965
Ova Voador,2023,199.18,8,7344.91,0.027118099472968355
Ova Voador,2024,112.96,8,5500.99,0.02053448561077188
Pampo,2011,6.324,8,5027.85,0.0012577940869357676
Pampo,2012,9.5,8,4613.9,0.002058995643598691
Pampo,2018,2.3,8,3691.3,0.0006230867174166282
Pampo,2019,8.08,8,7817.5,0.0010335785097537577
Pampo,2020,8.51,8,6619.0,0.0012856927028252001
Pampo,2021,9.01,8,7434.59,0.0012119027411061
Pampo,2022,8.97,8,7287.5,0.0012308747855917668
Pampo,2023,17.05,8,7344.91,0.0023213354554378475
Pampo,2024,12.78,8,5500.99,0.002323218184363178
Pargo,2001,5.28,3,566.43,0.009321540172660348
Pargo,2002,5.17,3,697.48,0.007412398921832884
Pargo,2003,6.390000000000001,3,843.6600000000001,0.007574141241732451
Pargo,2004,11.549999999999999,3,1368.52,0.008439774354777423
Pargo,2005,9.19,5,1095.23,0.008390931585146498
Pargo,2006,8.790000000000001,3,753.26,0.011669277540291534
Pargo,2007,10.41,3,1053.25,0.009883693330168527
Pargo,2008,10.860000000000001,6,2741.5,0.003961335035564472
Pargo,2009,20.4802,8,6059.0066,0.0033801250521826465
Pargo,2010,11.091,8,5342.757,0.002075894524119289
Pargo,2011,13.854999999999999,8,5027.85,0.0027556510237974475
Pargo,2012,15.299999999999999,8,4613.9,0.003316066668111576
Pargo,2013,10.299999999999999,8,5752.3,0.0017905881125810544
Pargo,2014,15.1,8,3730.9,0.004047280816961055
Pargo,2015,11.2,8,4121.6,0.0027173913043478256
Pargo,2016,22.900000000000002,8,7280.4,0.003145431569693973
Pargo,2017,19.4,8,7360.299999999999,0.0026357621292610357
Pargo,2018,14.1,8,3691.3,0.003819792485032373
Pargo,2019,21.25,8,7817.5,0.002718260313399424
Pargo,2020,23.669999999999998,8,6619.0,0.0035760688925819606
Pargo,2021,30.990000000000002,8,7434.59,0.00416835360120733
Pargo,2022,28.0,8,7287.5,0.003842195540308748
Pargo,2023,22.07,8,7344.91,0.0030048019648981406
Pargo,2024,11.8,8,5500.99,0.0021450684331365813
Paru,2011,25.4,8,5027.85,0.00505186113348648
Paru,2012,26.1,8,4613.9,0.005656819610307983
Paru,2013,31.3,8,5752.3,0.005441301740173495
Paru,2014,13.2,8,3730.9,0.003538020316813637
Paru,2015,13.0,8,4121.6,0.003154114906832298
Paru,2016,19.8,8,7280.4,0.0027196307895170596
Paru,2017,27.3,8,7360.299999999999,0.00370908794478486
Paru,2018,6.6,8,3691.3,0.001787987971717281
Paru,2019,10.3,8,7817.5,0.0013175567636712505
Paru,2020,8.1,8,6619.0,0.0012237498111497204
Paru,2021,12.719999999999999,8,7434.59,0.0017109215168556705
Paru,2022,12.2,8,7287.5,0.00167409948542024
Paru,2023,8.6,8,7344.91,0.001170878880748709
Paru,2024,6.499999999999999,8,5500.99,0.0011816054928294724
Peixe Galo,2011,3.56,8,5027.85,0.0007080561273705461
Peixe Galo,2012,15.3,8,4613.9,0.0033160666681115764
Peixe Galo,2014,3.9,8,3730.9,0.00104532418451312
Peixe Galo,2015,4.9,8,4121.6,0.001188858695652174
Peixe Galo,2016,7.8999999999999995,8,7280.4,0.0010851052139992307
Peixe Galo,2017,7.6,8,7360.299999999999,0.0010325666073393747
Peixe Galo,2018,2.2,8,3691.3,0.000595995990572427
Peixe Galo,2019,11.85,8,7817.5,0.0015158298688839143
Peixe Galo,2020,8.6,8,6619.0,0.001299289922949086
Peixe Galo,2021,9.44,8,7434.59,0.0012697404967859692
Peixe Galo,2022,12.39,8,7287.5,0.001700171526586621
Peixe Galo,2023,8.84,8,7344.91,0.0012035545704440218
Peixe Galo,2024,4.9399999999999995,8,5500.99,0.000898020174550399
Peixe Voador,2001,32.4,2,566.43,0.05720036015041576
Peixe Voador,2002,120.19,2,697.48,0.1723203532717784
Peixe Voador,2003,147.93,2,843.6600000000001,0.17534314771353388
Peixe Voador,2004,280.87,4,1368.52,0.20523631368193376
Peixe Voador,2005,123.46000000000001,3,1095.23,0.11272518101220749
Peixe Voador,2006,137.41000000000003,2,753.26,0.18242041260653696
Peixe Voador,2007,255.70999999999998,3,1053.25,0.24278186565392829
Peixe Voador,2008,289.76,4,2741.5,0.10569396315885464
Peixe Voador,2009,781.3149999999999,8,6059.0066,0.12895100658909994
Peixe Voador,2010,522.511,8,5342.757,0.0977980095295369
Peixe Voador,2011,166.01999999999998,8,5027.85,0.033020078164623046
Peixe Voador,2012,856.5,8,4613.9,0.18563471249918725
Peixe Voador,2013,845.8,8,5752.3,0.14703683743893745
Peixe Voador,2014,609.1,8,3730.9,0.16325819507357475
Peixe Voador,2015,220.5,8,4121.6,0.053498641304347824
Peixe Voador,2016,695.4,8,7280.4,0.09551672985000824
Peixe Voador,2017,788.3000000000001,8,7360.299999999999,0.10710161270600385
Peixe Voador,2018,104.39999999999999,8,3691.3,0.02828271882534608
Peixe Voador,2019,357.29999999999995,8,7817.5,0.045705148704828905
Peixe Voador,2020,342.2,8,6619.0,0.05169965251548572
Peixe Voador,2021,301.54,8,7434.59,0.04055906243652979
Peixe Voador,2022,117.80000000000001,8,7287.5,0.01616466552315609
Peixe Voador,2023,156.12,8,7344.91,0.021255536146800983
Peixe Voador,2024,63.85,8,5500.99,0.011607001648794127
Pescada,2001,12.43,4,566.43,0.021944459156471235
Pescada,2002,7.99,4,697.48,0.011455525606469003
Pescada,2003,3.6899999999999995,3,843.6600000000001,0.0043737998719863445
Pescada,2004,13.53,5,1368.52,0.009886592815596411
Pescada,2005,20.36,6,1095.23,0.0185897026195411
Pescada,2006,11.059999999999999,5,753.26,0.014682845232721767
Pescada,2007,6.86,5,1053.25,0.006513173510562545
Pescada,2008,13.129999999999999,6,2741.5,0.004789348896589458
Pescada,2009,47.2124,8,6059.0066,0.007792102421542172
Pescada,2010,50.168,8,5342.757,0.009389908618340681
Pescada,2011,33.083,8,5027.85,0.006579949680280835
Pescada,2012,43.6,8,4613.9,0.009449706322200309
Pescada,2013,90.5,8,5752.3,0.015732837299862662
Pescada,2014,41.3,8,3730.9,0.011069715082151758
Pescada,2015,27.9,8,4121.6,0.006769215838509316
Pescada,2016,81.2,8,7280.4,0.011153233338827537
Pescada,2018,55.1,8,3691.3,0.014926990491154877
Pescada,2019,86.59,8,7817.5,0.011076431084106173
Pescada,2020,38.65,8,6619.0,0.00583925064209095
Pescada,2021,32.31,8,7434.59,0.004345902060503673
Pescada,2022,37.72,8,7287.5,0.0051759862778730705
Pescada,2023,33.65,8,7344.91,0.004581403992696983
Pescada,2024,34.14,8,5500.99,0.006206155619261261
Pirauna,2011,0.855,8,5027.85,0.00017005280587129685
Pirauna,2012,0.6,8,4613.9,0.0001300418301220226
Pirauna,2015,0.1,8,4121.6,2.4262422360248446e-05
Pirauna,2018,0.7999999999999999,8,3691.3,0.00021672581475360982
Pirauna,2019,1.9700000000000002,8,7817.5,0.0002519987208186761
Pirauna,2020,0.45999999999999996,8,6619.0,6.949690285541622e-05
Pirauna,2021,0.43000000000000005,8,7434.59,5.783775567986937e-05
Pirauna,2022,0.06,8,7287.5,8.23327615780446e-06
Pirauna,2023,0.2,8,7344.91,2.7229741412760676e-05
Pirauna,2024,0.01,8,5500.99,1.8178546043530347e-06
Polvo,2001,6.18,3,566.43,0.010910439065727452
Polvo,2002,2.05,2,697.48,0.002939152377129093
Polvo,2003,7.49,3,843.6600000000001,0.008877984021999383
Polvo,2004,10.41,4,1368.52,0.007606757665214977
Polvo,2005,29.8,3,1095.23,0.027208896761410844
Polvo,2006,11.559999999999999,3,753.26,0.015346626662772481
Polvo,2007,7.89,3,1053.25,0.007491098979349632
Polvo,2008,5.57,5,2741.5,0.0020317344519423675
Polvo,2009,5.763400000000001,8,6059.0066,0.0009512120353194533
Polvo,2010,6.89,8,5342.757,0.001289596363824894
Polvo,2011,6.949999999999999,8,5027.85,0.0013823005857374422
Polvo,2012,13.1,8,4613.9,0.0028392466243308268
Polvo,2013,6.500000000000002,8,5752.3,0.0011299827894928989
Polvo,2014,1.1,8,3730.9,0.00029483502640113645
Polvo,2015,10.6,8,4121.6,0.002571816770186335
Polvo,2016,13.2,8,7280.4,0.001813087193011373
Polvo,2017,13.1,8,7360.299999999999,0.0017798187573876067
Polvo,2018,7.800000000000001,8,3691.3,0.002113076693847696
Polvo,2019,10.11,8,7817.5,0.0012932523185161496
Polvo,2020,6.6,8,6619.0,0.000997129475751624
Polvo,2021,11.709999999999999,8,7434.59,0.0015750700442122563
Polvo,2022,6.88,8,7287.5,0.000944082332761578
Polvo,2023,5.84,8,7344.91,0.0007951084492526117
Polvo,2024,2.08,8,5500.99,0.00037811375770543124
Salema,2007,1.1600000000000001,4,1053.25,0.0011013529551388561
Salema,2008,19.310000000000002,6,2741.5,0.007043589275943827
Salema,2009,59.690799999999996,8,6059.0066,0.009851581940841589
Salema,2010,59.53,8,5342.757,0.011142187451160517
Salema,2011,48.033,8,5027.85,0.00955338763089591
Salema,2012,23.299999999999997,8,4613.9,0.00504995773640521
Salema,2013,16.4,8,5752.3,0.0028510334996436205
Salema,2014,8.9,8,3730.9,0.002385483395427377
Salema,2015,7.8999999999999995,8,4121.6,0.001916731366459627
Salema,2016,16.6,8,7280.4,0.0022800945003021815
Salema,2017,16.0,8,7360.299999999999,0.002173824436503947
Salema,2018,7.8,8,3691.3,0.0021130766938476956
Salema,2019,20.83,8,7817.5,0.002664534697793412
Salema,2020,22.58,8,6619.0,0.003411391448859344
Salema,2021,23.85,8,7434.59,0.0032079778441043826
Salema,2022,30.93,8,7287.5,0.004244253859348199
Salema,2023,36.47,8,7344.91,0.0049653433466169085
Salema,2024,26.740000000000002,8,5500.99,0.004860943212040015
Saramunete,2011,0.512,8,5027.85,0.00010183279135216842
Saramunete,2012,0.2,8,4613.9,4.334727670734087e-05
Saramunete,2015,0.0,8,4121.6,0.0
Saramunete,2019,1.1600000000000001,8,7817.5,0.00014838503357850977
Saramunete,2020,0.1,8,6619.0,1.5108022359873093e-05
Saramunete,2021,0.6599999999999999,8,7434.59,8.877422964817157e-05
Saramunete,2022,0.92,8,7287.5,0.0001262435677530017
Saramunete,2023,0.1,8,7344.91,1.3614870706380338e-05
Saramunete,2024,0.2,8,5500.99,3.63570920870607e-05
Sardinha,2001,124.85,3,566.43,0.22041558533269778
Sardinha,2002,116.9,3,697.48,0.16760337213970294
Sardinha,2003,207.18,3,843.6600000000001,0.24557286110518453
Sardinha,2004,421.51,4,1368.52,0.30800426738374304
Sardinha,2005,157.46,6,1095.23,0.14376888872656884
Sardinha,2006,72.02,4,753.26,0.09561107718450468
Sardinha,2007,145.32,5,1053.25,0.13797294089722287
Sardinha,2008,325.39,6,2741.5,0.11869049790260805
Sardinha,2009,1312.9761999999998,8,6059.0066,0.2166982620550372
Sardinha,2010,1117.669,8,5342.757,0.20919330600287458
Sardinha,2011,577.8140000000001,8,5027.85,0.11492268066867549
Sardinha,2012,154.1,8,4613.9,0.03339907670300613
Sardinha,2013,378.79999999999995,8,5752.3,0.0658519201015246
Sardinha,2014,59.2,8,3730.9,0.0158674850572248
Sardinha,2015,265.59999999999997,8,4121.6,0.06444099378881986
Sardinha,2016,280.5,8,7280.4,0.03852810285149168
Sardinha,2017,469.7,8,7360.299999999999,0.063815333614119
Sardinha,2018,170.6,8,3691.3,0.0462167799962073
Sardinha,2019,238.49,8,7817.5,0.030507195394947235
Sardinha,2020,154.73,8,6619.0,0.023376642997431633
Sardinha,2021,114.13000000000001,8,7434.59,0.015351216408705794
Sardinha,2022,127.4,8,7287.5,0.017481989708404803
Sardinha,2023,157.82999999999998,8,7344.91,0.021488350435880085
Sardinha,2024,110.54,8,5500.99,0.020094564796518447
Serra,2001,27.04,4,566.43,0.0477375845205939
Serra,2002,35.32,3,697.48,0.05063944485863394
Serra,2003,33.14,4,843.6600000000001,0.03928122703458739
Serra,2004,45.669999999999995,5,1368.52,0.03337181773010259
Serra,2005,34.54,6,1095.23,0.031536754836883577
Serra,2006,24.380000000000003,5,753.26,0.032365982529272766
Serra,2007,34.239999999999995,6,1053.25,0.03250890102065036
Serra,2008,57.49,6,2741.5,0.020970271749042497
Serra,2009,211.401,8,6059.0066,0.03489037295321646
Serra,2010,221.759,8,5342.757,0.04150647315608776
Serra,2011,170.735,8,5027.85,0.033957854749047806
Serra,2012,139.7,8,4613.9,0.030278072780077592
Serra,2013,259.4,8,5752.3,0.045095005476070434
Serra,2014,144.8,8,3730.9,0.03881101074807687
Serra,2015,122.0,8,4121.6,0.029600155279503104
Serra,2016,268.9,8,7280.4,0.03693478380308774
Serra,2017,166.7,8,7360.299999999999,0.022648533347825496
Serra,2018,104.10000000000001,8,3691.3,0.028201446644813482
Serra,2019,203.83,8,7817.5,0.02607355292612728
Serra,2020,116.32000000000001,8,6619.0,0.01757365160900438
Serra,2021,86.09,8,7434.59,0.01157965671274408
Serra,2022,139.13,8,7287.5,0.019091595197255572
Serra,2023,139.48,8,7344.91,0.018990021661259293
Serra,2024,96.36,8,5500.99,0.01751684696754584
Siri,2011,6.347,8,5027.85,0.001262368606859791
Siri,2012,3.8,8,4613.9,0.0008235982574394764
Siri,2013,3.7,8,5752.3,0.000643220972480573
Siri,2014,1.2999999999999998,8,3730.9,0.00034844139483770664
Siri,2015,1.2000000000000002,8,4121.6,0.0002911490683229814
Siri,2016,2.6,8,7280.4,0.00035712323498708864
Siri,2017,2.7,8,7360.299999999999,0.0003668328736600411
Siri,2018,1.9,8,3691.3,0.0005147238100398233
Siri,2019,23.25,8,7817.5,0.0029740965781899584
Siri,2020,18.12,8,6619.0,0.0027375736516090047
Siri,2021,9.879999999999999,8,7434.59,0.0013289233165514169
Siri,2022,15.88,8,7287.5,0.0021790737564322473
Siri,2023,24.96,8,7344.91,0.0033982717283125323
Siri,2024,29.2,8,5500.99,0.005308135444710861
Sirigado,2001,2.4,3,566.43,0.0042370637148456125
Sirigado,2002,12.79,3,697.48,0.018337443367551755
Sirigado,2003,4.31,4,843.6600000000001,0.005108693075409524
Sirigado,2004,5.4399999999999995,5,1368.52,0.0039750971852804485
Sirigado,2005,18.92,6,1095.23,0.01727491029281521
Sirigado,2006,14.91,5,753.26,0.01979396224411226
Sirigado,2007,13.950000000000001,6,1053.25,0.01324471872774745
Sirigado,2008,53.53,6,2741.5,0.01952580703994164
Sirigado,2009,112.0203,8,6059.0066,0.018488228746936834
Sirigado,2010,123.73700000000001,8,5342.757,0.023159765641596653
Sirigado,2011,39.231,8,5027.85,0.007802738745189296
Sirigado,2012,53.0,8,4613.9,0.01148702832744533
Sirigado,2013,99.5,8,5752.3,0.01729742885454514
Sirigado,2014,12.1,8,3730.9,0.003243185290412501
Sirigado,2015,21.0,8,4121.6,0.005095108695652173
Sirigado,2016,30.099999999999998,8,7280.4,0.004134388220427449
Sirigado,2017,60.699999999999996,8,7360.299999999999,0.008246946455986849
Sirigado,2018,13.3,8,3691.3,0.0036030666702787637
Sirigado,2019,50.480000000000004,8,7817.5,0.00645730732331308
Sirigado,2020,21.5,8,6619.0,0.0032482248073727148
Sirigado,2021,11.25,8,7434.59,0.001513197096275652
Sirigado,2022,26.11,8,7287.5,0.0035828473413379073
Sirigado,2023,18.74,8,7344.91,0.002551426770375675
Sirigado,2024,34.949999999999996,8,5500.99,0.006353401842213856
Tainha,2001,36.56999999999999,3,566.43,0.06456225835496
Tainha,2002,40.57,4,697.48,0.0581665424098182
Tainha,2003,47.05,4,843.6600000000001,0.055768911646871956
Tainha,2004,75.15,5,1368.52,0.054913337035629735
Tainha,2005,82.09,5,1095.23,0.07495229312564484
Tainha,2006,41.75,4,753.26,0.055425749409234525
Tainha,2007,73.07000000000001,5,1053.25,0.06937574175172087
Tainha,2008,177.29,6,2741.5,0.06466897683749771
Tainha,2009,450.5195,8,6059.0066,0.07435534069231746
Tainha,2010,405.215,8,5342.757,0.07584380124344042
Tainha,2011,347.749,8,5027.85,0.06916455343735393
Tainha,2012,346.5,8,4613.9,0.07509915689546805
Tainha,2013,337.6,8,5752.3,0.05868956765120039
Tainha,2014,161.8,8,3730.9,0.04336755206518535
Tainha,2015,173.6,8,4121.6,0.0421195652173913
Tainha,2016,354.3,8,7280.4,0.048664908521509814
Tainha,2017,307.9,8,7360.299999999999,0.041832533999972825
Tainha,2018,133.9,8,3691.3,0.036274483244385446
Tainha,2019,253.51,8,7817.5,0.032428525743524145
Tainha,2020,247.4,8,6619.0,0.037377247318326035
