local,year,fleet_monitored,assisted_trips,estimated_fishermen,production_ton,fishermen_per_vessel_x,cpue_ton_per_trip,cpue_per_fisherman,fishermen_per_vessel_y,municipality,n_landing_points,period,platform_dist_km_mean,mpa_dist_km_mean,inside_any_mpa_any,platform_exposure_class,mpa_exposure_class,combined_exposure_class,richness,shannon_h,simpson_1d,pielou_j,total_production_div
CAICARA DO NORTE,2024,166.8,6922,436.0,784.3,2.6139088729016784,0.11330540306269864,1.7988532110091742,2.6139088729016784,Caiçara do Norte,2,recent,31.721600034764556,38.044851750636056,False,20-50 km,25-50 km,20-50 km × 25-50 km,49,3.1048258217407705,0.9425349429226735,0.7977824215696905,784.3300000000002
GALINHOS,2004,61.0,814,151.49,40.3,2.48344262295082,0.0495085995085995,0.2660241600105617,2.48344262295082,Galinhos,1,early,21.7644741498777,21.774377887425786,False,20-50 km,10-25 km,20-50 km × 10-25 km,24,2.1773789595241757,0.8410313388765405,0.685129666065407,40.29
GALINHOS,2005,74.0,735,162.8,27.3,2.2,0.037142857142857144,0.16769041769041768,2.2,Galinhos,1,early,21.7644741498777,21.774377887425786,False,20-50 km,10-25 km,20-50 km × 10-25 km,24,2.1218789952365826,0.836156104431187,0.6676661593879519,27.32
GALINHOS,2007,80.0,828,167.41,20.31,2.092625,0.024528985507246377,0.12131891762738187,2.092625,Galinhos,1,early,21.7644741498777,21.774377887425786,False,20-50 km,10-25 km,20-50 km × 10-25 km,25,2.24128055872622,0.8340323665907026,0.6962929546429432,20.330000000000002
GALINHOS,2008,128.0,3849,292.29,148.38,2.283515625,0.038550272798129386,0.5076465154469876,2.283515625,Galinhos,1,early,21.7644741498777,21.774377887425786,False,20-50 km,10-25 km,20-50 km × 10-25 km,35,2.416549085365813,0.871821068940214,0.6796940956474082,148.4
GALINHOS,2009,131.0,3828,151.5,207.233,1.1564885496183206,0.05413610240334378,1.367874587458746,1.1564885496183206,Galinhos,1,middle,21.7644741498777,21.774377887425786,False,20-50 km,10-25 km,20-50 km × 10-25 km,36,2.385063302130828,0.8596598983038429,0.6655645869583116,207.303
GALINHOS,2010,149.0,4718,199.0,246.633,1.3355704697986577,0.05227490462060195,1.239361809045226,1.3355704697986577,Galinhos,1,middle,21.7644741498777,21.774377887425786,False,20-50 km,10-25 km,20-50 km × 10-25 km,34,2.463378965657019,0.8609299036598747,0.6985612924319908,246.625
GALINHOS,2011,174.0,4703,185.5,237.15,1.0660919540229885,0.05042526047203912,1.2784366576819408,1.0660919540229885,Galinhos,1,middle,21.7644741498777,21.774377887425786,False,20-50 km,10-25 km,20-50 km × 10-25 km,44,2.7945436856898382,0.9150895117920137,0.7384787645528973,237.18599999999998
GALINHOS,2012,146.0,4779,166.0,219.5,1.1369863013698631,0.04593011090186232,1.322289156626506,1.1369863013698631,Galinhos,1,middle,21.7644741498777,21.774377887425786,False,20-50 km,10-25 km,20-50 km × 10-25 km,38,2.865728630743064,0.9180361788884743,0.7878105163448885,219.39999999999998
GALINHOS,2013,132.0,4202,252.75,214.7,1.9147727272727273,0.05109471680152308,0.849455984174085,1.9147727272727273,Galinhos,1,middle,21.7644741498777,21.774377887425786,False,20-50 km,10-25 km,20-50 km × 10-25 km,34,2.7745255781119798,0.9028779456751485,0.7867957795988492,214.5
GALINHOS,2014,60.0,1738,139.0,94.22,2.316666666666667,0.05421173762945915,0.677841726618705,2.316666666666667,Galinhos,1,middle,21.7644741498777,21.774377887425786,False,20-50 km,10-25 km,20-50 km × 10-25 km,30,2.676524475533107,0.8970659165798929,0.7869359449598002,94.2
GALINHOS,2015,56.0,1586,127.0,89.2,2.267857142857143,0.05624211853720051,0.7023622047244095,2.267857142857143,Galinhos,1,middle,21.7644741498777,21.774377887425786,False,20-50 km,10-25 km,20-50 km × 10-25 km,34,2.695320481872073,0.8978605528378617,0.7643349178443557,89.3
GALINHOS,2016,55.0,1388,134.0,202.3,2.4363636363636365,0.1457492795389049,1.5097014925373136,2.4363636363636365,Galinhos,1,recent,21.7644741498777,21.774377887425786,False,20-50 km,10-25 km,20-50 km × 10-25 km,38,2.8306678497303013,0.9098830875421227,0.7781720419629099,202.89999999999998
