local,cpue_median,cpue_mean,cpue_cv,richness_mean,shannon_mean,pielou_mean,platform_dist,mpa_dist,inside_mpa,combined_class,n_years,is_ab
AREIA BRANCA,4.350408163265306,5.6296727171492975,0.8756407720120457,37.666666666666664,1.3137990990138786,0.38614352284177805,31.17549859480912,3.309766594129834,True,20-50 km × inside,21,True
CAICARA DO NORTE,1.7154730927640713,1.5489250366256382,0.5928734108978014,38.875,2.6355211764758653,0.7228005627732639,31.721600034764556,38.044851750636056,False,20-50 km × 25-50 km,24,False
GALINHOS,1.3003629071542235,1.1342221299350403,0.5204317620178172,35.4,2.5063177330250377,0.7068338088041919,21.7644741498777,21.774377887425786,False,20-50 km × 10-25 km,20,False
GROSSOS,0.6218879310344827,0.8329999593029888,0.965451323867216,24.736842105263158,1.946462395145458,0.6912456546923019,44.696278903272656,20.13619075292307,False,20-50 km × 10-25 km,19,False
GUAMARE,1.4480734323900055,1.2841830988554725,0.5886757497651347,38.25,2.6539416180023827,0.7346742078335705,15.522437717087048,5.10015585248345,False,0-20 km × 0-10 km,24,False
MACAU,1.9353416476714262,1.7967593797263988,0.5432768514912939,40.916666666666664,2.463297172192964,0.6654394712412276,8.702154449506585,4.519425209447317,True,0-20 km × 0-10 km,24,False
PORTO DO MANGUE,1.1452963558776907,1.2368756183675613,0.5463800070561712,37.666666666666664,2.7774504284552957,0.780509549805497,24.802382721308863,0.7506532327997194,True,20-50 km × inside,24,False
TIBAU,0.637037037037037,0.747395225140798,0.42630689555614354,26.58823529411765,1.9693677253139839,0.6052516324984271,56.56427207932279,36.29820474674128,False,20-50 km × 25-50 km,17,False
