local,year,boat_type,propulsion,vessels_monitored,total_vessels,boat_share,share_motorised,share_sail_row,share_other
GALINHOS,2019,PED,other,3,55,0.05454545454545454,0.8363636363636363,0.09090909090909091,0.07272727272727272
GALINHOS,2019,PQM,motorised,0,55,0.0,0.8363636363636363,0.09090909090909091,0.07272727272727272
GALINHOS,2019,PQV,sail/row,0,55,0.0,0.8363636363636363,0.09090909090909091,0.07272727272727272
GALINHOS,2020,BMG,motorised,0,50,0.0,0.84,0.08,0.08
GALINHOS,2020,BMM,motorised,7,50,0.14,0.84,0.08,0.08
GALINHOS,2020,BMP,motorised,4,50,0.08,0.84,0.08,0.08
GALINHOS,2020,BOM,other,1,50,0.02,0.84,0.08,0.08
GALINHOS,2020,BOV,sail/row,4,50,0.08,0.84,0.08,0.08
GALINHOS,2020,CAM,motorised,29,50,0.58,0.84,0.08,0.08
GALINHOS,2020,CAR,other,0,50,0.0,0.84,0.08,0.08
GALINHOS,2020,CAV,sail/row,0,50,0.0,0.84,0.08,0.08
GALINHOS,2020,JAM,motorised,2,50,0.04,0.84,0.08,0.08
GALINHOS,2020,JAV,sail/row,0,50,0.0,0.84,0.08,0.08
GALINHOS,2020,PED,other,3,50,0.06,0.84,0.08,0.08
GALINHOS,2020,PQM,motorised,0,50,0.0,0.84,0.08,0.08
GALINHOS,2020,PQV,sail/row,0,50,0.0,0.84,0.08,0.08
GALINHOS,2021,BMG,motorised,0,49,0.0,0.8367346938775511,0.061224489795918366,0.10204081632653061
GALINHOS,2021,BMM,motorised,7,49,0.14285714285714285,0.8367346938775511,0.061224489795918366,0.10204081632653061
GALINHOS,2021,BMP,motorised,5,49,0.10204081632653061,0.8367346938775511,0.061224489795918366,0.10204081632653061
GALINHOS,2021,BOM,other,1,49,0.02040816326530612,0.8367346938775511,0.061224489795918366,0.10204081632653061
GALINHOS,2021,BOV,sail/row,3,49,0.061224489795918366,0.8367346938775511,0.061224489795918366,0.10204081632653061
GALINHOS,2021,CAM,motorised,28,49,0.5714285714285714,0.8367346938775511,0.061224489795918366,0.10204081632653061
GALINHOS,2021,CAR,other,0,49,0.0,0.8367346938775511,0.061224489795918366,0.10204081632653061
GALINHOS,2021,CAV,sail/row,0,49,0.0,0.8367346938775511,0.061224489795918366,0.10204081632653061
GALINHOS,2021,JAM,motorised,1,49,0.02040816326530612,0.8367346938775511,0.061224489795918366,0.10204081632653061
GALINHOS,2021,JAV,sail/row,0,49,0.0,0.8367346938775511,0.061224489795918366,0.10204081632653061
GALINHOS,2021,PED,other,4,49,0.08163265306122448,0.8367346938775511,0.061224489795918366,0.10204081632653061
GALINHOS,2021,PQM,motorised,0,49,0.0,0.8367346938775511,0.061224489795918366,0.10204081632653061
GALINHOS,2021,PQV,sail/row,0,49,0.0,0.8367346938775511,0.061224489795918366,0.10204081632653061
GALINHOS,2022,BMG,motorised,0,48,0.0,0.8125,0.0625,0.125
GALINHOS,2022,BMM,motorised,6,48,0.125,0.8125,0.0625,0.125
GALINHOS,2022,BMP,motorised,6,48,0.125,0.8125,0.0625,0.125
GALINHOS,2022,BOM,other,2,48,0.041666666666666664,0.8125,0.0625,0.125
GALINHOS,2022,BOV,sail/row,3,48,0.0625,0.8125,0.0625,0.125
GALINHOS,2022,CAM,motorised,25,48,0.5208333333333334,0.8125,0.0625,0.125
GALINHOS,2022,CAR,other,0,48,0.0,0.8125,0.0625,0.125
GALINHOS,2022,CAV,sail/row,0,48,0.0,0.8125,0.0625,0.125
GALINHOS,2022,JAM,motorised,2,48,0.041666666666666664,0.8125,0.0625,0.125
GALINHOS,2022,JAV,sail/row,0,48,0.0,0.8125,0.0625,0.125
GALINHOS,2022,PED,other,4,48,0.08333333333333333,0.8125,0.0625,0.125
GALINHOS,2022,PQM,motorised,0,48,0.0,0.8125,0.0625,0.125
GALINHOS,2022,PQV,sail/row,0,48,0.0,0.8125,0.0625,0.125
GALINHOS,2023,BMG,motorised,0,49,0.0,0.8367346938775511,0.04081632653061224,0.12244897959183673
GALINHOS,2023,BMM,motorised,7,49,0.14285714285714285,0.8367346938775511,0.04081632653061224,0.12244897959183673
GALINHOS,2023,BMP,motorised,5,49,0.10204081632653061,0.8367346938775511,0.04081632653061224,0.12244897959183673
GALINHOS,2023,BOM,other,2,49,0.04081632653061224,0.8367346938775511,0.04081632653061224,0.12244897959183673
GALINHOS,2023,BOV,sail/row,2,49,0.04081632653061224,0.8367346938775511,0.04081632653061224,0.12244897959183673
GALINHOS,2023,CAM,motorised,28,49,0.5714285714285714,0.8367346938775511,0.04081632653061224,0.12244897959183673
GALINHOS,2023,CAR,other,0,49,0.0,0.8367346938775511,0.04081632653061224,0.12244897959183673
GALINHOS,2023,CAV,sail/row,0,49,0.0,0.8367346938775511,0.04081632653061224,0.12244897959183673
GALINHOS,2023,JAM,motorised,1,49,0.02040816326530612,0.8367346938775511,0.04081632653061224,0.12244897959183673
GALINHOS,2023,JAV,sail/row,0,49,0.0,0.8367346938775511,0.04081632653061224,0.12244897959183673
GALINHOS,2023,PED,other,4,49,0.08163265306122448,0.8367346938775511,0.04081632653061224,0.12244897959183673
GALINHOS,2023,PQM,motorised,0,49,0.0,0.8367346938775511,0.04081632653061224,0.12244897959183673
GALINHOS,2023,PQV,sail/row,0,49,0.0,0.8367346938775511,0.04081632653061224,0.12244897959183673
GALINHOS,2024,BMG,motorised,0,49,0.0,0.7959183673469388,0.02040816326530612,0.1836734693877551
GALINHOS,2024,BMM,motorised,7,49,0.14285714285714285,0.7959183673469388,0.02040816326530612,0.1836734693877551
GALINHOS,2024,BMP,motorised,6,49,0.12244897959183673,0.7959183673469388,0.02040816326530612,0.1836734693877551
GALINHOS,2024,BOM,other,3,49,0.061224489795918366,0.7959183673469388,0.02040816326530612,0.1836734693877551
GALINHOS,2024,BOV,sail/row,1,49,0.02040816326530612,0.7959183673469388,0.02040816326530612,0.1836734693877551
GALINHOS,2024,CAM,motorised,25,49,0.5102040816326531,0.7959183673469388,0.02040816326530612,0.1836734693877551
GALINHOS,2024,CAR,other,0,49,0.0,0.7959183673469388,0.02040816326530612,0.1836734693877551
GALINHOS,2024,CAV,sail/row,0,49,0.0,0.7959183673469388,0.02040816326530612,0.1836734693877551
GALINHOS,2024,JAM,motorised,1,49,0.02040816326530612,0.7959183673469388,0.02040816326530612,0.1836734693877551
GALINHOS,2024,JAV,sail/row,0,49,0.0,0.7959183673469388,0.02040816326530612,0.1836734693877551
GALINHOS,2024,PED,other,6,49,0.12244897959183673,0.7959183673469388,0.02040816326530612,0.1836734693877551
GALINHOS,2024,PQM,motorised,0,49,0.0,0.7959183673469388,0.02040816326530612,0.1836734693877551
GALINHOS,2024,PQV,sail/row,0,49,0.0,0.7959183673469388,0.02040816326530612,0.1836734693877551
GROSSOS,2003,BMM,motorised,1,1,1.0,1.0,0.0,0.0
GROSSOS,2005,BMM,motorised,2,2,1.0,1.0,0.0,0.0
GROSSOS,2007,BMM,motorised,1,1,1.0,1.0,0.0,0.0
GROSSOS,2009,BMM,motorised,10,93,0.10752688172043011,0.3225806451612903,0.6129032258064516,0.06451612903225806
GROSSOS,2009,BMP,motorised,2,93,0.021505376344086023,0.3225806451612903,0.6129032258064516,0.06451612903225806
GROSSOS,2009,BOM,other,0,93,0.0,0.3225806451612903,0.6129032258064516,0.06451612903225806
GROSSOS,2009,BOV,sail/row,11,93,0.11827956989247312,0.3225806451612903,0.6129032258064516,0.06451612903225806
GROSSOS,2009,CAM,motorised,1,93,0.010752688172043012,0.3225806451612903,0.6129032258064516,0.06451612903225806
GROSSOS,2009,CAV,sail/row,34,93,0.3655913978494624,0.3225806451612903,0.6129032258064516,0.06451612903225806
GROSSOS,2009,JAV,sail/row,4,93,0.043010752688172046,0.3225806451612903,0.6129032258064516,0.06451612903225806
GROSSOS,2009,PED,other,6,93,0.06451612903225806,0.3225806451612903,0.6129032258064516,0.06451612903225806
GROSSOS,2009,PQM,motorised,17,93,0.1827956989247312,0.3225806451612903,0.6129032258064516,0.06451612903225806
GROSSOS,2009,PQV,sail/row,8,93,0.08602150537634409,0.3225806451612903,0.6129032258064516,0.06451612903225806
GROSSOS,2010,BMG,motorised,0,96,0.0,0.4270833333333333,0.4479166666666667,0.125
GROSSOS,2010,BMM,motorised,10,96,0.10416666666666667,0.4270833333333333,0.4479166666666667,0.125
GROSSOS,2010,BMP,motorised,4,96,0.041666666666666664,0.4270833333333333,0.4479166666666667,0.125
GROSSOS,2010,BOM,other,0,96,0.0,0.4270833333333333,0.4479166666666667,0.125
GROSSOS,2010,BOV,sail/row,9,96,0.09375,0.4270833333333333,0.4479166666666667,0.125
GROSSOS,2010,CAM,motorised,17,96,0.17708333333333334,0.4270833333333333,0.4479166666666667,0.125
GROSSOS,2010,CAR,other,5,96,0.052083333333333336,0.4270833333333333,0.4479166666666667,0.125
GROSSOS,2010,CAV,sail/row,20,96,0.20833333333333334,0.4270833333333333,0.4479166666666667,0.125
GROSSOS,2010,JAV,sail/row,4,96,0.041666666666666664,0.4270833333333333,0.4479166666666667,0.125
GROSSOS,2010,PED,other,7,96,0.07291666666666667,0.4270833333333333,0.4479166666666667,0.125
GROSSOS,2010,PQM,motorised,10,96,0.10416666666666667,0.4270833333333333,0.4479166666666667,0.125
GROSSOS,2010,PQR,other,0,96,0.0,0.4270833333333333,0.4479166666666667,0.125
GROSSOS,2010,PQV,sail/row,10,96,0.10416666666666667,0.4270833333333333,0.4479166666666667,0.125
GROSSOS,2011,BMG,motorised,0,89,0.0,0.4044943820224719,0.34831460674157305,0.24719101123595505
GROSSOS,2011,BMM,motorised,10,89,0.11235955056179775,0.4044943820224719,0.34831460674157305,0.24719101123595505
GROSSOS,2011,BMP,motorised,2,89,0.02247191011235955,0.4044943820224719,0.34831460674157305,0.24719101123595505
GROSSOS,2011,BOM,other,3,89,0.033707865168539325,0.4044943820224719,0.34831460674157305,0.24719101123595505
GROSSOS,2011,BOV,sail/row,5,89,0.056179775280898875,0.4044943820224719,0.34831460674157305,0.24719101123595505
GROSSOS,2011,CAM,motorised,7,89,0.07865168539325842,0.4044943820224719,0.34831460674157305,0.24719101123595505
GROSSOS,2011,CAR,other,5,89,0.056179775280898875,0.4044943820224719,0.34831460674157305,0.24719101123595505
GROSSOS,2011,CAV,sail/row,15,89,0.16853932584269662,0.4044943820224719,0.34831460674157305,0.24719101123595505
GROSSOS,2011,JAM,motorised,1,89,0.011235955056179775,0.4044943820224719,0.34831460674157305,0.24719101123595505
GROSSOS,2011,JAV,sail/row,3,89,0.033707865168539325,0.4044943820224719,0.34831460674157305,0.24719101123595505
GROSSOS,2011,PED,other,8,89,0.0898876404494382,0.4044943820224719,0.34831460674157305,0.24719101123595505
GROSSOS,2011,PQM,motorised,16,89,0.1797752808988764,0.4044943820224719,0.34831460674157305,0.24719101123595505
GROSSOS,2011,PQR,other,6,89,0.06741573033707865,0.4044943820224719,0.34831460674157305,0.24719101123595505
GROSSOS,2011,PQV,sail/row,8,89,0.0898876404494382,0.4044943820224719,0.34831460674157305,0.24719101123595505
GROSSOS,2012,BMG,motorised,0,88,0.0,0.4772727272727273,0.3068181818181818,0.2159090909090909
GROSSOS,2012,BMM,motorised,9,88,0.10227272727272728,0.4772727272727273,0.3068181818181818,0.2159090909090909
GROSSOS,2012,BMP,motorised,0,88,0.0,0.4772727272727273,0.3068181818181818,0.2159090909090909
GROSSOS,2012,BOM,other,3,88,0.03409090909090909,0.4772727272727273,0.3068181818181818,0.2159090909090909
GROSSOS,2012,BOV,sail/row,6,88,0.06818181818181818,0.4772727272727273,0.3068181818181818,0.2159090909090909
GROSSOS,2012,CAM,motorised,16,88,0.18181818181818182,0.4772727272727273,0.3068181818181818,0.2159090909090909
GROSSOS,2012,CAR,other,4,88,0.045454545454545456,0.4772727272727273,0.3068181818181818,0.2159090909090909
GROSSOS,2012,CAV,sail/row,12,88,0.13636363636363635,0.4772727272727273,0.3068181818181818,0.2159090909090909
GROSSOS,2012,JAM,motorised,1,88,0.011363636363636364,0.4772727272727273,0.3068181818181818,0.2159090909090909
GROSSOS,2012,JAV,sail/row,2,88,0.022727272727272728,0.4772727272727273,0.3068181818181818,0.2159090909090909
GROSSOS,2012,PED,other,12,88,0.13636363636363635,0.4772727272727273,0.3068181818181818,0.2159090909090909
GROSSOS,2012,PQM,motorised,16,88,0.18181818181818182,0.4772727272727273,0.3068181818181818,0.2159090909090909
GROSSOS,2012,PQV,sail/row,7,88,0.07954545454545454,0.4772727272727273,0.3068181818181818,0.2159090909090909
GROSSOS,2013,BMG,motorised,0,39,0.0,0.5384615384615384,0.1794871794871795,0.28205128205128205
GROSSOS,2013,BMM,motorised,6,39,0.15384615384615385,0.5384615384615384,0.1794871794871795,0.28205128205128205
GROSSOS,2013,BMP,motorised,0,39,0.0,0.5384615384615384,0.1794871794871795,0.28205128205128205
GROSSOS,2013,BOM,other,2,39,0.05128205128205128,0.5384615384615384,0.1794871794871795,0.28205128205128205
GROSSOS,2013,BOV,sail/row,1,39,0.02564102564102564,0.5384615384615384,0.1794871794871795,0.28205128205128205
GROSSOS,2013,CAM,motorised,9,39,0.23076923076923078,0.5384615384615384,0.1794871794871795,0.28205128205128205
GROSSOS,2013,CAR,other,3,39,0.07692307692307693,0.5384615384615384,0.1794871794871795,0.28205128205128205
GROSSOS,2013,CAV,sail/row,4,39,0.10256410256410256,0.5384615384615384,0.1794871794871795,0.28205128205128205
GROSSOS,2013,JAM,motorised,0,39,0.0,0.5384615384615384,0.1794871794871795,0.28205128205128205
GROSSOS,2013,JAV,sail/row,0,39,0.0,0.5384615384615384,0.1794871794871795,0.28205128205128205
GROSSOS,2013,PED,other,6,39,0.15384615384615385,0.5384615384615384,0.1794871794871795,0.28205128205128205
GROSSOS,2013,PQM,motorised,6,39,0.15384615384615385,0.5384615384615384,0.1794871794871795,0.28205128205128205
GROSSOS,2013,PQV,sail/row,2,39,0.05128205128205128,0.5384615384615384,0.1794871794871795,0.28205128205128205
GROSSOS,2014,BMG,motorised,0,39,0.0,0.48717948717948717,0.1794871794871795,0.3333333333333333
GROSSOS,2014,BMM,motorised,3,39,0.07692307692307693,0.48717948717948717,0.1794871794871795,0.3333333333333333
GROSSOS,2014,BMP,motorised,0,39,0.0,0.48717948717948717,0.1794871794871795,0.3333333333333333
GROSSOS,2014,BOM,other,2,39,0.05128205128205128,0.48717948717948717,0.1794871794871795,0.3333333333333333
GROSSOS,2014,BOV,sail/row,0,39,0.0,0.48717948717948717,0.1794871794871795,0.3333333333333333
GROSSOS,2014,CAM,motorised,11,39,0.28205128205128205,0.48717948717948717,0.1794871794871795,0.3333333333333333
GROSSOS,2014,CAR,other,4,39,0.10256410256410256,0.48717948717948717,0.1794871794871795,0.3333333333333333
GROSSOS,2014,CAV,sail/row,5,39,0.1282051282051282,0.48717948717948717,0.1794871794871795,0.3333333333333333
GROSSOS,2014,JAM,motorised,0,39,0.0,0.48717948717948717,0.1794871794871795,0.3333333333333333
GROSSOS,2014,JAV,sail/row,0,39,0.0,0.48717948717948717,0.1794871794871795,0.3333333333333333
GROSSOS,2014,PED,other,7,39,0.1794871794871795,0.48717948717948717,0.1794871794871795,0.3333333333333333
GROSSOS,2014,PQM,motorised,5,39,0.1282051282051282,0.48717948717948717,0.1794871794871795,0.3333333333333333
GROSSOS,2014,PQV,sail/row,2,39,0.05128205128205128,0.48717948717948717,0.1794871794871795,0.3333333333333333
GROSSOS,2015,BMG,motorised,1,35,0.02857142857142857,0.5428571428571428,0.2,0.2571428571428571
GROSSOS,2015,BMM,motorised,4,35,0.11428571428571428,0.5428571428571428,0.2,0.2571428571428571
GROSSOS,2015,BMP,motorised,0,35,0.0,0.5428571428571428,0.2,0.2571428571428571
GROSSOS,2015,BOM,other,2,35,0.05714285714285714,0.5428571428571428,0.2,0.2571428571428571
GROSSOS,2015,BOV,sail/row,0,35,0.0,0.5428571428571428,0.2,0.2571428571428571
GROSSOS,2015,CAM,motorised,10,35,0.2857142857142857,0.5428571428571428,0.2,0.2571428571428571
GROSSOS,2015,CAR,other,2,35,0.05714285714285714,0.5428571428571428,0.2,0.2571428571428571
GROSSOS,2015,CAV,sail/row,4,35,0.11428571428571428,0.5428571428571428,0.2,0.2571428571428571
GROSSOS,2015,JAM,motorised,0,35,0.0,0.5428571428571428,0.2,0.2571428571428571
GROSSOS,2015,JAV,sail/row,1,35,0.02857142857142857,0.5428571428571428,0.2,0.2571428571428571
GROSSOS,2015,PED,other,5,35,0.14285714285714285,0.5428571428571428,0.2,0.2571428571428571
GROSSOS,2015,PQM,motorised,4,35,0.11428571428571428,0.5428571428571428,0.2,0.2571428571428571
GROSSOS,2015,PQV,sail/row,2,35,0.05714285714285714,0.5428571428571428,0.2,0.2571428571428571
GROSSOS,2016,BMG,motorised,1,40,0.025,0.575,0.125,0.3
GROSSOS,2016,BMM,motorised,6,40,0.15,0.575,0.125,0.3
GROSSOS,2016,BMP,motorised,1,40,0.025,0.575,0.125,0.3
GROSSOS,2016,BOM,other,4,40,0.1,0.575,0.125,0.3
GROSSOS,2016,BOV,sail/row,0,40,0.0,0.575,0.125,0.3
GROSSOS,2016,CAM,motorised,10,40,0.25,0.575,0.125,0.3
GROSSOS,2016,CAR,other,3,40,0.075,0.575,0.125,0.3
GROSSOS,2016,CAV,sail/row,4,40,0.1,0.575,0.125,0.3
GROSSOS,2016,JAM,motorised,0,40,0.0,0.575,0.125,0.3
GROSSOS,2016,JAV,sail/row,0,40,0.0,0.575,0.125,0.3
GROSSOS,2016,PED,other,5,40,0.125,0.575,0.125,0.3
GROSSOS,2016,PQM,motorised,5,40,0.125,0.575,0.125,0.3
GROSSOS,2016,PQV,sail/row,1,40,0.025,0.575,0.125,0.3
GROSSOS,2017,BMG,motorised,1,45,0.022222222222222223,0.5777777777777777,0.17777777777777778,0.24444444444444444
GROSSOS,2017,BMM,motorised,3,45,0.06666666666666667,0.5777777777777777,0.17777777777777778,0.24444444444444444
GROSSOS,2017,BMP,motorised,0,45,0.0,0.5777777777777777,0.17777777777777778,0.24444444444444444
GROSSOS,2017,BOM,other,1,45,0.022222222222222223,0.5777777777777777,0.17777777777777778,0.24444444444444444
GROSSOS,2017,BOV,sail/row,1,45,0.022222222222222223,0.5777777777777777,0.17777777777777778,0.24444444444444444
GROSSOS,2017,CAM,motorised,17,45,0.37777777777777777,0.5777777777777777,0.17777777777777778,0.24444444444444444
GROSSOS,2017,CAR,other,3,45,0.06666666666666667,0.5777777777777777,0.17777777777777778,0.24444444444444444
GROSSOS,2017,CAV,sail/row,3,45,0.06666666666666667,0.5777777777777777,0.17777777777777778,0.24444444444444444
GROSSOS,2017,JAM,motorised,0,45,0.0,0.5777777777777777,0.17777777777777778,0.24444444444444444
GROSSOS,2017,JAV,sail/row,1,45,0.022222222222222223,0.5777777777777777,0.17777777777777778,0.24444444444444444
GROSSOS,2017,PED,other,7,45,0.15555555555555556,0.5777777777777777,0.17777777777777778,0.24444444444444444
GROSSOS,2017,PQM,motorised,5,45,0.1111111111111111,0.5777777777777777,0.17777777777777778,0.24444444444444444
GROSSOS,2017,PQV,sail/row,3,45,0.06666666666666667,0.5777777777777777,0.17777777777777778,0.24444444444444444
GROSSOS,2018,BMG,motorised,1,23,0.043478260869565216,0.782608695652174,0.043478260869565216,0.17391304347826086
GROSSOS,2018,BMM,motorised,2,23,0.08695652173913043,0.782608695652174,0.043478260869565216,0.17391304347826086
GROSSOS,2018,BMP,motorised,0,23,0.0,0.782608695652174,0.043478260869565216,0.17391304347826086
GROSSOS,2018,BOM,other,2,23,0.08695652173913043,0.782608695652174,0.043478260869565216,0.17391304347826086
GROSSOS,2018,BOV,sail/row,1,23,0.043478260869565216,0.782608695652174,0.043478260869565216,0.17391304347826086
GROSSOS,2018,CAM,motorised,8,23,0.34782608695652173,0.782608695652174,0.043478260869565216,0.17391304347826086
GROSSOS,2018,CAR,other,2,23,0.08695652173913043,0.782608695652174,0.043478260869565216,0.17391304347826086
GROSSOS,2018,CAV,sail/row,0,23,0.0,0.782608695652174,0.043478260869565216,0.17391304347826086
GROSSOS,2018,JAM,motorised,2,23,0.08695652173913043,0.782608695652174,0.043478260869565216,0.17391304347826086
GROSSOS,2018,JAV,sail/row,0,23,0.0,0.782608695652174,0.043478260869565216,0.17391304347826086
GROSSOS,2018,PED,other,0,23,0.0,0.782608695652174,0.043478260869565216,0.17391304347826086
GROSSOS,2018,PQM,motorised,5,23,0.21739130434782608,0.782608695652174,0.043478260869565216,0.17391304347826086
GROSSOS,2018,PQV,sail/row,0,23,0.0,0.782608695652174,0.043478260869565216,0.17391304347826086
GROSSOS,2019,BMG,motorised,1,22,0.045454545454545456,0.7727272727272727,0.045454545454545456,0.18181818181818182
GROSSOS,2019,BMM,motorised,1,22,0.045454545454545456,0.7727272727272727,0.045454545454545456,0.18181818181818182
GROSSOS,2019,BMP,motorised,0,22,0.0,0.7727272727272727,0.045454545454545456,0.18181818181818182
GROSSOS,2019,BOM,other,2,22,0.09090909090909091,0.7727272727272727,0.045454545454545456,0.18181818181818182
