local,year,Agulha,Agulhao,Albacora,Albacorinha,Arabaiana,Ariaco,Arraia,Bagre,Beijupira,Bicuda,Biquara,Bonito,Budiao,Buzios,Caico,Camarao,Camurim,Camurupim,Cangulo,Caranguejo,Carapeba,Carauna,Cavala,Caçao,Cioba,Cururuca,Dentao,Dourado,Espada,Galo Do Alto,Garabebeu,Garajuba,Garoupa,Guaiuba,Lagosta,Marisco,Outros,Ova Voador,Pampo,Pargo,Paru,Peixe Galo,Peixe Voador,Pescada,Pirauna,Polvo,Salema,Saramunete,Sardinha,Serra,Siri,Sirigado,Tainha,Tilapia,Ubarana,Xareu
AREIA BRANCA,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AREIA BRANCA,2005,0.0008534607834769993,0.005632841170948195,0.001109499018520099,0.0,0.006656994111120594,0.020568404881795684,0.03447981565247077,0.0024750362720832976,0.0,0.0,0.005206110779209695,0.0024750362720832976,0.0,0.0,0.0036698813689510965,0.003328497055560297,0.0003413843133907997,0.0013655372535631989,0.0018776137236493982,0.0,0.0,0.0,0.008875992148160792,0.020568404881795684,0.03004181957839037,0.0005120764700861995,0.01160706665528719,0.005803533327643595,0.0,0.0,0.0,0.054621490142527956,0.0003413843133907997,0.015703678415976786,0.7129811385166851,0.0,0.006742340189468294,0.0,0.0,0.007766493129640693,0.0,0.0,0.0,0.008875992148160792,0.0,0.0,0.0,0.0,0.001194845096867799,0.009132030383203892,0.0,0.009217376461551591,0.0008534607834769993,0.0,0.0,0.005120764700861996
AREIA BRANCA,2006,0.025512887953708575,0.002104155707522357,0.0,0.0,0.002630194634402946,0.05155181483429774,0.013940031562335614,0.0076275644397685435,0.0,0.0,0.009994739610731196,0.001315097317201473,0.0,0.0,0.009994739610731196,0.053392951078379804,0.0015781167806417677,0.0,0.0015781167806417677,0.0,0.0,0.0,0.03287743293003682,0.02577590741714887,0.13203577064702787,0.00026301946344029463,0.05128879537085745,0.016307206733298267,0.0,0.0,0.0,0.027617043661230935,0.0,0.018937401367701213,0.28642819568648087,0.0,0.13545502367175175,0.0,0.0,0.0,0.0,0.0,0.0,0.007890583903208837,0.0,0.0,0.0,0.0,0.0,0.009994739610731196,0.0,0.06601788532351394,0.0,0.0,0.0,0.007890583903208837
AREIA BRANCA,2007,0.33309481216457965,0.0,0.0,0.0,0.0,0.06905187835420394,0.005008944543828265,0.00035778175313059033,0.0,0.0,0.0,0.0,0.0,0.0,0.012164579606440074,0.0,0.00035778175313059033,0.0,0.0,0.0,0.0,0.0,0.016457960644007157,0.01592128801431127,0.0556350626118068,0.0,0.005008944543828265,0.012164579606440074,0.0,0.0,0.0,0.0520572450805009,0.06404293381037568,0.031663685152057246,0.29946332737030407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007692307692307693,0.0,0.0,0.009123434704830053,0.0,0.01001788908765653,0.0,0.0,0.0,0.0007155635062611807
AREIA BRANCA,2008,0.14131530098117212,0.0011402810925483957,0.0022275258552108194,0.0,0.0054627419782551055,0.042296473084062584,0.005860514452399894,0.005011933174224344,0.0,0.0,0.0007955449482895784,0.0054627419782551055,0.00023866348448687351,0.0,0.007822858658180856,0.25038451339167334,0.000503845133916733,0.0022010076902678334,0.0,0.00023866348448687351,0.0007425086184036067,0.0,0.015910898965791568,0.01819146115088836,0.04635375232033944,0.0032617342879872717,0.00556881463802705,0.005330151153540175,0.0,0.0,0.0,0.020869795810129942,0.005701405462741979,0.009758684699018829,0.3098117210289048,0.0,0.0038716520816759483,0.0,0.0,0.00379209758684699,0.0,0.0,0.0,0.0023070803500397775,0.0,0.0,0.007239459029435164,0.0,0.0,0.0179262795014585,0.0,0.050835322195704066,5.30363298859719e-05,0.0,0.0,0.0015115354017501991
AREIA BRANCA,2009,0.0009798971393133829,0.003235395101227129,0.3514770333637868,0.0029537103149380856,0.0008408962114524884,0.07379784988137399,0.006111288657405483,0.004444227956769523,0.0,0.0,0.006697112226022636,0.007067306150137634,0.00019436369058155849,0.0,0.028020448580943092,0.14578227227311663,0.005307102947413692,0.00016822676397523645,2.4830080276005943e-05,0.0,0.005903500090885222,0.0,0.0166470837724139,0.018263652683014917,0.03831756603435105,0.017898923752644878,0.001996029563240076,0.005593539902176612,0.0,0.0,0.0,0.045488825869854733,0.0014861218859931022,0.013789010848012585,0.09048057491734197,0.0,0.009141627688984829,0.0,0.0,0.0009490080442331841,0.0,0.0,2.3760842369383678e-05,0.015387283909989178,0.0,1.188042118469184e-07,0.020409494357393955,0.0,0.0003773221768258128,0.027007286262312573,0.0,0.02184060989330194,0.008804936552610663,0.0,0.0,0.003091760809104204
AREIA BRANCA,2010,0.007829794968426644,0.0068642054547287615,0.3635302520614626,0.0009187300225919548,0.002301795002506273,0.04844845384979119,0.010414166902147443,0.01000095138966791,0.0,0.0,0.006987744113098931,0.01006201072656351,0.00020731774852925097,0.0,0.08233212587311303,0.01621480390722957,0.005505280212656891,0.002770389913565539,0.00013631851958087736,0.0,0.004066835834162841,0.0,0.026523891950533417,0.02338714601559427,0.027401442420335317,0.040385781410413886,0.0031353259503601794,0.00852274744296277,0.0,0.0,0.0,0.02850761040735098,0.0014853038695999763,0.017931565263201242,0.1211942638302948,0.0,0.014838838850210086,0.0,0.0,0.0012609463061231156,0.0,0.0,0.0,0.01138827632331913,0.0,0.0,0.01118663851310575,0.0,0.0002996167461621367,0.062203844466249096,0.0,0.009425857635186082,0.007470538869947873,0.0,0.0,0.0048591872292266915
AREIA BRANCA,2011,0.013525971248311194,0.0019298614650288491,0.1804611055974453,0.0,0.004541597902705053,0.07642223166525727,0.010558473955340719,0.01187704791901076,0.0028220871021160713,0.0012635157360649744,0.02291410492968782,0.01517771807646317,0.00030634962539228985,1.2705744831938288e-05,0.030788843226638017,0.010696825399066268,0.007185804577173988,0.006786279489680818,0.0005759937657145357,0.0,0.005493117015674654,4.65877310504404e-05,0.011456346590131025,0.018910383558201488,0.03368292954946841,0.05058580542422365,0.0036931364978167298,0.0065505173355770736,0.0038710169254638654,0.0,8.470496554625526e-06,0.028326752228093534,0.003880899171444262,0.016108060948046208,0.15467409058631365,0.0,0.16924475640969533,0.0,0.0015133953844264274,0.004283247757788974,0.008740140694947772,0.000732697951975108,0.0,0.009069078311152395,1.411749425770921e-05,0.00011858695176475737,0.003561843801220034,1.4117494257709211e-06,0.0002611736437676204,0.04191342870171288,0.0003614078529973558,0.008803669419107464,0.008912374124891825,0.0,0.0,0.007334038266879935
AREIA BRANCA,2012,0.009446419502285424,0.0026409344845099037,0.46094464195022855,0.0,0.007719654647028948,0.05027932960893855,0.007211782630777044,0.009040121889283902,0.0017267648552564752,0.002133062468257999,0.018486541391569324,0.01127475876079228,0.0003047232097511427,0.0,0.02691721686135094,0.0008125952260030473,0.0051802945657694255,0.0012188928390045707,0.0016251904520060945,0.0,0.002336211274758761,0.0,0.01899441340782123,0.010868461147790756,0.026714068054850177,0.02803453529710513,0.00883697308278314,0.009547993905535805,0.002844083291010665,0.0,0.00010157440325038091,0.021432199085830373,0.0017267648552564752,0.01350939563230066,0.14433722701879126,0.0,0.00995429151853733,0.0,0.0003047232097511427,0.005281868969019807,0.0073133570340274245,0.002031488065007618,0.0,0.009243270695784662,0.0,0.0,0.0015236160487557136,0.0,0.0006094464195022854,0.027932960893854747,0.0,0.014829862874555611,0.004164550533265617,0.0,0.0,0.010563737938039615
AREIA BRANCA,2013,0.007011273027220235,0.0,0.6534918889194391,0.0,0.002543304921638713,0.04392356337640913,0.0074237008523508384,0.0037118504261754192,0.0,0.0,0.0075611767940610385,0.0074237008523508384,0.0,0.0,0.00982952983227935,0.0006186417376959031,0.0033681605718999174,0.0018559252130877096,0.0,0.0,0.0021308770965081107,0.0,0.007011273027220235,0.006323893318669231,0.027907616167170742,0.012166620841352761,0.010035743744844651,0.00598020346439373,0.008867198240307945,0.0010310695628265051,0.0,0.016359637063513885,0.0002749518834204014,0.006117679406103931,0.0778801209788287,0.0,0.017047016772064886,0.0,0.0,0.0007561176794061039,0.002818256805059114,0.0,0.0,0.0068050591146549344,0.0,0.0,0.0011685455045367058,0.0,6.873797085510035e-05,0.028251306021446234,6.873797085510035e-05,0.010104481715699751,0.0020621391256530103,0.0,0.0,0.0
