term,kind,x_value,partial_effect,ci_lower,ci_upper
log_fishermen_c,linear,-0.448819,-0.282952,-0.403265,-0.16264
log_fishermen_c,linear,-0.430653,-0.2715,-0.386943,-0.156057
log_fishermen_c,linear,-0.412487,-0.260047,-0.37062,-0.149475
log_fishermen_c,linear,-0.394321,-0.248595,-0.354298,-0.142892
log_fishermen_c,linear,-0.376155,-0.237143,-0.337976,-0.136309
log_fishermen_c,linear,-0.357989,-0.22569,-0.321654,-0.129726
log_fishermen_c,linear,-0.339824,-0.214238,-0.305332,-0.123143
log_fishermen_c,linear,-0.321658,-0.202785,-0.28901,-0.11656
log_fishermen_c,linear,-0.303492,-0.191333,-0.272688,-0.109977
log_fishermen_c,linear,-0.285326,-0.17988,-0.256366,-0.103395
log_fishermen_c,linear,-0.26716,-0.168428,-0.240043,-0.096812
log_fishermen_c,linear,-0.248994,-0.156975,-0.223721,-0.090229
log_fishermen_c,linear,-0.230828,-0.145523,-0.207399,-0.083646
log_fishermen_c,linear,-0.212662,-0.13407,-0.191077,-0.077063
log_fishermen_c,linear,-0.194496,-0.122618,-0.174755,-0.07048
log_fishermen_c,linear,-0.17633,-0.111165,-0.158433,-0.063897
log_fishermen_c,linear,-0.158164,-0.099713,-0.142111,-0.057315
log_fishermen_c,linear,-0.139998,-0.08826,-0.125789,-0.050732
log_fishermen_c,linear,-0.121832,-0.076808,-0.109466,-0.044149
log_fishermen_c,linear,-0.103666,-0.065355,-0.093144,-0.037566
log_fishermen_c,linear,-0.0855,-0.053903,-0.076822,-0.030983
log_fishermen_c,linear,-0.067334,-0.04245,-0.0605,-0.0244
log_fishermen_c,linear,-0.049168,-0.030998,-0.044178,-0.017817
log_fishermen_c,linear,-0.031003,-0.019545,-0.027856,-0.011235
log_fishermen_c,linear,-0.012837,-0.008093,-0.011534,-0.004652
log_fishermen_c,linear,0.005329,0.00336,0.001931,0.004788
log_fishermen_c,linear,0.023495,0.014812,0.008514,0.021111
log_fishermen_c,linear,0.041661,0.026265,0.015097,0.037433
log_fishermen_c,linear,0.059827,0.037717,0.02168,0.053755
log_fishermen_c,linear,0.077993,0.04917,0.028263,0.070077
log_fishermen_c,linear,0.096159,0.060622,0.034846,0.086399
log_fishermen_c,linear,0.114325,0.072075,0.041428,0.102721
log_fishermen_c,linear,0.132491,0.083527,0.048011,0.119043
log_fishermen_c,linear,0.150657,0.09498,0.054594,0.135365
log_fishermen_c,linear,0.168823,0.106432,0.061177,0.151688
log_fishermen_c,linear,0.186989,0.117885,0.06776,0.16801
log_fishermen_c,linear,0.205155,0.129337,0.074343,0.184332
log_fishermen_c,linear,0.223321,0.14079,0.080926,0.200654
log_fishermen_c,linear,0.241487,0.152242,0.087508,0.216976
log_fishermen_c,linear,0.259653,0.163695,0.094091,0.233298
log_fishermen_c,linear,0.277818,0.175147,0.100674,0.24962
log_fishermen_c,linear,0.295984,0.1866,0.107257,0.265942
log_fishermen_c,linear,0.31415,0.198052,0.11384,0.282265
log_fishermen_c,linear,0.332316,0.209505,0.120423,0.298587
log_fishermen_c,linear,0.350482,0.220957,0.127006,0.314909
log_fishermen_c,linear,0.368648,0.23241,0.133588,0.331231
log_fishermen_c,linear,0.386814,0.243862,0.140171,0.347553
log_fishermen_c,linear,0.40498,0.255315,0.146754,0.363875
log_fishermen_c,linear,0.423146,0.266767,0.153337,0.380197
log_fishermen_c,linear,0.441312,0.27822,0.15992,0.396519
log_fishermen_c,linear,0.459478,0.289672,0.166503,0.412841
log_fishermen_c,linear,0.477644,0.301125,0.173086,0.429164
log_fishermen_c,linear,0.49581,0.312577,0.179668,0.445486
log_fishermen_c,linear,0.513976,0.32403,0.186251,0.461808
log_fishermen_c,linear,0.532142,0.335482,0.192834,0.47813
log_fishermen_c,linear,0.550308,0.346935,0.199417,0.494452
log_fishermen_c,linear,0.568474,0.358387,0.206,0.510774
log_fishermen_c,linear,0.586639,0.36984,0.212583,0.527096
log_fishermen_c,linear,0.604805,0.381292,0.219166,0.543418
log_fishermen_c,linear,0.622971,0.392745,0.225748,0.559741
log_fishermen_c,linear,0.641137,0.404197,0.232331,0.576063
log_fishermen_c,linear,0.659303,0.415649,0.238914,0.592385
log_fishermen_c,linear,0.677469,0.427102,0.245497,0.608707
log_fishermen_c,linear,0.695635,0.438554,0.25208,0.625029
log_fishermen_c,linear,0.713801,0.450007,0.258663,0.641351
log_fishermen_c,linear,0.731967,0.461459,0.265246,0.657673
log_fishermen_c,linear,0.750133,0.472912,0.271828,0.673995
log_fishermen_c,linear,0.768299,0.484364,0.278411,0.690318
log_fishermen_c,linear,0.786465,0.495817,0.284994,0.70664
log_fishermen_c,linear,0.804631,0.507269,0.291577,0.722962
log_fishermen_c,linear,0.822797,0.518722,0.29816,0.739284
log_fishermen_c,linear,0.840963,0.530174,0.304743,0.755606
log_fishermen_c,linear,0.859129,0.541627,0.311326,0.771928
log_fishermen_c,linear,0.877295,0.553079,0.317908,0.78825
log_fishermen_c,linear,0.89546,0.564532,0.324491,0.804572
log_fishermen_c,linear,0.913626,0.575984,0.331074,0.820895
log_fishermen_c,linear,0.931792,0.587437,0.337657,0.837217
log_fishermen_c,linear,0.949958,0.598889,0.34424,0.853539
log_fishermen_c,linear,0.968124,0.610342,0.350823,0.869861
log_fishermen_c,linear,0.98629,0.621794,0.357406,0.886183
log_fishermen_c,linear,1.004456,0.633247,0.363988,0.902505
log_fishermen_c,linear,1.022622,0.644699,0.370571,0.918827
log_fishermen_c,linear,1.040788,0.656152,0.377154,0.935149
log_fishermen_c,linear,1.058954,0.667604,0.383737,0.951472
log_fishermen_c,linear,1.07712,0.679057,0.39032,0.967794
log_fishermen_c,linear,1.095286,0.690509,0.396903,0.984116
log_fishermen_c,linear,1.113452,0.701962,0.403486,1.000438
log_fishermen_c,linear,1.131618,0.713414,0.410068,1.01676
log_fishermen_c,linear,1.149784,0.724867,0.416651,1.033082
log_fishermen_c,linear,1.16795,0.736319,0.423234,1.049404
log_fishermen_c,linear,1.186116,0.747772,0.429817,1.065726
log_fishermen_c,linear,1.204281,0.759224,0.4364,1.082049
log_fishermen_c,linear,1.222447,0.770677,0.442983,1.098371
log_fishermen_c,linear,1.240613,0.782129,0.449566,1.114693
log_fishermen_c,linear,1.258779,0.793582,0.456148,1.131015
log_fishermen_c,linear,1.276945,0.805034,0.462731,1.147337
log_fishermen_c,linear,1.295111,0.816487,0.469314,1.163659
log_fishermen_c,linear,1.313277,0.827939,0.475897,1.179981
log_fishermen_c,linear,1.331443,0.839392,0.48248,1.196303
log_fishermen_c,linear,1.349609,0.850844,0.489063,1.212626
log_fishermen_c,linear,1.367775,0.862297,0.495646,1.228948
log_fishermen_c,linear,1.385941,0.873749,0.502228,1.24527
