metric,group,year_c,year,pred,ci_lo,ci_hi
shannon_h,inside,-7.656565656565657,2006.3434343434344,2.397320478078414,2.2631562422912097,2.531484713865619
shannon_h,inside,-7.424242424242424,2006.5757575757575,2.409894651749385,2.2759093705382636,2.5438799329605066
shannon_h,inside,-7.191919191919192,2006.8080808080808,2.422506908804264,2.2885573213037818,2.5564564963047465
shannon_h,inside,-6.959595959595959,2007.040404040404,2.4351565840261733,2.3011275076831383,2.5691856603692083
shannon_h,inside,-6.7272727272727275,2007.2727272727273,2.447843012198235,2.3136464516134687,2.5820395727830014
shannon_h,inside,-6.494949494949495,2007.5050505050506,2.460565528103573,2.326139399129473,2.5949916570776725
shannon_h,inside,-6.262626262626263,2007.7373737373737,2.4733234665253097,2.3386299947304114,2.608016938320208
shannon_h,inside,-6.03030303030303,2007.969696969697,2.4861161622465673,2.3511400087350287,2.621092315758106
shannon_h,inside,-5.7979797979797985,2008.20202020202,2.498942950050469,2.3636891084067875,2.6341967916941504
shannon_h,inside,-5.565656565656566,2008.4343434343434,2.5118031647201375,2.3762946618582275,2.6473116675820476
shannon_h,inside,-5.333333333333333,2008.6666666666667,2.5246961410386954,2.388971563030043,2.6604207190473477
shannon_h,inside,-5.101010101010101,2008.8989898989898,2.5376183361882525,2.4017274400636355,2.673509232312869
shannon_h,inside,-4.8686868686868685,2009.1313131313132,2.550554696946865,2.41454881534265,2.68656057855108
shannon_h,inside,-4.636363636363637,2009.3636363636363,2.563487292491577,2.4274154473992096,2.6995591375839445
shannon_h,inside,-4.404040404040405,2009.5959595959596,2.5763981919994317,2.440305398029195,2.7124909859696675
shannon_h,inside,-4.171717171717171,2009.828282828283,2.5892694646474723,2.4531954162188736,2.725343513076071
shannon_h,inside,-3.9393939393939394,2010.060606060606,2.602083179612743,2.4660612882969994,2.7381050709284853
shannon_h,inside,-3.7070707070707076,2010.2929292929293,2.614821406072286,2.478878158134032,2.7507646540105406
shannon_h,inside,-3.474747474747474,2010.5252525252524,2.6274662132031468,2.4916208204339263,2.7633116059723672
shannon_h,inside,-3.242424242424242,2010.7575757575758,2.639999670182367,2.50426398927929,2.775735351085444
shannon_h,inside,-3.0101010101010104,2010.989898989899,2.6524038461869908,2.5167825431893194,2.788025149184662
shannon_h,inside,-2.7777777777777786,2011.2222222222222,2.6646608103940617,2.5291517471017944,2.800169873686329
shannon_h,inside,-2.545454545454545,2011.4545454545455,2.6767526319806234,2.5413474509502647,2.812157813010982
shannon_h,inside,-2.313131313131313,2011.6868686868686,2.688661380123719,2.5533462639182867,2.8239764963291516
shannon_h,inside,-2.0808080808080813,2011.919191919192,2.7003691240003924,2.5651257030452994,2.8356125449554854
shannon_h,inside,-1.8484848484848477,2012.1515151515152,2.7118579327876864,2.576664314651987,2.8470515509233856
shannon_h,inside,-1.616161616161616,2012.3838383838383,2.723109875662645,2.587941767050065,2.858277984275225
shannon_h,inside,-1.383838383838384,2012.6161616161617,2.7341070218023122,2.5989389131897322,2.8692751304148922
shannon_h,inside,-1.1515151515151523,2012.8484848484848,2.7448314403837304,2.6096378222480316,2.880025058519429
shannon_h,inside,-0.9191919191919187,2013.080808080808,2.7552652005839438,2.6200217796288507,2.8905086215390363
shannon_h,inside,-0.6868686868686869,2013.3131313131314,2.7653903715799952,2.630075255374563,2.900705487785428
shannon_h,inside,-0.45454545454545503,2013.5454545454545,2.775189022548929,2.639783841518571,2.9105942035792873
shannon_h,inside,-0.2222222222222232,2013.7777777777778,2.784643222667788,2.6491341593755204,2.9201522859600555
shannon_h,inside,0.010101010101010388,2014.010101010101,2.7937350411136164,2.6581137381159454,2.9293563441112873
shannon_h,inside,0.2424242424242422,2014.2424242424242,2.8024465470634565,2.6667108661603796,2.9381822279665335
shannon_h,inside,0.47474747474747403,2014.4747474747476,2.810759809694353,2.674914416925133,2.946605202463573
shannon_h,inside,0.7070707070707076,2014.7070707070707,2.818656898183349,2.682713650245095,2.954600146121603
shannon_h,inside,0.9393939393939394,2014.939393939394,2.826119881707487,2.6900979903917444,2.9621417730232302
shannon_h,inside,1.1717171717171713,2015.171717171717,2.833130829443812,2.697056781015213,2.9692048778724107
