year_c,year,effect,ci_lo,ci_hi
-7.683417085427136,2006.3165829145728,0.17955227819109185,-0.04108450983208278,0.4001890662142665
-7.567839195979899,2006.4321608040202,0.18948326081361574,-0.03301928364593351,0.411985805273165
-7.452261306532663,2006.5477386934674,0.19933887874720618,-0.025040318171869275,0.4237180756662816
-7.336683417085427,2006.6633165829146,0.20911767944150284,-0.017146954801401465,0.43538231368440716
-7.221105527638191,2006.7788944723618,0.21881821034614501,-0.009338606021378176,0.4469750267136682
-7.105527638190955,2006.894472361809,0.22843901891077203,-0.0016147533135352499,0.45849279113507935
-6.989949748743719,2007.0100502512562,0.2379786525850232,0.00602505502374312,0.4699322501463033
-6.874371859296482,2007.1256281407036,0.24743565881853835,0.013581206105881344,0.4812901115311954
-6.758793969849246,2007.2412060301508,0.25680858506095644,0.021054024722499315,0.4925631453994136
-6.64321608040201,2007.356783919598,0.26609597876191704,0.028443775608462257,0.5037481819153719
-6.527638190954773,2007.4723618090452,0.27529638737105977,0.03575066570906446,0.514842109033055
-6.4120603015075375,2007.5879396984924,0.2844083583380237,0.042974846425302665,0.5258418702507447
-6.296482412060302,2007.7035175879396,0.29343043911244837,0.05011641582742274,0.536744462397474
-6.180904522613066,2007.819095477387,0.3023611771439733,0.057175420826904716,0.5475469334610419
-6.065326633165829,2007.9346733668342,0.31119911988223786,0.06415185929881848,0.5582463804656572
-5.949748743718593,2008.0502512562814,0.3199428147768813,0.07104568214803308,0.5688399474057295
-5.834170854271357,2008.1658291457286,0.32859080927754303,0.07785679531412254,0.5793248232409636
-5.71859296482412,2008.2814070351758,0.3371416508338628,0.0845850617109985,0.5896982399567272
-5.603015075376884,2008.3969849246232,0.34559388689547976,0.09123030309832525,0.5999574706926343
-5.4874371859296485,2008.5125628140704,0.3539460649120332,0.09779230188265853,0.6100998279414078
-5.371859296482412,2008.6281407035176,0.3621967323331628,0.10427080284699947,0.6201226618193261
-5.256281407035176,2008.7437185929648,0.37034443660850785,0.11066551480809955,0.6300233584089161
-5.14070351758794,2008.859296482412,0.3783877251877076,0.11697611220138876,0.6397993381740263
-5.025125628140703,2008.9748743718592,0.38632514552040187,0.12320223659384627,0.6494480544469574
-4.909547738693467,2009.0904522613066,0.39415524505622973,0.12934349812550228,0.6589669919869572
-4.793969849246231,2009.2060301507538,0.4018765712448306,0.13539947688056075,0.6683536656091005
-4.678391959798995,2009.321608040201,0.4094876715358439,0.14136972418936633,0.6776056188823215
-4.5628140703517595,2009.4371859296482,0.41698709337890927,0.14725376386263134,0.6867204228951872
-4.447236180904522,2009.5527638190954,0.42437338422366605,0.15305109335947026,0.6956956750878618
-4.331658291457286,2009.6683417085428,0.4316450915197534,0.15876118489089674,0.70452899814861
-4.21608040201005,2009.78391959799,0.43880076271681084,0.16438348646050138,0.7132180389731203
-4.100502512562814,2009.8994974874372,0.4458389452644779,0.16991742284406353,0.7217604676848923
-3.984924623115578,2010.0150753768844,0.4527581866123939,0.1753623965098663,0.7301539767149215
-3.8693467336683423,2010.1306532663316,0.45955703421019833,0.1807177884814743,0.7383962799389223
-3.7537688442211063,2010.2462311557788,0.46623403550753045,0.18598295914470397,0.7464851118703569
-3.6381909547738687,2010.3618090452262,0.47278773795402995,0.19115724900047876,0.7544182269075812
-3.5226130653266328,2010.4773869346734,0.47921668899933584,0.19623997936520282,0.7621933986334688
-3.407035175879397,2010.5929648241206,0.4855194360930879,0.2012304530202263,0.7698084191659496
-3.291457286432161,2010.7085427135678,0.49169452668492525,0.20612795481189444,0.777261098557956
-3.175879396984925,2010.824120603015,0.4977405082244874,0.2109317522035999,0.7845492642453749
-3.060301507537689,2010.9396984924624,0.5036559281614138,0.2156410957811612,0.7916707605416664
-2.9447236180904515,2011.0552763819096,0.509439333945344,0.22025521971276474,0.7986234481779233
-2.8291457286432156,2011.1708542713568,0.5150892730259172,0.22477334216460476,0.8054052038872297
-2.7135678391959797,2011.286432160804,0.5206042928527728,0.22919466567325975,0.8120139200322858
-2.5979899497487438,2011.4020100502512,0.5259829408755503,0.2335183774757364,0.8184475042753643
-2.482412060301508,2011.5175879396984,0.5312237645438891,0.23774364979800527,0.824703879289773
-2.366834170854272,2011.6331658291458,0.5363253113074284,0.24186964010274686,0.83078098251211
-2.2512562814070343,2011.748743718593,0.541286128615808,0.24589549129691013,0.836676765934706
-2.1356783919597984,2011.8643216080402,0.5461047639186672,0.24982033189957442,0.8423891959377601
-2.0201005025125625,2011.9798994974874,0.5507797646656453,0.2536432761704891,0.8479162531608014
-1.9045226130653266,2012.0954773869346,0.5553096783063816,0.25736342419954605,0.8532559324132171
-1.7889447236180906,2012.211055276382,0.5596930522905157,0.260979861957318,0.8584062426237133
-1.6733668341708547,2012.3266331658292,0.5639284340676871,0.26449166130667345,0.8633652068287008
-1.5577889447236188,2012.4422110552764,0.5680143710875347,0.26789787997534986,0.8681308621997196
-1.4422110552763812,2012.5577889447236,0.5719494734314933,0.27119760755188393,0.8727013393111026
-1.3266331658291453,2012.6733668341708,0.5757337917122749,0.2743909788140162,0.8770766046105336
-1.2110552763819094,2012.788944723618,0.5793688170738708,0.27747917404575734,0.8812584601019842
-1.0954773869346734,2012.9045226130654,0.5828561032920663,0.28046340628964134,0.8852488002944912
-0.9798994974874375,2013.0201005025126,0.5861972041426468,0.2833448758965185,0.889049532388775
-0.8643216080402016,2013.1356783919598,0.5893936734013983,0.2861247710880309,0.8926625757147656
-0.748743718592964,2013.251256281407,0.592447064844106,0.2888042684721954,0.8960898612160166
-0.633165829145728,2013.3668341708542,0.5953589322465558,0.2913845335146379,0.8993333309784737
-0.5175879396984921,2013.4824120603016,0.5981308293845332,0.2938667209677853,0.9023949378012811
-0.40201005025125625,2013.5979899497488,0.6007643100338236,0.2962519752601262,0.9052766448075209
-0.28643216080402034,2013.713567839196,0.6032609279702128,0.29854143084745527,0.9079804250929704
-0.17085427135678444,2013.8291457286432,0.6056222369694862,0.30073621252783794,0.9105082614111346
-0.05527638190954676,2013.9447236180904,0.6078497908074295,0.30283743572187344,0.9128621458929855
