local,year,species,sp_production_ton,rel_abundance
CAICARA DO NORTE,2021,Garoupa,0.75,0.0005996641880546893
CAICARA DO NORTE,2021,Guaiuba,68.27,0.05458543215799152
CAICARA DO NORTE,2021,Lagosta,60.91,0.04870072759254817
CAICARA DO NORTE,2021,Marisco,0.0,0.0
CAICARA DO NORTE,2021,Outros,7.97,0.006372431438394498
CAICARA DO NORTE,2021,Ova Voador,290.17,0.23200607659710562
CAICARA DO NORTE,2021,Pampo,0.02,1.5991045014791716e-05
CAICARA DO NORTE,2021,Pargo,28.19,0.022539377948348926
CAICARA DO NORTE,2021,Paru,1.6,0.0012792836011833373
CAICARA DO NORTE,2021,Peixe Galo,2.07,0.0016550731590309425
CAICARA DO NORTE,2021,Peixe Voador,254.07,0.20314224034540657
CAICARA DO NORTE,2021,Pescada,14.11,0.011281682257935556
CAICARA DO NORTE,2021,Pirauna,0.1,7.995522507395858e-05
CAICARA DO NORTE,2021,Polvo,10.29,0.008227392660110338
CAICARA DO NORTE,2021,Salema,0.51,0.00040777164787718877
CAICARA DO NORTE,2021,Saramunete,0.01,7.995522507395858e-06
CAICARA DO NORTE,2021,Sardinha,0.31,0.0002478611977292716
CAICARA DO NORTE,2021,Serra,28.74,0.022979131686255694
CAICARA DO NORTE,2021,Siri,0.0,0.0
CAICARA DO NORTE,2021,Sirigado,7.28,0.005820740385384185
CAICARA DO NORTE,2021,Tainha,0.02,1.5991045014791716e-05
CAICARA DO NORTE,2021,Tilapia,0.34,0.0002718477652514592
CAICARA DO NORTE,2021,Ubarana,2.45,0.0019589030143119853
CAICARA DO NORTE,2021,Xareu,0.72,0.0005756776205325017
CAICARA DO NORTE,2022,Agulha,64.4,0.07165746839950152
CAICARA DO NORTE,2022,Agulhao,20.48,0.022787965105928433
CAICARA DO NORTE,2022,Albacora,5.05,0.005619102723873954
CAICARA DO NORTE,2022,Arabaiana,11.91,0.013252180879473028
CAICARA DO NORTE,2022,Ariaco,34.8,0.03872173758233932
CAICARA DO NORTE,2022,Arraia,4.15,0.004617678476054834
CAICARA DO NORTE,2022,Bagre,16.08,0.01789211322770162
CAICARA DO NORTE,2022,Beijupira,0.31,0.0003449350186932526
CAICARA DO NORTE,2022,Bicuda,2.79,0.0031044151682392738
CAICARA DO NORTE,2022,Biquara,47.41,0.052752803987893886
CAICARA DO NORTE,2022,Bonito,28.17,0.03134457895673847
CAICARA DO NORTE,2022,Budiao,0.34,0.00037831582695388997
CAICARA DO NORTE,2022,Buzios,0.0,0.0
CAICARA DO NORTE,2022,Caico,21.04,0.023411073526793662
CAICARA DO NORTE,2022,Camarao,0.9,0.0010014242478191206
CAICARA DO NORTE,2022,Camurim,13.4,0.014910094356418017
CAICARA DO NORTE,2022,Camurupim,0.3,0.0003338080826063735
CAICARA DO NORTE,2022,Cangulo,0.0,0.0
CAICARA DO NORTE,2022,Caranguejo,0.0,0.0
CAICARA DO NORTE,2022,Carapeba,0.1,0.00011126936086879117
CAICARA DO NORTE,2022,Carauna,0.04,4.450774434751647e-05
CAICARA DO NORTE,2022,Cavala,17.1,0.01902706070856329
CAICARA DO NORTE,2022,Caçao,9.1,0.010125511839059995
CAICARA DO NORTE,2022,Cioba,29.4,0.0327131920954246
CAICARA DO NORTE,2022,Cururuca,1.6,0.0017803097739006587
CAICARA DO NORTE,2022,Dentao,2.8,0.0031155421043261525
CAICARA DO NORTE,2022,Dourado,39.7,0.0441739362649101
CAICARA DO NORTE,2022,Espada,0.0,0.0
CAICARA DO NORTE,2022,Garabebeu,0.1,0.00011126936086879117
CAICARA DO NORTE,2022,Garajuba,34.7,0.03861046822147054
CAICARA DO NORTE,2022,Garoupa,0.5,0.0005563468043439558
CAICARA DO NORTE,2022,Guaiuba,86.1,0.09580291970802919
CAICARA DO NORTE,2022,Lagosta,30.6,0.0340484244258501
CAICARA DO NORTE,2022,Marisco,0.0,0.0
CAICARA DO NORTE,2022,Outros,4.14,0.0046065515399679536
CAICARA DO NORTE,2022,Ova Voador,156.52,0.17415880363183195
CAICARA DO NORTE,2022,Pampo,0.0,0.0
CAICARA DO NORTE,2022,Pargo,23.7,0.026370838525903505
CAICARA DO NORTE,2022,Paru,0.7,0.0007788855260815381
CAICARA DO NORTE,2022,Peixe Galo,2.84,0.003160049848673669
CAICARA DO NORTE,2022,Peixe Voador,98.84,0.10997863628271319
CAICARA DO NORTE,2022,Pescada,10.09,0.01122707851166103
CAICARA DO NORTE,2022,Pirauna,0.0,0.0
CAICARA DO NORTE,2022,Polvo,4.95,0.0055078333630051626
CAICARA DO NORTE,2022,Salema,0.05,5.5634680434395585e-05
CAICARA DO NORTE,2022,Saramunete,0.01,1.1126936086879118e-05
CAICARA DO NORTE,2022,Sardinha,0.35,0.00038944276304076907
CAICARA DO NORTE,2022,Serra,46.17,0.05137306391312088
CAICARA DO NORTE,2022,Siri,0.0,0.0
CAICARA DO NORTE,2022,Sirigado,18.59,0.020684974185508277
CAICARA DO NORTE,2022,Tainha,0.04,4.450774434751647e-05
CAICARA DO NORTE,2022,Tilapia,0.02,2.2253872173758235e-05
CAICARA DO NORTE,2022,Ubarana,6.85,0.007621951219512194
CAICARA DO NORTE,2022,Xareu,1.49,0.0016579134769449883
CAICARA DO NORTE,2023,Agulha,132.16,0.13221023989115863
CAICARA DO NORTE,2023,Agulhao,28.18,0.02819071247073888
CAICARA DO NORTE,2023,Albacora,49.56,0.049578839959184495
CAICARA DO NORTE,2023,Arabaiana,14.6,0.014605550109041436
CAICARA DO NORTE,2023,Ariaco,33.99,0.03400292111002181
CAICARA DO NORTE,2023,Arraia,3.88,0.0038814749604849843
CAICARA DO NORTE,2023,Bagre,20.1,0.020107640903543347
CAICARA DO NORTE,2023,Beijupira,0.6,0.0006002280866729357
CAICARA DO NORTE,2023,Bicuda,2.92,0.002921110021808287
CAICARA DO NORTE,2023,Biquara,34.54,0.034553130189471995
CAICARA DO NORTE,2023,Bonito,23.54,0.023548948600468175
CAICARA DO NORTE,2023,Budiao,0.15,0.00015005702166823393
CAICARA DO NORTE,2023,Buzios,0.01,1.0003801444548929e-05
CAICARA DO NORTE,2023,Caico,35.11,0.03512334687181129
CAICARA DO NORTE,2023,Camarao,1.28,0.0012804865849022629
CAICARA DO NORTE,2023,Camurim,14.21,0.014215401852704028
CAICARA DO NORTE,2023,Camurupim,1.07,0.0010704067545667354
CAICARA DO NORTE,2023,Cangulo,0.0,0.0
CAICARA DO NORTE,2023,Caranguejo,0.01,1.0003801444548929e-05
CAICARA DO NORTE,2023,Carapeba,0.55,0.0005502090794501911
CAICARA DO NORTE,2023,Carauna,0.02,2.0007602889097857e-05
CAICARA DO NORTE,2023,Cavala,16.86,0.016866409235509493
CAICARA DO NORTE,2023,Caçao,13.51,0.013515135751585602
CAICARA DO NORTE,2023,Cioba,27.57,0.027580480582621397
CAICARA DO NORTE,2023,Cururuca,3.33,0.0033312658810347932
CAICARA DO NORTE,2023,Dentao,3.7,0.0037014065344831036
CAICARA DO NORTE,2023,Dourado,51.04,0.05105940257297773
CAICARA DO NORTE,2023,Espada,0.0,0.0
CAICARA DO NORTE,2023,Garabebeu,0.23,0.00023008743322462536
CAICARA DO NORTE,2023,Garajuba,40.15,0.040165262799863946
CAICARA DO NORTE,2023,Garoupa,1.88,0.0018807146715751984
CAICARA DO NORTE,2023,Guaiuba,44.5,0.04451691642824273
CAICARA DO NORTE,2023,Lagosta,57.03,0.05705167963826254
CAICARA DO NORTE,2023,Marisco,0.0,0.0
CAICARA DO NORTE,2023,Outros,4.11,0.00411156239370961
CAICARA DO NORTE,2023,Ova Voador,117.92,0.11796482663412097
CAICARA DO NORTE,2023,Pampo,0.12,0.00012004561733458714
CAICARA DO NORTE,2023,Pargo,19.98,0.01998759528620876
CAICARA DO NORTE,2023,Paru,0.8,0.0008003041155639143
CAICARA DO NORTE,2023,Peixe Galo,2.25,0.002250855325023509
CAICARA DO NORTE,2023,Peixe Voador,117.33,0.11737460234889258
CAICARA DO NORTE,2023,Pescada,8.25,0.008253136191752867
CAICARA DO NORTE,2023,Pirauna,0.03,3.0011404333646786e-05
CAICARA DO NORTE,2023,Polvo,1.86,0.0018607070686861007
CAICARA DO NORTE,2023,Salema,5.29,0.005292010964166384
CAICARA DO NORTE,2023,Saramunete,0.05,5.001900722274464e-05
CAICARA DO NORTE,2023,Sardinha,0.63,0.0006302394910065825
CAICARA DO NORTE,2023,Serra,44.57,0.04458694303835457
CAICARA DO NORTE,2023,Siri,0.0,0.0
CAICARA DO NORTE,2023,Sirigado,13.56,0.013565154758808347
CAICARA DO NORTE,2023,Tainha,0.05,5.001900722274464e-05
CAICARA DO NORTE,2023,Tilapia,0.0,0.0
CAICARA DO NORTE,2023,Ubarana,4.47,0.004471699245713371
CAICARA DO NORTE,2023,Xareu,2.07,0.0020707868990216282
CAICARA DO NORTE,2024,Agulha,93.81,0.11960526819068504
CAICARA DO NORTE,2024,Agulhao,15.77,0.02010633279359453
CAICARA DO NORTE,2024,Albacora,17.1,0.021802047607512146
CAICARA DO NORTE,2024,Arabaiana,16.26,0.020731069830301024
CAICARA DO NORTE,2024,Ariaco,42.1,0.053676386214986035
CAICARA DO NORTE,2024,Arraia,4.33,0.005520635446814478
CAICARA DO NORTE,2024,Bagre,8.88,0.011321765073374727
CAICARA DO NORTE,2024,Beijupira,0.29,0.00036974232784669716
CAICARA DO NORTE,2024,Bicuda,2.83,0.0036081751303660447
CAICARA DO NORTE,2024,Biquara,45.09,0.05748855711243992
CAICARA DO NORTE,2024,Bonito,16.55,0.021100812158147717
CAICARA DO NORTE,2024,Budiao,0.29,0.00036974232784669716
CAICARA DO NORTE,2024,Buzios,0.33,0.0004207412696186554
CAICARA DO NORTE,2024,Caico,16.7,0.02129205818979256
CAICARA DO NORTE,2024,Camarao,0.5,0.0006374867721494779
CAICARA DO NORTE,2024,Camurim,16.8,0.02141955554422246
CAICARA DO NORTE,2024,Camurupim,2.1,0.0026774444430278073
CAICARA DO NORTE,2024,Cangulo,0.02,2.5499470885979116e-05
CAICARA DO NORTE,2024,Caranguejo,0.0,0.0
CAICARA DO NORTE,2024,Carapeba,0.4,0.0005099894177195823
CAICARA DO NORTE,2024,Carauna,0.01,1.2749735442989558e-05
CAICARA DO NORTE,2024,Cavala,12.7,0.016192164012596738
CAICARA DO NORTE,2024,Caçao,14.8,0.018869608455624545
CAICARA DO NORTE,2024,Cioba,28.3,0.036081751303660446
CAICARA DO NORTE,2024,Cururuca,4.6,0.0058648783037751956
CAICARA DO NORTE,2024,Dentao,1.9,0.0024224497341680156
CAICARA DO NORTE,2024,Dourado,39.1,0.04985146558208917
CAICARA DO NORTE,2024,Espada,0.0,0.0
CAICARA DO NORTE,2024,Garabebeu,0.7,0.000892481481009269
CAICARA DO NORTE,2024,Garajuba,40.8,0.05201892060739739
CAICARA DO NORTE,2024,Garoupa,0.9,0.0011474761898690603
CAICARA DO NORTE,2024,Guaiuba,64.1,0.08172580418956306
CAICARA DO NORTE,2024,Lagosta,47.2,0.060178751290910715
CAICARA DO NORTE,2024,Marisco,0.0,0.0
CAICARA DO NORTE,2024,Outros,4.3,0.00548238624048551
CAICARA DO NORTE,2024,Ova Voador,66.88,0.08527023064271415
CAICARA DO NORTE,2024,Pampo,0.16,0.00020399576708783292
CAICARA DO NORTE,2024,Pargo,10.3,0.013132227506279246
CAICARA DO NORTE,2024,Paru,0.0,0.0
CAICARA DO NORTE,2024,Peixe Galo,1.44,0.001835961903790496
CAICARA DO NORTE,2024,Peixe Voador,55.77,0.07110527456555277
CAICARA DO NORTE,2024,Pescada,11.11,0.014164956077161398
CAICARA DO NORTE,2024,Pirauna,0.0,0.0
CAICARA DO NORTE,2024,Polvo,1.15,0.0014662195759437989
CAICARA DO NORTE,2024,Salema,2.42,0.0030854359772034727
CAICARA DO NORTE,2024,Saramunete,0.14,0.0001784962962018538
CAICARA DO NORTE,2024,Sardinha,0.72,0.000917980951895248
CAICARA DO NORTE,2024,Serra,39.73,0.050654698914997506
CAICARA DO NORTE,2024,Siri,0.21,0.0002677444443027807
CAICARA DO NORTE,2024,Sirigado,28.57,0.036425994160621165
CAICARA DO NORTE,2024,Tainha,0.1,0.00012749735442989558
CAICARA DO NORTE,2024,Tilapia,0.21,0.0002677444443027807
CAICARA DO NORTE,2024,Ubarana,4.25,0.005418637563270562
CAICARA DO NORTE,2024,Xareu,1.61,0.002052707406321319
GALINHOS,2004,Agulhao,0.33,0.008190618019359643
GALINHOS,2004,Albacora,1.21,0.030032266070985355
GALINHOS,2004,Ariaco,0.82,0.020352444775378505
GALINHOS,2004,Arraia,0.13,0.003226607098535617
GALINHOS,2004,Bagre,0.04,0.0009928021841648052
GALINHOS,2004,Biquara,0.13,0.003226607098535617
GALINHOS,2004,Bonito,0.02,0.0004964010920824026
GALINHOS,2004,Caico,4.96,0.12310747083643585
GALINHOS,2004,Camarao,0.0,0.0
GALINHOS,2004,Cavala,0.38,0.009431620749565649
GALINHOS,2004,Caçao,0.23,0.00570861255894763
GALINHOS,2004,Cioba,0.21,0.005212211466865227
GALINHOS,2004,Dentao,0.08,0.0019856043683296105
GALINHOS,2004,Dourado,2.13,0.05286671630677588
GALINHOS,2004,Garajuba,0.2,0.004964010920824026
GALINHOS,2004,Guaiuba,3.65,0.09059319930503847
GALINHOS,2004,Lagosta,0.03,0.0007446016381236039
GALINHOS,2004,Outros,0.63,0.01563663440059568
GALINHOS,2004,Peixe Voador,10.66,0.26458178207992056
GALINHOS,2004,Pescada,0.68,0.01687763713080169
GALINHOS,2004,Polvo,0.0,0.0
GALINHOS,2004,Sardinha,8.95,0.22213948870687514
GALINHOS,2004,Serra,0.21,0.005212211466865227
GALINHOS,2004,Sirigado,0.22,0.005460412012906429
GALINHOS,2004,Tainha,4.28,0.10622983370563416
GALINHOS,2004,Xareu,0.11,0.0027302060064532145
GALINHOS,2005,Agulhao,0.38,0.013909224011713031
GALINHOS,2005,Albacora,0.17,0.006222547584187409
GALINHOS,2005,Ariaco,0.17,0.006222547584187409
GALINHOS,2005,Arraia,0.19,0.006954612005856516
GALINHOS,2005,Bagre,0.21,0.007686676427525622
GALINHOS,2005,Biquara,0.11,0.004026354319180088
GALINHOS,2005,Caico,6.12,0.2240117130307467
GALINHOS,2005,Camarao,0.03,0.0010980966325036604
GALINHOS,2005,Cavala,0.24,0.008784773060029283
GALINHOS,2005,Caçao,0.14,0.005124450951683748
GALINHOS,2005,Cioba,0.16,0.005856515373352855
GALINHOS,2005,Cururuca,0.01,0.00036603221083455345
GALINHOS,2005,Dentao,0.08,0.0029282576866764276
GALINHOS,2005,Dourado,2.55,0.09333821376281112
GALINHOS,2005,Garajuba,0.25,0.009150805270863836
GALINHOS,2005,Guaiuba,2.59,0.09480234260614934
GALINHOS,2005,Outros,0.92,0.03367496339677892
GALINHOS,2005,Peixe Voador,6.43,0.23535871156661786
GALINHOS,2005,Pescada,0.24,0.008784773060029283
GALINHOS,2005,Sardinha,0.9,0.03294289897510981
GALINHOS,2005,Serra,0.09,0.0032942898975109806
GALINHOS,2005,Sirigado,0.01,0.00036603221083455345
GALINHOS,2005,Tainha,5.3,0.19399707174231332
GALINHOS,2005,Xareu,0.03,0.0010980966325036604
GALINHOS,2007,Albacora,0.21,0.010329562223315297
GALINHOS,2007,Ariaco,0.21,0.010329562223315297
GALINHOS,2007,Arraia,0.04,0.0019675356615838665
GALINHOS,2007,Bagre,0.47,0.023118544023610427
GALINHOS,2007,Biquara,0.11,0.0054107230693556324
GALINHOS,2007,Caico,3.23,0.15887850467289721
GALINHOS,2007,Camarao,0.29,0.01426463354648303
GALINHOS,2007,Camurim,0.05,0.0024594195769798333
GALINHOS,2007,Caranguejo,0.8,0.03935071323167733
GALINHOS,2007,Carapeba,0.76,0.03738317757009346
GALINHOS,2007,Cavala,0.16,0.007870142646335466
GALINHOS,2007,Caçao,0.07,0.0034431874077717663
GALINHOS,2007,Cioba,0.15,0.0073782587309394985
GALINHOS,2007,Cururuca,0.58,0.02852926709296606
GALINHOS,2007,Dentao,0.0,0.0
GALINHOS,2007,Dourado,0.22,0.010821446138711265
GALINHOS,2007,Garajuba,0.2,0.009837678307919333
GALINHOS,2007,Guaiuba,3.4,0.16724053123462865
GALINHOS,2007,Outros,1.68,0.08263649778652238
GALINHOS,2007,Peixe Voador,0.71,0.034923757993113626
GALINHOS,2007,Pescada,0.09,0.004426955238563699
GALINHOS,2007,Sardinha,0.45,0.022134776192818496
GALINHOS,2007,Serra,0.01,0.0004918839153959666
GALINHOS,2007,Sirigado,0.01,0.0004918839153959666
GALINHOS,2007,Tainha,6.4,0.31480570585341866
GALINHOS,2007,Xareu,0.03,0.0014756517461878998
GALINHOS,2008,Agulhao,0.21,0.0014150943396226414
GALINHOS,2008,Albacora,0.79,0.005323450134770889
GALINHOS,2008,Arabaiana,0.03,0.0002021563342318059
GALINHOS,2008,Ariaco,1.14,0.007681940700808625
GALINHOS,2008,Arraia,0.27,0.0018194070080862533
GALINHOS,2008,Bagre,1.45,0.009770889487870619
GALINHOS,2008,Biquara,1.28,0.008625336927223719
GALINHOS,2008,Bonito,0.35,0.0023584905660377358
GALINHOS,2008,Caico,22.52,0.1517520215633423
GALINHOS,2008,Camarao,3.97,0.026752021563342318
GALINHOS,2008,Camurim,0.84,0.005660377358490566
GALINHOS,2008,Camurupim,0.25,0.0016846361185983826
GALINHOS,2008,Cangulo,0.0,0.0
GALINHOS,2008,Caranguejo,0.44,0.0029649595687331535
GALINHOS,2008,Carapeba,2.01,0.013544474393530995
GALINHOS,2008,Cavala,0.52,0.003504043126684636
GALINHOS,2008,Caçao,1.6,0.01078167115902965
GALINHOS,2008,Cioba,1.14,0.007681940700808625
GALINHOS,2008,Cururuca,2.34,0.01576819407008086
GALINHOS,2008,Dentao,0.19,0.001280323450134771
GALINHOS,2008,Dourado,7.28,0.04905660377358491
GALINHOS,2008,Garajuba,0.46,0.0030997304582210243
GALINHOS,2008,Garoupa,0.03,0.0002021563342318059
GALINHOS,2008,Guaiuba,17.81,0.12001347708894877
GALINHOS,2008,Lagosta,0.01,6.73854447439353e-05
GALINHOS,2008,Outros,19.39,0.13066037735849056
GALINHOS,2008,Pargo,0.07,0.0004716981132075472
GALINHOS,2008,Peixe Voador,19.4,0.13072776280323448
GALINHOS,2008,Pescada,1.08,0.007277628032345013
GALINHOS,2008,Polvo,0.01,6.73854447439353e-05
GALINHOS,2008,Salema,0.56,0.0037735849056603774
GALINHOS,2008,Sardinha,4.75,0.03200808625336927
GALINHOS,2008,Serra,0.62,0.004177897574123989
GALINHOS,2008,Sirigado,0.44,0.0029649595687331535
GALINHOS,2008,Tainha,33.61,0.22648247978436656
GALINHOS,2008,Xareu,1.54,0.010377358490566037
GALINHOS,2009,Agulha,1.231,0.00593816780268496
GALINHOS,2009,Agulhao,0.3691,0.0017804855694321838
GALINHOS,2009,Albacora,0.6959,0.0033569219934106113
GALINHOS,2009,Albacorinha,0.2629,0.0012681919702078601
GALINHOS,2009,Arabaiana,0.0053,2.5566441392551e-05
GALINHOS,2009,Ariaco,1.7365,0.00837662744871034
GALINHOS,2009,Arraia,0.373,0.0017992986112116082
GALINHOS,2009,Bagre,0.8478000000000001,0.004089665851434857
GALINHOS,2009,Biquara,1.8346,0.008849847807315861
GALINHOS,2009,Bonito,0.4834,0.002331852409275312
GALINHOS,2009,Budiao,0.04,0.00019295427466076227
GALINHOS,2009,Caico,21.0649,0.10161406250753728
GALINHOS,2009,Camarao,5.374700000000001,0.02592678350047998
GALINHOS,2009,Camurim,1.767,0.008523755083139174
GALINHOS,2009,Camurupim,0.1445,0.0006970473172120036
GALINHOS,2009,Cangulo,0.0,0.0
GALINHOS,2009,Caranguejo,0.0,0.0
GALINHOS,2009,Carapeba,2.4836,0.01198053091368673
GALINHOS,2009,Cavala,1.4641,0.007062608838270551
GALINHOS,2009,Caçao,0.8196000000000001,0.00395363308779902
GALINHOS,2009,Cioba,1.8195,0.008777007568631423
GALINHOS,2009,Cururuca,10.316,0.04976290743501059
GALINHOS,2009,Dentao,0.3169,0.0015286802409998892
GALINHOS,2009,Dourado,5.901899999999999,0.028469920840508815
GALINHOS,2009,Espada,0.0,0.0
GALINHOS,2009,Garajuba,1.361,0.006565269195332436
GALINHOS,2009,Garoupa,0.027,0.00013024413539601453
GALINHOS,2009,Guaiuba,13.076,0.0630767523866032
GALINHOS,2009,Lagosta,0.1915,0.0009237685899383994
GALINHOS,2009,Outros,44.6644,0.21545467262895376
GALINHOS,2009,Pargo,0.0103,4.968572572514629e-05
GALINHOS,2009,Peixe Voador,22.2251,0.1072107012440727
GALINHOS,2009,Pescada,1.8442,0.008896156833234446
GALINHOS,2009,Polvo,0.0,0.0
GALINHOS,2009,Salema,1.2577,0.006066964781021018
GALINHOS,2009,Sardinha,10.632,0.05128724620483061
GALINHOS,2009,Serra,0.3488,0.0016825612750418469
GALINHOS,2009,Sirigado,0.1653,0.0007973835400356
GALINHOS,2009,Tainha,51.0975,0.24648702623695748
GALINHOS,2009,Xareu,1.05,0.0050650497098450094
GALINHOS,2010,Agulha,2.005,0.008129751647237709
GALINHOS,2010,Agulhao,0.947,0.0038398378104409527
GALINHOS,2010,Albacora,0.365,0.001479979726305119
GALINHOS,2010,Albacorinha,0.799,0.0032397364419665484
GALINHOS,2010,Arabaiana,0.021,8.514951849974659e-05
GALINHOS,2010,Ariaco,0.826,0.0033492143943233653
GALINHOS,2010,Arraia,0.495,0.0020070957932083124
GALINHOS,2010,Bagre,1.828,0.007412062848454131
GALINHOS,2010,Biquara,4.962,0.02011961479979726
GALINHOS,2010,Bonito,1.631,0.006613279270146984
GALINHOS,2010,Budiao,0.0,0.0
GALINHOS,2010,Caico,24.82,0.1006386213887481
GALINHOS,2010,Camarao,0.868,0.0035195134313228587
GALINHOS,2010,Camurim,0.771,0.003126203750633553
GALINHOS,2010,Camurupim,0.105,0.0004257475924987329
GALINHOS,2010,Cangulo,0.0,0.0
GALINHOS,2010,Caranguejo,0.0,0.0
GALINHOS,2010,Carapeba,2.19,0.008879878357830714
GALINHOS,2010,Cavala,3.371,0.013668525088697415
GALINHOS,2010,Caçao,2.016,0.008174353775975671
GALINHOS,2010,Cioba,1.365,0.005534718702483527
GALINHOS,2010,Cururuca,5.394,0.021871262037506337
GALINHOS,2010,Dentao,0.365,0.001479979726305119
GALINHOS,2010,Dourado,13.027,0.052821084642676125
GALINHOS,2010,Garajuba,1.204,0.004881905727318804
GALINHOS,2010,Garoupa,0.012,4.8656867714140906e-05
GALINHOS,2010,Guaiuba,14.999,0.06081702990369995
GALINHOS,2010,Lagosta,0.492,0.001994931576279777
GALINHOS,2010,Outros,73.61699999999999,0.2984977192093259
GALINHOS,2010,Pargo,0.0,0.0
GALINHOS,2010,Peixe Voador,17.297,0.07013482007095793
GALINHOS,2010,Pescada,1.683,0.0068241256969082615
GALINHOS,2010,Polvo,0.0,0.0
GALINHOS,2010,Salema,2.201,0.008924480486568678
GALINHOS,2010,Sardinha,17.101,0.06934009123162696
GALINHOS,2010,Serra,4.567,0.018517992904206793
GALINHOS,2010,Sirigado,0.108,0.00043791180942726813
GALINHOS,2010,Tainha,34.763,0.14095489102889
GALINHOS,2010,Xareu,10.41,0.042209832742017235
GALINHOS,2011,Agulha,0.212,0.0008938132942079212
GALINHOS,2011,Agulhao,1.547,0.0065223073874511985
GALINHOS,2011,Albacora,0.8130000000000001,0.0034276896612784906
GALINHOS,2011,Arabaiana,0.058,0.00024453382577386526
GALINHOS,2011,Ariaco,2.532,0.01067516632516253
GALINHOS,2011,Arraia,1.131,0.004768409602590372
GALINHOS,2011,Bagre,1.223,0.005156290843473055
GALINHOS,2011,Beijupira,0.677,0.00285430000084322
GALINHOS,2011,Bicuda,0.339,0.0014292580506437985
GALINHOS,2011,Biquara,9.855,0.041549669879335206
GALINHOS,2011,Bonito,2.154,0.009081480357188029
GALINHOS,2011,Budiao,0.028,0.00011805081244255562
GALINHOS,2011,Buzios,2.376,0.01001745465583972
GALINHOS,2011,Caico,24.248,0.10223200357525318
GALINHOS,2011,Camarao,1.415,0.005965782128793436
GALINHOS,2011,Camurim,1.08,0.004553388479927146
GALINHOS,2011,Camurupim,0.298,0.001256397932424342
GALINHOS,2011,Cangulo,0.0,0.0
GALINHOS,2011,Caranguejo,0.0,0.0
GALINHOS,2011,Carapeba,3.141,0.013242771495788116
GALINHOS,2011,Carauna,0.0,0.0
GALINHOS,2011,Cavala,1.104,0.004654574890592194
GALINHOS,2011,Caçao,1.85,0.007799785822097426
GALINHOS,2011,Cioba,1.435,0.006050104137680977
GALINHOS,2011,Cururuca,6.087,0.025663403404922718
GALINHOS,2011,Dentao,0.114,0.0004806354506589765
GALINHOS,2011,Dourado,11.228,0.04733837578946481
GALINHOS,2011,Espada,25.31,0.10670950224718152
GALINHOS,2011,Garabebeu,0.0,0.0
GALINHOS,2011,Garajuba,0.806,0.0033981769581678516
GALINHOS,2011,Garoupa,0.004,1.6864401777507948e-05
GALINHOS,2011,Guaiuba,13.812,0.058232779337734936
GALINHOS,2011,Lagosta,0.346,0.0014587707537544372
GALINHOS,2011,Marisco,19.312,0.08142133178180837
GALINHOS,2011,Outros,34.433,0.1451729866012328
GALINHOS,2011,Pampo,0.175,0.0007378175777659726
GALINHOS,2011,Pargo,0.047,0.00019815672088571837
GALINHOS,2011,Paru,0.244,0.0010287285084279846
GALINHOS,2011,Peixe Galo,0.165,0.0006956565733222029
GALINHOS,2011,Peixe Voador,2.412,0.010169234271837291
GALINHOS,2011,Pescada,1.954,0.008238260268312632
GALINHOS,2011,Pirauna,0.0,0.0
GALINHOS,2011,Polvo,0.0,0.0
GALINHOS,2011,Salema,1.438,0.0060627524390141066
GALINHOS,2011,Saramunete,0.0,0.0
GALINHOS,2011,Sardinha,19.309,0.08140868348047524
GALINHOS,2011,Serra,4.03,0.016990884790839256
GALINHOS,2011,Siri,0.002,8.432200888753974e-06
GALINHOS,2011,Sirigado,0.173,0.0007293853768772186
GALINHOS,2011,Tainha,32.583,0.13737320077913534
GALINHOS,2011,Tilapia,0.0,0.0
GALINHOS,2011,Xareu,5.686,0.023972747126727548
GALINHOS,2012,Agulha,0.0,0.0
GALINHOS,2012,Agulhao,0.7,0.003190519598906107
GALINHOS,2012,Albacora,0.6,0.0027347310847766633
GALINHOS,2012,Arabaiana,0.0,0.0
GALINHOS,2012,Ariaco,3.2,0.014585232452142206
GALINHOS,2012,Arraia,2.0,0.009115770282588878
GALINHOS,2012,Bagre,3.0,0.013673655423883317
GALINHOS,2012,Beijupira,0.5,0.0022789425706472195
GALINHOS,2012,Bicuda,0.7,0.003190519598906107
GALINHOS,2012,Biquara,7.8,0.03555150410209663
GALINHOS,2012,Bonito,3.7,0.016864175022789425
GALINHOS,2012,Budiao,0.0,0.0
GALINHOS,2012,Buzios,4.300000000000001,0.01959890610756609
GALINHOS,2012,Caico,21.6,0.09845031905195989
GALINHOS,2012,Camarao,0.1,0.00045578851412944393
GALINHOS,2012,Camurim,1.8,0.008204193254329991
GALINHOS,2012,Camurupim,0.1,0.00045578851412944393
GALINHOS,2012,Cangulo,0.0,0.0
GALINHOS,2012,Caranguejo,0.0,0.0
GALINHOS,2012,Carapeba,4.5,0.020510483135824976
GALINHOS,2012,Carauna,0.0,0.0
GALINHOS,2012,Cavala,1.1,0.005013673655423883
GALINHOS,2012,Caçao,0.8999999999999999,0.004102096627164995
GALINHOS,2012,Cioba,0.8999999999999999,0.004102096627164995
GALINHOS,2012,Cururuca,3.9,0.017775752051048314
GALINHOS,2012,Dentao,0.2,0.0009115770282588879
GALINHOS,2012,Dourado,9.0,0.04102096627164995
GALINHOS,2012,Espada,9.0,0.04102096627164995
GALINHOS,2012,Garabebeu,7.1,0.03236098450319052
