platform_exposure_class,Agulha,Agulhao,Albacora,Albacorinha,Arabaiana,Ariaco,Arraia,Bagre,Beijupira,Bicuda,Biquara,Bonito,Budiao,Buzios,Caico,Camarao,Camurim,Camurupim,Cangulo,Caranguejo,Carapeba,Carauna,Cavala,Caçao,Cioba,Cururuca,Dentao,Dourado,Espada,Galo Do Alto,Garabebeu,Garajuba,Garoupa,Guaiuba,Lagosta,Marisco,Outros,Ova Voador,Pampo,Pargo,Paru,Peixe Galo,Peixe Voador,Pescada,Pirauna,Polvo,Salema,Saramunete,Sardinha,Serra,Siri,Sirigado,Tainha,Tilapia,Ubarana,Xareu
0-20 km,0.029174470441742296,0.0009497040515075381,0.012525212638807463,0.00019504206726147632,0.0007085593991188609,0.012197817897733424,0.0068032074411123605,0.012344959681402874,0.00015637018822014666,0.0014040452251242342,0.011480463907953,0.00792391632666065,0.004841691649636075,0.07607547688602131,0.04409800344782133,0.008104866015462942,0.003986496583051756,0.0005621044874405424,2.944676095948958e-05,0.015986248862175187,0.017033827242715596,0.0007975602622376039,0.009045719606338348,0.004556179667676739,0.010914902055274804,0.009837807897928904,0.001531543784434881,0.03127957863052238,0.00817499268793544,1.643234428542945e-05,0.0012450787265069895,0.011348006067137012,0.000516902394780183,0.040989013768424655,0.005321779020279182,0.02573637048452818,0.055582785775852545,0.02350942632227821,0.0014284636887323824,0.0010257562273293626,0.0012674595794237445,0.0007127036363476462,0.07328693763900367,0.007950648464344186,0.00010871638979240124,0.00023625110026047634,0.007885366046967032,4.7719527804887125e-05,0.22804410393881058,0.039288368015417276,0.0020150983797222136,0.0023215123036126164,0.11685440970569448,0.00016373187846001908,0.0004561618773635216,0.009920580902563468
20-50 km,0.025513109508639154,0.0035034449893158915,0.44303737036401164,0.00030782881409954104,0.004264607947646823,0.02290126962714928,0.007082104085226341,0.008438505633235945,0.0002733849201529542,0.001172465969495216,0.011071798806593251,0.026857971395288716,0.0010176917205880485,0.006256187637814598,0.023477090856745996,0.01627758680104229,0.006999422180842678,0.001314852252131725,0.00010081798472863313,0.003686051783018295,0.0071329779486816736,0.00023285630474352505,0.008302941079368619,0.006157090694088616,0.013937769122696961,0.010589101096863951,0.001951577702446854,0.02903859006631312,0.004502816038410421,8.415184713277311e-05,0.0010432250197535604,0.01722601069313721,0.0005583990826645148,0.01781871658367476,0.0465803764939525,0.0015763541170968176,0.03353971628134161,0.016478831871596746,0.0005301430640579008,0.004451017861924486,0.0024777832744316552,0.0010822198998846017,0.08261032237937425,0.007875699436899815,2.9548156646459204e-05,0.002741515163345766,0.0027972277580112326,3.257490856752507e-05,0.0043681595101194145,0.022898350100968915,0.0011336339639070124,0.010632040255507376,0.021315547509263583,0.0022464199863308086,0.0005410149397923123,0.0019317165092356625
