year_c,year,group,cpue_pred,ci_lo,ci_hi
-1.8484848484848477,2012.1515151515152,outside,1.3182886896235542,1.0286771065090405,1.6895098403957938
-1.616161616161616,2012.3838383838383,outside,1.3249131588572023,1.0344365207878108,1.6970285491057795
-1.383838383838384,2012.6161616161617,outside,1.3298002128194595,1.0384186221115121,1.7030130910009127
-1.1515151515151523,2012.8484848484848,outside,1.3331180337980326,1.0407470585862473,1.7076907677078335
-0.9191919191919187,2013.080808080808,outside,1.3350426886932214,1.0415741558679215,1.7112637296322528
-0.6868686868686869,2013.3131313131314,outside,1.335756110306541,1.041078033425121,1.713908251892945
-0.45454545454545503,2013.5454545454545,outside,1.3354442951190497,1.0394586725690302,1.715775950245878
-0.2222222222222232,2013.7777777777778,outside,1.3342957390509185,1.0369332568777332,1.71699659664124
0.010101010101010388,2014.010101010101,outside,1.3325001262432123,1.0337311572358012,1.7176821280785632
0.2424242424242422,2014.2424242424242,outside,1.3302472803093406,1.030088924466363,1.7179314436004827
0.47474747474747403,2014.4747474747476,outside,1.3277263828687664,1.0262455908055952,1.7178356438522908
0.7070707070707076,2014.7070707070707,outside,1.3251254605622074,1.0224384846147898,1.717483467817327
0.9393939393939394,2014.939393939394,outside,1.3226311391866175,1.0188996502169423,1.7169668021919253
1.1717171717171713,2015.171717171717,outside,1.3204286620868673,1.0158528524370882,1.716386264162011
1.404040404040403,2015.4040404040404,outside,1.3187021694905472,1.0135110425601879,1.7158569786155204
1.6363636363636367,2015.6363636363637,outside,1.317635236056427,1.0120740714573722,1.7155147835841809
1.8686868686868685,2015.8686868686868,outside,1.3174116655100625,1.0117263541073798,1.7155232056534075
2.1010101010101003,2016.1010101010102,outside,1.3182165438545406,1.0126341133402013,1.7160816550849198
2.333333333333334,2016.3333333333333,outside,1.3202375562793152,1.0149417572444013,1.7174354015316642
2.5656565656565657,2016.5656565656566,outside,1.3236111899645615,1.0187075309697786,1.7198442585702107
2.7979797979797976,2016.79797979798,outside,1.328256830450636,1.0237289107265983,1.7234446951461115
3.030303030303031,2017.030303030303,outside,1.3340406137098424,1.029736956191078,1.7283449628230005
3.262626262626263,2017.2626262626263,outside,1.3408293135981844,1.0364639077474402,1.734649862056644
3.494949494949495,2017.4949494949494,outside,1.3484892131988153,1.043650353966544,1.7424458413100978
3.7272727272727266,2017.7272727272727,outside,1.3568851170406058,1.0510530551586632,1.7517863954495798
3.9595959595959584,2017.9595959595958,outside,1.3658795024664578,1.0584528824549602,1.7626783032280742
4.19191919191919,2018.1919191919192,outside,1.3753318111584647,1.0656620170524267,1.775069606636184
4.424242424242426,2018.4242424242425,outside,1.3850978841448887,1.0725294300855996,1.7888404012850851
4.6565656565656575,2018.6565656565656,outside,1.395029545517191,1.0789437826532677,1.8037974236887568
4.888888888888889,2018.888888888889,outside,1.4049743415614715,1.084833226508073,1.8196731085149895
5.121212121212121,2019.121212121212,outside,1.4147754430352761,1.0901620458487413,1.8361293478828755
5.353535353535353,2019.3535353535353,outside,1.4242717188678926,1.0949245122696767,1.8527657608302186
5.585858585858585,2019.5858585858587,outside,1.4332979895954625,1.0991365993270379,1.8691320008112775
5.818181818181817,2019.8181818181818,outside,1.4416854683251623,1.1028262597311667,1.8847435509377242
6.050505050505052,2020.050505050505,outside,1.449262395920604,1.1060228247885138,1.8991005608042628
6.282828282828284,2020.2828282828282,outside,1.4558548753837082,1.1087458125238636,1.9117094937046009
6.515151515151516,2020.5151515151515,outside,1.4612879080556938,1.1109931118370764,1.9221075945785373
