local,year,species,sp_production_ton,total_production_ton,species_share
PORTO DO MANGUE,2016,Cururuca,9.5,528.1,0.017989017231584928
PORTO DO MANGUE,2016,Paru,8.7,528.1,0.016474152622609352
PORTO DO MANGUE,2016,Biquara,4.9,528.1,0.009278545729975383
PORTO DO MANGUE,2016,Bonito,3.9,528.1,0.007384964968755917
PORTO DO MANGUE,2016,Cavala,3.4,528.1,0.006438174588146184
PORTO DO MANGUE,2016,Peixe Galo,3.3,528.1,0.006248816512024237
PORTO DO MANGUE,2016,Caçao,3.0,528.1,0.005680742283658398
PORTO DO MANGUE,2016,Salema,2.3,528.1,0.0043552357508047715
PORTO DO MANGUE,2016,Camurupim,1.8,528.1,0.0034084453701950387
PORTO DO MANGUE,2016,Polvo,1.5,528.1,0.002840371141829199
PORTO DO MANGUE,2016,Sardinha,1.4,528.1,0.002651013065707252
PORTO DO MANGUE,2016,Dourado,1.3,528.1,0.002461654989585306
PORTO DO MANGUE,2016,Sirigado,1.1,528.1,0.0020829388373414127
PORTO DO MANGUE,2016,Siri,1.0,528.1,0.001893580761219466
PORTO DO MANGUE,2016,Pargo,0.9,528.1,0.0017042226850975193
PORTO DO MANGUE,2016,Agulha,0.8,528.1,0.0015148646089755728
PORTO DO MANGUE,2016,Marisco,0.6,528.1,0.0011361484567316796
PORTO DO MANGUE,2016,Arabaiana,0.4,528.1,0.0007574323044877864
PORTO DO MANGUE,2016,Albacora,0.3,528.1,0.0005680742283658398
PORTO DO MANGUE,2016,Dentao,0.3,528.1,0.0005680742283658398
PORTO DO MANGUE,2016,Garabebeu,0.2,528.1,0.0003787161522438932
PORTO DO MANGUE,2016,Garoupa,0.1,528.1,0.0001893580761219466
PORTO DO MANGUE,2016,Peixe Voador,0.1,528.1,0.0001893580761219466
PORTO DO MANGUE,2016,Ova Voador,0.0,528.1,0.0
PORTO DO MANGUE,2015,Ariaco,25.4,218.2,0.11640696608615948
PORTO DO MANGUE,2015,Lagosta,21.9,218.2,0.10036663611365719
PORTO DO MANGUE,2015,Tainha,20.8,218.2,0.09532538955087076
PORTO DO MANGUE,2015,Arraia,12.8,218.2,0.058661778185151246
PORTO DO MANGUE,2015,Guaiuba,12.7,218.2,0.05820348304307974
PORTO DO MANGUE,2015,Garajuba,10.6,218.2,0.04857928505957837
PORTO DO MANGUE,2015,Outros,10.2,218.2,0.04674610449129239
PORTO DO MANGUE,2015,Serra,9.7,218.2,0.044454628780934924
PORTO DO MANGUE,2015,Carapeba,9.3,218.2,0.04262144821264895
PORTO DO MANGUE,2015,Caranguejo,9.1,218.2,0.04170485792850596
PORTO DO MANGUE,2015,Camarao,8.8,218.2,0.04032997250229148
PORTO DO MANGUE,2015,Cioba,8.4,218.2,0.0384967919340055
PORTO DO MANGUE,2015,Bagre,7.4,218.2,0.033913840513290563
PORTO DO MANGUE,2015,Biquara,6.7,218.2,0.030705774518790103
PORTO DO MANGUE,2015,Camurim,5.6,218.2,0.025664527956003665
PORTO DO MANGUE,2015,Caico,4.6,218.2,0.021081576535288724
PORTO DO MANGUE,2015,Pescada,4.6,218.2,0.021081576535288724
PORTO DO MANGUE,2015,Bonito,3.2,218.2,0.014665444546287812
PORTO DO MANGUE,2015,Cururuca,2.9,218.2,0.013290559120073327
PORTO DO MANGUE,2015,Paru,2.9,218.2,0.013290559120073327
PORTO DO MANGUE,2015,Buzios,2.4,218.2,0.010999083409715857
PORTO DO MANGUE,2015,Cavala,1.9,218.2,0.008707607699358386
PORTO DO MANGUE,2015,Polvo,1.9,218.2,0.008707607699358386
PORTO DO MANGUE,2015,Peixe Galo,1.7,218.2,0.007791017415215399
PORTO DO MANGUE,2015,Bicuda,1.4,218.2,0.006416131989000916
PORTO DO MANGUE,2015,Pargo,1.4,218.2,0.006416131989000916
PORTO DO MANGUE,2015,Salema,1.3,218.2,0.005957836846929423
PORTO DO MANGUE,2015,Tilapia,1.3,218.2,0.005957836846929423
PORTO DO MANGUE,2015,Caçao,1.2,218.2,0.005499541704857928
PORTO DO MANGUE,2015,Camurupim,1.1,218.2,0.005041246562786435
PORTO DO MANGUE,2015,Xareu,0.9,218.2,0.004124656278643447
PORTO DO MANGUE,2015,Beijupira,0.7,218.2,0.003208065994500458
PORTO DO MANGUE,2015,Sirigado,0.7,218.2,0.003208065994500458
PORTO DO MANGUE,2015,Siri,0.5,218.2,0.00229147571035747
PORTO DO MANGUE,2015,Agulha,0.4,218.2,0.0018331805682859764
PORTO DO MANGUE,2015,Arabaiana,0.4,218.2,0.0018331805682859764
PORTO DO MANGUE,2015,Dourado,0.4,218.2,0.0018331805682859764
PORTO DO MANGUE,2015,Espada,0.3,218.2,0.001374885426214482
PORTO DO MANGUE,2015,Dentao,0.2,218.2,0.0009165902841429882
PORTO DO MANGUE,2015,Albacora,0.1,218.2,0.0004582951420714941
PORTO DO MANGUE,2015,Cangulo,0.1,218.2,0.0004582951420714941
PORTO DO MANGUE,2015,Marisco,0.1,218.2,0.0004582951420714941
PORTO DO MANGUE,2015,Sardinha,0.1,218.2,0.0004582951420714941
PORTO DO MANGUE,2015,Ubarana,0.1,218.2,0.0004582951420714941
PORTO DO MANGUE,2015,Agulhao,0.0,218.2,0.0
PORTO DO MANGUE,2015,Budiao,0.0,218.2,0.0
PORTO DO MANGUE,2015,Carauna,0.0,218.2,0.0
PORTO DO MANGUE,2015,Garabebeu,0.0,218.2,0.0
PORTO DO MANGUE,2015,Garoupa,0.0,218.2,0.0
PORTO DO MANGUE,2015,Ova Voador,0.0,218.2,0.0
PORTO DO MANGUE,2015,Peixe Voador,0.0,218.2,0.0
PORTO DO MANGUE,2015,Pirauna,0.0,218.2,0.0
PORTO DO MANGUE,2015,Saramunete,0.0,218.2,0.0
PORTO DO MANGUE,2014,Lagosta,29.5,257.5,0.1145631067961165
PORTO DO MANGUE,2014,Tainha,28.2,257.5,0.10951456310679611
PORTO DO MANGUE,2014,Outros,17.9,257.5,0.06951456310679612
PORTO DO MANGUE,2014,Carapeba,17.7,257.5,0.0687378640776699
PORTO DO MANGUE,2014,Espada,16.7,257.5,0.06485436893203883
PORTO DO MANGUE,2014,Ariaco,14.7,257.5,0.0570873786407767
PORTO DO MANGUE,2014,Camurim,14.6,257.5,0.05669902912621359
PORTO DO MANGUE,2014,Bagre,13.9,257.5,0.05398058252427185
PORTO DO MANGUE,2014,Caico,12.1,257.5,0.04699029126213592
PORTO DO MANGUE,2014,Arraia,10.5,257.5,0.040776699029126215
PORTO DO MANGUE,2014,Pescada,9.9,257.5,0.03844660194174757
PORTO DO MANGUE,2014,Serra,9.8,257.5,0.03805825242718447
PORTO DO MANGUE,2014,Cururuca,8.7,257.5,0.03378640776699029
PORTO DO MANGUE,2014,Camarao,8.6,257.5,0.033398058252427185
PORTO DO MANGUE,2014,Caranguejo,6.4,257.5,0.024854368932038837
PORTO DO MANGUE,2014,Paru,6.3,257.5,0.024466019417475726
PORTO DO MANGUE,2014,Buzios,5.4,257.5,0.02097087378640777
PORTO DO MANGUE,2014,Guaiuba,5.4,257.5,0.02097087378640777
PORTO DO MANGUE,2014,Garajuba,3.6,257.5,0.013980582524271845
PORTO DO MANGUE,2014,Camurupim,3.5,257.5,0.013592233009708738
PORTO DO MANGUE,2014,Cioba,3.4,257.5,0.01320388349514563
PORTO DO MANGUE,2014,Biquara,1.9,257.5,0.0073786407766990286
PORTO DO MANGUE,2014,Caçao,1.7,257.5,0.006601941747572815
PORTO DO MANGUE,2014,Peixe Galo,1.4,257.5,0.005436893203883495
PORTO DO MANGUE,2014,Salema,1.2,257.5,0.004660194174757281
PORTO DO MANGUE,2014,Bonito,1.1,257.5,0.004271844660194175
PORTO DO MANGUE,2014,Cavala,1.0,257.5,0.003883495145631068
PORTO DO MANGUE,2014,Agulha,0.6,257.5,0.0023300970873786405
PORTO DO MANGUE,2014,Siri,0.5,257.5,0.001941747572815534
PORTO DO MANGUE,2014,Marisco,0.3,257.5,0.0011650485436893203
PORTO DO MANGUE,2014,Sirigado,0.3,257.5,0.0011650485436893203
PORTO DO MANGUE,2014,Dourado,0.2,257.5,0.0007766990291262136
PORTO DO MANGUE,2014,Pargo,0.2,257.5,0.0007766990291262136
PORTO DO MANGUE,2014,Arabaiana,0.1,257.5,0.0003883495145631068
PORTO DO MANGUE,2014,Dentao,0.1,257.5,0.0003883495145631068
PORTO DO MANGUE,2014,Tilapia,0.1,257.5,0.0003883495145631068
PORTO DO MANGUE,2014,Albacora,0.0,257.5,0.0
PORTO DO MANGUE,2014,Garabebeu,0.0,257.5,0.0
PORTO DO MANGUE,2014,Garoupa,0.0,257.5,0.0
PORTO DO MANGUE,2014,Peixe Voador,0.0,257.5,0.0
PORTO DO MANGUE,2014,Polvo,0.0,257.5,0.0
PORTO DO MANGUE,2014,Sardinha,0.0,257.5,0.0
PORTO DO MANGUE,2013,Buzios,89.5,663.6,0.13487040385774562
PORTO DO MANGUE,2013,Espada,74.6,663.6,0.11241711874623266
PORTO DO MANGUE,2013,Tainha,56.5,663.6,0.0851416515973478
PORTO DO MANGUE,2013,Lagosta,54.09999999999999,663.6,0.08152501506931885
PORTO DO MANGUE,2013,Caico,43.59999999999999,663.6,0.06570223025919227
PORTO DO MANGUE,2013,Ariaco,42.1,663.6,0.0634418324291742
PORTO DO MANGUE,2013,Outros,38.6,663.6,0.058167570825798674
PORTO DO MANGUE,2013,Carapeba,36.0,663.6,0.054249547920433995
PORTO DO MANGUE,2013,Bagre,27.7,663.6,0.0417420132610006
PORTO DO MANGUE,2013,Pescada,27.6,663.6,0.04159132007233273
PORTO DO MANGUE,2013,Camarao,22.7,663.6,0.03420735382760699
PORTO DO MANGUE,2013,Camurim,18.0,663.6,0.027124773960216998
PORTO DO MANGUE,2013,Paru,17.2,663.6,0.025919228450874018
PORTO DO MANGUE,2013,Cururuca,16.5,663.6,0.024864376130198915
PORTO DO MANGUE,2013,Tilapia,13.5,663.6,0.02034358047016275
PORTO DO MANGUE,2013,Arraia,12.6,663.6,0.018987341772151896
PORTO DO MANGUE,2013,Guaiuba,10.4,663.6,0.01567209162145871
PORTO DO MANGUE,2013,Caranguejo,9.5,663.6,0.01431585292344786
PORTO DO MANGUE,2013,Serra,8.6,663.6,0.012959614225437009
PORTO DO MANGUE,2013,Garajuba,7.5,663.6,0.011301989150090416
PORTO DO MANGUE,2013,Biquara,7.100000000000001,663.6,0.01069921639541893
PORTO DO MANGUE,2013,Cioba,4.4,663.6,0.006630500301386378
PORTO DO MANGUE,2013,Caçao,3.3,663.6,0.004972875226039782
PORTO DO MANGUE,2013,Salema,3.0,663.6,0.0045207956600361665
PORTO DO MANGUE,2013,Galo Do Alto,2.9,663.6,0.004370102471368294
PORTO DO MANGUE,2013,Sirigado,2.7,663.6,0.00406871609403255
PORTO DO MANGUE,2013,Camurupim,2.3,663.6,0.0034659433393610605
PORTO DO MANGUE,2013,Cavala,2.2,663.6,0.003315250150693189
PORTO DO MANGUE,2013,Marisco,2.0,663.6,0.003013863773357444
PORTO DO MANGUE,2013,Sardinha,1.2,663.6,0.0018083182640144665
PORTO DO MANGUE,2013,Dourado,1.1,663.6,0.0016576250753465944
PORTO DO MANGUE,2013,Bonito,1.0,663.6,0.001506931886678722
PORTO DO MANGUE,2013,Siri,0.8999999999999999,663.6,0.0013562386980108497
PORTO DO MANGUE,2013,Arabaiana,0.8,663.6,0.0012055455093429777
PORTO DO MANGUE,2013,Polvo,0.6,663.6,0.0009041591320072332
PORTO DO MANGUE,2013,Dentao,0.4,663.6,0.0006027727546714888
PORTO DO MANGUE,2013,Agulha,0.3,663.6,0.0004520795660036166
PORTO DO MANGUE,2013,Pargo,0.2,663.6,0.0003013863773357444
PORTO DO MANGUE,2013,Peixe Voador,0.2,663.6,0.0003013863773357444
PORTO DO MANGUE,2013,Albacora,0.1,663.6,0.0001506931886678722
PORTO DO MANGUE,2013,Garoupa,0.1,663.6,0.0001506931886678722
PORTO DO MANGUE,2013,Garabebeu,0.0,663.6,0.0
PORTO DO MANGUE,2012,Tilapia,114.3,558.7,0.20458206550921781
PORTO DO MANGUE,2012,Tainha,59.2,558.7,0.10596026490066225
PORTO DO MANGUE,2012,Lagosta,47.7,558.7,0.0853767674959728
PORTO DO MANGUE,2012,Carapeba,41.8,558.7,0.07481653839269732
PORTO DO MANGUE,2012,Caico,35.6,558.7,0.0637193484875604
PORTO DO MANGUE,2012,Camarao,30.1,558.7,0.053875067120100234
PORTO DO MANGUE,2012,Ariaco,29.3,558.7,0.05244317164846966
PORTO DO MANGUE,2012,Camurim,21.7,558.7,0.03884016466797923
PORTO DO MANGUE,2012,Guaiuba,19.7,558.7,0.035260425988902805
PORTO DO MANGUE,2012,Bagre,18.9,558.7,0.033828530517272234
PORTO DO MANGUE,2012,Espada,15.7,558.7,0.028100948630749953
PORTO DO MANGUE,2012,Pescada,13.8,558.7,0.02470019688562735
PORTO DO MANGUE,2012,Cururuca,11.8,558.7,0.02112045820655092
PORTO DO MANGUE,2012,Caranguejo,10.4,558.7,0.018614641131197422
PORTO DO MANGUE,2012,Arraia,9.1,558.7,0.016287810989797744
PORTO DO MANGUE,2012,Paru,7.9,558.7,0.014139967782351888
PORTO DO MANGUE,2012,Buzios,6.899999999999999,558.7,0.012350098442813671
PORTO DO MANGUE,2012,Salema,5.6,558.7,0.010023268301413995
PORTO DO MANGUE,2012,Biquara,5.199999999999999,558.7,0.00930732056559871
PORTO DO MANGUE,2012,Pampo,5.1,558.7,0.009128333631644888
PORTO DO MANGUE,2012,Garajuba,4.9,558.7,0.008770359763737247
PORTO DO MANGUE,2012,Outros,4.9,558.7,0.008770359763737247
PORTO DO MANGUE,2012,Marisco,4.4,558.7,0.00787542509396814
PORTO DO MANGUE,2012,Cioba,3.9,558.7,0.0069804904241990325
PORTO DO MANGUE,2012,Serra,3.7,558.7,0.006622516556291391
PORTO DO MANGUE,2012,Cavala,3.6,558.7,0.006443529622337569
PORTO DO MANGUE,2012,Peixe Galo,3.4,558.7,0.006085555754429926
PORTO DO MANGUE,2012,Dourado,2.5,558.7,0.004474673348845534
PORTO DO MANGUE,2012,Sirigado,2.5,558.7,0.004474673348845534
PORTO DO MANGUE,2012,Xareu,2.2,558.7,0.00393771254698407
PORTO DO MANGUE,2012,Bicuda,1.9,558.7,0.0034007517451226056
PORTO DO MANGUE,2012,Camurupim,1.8,558.7,0.0032217648111687847
PORTO DO MANGUE,2012,Caçao,1.8,558.7,0.0032217648111687847
PORTO DO MANGUE,2012,Sardinha,1.4,558.7,0.0025058170753534986
PORTO DO MANGUE,2012,Pargo,1.2,558.7,0.002147843207445856
PORTO DO MANGUE,2012,Bonito,0.7999999999999999,558.7,0.0014318954716305708
PORTO DO MANGUE,2012,Siri,0.8,558.7,0.0014318954716305708
PORTO DO MANGUE,2012,Albacora,0.7,558.7,0.0012529085376767493
PORTO DO MANGUE,2012,Arabaiana,0.6000000000000001,558.7,0.0010739216037229282
PORTO DO MANGUE,2012,Polvo,0.6,558.7,0.001073921603722928
PORTO DO MANGUE,2012,Beijupira,0.4,558.7,0.0007159477358152854
PORTO DO MANGUE,2012,Dentao,0.3,558.7,0.000536960801861464
PORTO DO MANGUE,2012,Agulha,0.2,558.7,0.0003579738679076427
PORTO DO MANGUE,2012,Agulhao,0.2,558.7,0.0003579738679076427
PORTO DO MANGUE,2012,Garabebeu,0.1,558.7,0.00017898693395382135
PORTO DO MANGUE,2012,Pirauna,0.1,558.7,0.00017898693395382135
PORTO DO MANGUE,2012,Budiao,0.0,558.7,0.0
PORTO DO MANGUE,2012,Cangulo,0.0,558.7,0.0
PORTO DO MANGUE,2012,Carauna,0.0,558.7,0.0
PORTO DO MANGUE,2012,Garoupa,0.0,558.7,0.0
PORTO DO MANGUE,2012,Peixe Voador,0.0,558.7,0.0
PORTO DO MANGUE,2012,Saramunete,0.0,558.7,0.0
PORTO DO MANGUE,2012,Ubarana,0.0,558.7,0.0
PORTO DO MANGUE,2011,Camarao,86.751,579.2230000000001,0.1497713315942219
PORTO DO MANGUE,2011,Outros,68.73,579.2230000000001,0.11865896209232023
PORTO DO MANGUE,2011,Lagosta,60.405,579.2230000000001,0.10428625935088902
PORTO DO MANGUE,2011,Caico,55.453,579.2230000000001,0.09573687508955962
PORTO DO MANGUE,2011,Carapeba,46.659,579.2230000000001,0.08055446693242498
PORTO DO MANGUE,2011,Tainha,31.949,579.2230000000001,0.0551583759622805
PORTO DO MANGUE,2011,Bagre,29.638,579.2230000000001,0.0511685482102748
PORTO DO MANGUE,2011,Ariaco,19.367,579.2230000000001,0.033436172251447197
PORTO DO MANGUE,2011,Camurim,16.089,579.2230000000001,0.027776866595421792
PORTO DO MANGUE,2011,Guaiuba,15.174,579.2230000000001,0.026197164131949176
PORTO DO MANGUE,2011,Arraia,14.184,579.2230000000001,0.024487977859995198
PORTO DO MANGUE,2011,Paru,13.008,579.2230000000001,0.02245767174300744
PORTO DO MANGUE,2011,Salema,11.704,579.2230000000001,0.020206379926211493
PORTO DO MANGUE,2011,Serra,10.383,579.2230000000001,0.017925738446159765
PORTO DO MANGUE,2011,Pescada,10.335,579.2230000000001,0.017842868808731698
PORTO DO MANGUE,2011,Cururuca,9.261,579.2230000000001,0.01598866067127859
PORTO DO MANGUE,2011,Garoupa,8.105,579.2230000000001,0.013992883569885864
PORTO DO MANGUE,2011,Buzios,7.848,579.2230000000001,0.013549185719489728
PORTO DO MANGUE,2011,Tilapia,7.228,579.2230000000001,0.012478786236043801
PORTO DO MANGUE,2011,Garajuba,6.653,579.2230000000001,0.011486077037686691
PORTO DO MANGUE,2011,Cioba,6.263999999999999,579.2230000000001,0.01081448768436336
PORTO DO MANGUE,2011,Espada,6.018000000000001,579.2230000000001,0.010389780792544495
PORTO DO MANGUE,2011,Biquara,5.215,579.2230000000001,0.009003440816404043
PORTO DO MANGUE,2011,Cavala,3.695,579.2230000000001,0.006379235631181771
PORTO DO MANGUE,2011,Caçao,3.667,579.2230000000001,0.00633089500934873
PORTO DO MANGUE,2011,Camurupim,3.176,579.2230000000001,0.005483207676490747
PORTO DO MANGUE,2011,Sirigado,2.615,579.2230000000001,0.004514668789050158
PORTO DO MANGUE,2011,Peixe Galo,2.479,579.2230000000001,0.004279871483003955
PORTO DO MANGUE,2011,Dourado,2.246,579.2230000000001,0.0038776084513218565
PORTO DO MANGUE,2011,Sardinha,2.145,579.2230000000001,0.0037032369225669555
PORTO DO MANGUE,2011,Xareu,2.036,579.2230000000001,0.0035150537875740426
PORTO DO MANGUE,2011,Agulhao,1.503,579.2230000000001,0.002594855521966496
PORTO DO MANGUE,2011,Bicuda,1.459,579.2230000000001,0.0025188916876574307
PORTO DO MANGUE,2011,Pampo,1.431,579.2230000000001,0.0024705510658243886
PORTO DO MANGUE,2011,Arabaiana,0.976,579.2230000000001,0.0016850159610374586
PORTO DO MANGUE,2011,Polvo,0.955,579.2230000000001,0.0016487604946626771
PORTO DO MANGUE,2011,Dentao,0.7989999999999999,579.2230000000001,0.0013794341730214439
PORTO DO MANGUE,2011,Caranguejo,0.793,579.2230000000001,0.0013690754683429352
PORTO DO MANGUE,2011,Siri,0.6719999999999999,579.2230000000001,0.0011601749239930042
PORTO DO MANGUE,2011,Pargo,0.51,579.2230000000001,0.0008804898976732621
PORTO DO MANGUE,2011,Bonito,0.381,579.2230000000001,0.0006577777470853194
PORTO DO MANGUE,2011,Agulha,0.358,579.2230000000001,0.000618069379151035
PORTO DO MANGUE,2011,Beijupira,0.29,579.2230000000001,0.0005006707261279333
PORTO DO MANGUE,2011,Marisco,0.218,579.2230000000001,0.0003763662699858258
PORTO DO MANGUE,2011,Carauna,0.156,579.2230000000001,0.00026932632164123314
PORTO DO MANGUE,2011,Albacora,0.1,579.2230000000001,0.00017264507797514945
PORTO DO MANGUE,2011,Garabebeu,0.08,579.2230000000001,0.00013811606238011955
PORTO DO MANGUE,2011,Pirauna,0.056,579.2230000000001,9.66812436660837e-05
PORTO DO MANGUE,2011,Peixe Voador,0.003,579.2230000000001,5.179352339254483e-06
PORTO DO MANGUE,2011,Saramunete,0.003,579.2230000000001,5.179352339254483e-06
PORTO DO MANGUE,2011,Budiao,0.0,579.2230000000001,0.0
PORTO DO MANGUE,2011,Cangulo,0.0,579.2230000000001,0.0
PORTO DO MANGUE,2010,Camarao,66.02600000000001,452.344,0.1459641334913252
PORTO DO MANGUE,2010,Carapeba,48.081,452.344,0.10629299824912014
PORTO DO MANGUE,2010,Caico,43.51300000000001,452.344,0.09619448914985058
PORTO DO MANGUE,2010,Tainha,41.989,452.344,0.09282537184089984
PORTO DO MANGUE,2010,Lagosta,31.15,452.344,0.06886351979909096
PORTO DO MANGUE,2010,Bagre,22.785,452.344,0.05037095661708788
PORTO DO MANGUE,2010,Camurim,22.009,452.344,0.04865544806607361
PORTO DO MANGUE,2010,Outros,20.937,452.344,0.046285570273950805
PORTO DO MANGUE,2010,Salema,20.724,452.344,0.04581468970518013
PORTO DO MANGUE,2010,Guaiuba,18.623,452.344,0.0411699945174469
PORTO DO MANGUE,2010,Ariaco,16.156,452.344,0.035716180605910544
PORTO DO MANGUE,2010,Arraia,15.815,452.344,0.03496232955449834
PORTO DO MANGUE,2010,Albacora,15.77,452.344,0.03486284774419468
PORTO DO MANGUE,2010,Pescada,12.807,452.344,0.028312523212422405
PORTO DO MANGUE,2010,Cururuca,9.298,452.344,0.020555152715632352
PORTO DO MANGUE,2010,Cavala,8.846,452.344,0.01955591319880445
PORTO DO MANGUE,2010,Biquara,5.741,452.344,0.012691668287851723
PORTO DO MANGUE,2010,Serra,4.465,452.344,0.009870806289018976
PORTO DO MANGUE,2010,Dourado,4.138,452.344,0.009147905134145694
PORTO DO MANGUE,2010,Cioba,3.713,452.344,0.008208354703499992
PORTO DO MANGUE,2010,Garajuba,3.562,452.344,0.007874537962258812
PORTO DO MANGUE,2010,Camurupim,3.205,452.344,0.007085315600516421
PORTO DO MANGUE,2010,Sirigado,2.376,452.344,0.00525263958403339
PORTO DO MANGUE,2010,Caçao,2.371,452.344,0.005241586049555206
PORTO DO MANGUE,2010,Xareu,2.364,452.344,0.005226111101285747
PORTO DO MANGUE,2010,Agulhao,0.941,452.344,0.002080275188794369
PORTO DO MANGUE,2010,Arabaiana,0.882,452.344,0.001949843481951789
PORTO DO MANGUE,2010,Budiao,0.847,452.344,0.0018724687406044957
PORTO DO MANGUE,2010,Dentao,0.731,452.344,0.0016160267407106096
PORTO DO MANGUE,2010,Pargo,0.6020000000000001,452.344,0.0013308455511734435
PORTO DO MANGUE,2010,Polvo,0.549,452.344,0.001213678085704685
PORTO DO MANGUE,2010,Sardinha,0.44,452.344,0.0009727110340802575
PORTO DO MANGUE,2010,Bonito,0.343,452.344,0.0007582724652034736
PORTO DO MANGUE,2010,Albacorinha,0.226,452.344,0.0004996197584139504
PORTO DO MANGUE,2010,Agulha,0.129,452.344,0.0002851811895371664
PORTO DO MANGUE,2010,Cangulo,0.127,452.344,0.0002807597757458925
PORTO DO MANGUE,2010,Garoupa,0.043,452.344,9.50603965123888e-05
PORTO DO MANGUE,2010,Caranguejo,0.02,452.344,4.421413791273898e-05
PORTO DO MANGUE,2010,Peixe Voador,0.0,452.344,0.0
PORTO DO MANGUE,2009,Camarao,239.6958,570.7532,0.41996400545805085
PORTO DO MANGUE,2009,Tainha,51.18079999999999,570.7532,0.08967238379040186
PORTO DO MANGUE,2009,Carapeba,43.1573,570.7532,0.07561464394768176
PORTO DO MANGUE,2009,Lagosta,38.4376,570.7532,0.0673453955229686
PORTO DO MANGUE,2009,Camurim,28.6515,570.7532,0.050199455736735246
PORTO DO MANGUE,2009,Guaiuba,25.1138,570.7532,0.0440011549650532
PORTO DO MANGUE,2009,Bagre,17.9696,570.7532,0.031484010952544814
PORTO DO MANGUE,2009,Outros,16.0406,570.7532,0.02810426643249657
PORTO DO MANGUE,2009,Caico,15.8609,570.7532,0.027789419314688032
PORTO DO MANGUE,2009,Arraia,15.1602,570.7532,0.02656174332443515
PORTO DO MANGUE,2009,Ariaco,14.4814,570.7532,0.025372437684098838
PORTO DO MANGUE,2009,Salema,9.3083,570.7532,0.01630880037115867
PORTO DO MANGUE,2009,Cururuca,7.3339,570.7532,0.01284951183804138
PORTO DO MANGUE,2009,Pescada,5.3357,570.7532,0.009348524020539876
PORTO DO MANGUE,2009,Cioba,5.2969,570.7532,0.009280543674568972
PORTO DO MANGUE,2009,Cavala,5.063800000000001,570.7532,0.008872135977511823
PORTO DO MANGUE,2009,Xareu,4.962199999999999,570.7532,0.008694125587031311
PORTO DO MANGUE,2009,Garajuba,4.848,570.7532,0.008494039104817984
PORTO DO MANGUE,2009,Sirigado,4.6525,570.7532,0.0081515092688048
PORTO DO MANGUE,2009,Caçao,3.3143,570.7532,0.005806888161117625
PORTO DO MANGUE,2009,Camurupim,2.702,570.7532,0.004734095227148967
PORTO DO MANGUE,2009,Albacora,2.1523,570.7532,0.003770981923535426
PORTO DO MANGUE,2009,Dourado,2.01,570.7532,0.003521662252616367
PORTO DO MANGUE,2009,Serra,1.3972,570.7532,0.0024479932832614866
PORTO DO MANGUE,2009,Arabaiana,1.2882,570.7532,0.0022570175690648777
PORTO DO MANGUE,2009,Dentao,1.1678,570.7532,0.0020460682480623847
PORTO DO MANGUE,2009,Biquara,0.9228,570.7532,0.001616810908813126
PORTO DO MANGUE,2009,Polvo,0.9123,570.7532,0.0015984141657024438
PORTO DO MANGUE,2009,Pargo,0.7957000000000001,570.7532,0.0013941227136352455
PORTO DO MANGUE,2009,Cangulo,0.434,570.7532,0.000760398715241544
PORTO DO MANGUE,2009,Sardinha,0.39,570.7532,0.000683307601253922
PORTO DO MANGUE,2009,Bonito,0.2294,570.7532,0.0004019250351991018
PORTO DO MANGUE,2009,Agulhao,0.1972,570.7532,0.0003455083563263421
PORTO DO MANGUE,2009,Albacorinha,0.096,570.7532,0.00016819879415481156
PORTO DO MANGUE,2009,Garoupa,0.0925,570.7532,0.00016206654645125072
PORTO DO MANGUE,2009,Budiao,0.06,570.7532,0.00010512424634675723
PORTO DO MANGUE,2009,Agulha,0.0407,570.7532,7.130928043855033e-05
PORTO DO MANGUE,2009,Caranguejo,0.0,570.7532,0.0
PORTO DO MANGUE,2009,Espada,0.0,570.7532,0.0
PORTO DO MANGUE,2009,Peixe Voador,0.0,570.7532,0.0
PORTO DO MANGUE,2008,Camarao,205.35,351.46,0.584277015876629
PORTO DO MANGUE,2008,Lagosta,26.75,351.46,0.07611107949695556
PORTO DO MANGUE,2008,Arraia,14.06,351.46,0.04000455243839982
PORTO DO MANGUE,2008,Ariaco,13.11,351.46,0.03730154213850794
PORTO DO MANGUE,2008,Guaiuba,10.55,351.46,0.030017640698799298
PORTO DO MANGUE,2008,Carapeba,9.07,351.46,0.025806635178967738
PORTO DO MANGUE,2008,Caico,8.95,351.46,0.02546520229898139
PORTO DO MANGUE,2008,Tainha,7.08,351.46,0.02014453991919422
PORTO DO MANGUE,2008,Outros,6.92,351.46,0.01968929607921243
PORTO DO MANGUE,2008,Camurim,6.65,351.46,0.01892107209924316
PORTO DO MANGUE,2008,Cururuca,4.32,351.46,0.012291583679508339
PORTO DO MANGUE,2008,Cavala,4.26,351.46,0.012120867239515165
PORTO DO MANGUE,2008,Sirigado,4.14,351.46,0.011779434359528822
PORTO DO MANGUE,2008,Cioba,3.41,351.46,0.009702384339611906
PORTO DO MANGUE,2008,Bagre,3.27,351.46,0.00930404597962784
PORTO DO MANGUE,2008,Dourado,2.93,351.46,0.008336652819666534
PORTO DO MANGUE,2008,Garajuba,2.68,351.46,0.007625334319694988
PORTO DO MANGUE,2008,Salema,2.64,351.46,0.00751152335969954
PORTO DO MANGUE,2008,Pescada,2.39,351.46,0.006800204859727993
