local,year,species,sp_production_ton,total_production_ton,species_share
TIBAU,2024,Ariaco,4.42,17.12,0.25817757009345793
TIBAU,2024,Caico,3.34,17.12,0.1950934579439252
TIBAU,2024,Pescada,1.51,17.12,0.08820093457943924
TIBAU,2024,Garajuba,1.5,17.12,0.08761682242990654
TIBAU,2024,Caçao,1.0,17.12,0.05841121495327103
TIBAU,2024,Serra,0.84,17.12,0.04906542056074766
TIBAU,2024,Cururuca,0.7,17.12,0.04088785046728972
TIBAU,2024,Espada,0.6,17.12,0.035046728971962614
TIBAU,2024,Bagre,0.59,17.12,0.0344626168224299
TIBAU,2024,Salema,0.52,17.12,0.030373831775700934
TIBAU,2024,Carapeba,0.5,17.12,0.029205607476635514
TIBAU,2024,Pampo,0.38,17.12,0.02219626168224299
TIBAU,2024,Arraia,0.31,17.12,0.018107476635514017
TIBAU,2024,Biquara,0.27,17.12,0.01577102803738318
TIBAU,2024,Ubarana,0.14,17.12,0.008177570093457945
TIBAU,2024,Camurupim,0.1,17.12,0.005841121495327103
TIBAU,2024,Dentao,0.1,17.12,0.005841121495327103
TIBAU,2024,Paru,0.1,17.12,0.005841121495327103
TIBAU,2024,Xareu,0.06,17.12,0.003504672897196261
TIBAU,2024,Arabaiana,0.04,17.12,0.002336448598130841
TIBAU,2024,Beijupira,0.02,17.12,0.0011682242990654205
TIBAU,2024,Bicuda,0.02,17.12,0.0011682242990654205
TIBAU,2024,Siri,0.02,17.12,0.0011682242990654205
TIBAU,2024,Agulha,0.01,17.12,0.0005841121495327102
TIBAU,2024,Buzios,0.01,17.12,0.0005841121495327102
TIBAU,2024,Ova Voador,0.01,17.12,0.0005841121495327102
TIBAU,2024,Peixe Voador,0.01,17.12,0.0005841121495327102
TIBAU,2024,Agulhao,0.0,17.12,0.0
TIBAU,2024,Albacora,0.0,17.12,0.0
TIBAU,2024,Bonito,0.0,17.12,0.0
TIBAU,2024,Budiao,0.0,17.12,0.0
TIBAU,2024,Camarao,0.0,17.12,0.0
TIBAU,2024,Camurim,0.0,17.12,0.0
TIBAU,2024,Cangulo,0.0,17.12,0.0
TIBAU,2024,Caranguejo,0.0,17.12,0.0
TIBAU,2024,Carauna,0.0,17.12,0.0
TIBAU,2024,Cavala,0.0,17.12,0.0
TIBAU,2024,Cioba,0.0,17.12,0.0
TIBAU,2024,Dourado,0.0,17.12,0.0
TIBAU,2024,Garabebeu,0.0,17.12,0.0
TIBAU,2024,Garoupa,0.0,17.12,0.0
TIBAU,2024,Guaiuba,0.0,17.12,0.0
TIBAU,2024,Lagosta,0.0,17.12,0.0
TIBAU,2024,Marisco,0.0,17.12,0.0
TIBAU,2024,Outros,0.0,17.12,0.0
TIBAU,2024,Pargo,0.0,17.12,0.0
TIBAU,2024,Peixe Galo,0.0,17.12,0.0
TIBAU,2024,Pirauna,0.0,17.12,0.0
TIBAU,2024,Polvo,0.0,17.12,0.0
TIBAU,2024,Saramunete,0.0,17.12,0.0
TIBAU,2024,Sardinha,0.0,17.12,0.0
TIBAU,2024,Sirigado,0.0,17.12,0.0
TIBAU,2024,Tainha,0.0,17.12,0.0
TIBAU,2024,Tilapia,0.0,17.12,0.0
TIBAU,2023,Lagosta,5.17,23.14,0.22342264477095936
TIBAU,2023,Caico,4.74,23.14,0.2048401037165082
TIBAU,2023,Ariaco,3.65,23.14,0.15773552290406223
TIBAU,2023,Garajuba,1.88,23.14,0.08124459809853067
TIBAU,2023,Pescada,1.59,23.14,0.06871218668971478
TIBAU,2023,Serra,1.02,23.14,0.04407951598962835
TIBAU,2023,Arraia,0.91,23.14,0.03932584269662921
TIBAU,2023,Cururuca,0.78,23.14,0.033707865168539325
TIBAU,2023,Caçao,0.68,23.14,0.029386343993085567
TIBAU,2023,Espada,0.51,23.14,0.022039757994814176
TIBAU,2023,Bagre,0.43,23.14,0.018582541054451167
TIBAU,2023,Carapeba,0.37,23.14,0.01598962834917891
TIBAU,2023,Pampo,0.35,23.14,0.015125324114088158
TIBAU,2023,Biquara,0.3,23.14,0.012964563526361278
TIBAU,2023,Ubarana,0.24,23.14,0.010371650821089023
TIBAU,2023,Salema,0.18,23.14,0.007778738115816767
TIBAU,2023,Xareu,0.09,23.14,0.0038893690579083835
TIBAU,2023,Paru,0.06,23.14,0.0025929127052722557
TIBAU,2023,Cavala,0.04,23.14,0.001728608470181504
TIBAU,2023,Camurupim,0.03,23.14,0.0012964563526361278
TIBAU,2023,Beijupira,0.02,23.14,0.000864304235090752
TIBAU,2023,Caranguejo,0.02,23.14,0.000864304235090752
TIBAU,2023,Bonito,0.01,23.14,0.000432152117545376
TIBAU,2023,Camurim,0.01,23.14,0.000432152117545376
TIBAU,2023,Garabebeu,0.01,23.14,0.000432152117545376
TIBAU,2023,Guaiuba,0.01,23.14,0.000432152117545376
TIBAU,2023,Pirauna,0.01,23.14,0.000432152117545376
TIBAU,2023,Sardinha,0.01,23.14,0.000432152117545376
TIBAU,2023,Tainha,0.01,23.14,0.000432152117545376
TIBAU,2023,Tilapia,0.01,23.14,0.000432152117545376
TIBAU,2023,Agulha,0.0,23.14,0.0
TIBAU,2023,Agulhao,0.0,23.14,0.0
TIBAU,2023,Albacora,0.0,23.14,0.0
TIBAU,2023,Arabaiana,0.0,23.14,0.0
TIBAU,2023,Bicuda,0.0,23.14,0.0
TIBAU,2023,Budiao,0.0,23.14,0.0
TIBAU,2023,Buzios,0.0,23.14,0.0
TIBAU,2023,Camarao,0.0,23.14,0.0
TIBAU,2023,Cangulo,0.0,23.14,0.0
TIBAU,2023,Carauna,0.0,23.14,0.0
TIBAU,2023,Cioba,0.0,23.14,0.0
TIBAU,2023,Dentao,0.0,23.14,0.0
TIBAU,2023,Dourado,0.0,23.14,0.0
TIBAU,2023,Garoupa,0.0,23.14,0.0
TIBAU,2023,Marisco,0.0,23.14,0.0
TIBAU,2023,Outros,0.0,23.14,0.0
TIBAU,2023,Ova Voador,0.0,23.14,0.0
TIBAU,2023,Pargo,0.0,23.14,0.0
TIBAU,2023,Peixe Galo,0.0,23.14,0.0
TIBAU,2023,Peixe Voador,0.0,23.14,0.0
TIBAU,2023,Polvo,0.0,23.14,0.0
TIBAU,2023,Saramunete,0.0,23.14,0.0
TIBAU,2023,Siri,0.0,23.14,0.0
TIBAU,2023,Sirigado,0.0,23.14,0.0
TIBAU,2022,Caico,3.93,15.98,0.24593241551939926
TIBAU,2022,Lagosta,2.7,15.98,0.16896120150187735
TIBAU,2022,Ariaco,2.67,15.98,0.16708385481852314
TIBAU,2022,Garajuba,1.5,15.98,0.09386733416770963
TIBAU,2022,Pescada,0.93,15.98,0.05819774718397998
TIBAU,2022,Caçao,0.7,15.98,0.04380475594493116
TIBAU,2022,Serra,0.63,15.98,0.039424280350438046
TIBAU,2022,Cururuca,0.6,15.98,0.03754693366708385
TIBAU,2022,Bagre,0.44,15.98,0.027534418022528158
TIBAU,2022,Espada,0.4,15.98,0.025031289111389236
TIBAU,2022,Pampo,0.35,15.98,0.02190237797246558
TIBAU,2022,Salema,0.27,15.98,0.016896120150187734
TIBAU,2022,Arraia,0.25,15.98,0.015644555694618274
TIBAU,2022,Biquara,0.2,15.98,0.012515644555694618
TIBAU,2022,Ubarana,0.16,15.98,0.010012515644555695
TIBAU,2022,Carapeba,0.1,15.98,0.006257822277847309
TIBAU,2022,Paru,0.1,15.98,0.006257822277847309
TIBAU,2022,Bonito,0.03,15.98,0.0018773466833541927
TIBAU,2022,Tilapia,0.01,15.98,0.0006257822277847309
TIBAU,2022,Xareu,0.01,15.98,0.0006257822277847309
TIBAU,2022,Agulha,0.0,15.98,0.0
TIBAU,2022,Agulhao,0.0,15.98,0.0
TIBAU,2022,Albacora,0.0,15.98,0.0
TIBAU,2022,Arabaiana,0.0,15.98,0.0
TIBAU,2022,Beijupira,0.0,15.98,0.0
TIBAU,2022,Bicuda,0.0,15.98,0.0
TIBAU,2022,Budiao,0.0,15.98,0.0
TIBAU,2022,Buzios,0.0,15.98,0.0
TIBAU,2022,Camarao,0.0,15.98,0.0
TIBAU,2022,Camurim,0.0,15.98,0.0
TIBAU,2022,Camurupim,0.0,15.98,0.0
TIBAU,2022,Cangulo,0.0,15.98,0.0
TIBAU,2022,Caranguejo,0.0,15.98,0.0
TIBAU,2022,Carauna,0.0,15.98,0.0
TIBAU,2022,Cavala,0.0,15.98,0.0
TIBAU,2022,Cioba,0.0,15.98,0.0
TIBAU,2022,Dentao,0.0,15.98,0.0
TIBAU,2022,Dourado,0.0,15.98,0.0
TIBAU,2022,Garabebeu,0.0,15.98,0.0
TIBAU,2022,Garoupa,0.0,15.98,0.0
TIBAU,2022,Guaiuba,0.0,15.98,0.0
TIBAU,2022,Marisco,0.0,15.98,0.0
TIBAU,2022,Outros,0.0,15.98,0.0
TIBAU,2022,Ova Voador,0.0,15.98,0.0
TIBAU,2022,Pargo,0.0,15.98,0.0
TIBAU,2022,Peixe Galo,0.0,15.98,0.0
TIBAU,2022,Peixe Voador,0.0,15.98,0.0
TIBAU,2022,Pirauna,0.0,15.98,0.0
TIBAU,2022,Polvo,0.0,15.98,0.0
TIBAU,2022,Saramunete,0.0,15.98,0.0
TIBAU,2022,Sardinha,0.0,15.98,0.0
TIBAU,2022,Siri,0.0,15.98,0.0
TIBAU,2022,Sirigado,0.0,15.98,0.0
TIBAU,2022,Tainha,0.0,15.98,0.0
TIBAU,2021,Caico,3.29,12.82,0.25663026521060844
TIBAU,2021,Ariaco,1.9,12.82,0.14820592823712947
TIBAU,2021,Lagosta,1.17,12.82,0.09126365054602183
TIBAU,2021,Pescada,1.04,12.82,0.0811232449297972
TIBAU,2021,Arraia,0.77,12.82,0.06006240249609984
TIBAU,2021,Caçao,0.76,12.82,0.059282371294851796
TIBAU,2021,Garajuba,0.7,12.82,0.05460218408736349
TIBAU,2021,Serra,0.67,12.82,0.05226209048361935
TIBAU,2021,Espada,0.55,12.82,0.04290171606864275
TIBAU,2021,Bagre,0.39,12.82,0.030421216848673948
TIBAU,2021,Cururuca,0.36,12.82,0.028081123244929795
TIBAU,2021,Guaiuba,0.3,12.82,0.023400936037441495
TIBAU,2021,Ubarana,0.19,12.82,0.014820592823712949
TIBAU,2021,Bicuda,0.08,12.82,0.0062402496099844
TIBAU,2021,Pampo,0.08,12.82,0.0062402496099844
TIBAU,2021,Cavala,0.07,12.82,0.00546021840873635
TIBAU,2021,Arabaiana,0.06,12.82,0.004680187207488299
TIBAU,2021,Biquara,0.05,12.82,0.0039001560062402497
TIBAU,2021,Carapeba,0.05,12.82,0.0039001560062402497
TIBAU,2021,Sardinha,0.05,12.82,0.0039001560062402497
TIBAU,2021,Camurupim,0.04,12.82,0.0031201248049922
TIBAU,2021,Cioba,0.04,12.82,0.0031201248049922
TIBAU,2021,Peixe Galo,0.04,12.82,0.0031201248049922
TIBAU,2021,Bonito,0.03,12.82,0.0023400936037441494
TIBAU,2021,Salema,0.03,12.82,0.0023400936037441494
TIBAU,2021,Outros,0.02,12.82,0.0015600624024961
TIBAU,2021,Pargo,0.02,12.82,0.0015600624024961
TIBAU,2021,Xareu,0.02,12.82,0.0015600624024961
TIBAU,2021,Beijupira,0.01,12.82,0.00078003120124805
TIBAU,2021,Camurim,0.01,12.82,0.00078003120124805
TIBAU,2021,Ova Voador,0.01,12.82,0.00078003120124805
TIBAU,2021,Paru,0.01,12.82,0.00078003120124805
TIBAU,2021,Sirigado,0.01,12.82,0.00078003120124805
TIBAU,2021,Agulha,0.0,12.82,0.0
TIBAU,2021,Agulhao,0.0,12.82,0.0
TIBAU,2021,Albacora,0.0,12.82,0.0
TIBAU,2021,Budiao,0.0,12.82,0.0
TIBAU,2021,Buzios,0.0,12.82,0.0
TIBAU,2021,Camarao,0.0,12.82,0.0
TIBAU,2021,Cangulo,0.0,12.82,0.0
TIBAU,2021,Caranguejo,0.0,12.82,0.0
TIBAU,2021,Carauna,0.0,12.82,0.0
TIBAU,2021,Dentao,0.0,12.82,0.0
TIBAU,2021,Dourado,0.0,12.82,0.0
TIBAU,2021,Garabebeu,0.0,12.82,0.0
TIBAU,2021,Garoupa,0.0,12.82,0.0
TIBAU,2021,Marisco,0.0,12.82,0.0
TIBAU,2021,Peixe Voador,0.0,12.82,0.0
TIBAU,2021,Pirauna,0.0,12.82,0.0
TIBAU,2021,Polvo,0.0,12.82,0.0
TIBAU,2021,Saramunete,0.0,12.82,0.0
TIBAU,2021,Siri,0.0,12.82,0.0
TIBAU,2021,Tainha,0.0,12.82,0.0
TIBAU,2021,Tilapia,0.0,12.82,0.0
TIBAU,2020,Lagosta,5.7,17.89,0.3186137506987144
TIBAU,2020,Caico,2.24,17.89,0.1252096143096702
TIBAU,2020,Ariaco,1.86,17.89,0.10396869759642259
TIBAU,2020,Albacora,1.44,17.89,0.08049189491335941
TIBAU,2020,Arraia,0.93,17.89,0.051984348798211295
TIBAU,2020,Garajuba,0.75,17.89,0.041922861934041364
TIBAU,2020,Pescada,0.65,17.89,0.03633314700950251
TIBAU,2020,Caçao,0.62,17.89,0.03465623253214086
TIBAU,2020,Cururuca,0.62,17.89,0.03465623253214086
TIBAU,2020,Salema,0.49,17.89,0.027389603130240355
TIBAU,2020,Serra,0.39,17.89,0.021799888205701508
TIBAU,2020,Bagre,0.28,17.89,0.015651201788708775
TIBAU,2020,Espada,0.26,17.89,0.014533258803801007
TIBAU,2020,Guaiuba,0.25,17.89,0.01397428731134712
TIBAU,2020,Sirigado,0.21,17.89,0.011738401341531582
TIBAU,2020,Ubarana,0.17,17.89,0.009502515371716043
TIBAU,2020,Pampo,0.14,17.89,0.007825600894354388
TIBAU,2020,Bicuda,0.13,17.89,0.0072666294019005035
TIBAU,2020,Cioba,0.11,17.89,0.006148686416992733
TIBAU,2020,Arabaiana,0.1,17.89,0.005589714924538848
TIBAU,2020,Cavala,0.1,17.89,0.005589714924538848
TIBAU,2020,Outros,0.08,17.89,0.004471771939631079
TIBAU,2020,Camurupim,0.05,17.89,0.002794857462269424
TIBAU,2020,Biquara,0.03,17.89,0.0016769144773616544
TIBAU,2020,Dourado,0.03,17.89,0.0016769144773616544
TIBAU,2020,Garabebeu,0.03,17.89,0.0016769144773616544
TIBAU,2020,Paru,0.03,17.89,0.0016769144773616544
TIBAU,2020,Peixe Galo,0.03,17.89,0.0016769144773616544
TIBAU,2020,Xareu,0.03,17.89,0.0016769144773616544
TIBAU,2020,Beijupira,0.02,17.89,0.0011179429849077697
TIBAU,2020,Bonito,0.02,17.89,0.0011179429849077697
TIBAU,2020,Camurim,0.02,17.89,0.0011179429849077697
TIBAU,2020,Pargo,0.02,17.89,0.0011179429849077697
TIBAU,2020,Sardinha,0.02,17.89,0.0011179429849077697
TIBAU,2020,Siri,0.02,17.89,0.0011179429849077697
TIBAU,2020,Agulha,0.01,17.89,0.0005589714924538849
TIBAU,2020,Dentao,0.01,17.89,0.0005589714924538849
TIBAU,2020,Agulhao,0.0,17.89,0.0
TIBAU,2020,Budiao,0.0,17.89,0.0
TIBAU,2020,Buzios,0.0,17.89,0.0
TIBAU,2020,Camarao,0.0,17.89,0.0
TIBAU,2020,Cangulo,0.0,17.89,0.0
TIBAU,2020,Caranguejo,0.0,17.89,0.0
TIBAU,2020,Carapeba,0.0,17.89,0.0
TIBAU,2020,Carauna,0.0,17.89,0.0
TIBAU,2020,Garoupa,0.0,17.89,0.0
TIBAU,2020,Marisco,0.0,17.89,0.0
TIBAU,2020,Ova Voador,0.0,17.89,0.0
TIBAU,2020,Peixe Voador,0.0,17.89,0.0
TIBAU,2020,Pirauna,0.0,17.89,0.0
TIBAU,2020,Polvo,0.0,17.89,0.0
TIBAU,2020,Saramunete,0.0,17.89,0.0
TIBAU,2020,Tainha,0.0,17.89,0.0
TIBAU,2020,Tilapia,0.0,17.89,0.0
TIBAU,2019,Lagosta,22.48,33.93,0.6625405246094902
TIBAU,2019,Caico,3.21,33.93,0.09460654288240496
TIBAU,2019,Pescada,1.55,33.93,0.04568228706159741
TIBAU,2019,Serra,0.91,33.93,0.02681992337164751
TIBAU,2019,Ariaco,0.75,33.93,0.022104332449160036
TIBAU,2019,Espada,0.73,33.93,0.0215148835838491
TIBAU,2019,Caçao,0.63,33.93,0.01856763925729443
TIBAU,2019,Bicuda,0.55,33.93,0.016209843796050696
TIBAU,2019,Cururuca,0.48,33.93,0.014146772767462422
TIBAU,2019,Garajuba,0.44,33.93,0.012967875036840553
TIBAU,2019,Arraia,0.41,33.93,0.012083701738874152
TIBAU,2019,Bagre,0.34,33.93,0.010020630710285883
TIBAU,2019,Cioba,0.32,33.93,0.009431181844974948
TIBAU,2019,Outros,0.27,33.93,0.007957559681697613
TIBAU,2019,Bonito,0.22,33.93,0.006483937518420277
TIBAU,2019,Ubarana,0.12,33.93,0.0035366931918656055
TIBAU,2019,Sirigado,0.11,33.93,0.0032419687592101384
TIBAU,2019,Dentao,0.1,33.93,0.0029472443265546717
TIBAU,2019,Guaiuba,0.07,33.93,0.0020630710285882703
TIBAU,2019,Carapeba,0.05,33.93,0.0014736221632773358
TIBAU,2019,Camurim,0.04,33.93,0.0011788977306218685
TIBAU,2019,Pampo,0.04,33.93,0.0011788977306218685
TIBAU,2019,Beijupira,0.03,33.93,0.0008841732979664014
TIBAU,2019,Camurupim,0.02,33.93,0.0005894488653109342
TIBAU,2019,Xareu,0.02,33.93,0.0005894488653109342
TIBAU,2019,Biquara,0.01,33.93,0.0002947244326554671
TIBAU,2019,Cavala,0.01,33.93,0.0002947244326554671
TIBAU,2019,Paru,0.01,33.93,0.0002947244326554671
TIBAU,2019,Siri,0.01,33.93,0.0002947244326554671
TIBAU,2019,Agulha,0.0,33.93,0.0
TIBAU,2019,Agulhao,0.0,33.93,0.0
TIBAU,2019,Albacora,0.0,33.93,0.0
TIBAU,2019,Arabaiana,0.0,33.93,0.0
TIBAU,2019,Budiao,0.0,33.93,0.0
TIBAU,2019,Buzios,0.0,33.93,0.0
TIBAU,2019,Camarao,0.0,33.93,0.0
TIBAU,2019,Cangulo,0.0,33.93,0.0
TIBAU,2019,Caranguejo,0.0,33.93,0.0
TIBAU,2019,Carauna,0.0,33.93,0.0
TIBAU,2019,Dourado,0.0,33.93,0.0
TIBAU,2019,Garabebeu,0.0,33.93,0.0
TIBAU,2019,Garoupa,0.0,33.93,0.0
TIBAU,2019,Marisco,0.0,33.93,0.0
TIBAU,2019,Ova Voador,0.0,33.93,0.0
TIBAU,2019,Pargo,0.0,33.93,0.0
TIBAU,2019,Peixe Galo,0.0,33.93,0.0
TIBAU,2019,Peixe Voador,0.0,33.93,0.0
TIBAU,2019,Pirauna,0.0,33.93,0.0
TIBAU,2019,Polvo,0.0,33.93,0.0
TIBAU,2019,Salema,0.0,33.93,0.0
TIBAU,2019,Saramunete,0.0,33.93,0.0
TIBAU,2019,Sardinha,0.0,33.93,0.0
TIBAU,2019,Tainha,0.0,33.93,0.0
TIBAU,2019,Tilapia,0.0,33.93,0.0
TIBAU,2018,Lagosta,23.9,33.9,0.7050147492625368
TIBAU,2018,Pescada,2.3,33.9,0.06784660766961652
TIBAU,2018,Caico,1.7,33.9,0.05014749262536873
TIBAU,2018,Serra,1.4,33.9,0.04129793510324484
TIBAU,2018,Sirigado,1.1,33.9,0.03244837758112095
TIBAU,2018,Ariaco,0.7,33.9,0.02064896755162242
TIBAU,2018,Cavala,0.5,33.9,0.014749262536873156
TIBAU,2018,Caçao,0.4,33.9,0.011799410029498527
TIBAU,2018,Garajuba,0.4,33.9,0.011799410029498527
TIBAU,2018,Albacora,0.3,33.9,0.008849557522123894
TIBAU,2018,Arraia,0.2,33.9,0.005899705014749263
TIBAU,2018,Bagre,0.2,33.9,0.005899705014749263
TIBAU,2018,Cioba,0.2,33.9,0.005899705014749263
TIBAU,2018,Outros,0.2,33.9,0.005899705014749263
TIBAU,2018,Arabaiana,0.1,33.9,0.0029498525073746317
TIBAU,2018,Espada,0.1,33.9,0.0029498525073746317
TIBAU,2018,Guaiuba,0.1,33.9,0.0029498525073746317
TIBAU,2018,Pampo,0.1,33.9,0.0029498525073746317
TIBAU,2018,Agulha,0.0,33.9,0.0
TIBAU,2018,Agulhao,0.0,33.9,0.0
TIBAU,2018,Beijupira,0.0,33.9,0.0
TIBAU,2018,Bicuda,0.0,33.9,0.0
TIBAU,2018,Biquara,0.0,33.9,0.0
TIBAU,2018,Bonito,0.0,33.9,0.0
TIBAU,2018,Budiao,0.0,33.9,0.0
TIBAU,2018,Buzios,0.0,33.9,0.0
TIBAU,2018,Camarao,0.0,33.9,0.0
TIBAU,2018,Camurim,0.0,33.9,0.0
TIBAU,2018,Camurupim,0.0,33.9,0.0
TIBAU,2018,Cangulo,0.0,33.9,0.0
TIBAU,2018,Caranguejo,0.0,33.9,0.0
TIBAU,2018,Carapeba,0.0,33.9,0.0
TIBAU,2018,Carauna,0.0,33.9,0.0
TIBAU,2018,Cururuca,0.0,33.9,0.0
TIBAU,2018,Dentao,0.0,33.9,0.0
TIBAU,2018,Dourado,0.0,33.9,0.0
TIBAU,2018,Garabebeu,0.0,33.9,0.0
TIBAU,2018,Garoupa,0.0,33.9,0.0
TIBAU,2018,Marisco,0.0,33.9,0.0
TIBAU,2018,Ova Voador,0.0,33.9,0.0
TIBAU,2018,Pargo,0.0,33.9,0.0
TIBAU,2018,Paru,0.0,33.9,0.0
TIBAU,2018,Peixe Galo,0.0,33.9,0.0
TIBAU,2018,Peixe Voador,0.0,33.9,0.0
TIBAU,2018,Pirauna,0.0,33.9,0.0
TIBAU,2018,Polvo,0.0,33.9,0.0
TIBAU,2018,Salema,0.0,33.9,0.0
TIBAU,2018,Sardinha,0.0,33.9,0.0
TIBAU,2018,Siri,0.0,33.9,0.0
TIBAU,2018,Tainha,0.0,33.9,0.0
TIBAU,2018,Tilapia,0.0,33.9,0.0
TIBAU,2018,Ubarana,0.0,33.9,0.0
TIBAU,2018,Xareu,0.0,33.9,0.0
TIBAU,2017,Lagosta,18.7,33.0,0.5666666666666667
TIBAU,2017,Caico,2.1,33.0,0.06363636363636364
TIBAU,2017,Sardinha,2.0,33.0,0.06060606060606061
TIBAU,2017,Ariaco,1.2,33.0,0.03636363636363636
TIBAU,2017,Bagre,1.2,33.0,0.03636363636363636
TIBAU,2017,Agulha,1.1,33.0,0.03333333333333333
TIBAU,2017,Outros,1.1,33.0,0.03333333333333333
TIBAU,2017,Guaiuba,0.9,33.0,0.027272727272727275
TIBAU,2017,Caçao,0.7,33.0,0.02121212121212121
TIBAU,2017,Biquara,0.6,33.0,0.01818181818181818
TIBAU,2017,Cururuca,0.6,33.0,0.01818181818181818
TIBAU,2017,Camurim,0.5,33.0,0.015151515151515152
TIBAU,2017,Camurupim,0.4,33.0,0.012121212121212121
TIBAU,2017,Cavala,0.3,33.0,0.00909090909090909
TIBAU,2017,Dourado,0.3,33.0,0.00909090909090909
TIBAU,2017,Garajuba,0.3,33.0,0.00909090909090909
TIBAU,2017,Carapeba,0.2,33.0,0.006060606060606061
TIBAU,2017,Dentao,0.2,33.0,0.006060606060606061
TIBAU,2017,Serra,0.2,33.0,0.006060606060606061
TIBAU,2017,Sirigado,0.2,33.0,0.006060606060606061
TIBAU,2017,Paru,0.1,33.0,0.0030303030303030303
TIBAU,2017,Peixe Galo,0.1,33.0,0.0030303030303030303
TIBAU,2017,Albacora,0.0,33.0,0.0
TIBAU,2017,Arabaiana,0.0,33.0,0.0
TIBAU,2017,Bonito,0.0,33.0,0.0
TIBAU,2017,Buzios,0.0,33.0,0.0
TIBAU,2017,Camarao,0.0,33.0,0.0
TIBAU,2017,Caranguejo,0.0,33.0,0.0
TIBAU,2017,Garabebeu,0.0,33.0,0.0
TIBAU,2017,Garoupa,0.0,33.0,0.0
TIBAU,2017,Marisco,0.0,33.0,0.0
TIBAU,2017,Pargo,0.0,33.0,0.0
TIBAU,2017,Peixe Voador,0.0,33.0,0.0
TIBAU,2017,Polvo,0.0,33.0,0.0
TIBAU,2017,Salema,0.0,33.0,0.0
TIBAU,2017,Siri,0.0,33.0,0.0
TIBAU,2017,Tainha,0.0,33.0,0.0
TIBAU,2017,Tilapia,0.0,33.0,0.0
TIBAU,2016,Lagosta,20.1,35.4,0.5677966101694916
TIBAU,2016,Caico,2.2,35.4,0.06214689265536724
TIBAU,2016,Ariaco,1.4,35.4,0.03954802259887005
TIBAU,2016,Bagre,1.4,35.4,0.03954802259887005
TIBAU,2016,Pescada,1.4,35.4,0.03954802259887005
TIBAU,2016,Arraia,0.9,35.4,0.025423728813559324
TIBAU,2016,Caçao,0.9,35.4,0.025423728813559324
TIBAU,2016,Cururuca,0.8,35.4,0.02259887005649718
TIBAU,2016,Espada,0.7,35.4,0.019774011299435026
TIBAU,2016,Serra,0.7,35.4,0.019774011299435026
TIBAU,2016,Camurim,0.6,35.4,0.01694915254237288
TIBAU,2016,Cioba,0.4,35.4,0.01129943502824859
TIBAU,2016,Garajuba,0.4,35.4,0.01129943502824859
TIBAU,2016,Outros,0.4,35.4,0.01129943502824859
TIBAU,2016,Sardinha,0.4,35.4,0.01129943502824859
TIBAU,2016,Biquara,0.3,35.4,0.00847457627118644
TIBAU,2016,Cavala,0.3,35.4,0.00847457627118644
TIBAU,2016,Bonito,0.2,35.4,0.005649717514124295
TIBAU,2016,Camurupim,0.2,35.4,0.005649717514124295
TIBAU,2016,Carapeba,0.2,35.4,0.005649717514124295
TIBAU,2016,Dentao,0.2,35.4,0.005649717514124295
TIBAU,2016,Guaiuba,0.2,35.4,0.005649717514124295
TIBAU,2016,Paru,0.2,35.4,0.005649717514124295
TIBAU,2016,Sirigado,0.2,35.4,0.005649717514124295
TIBAU,2016,Arabaiana,0.1,35.4,0.0028248587570621473
TIBAU,2016,Dourado,0.1,35.4,0.0028248587570621473
TIBAU,2016,Garabebeu,0.1,35.4,0.0028248587570621473
TIBAU,2016,Garoupa,0.1,35.4,0.0028248587570621473
TIBAU,2016,Pargo,0.1,35.4,0.0028248587570621473
TIBAU,2016,Peixe Galo,0.1,35.4,0.0028248587570621473
TIBAU,2016,Salema,0.1,35.4,0.0028248587570621473
TIBAU,2016,Agulha,0.0,35.4,0.0
TIBAU,2016,Albacora,0.0,35.4,0.0
TIBAU,2016,Buzios,0.0,35.4,0.0
TIBAU,2016,Camarao,0.0,35.4,0.0
TIBAU,2016,Caranguejo,0.0,35.4,0.0
TIBAU,2016,Marisco,0.0,35.4,0.0
TIBAU,2016,Ova Voador,0.0,35.4,0.0
TIBAU,2016,Peixe Voador,0.0,35.4,0.0
TIBAU,2016,Polvo,0.0,35.4,0.0
TIBAU,2016,Siri,0.0,35.4,0.0
TIBAU,2016,Tainha,0.0,35.4,0.0
TIBAU,2016,Tilapia,0.0,35.4,0.0
TIBAU,2015,Lagosta,10.4,16.700000000000003,0.622754491017964
TIBAU,2015,Caico,0.7,16.700000000000003,0.04191616766467065
TIBAU,2015,Camurupim,0.7,16.700000000000003,0.04191616766467065
TIBAU,2015,Ariaco,0.6,16.700000000000003,0.03592814371257484
TIBAU,2015,Pescada,0.6,16.700000000000003,0.03592814371257484
TIBAU,2015,Bagre,0.4,16.700000000000003,0.02395209580838323
TIBAU,2015,Camurim,0.3,16.700000000000003,0.01796407185628742
TIBAU,2015,Caçao,0.3,16.700000000000003,0.01796407185628742
TIBAU,2015,Dentao,0.3,16.700000000000003,0.01796407185628742
TIBAU,2015,Guaiuba,0.3,16.700000000000003,0.01796407185628742
TIBAU,2015,Serra,0.3,16.700000000000003,0.01796407185628742
TIBAU,2015,Arraia,0.2,16.700000000000003,0.011976047904191616
TIBAU,2015,Cururuca,0.2,16.700000000000003,0.011976047904191616
TIBAU,2015,Espada,0.2,16.700000000000003,0.011976047904191616
TIBAU,2015,Garajuba,0.2,16.700000000000003,0.011976047904191616
