local,year,pct_active,pct_passive,pct_mixed,platform_exposure_class,mpa_exposure_class
GUAMARE,2021,0.5904621435594887,0.308259587020649,0.10127826941986234,0-20 km,0-10 km
GUAMARE,2022,0.6663745252702309,0.29652351738241306,0.03710195734735612,0-20 km,0-10 km
GUAMARE,2023,0.7001480750246791,0.2776406712734452,0.022211253701875617,0-20 km,0-10 km
GUAMARE,2024,0.44980694980694985,0.5405405405405406,0.009652509652509652,0-20 km,0-10 km
MACAU,2001,0.020934479533205645,0.9317625050109127,0.04730301545588169,0-20 km,0-10 km
MACAU,2002,0.03894253601393066,0.8501662181415228,0.11089124584454646,0-20 km,0-10 km
MACAU,2003,0.054143500132380194,0.8361397934868944,0.10971670638072546,0-20 km,0-10 km
MACAU,2004,0.044718637367747935,0.8189018718753633,0.1363794907568887,0-20 km,0-10 km
MACAU,2005,0.04672825447194002,0.763569363052435,0.18970238247562504,0-20 km,0-10 km
MACAU,2006,0.014953616098213872,0.9068629713389025,0.07818341256288365,0-20 km,0-10 km
MACAU,2007,0.02185733221521898,0.8870073308626614,0.09113533692211975,0-20 km,0-10 km
MACAU,2008,0.08103649168393809,0.7628917004361678,0.156071807879894,0-20 km,0-10 km
MACAU,2009,0.7320831025994371,0.26791689740056296,0.0,0-20 km,0-10 km
MACAU,2010,0.6935345461324611,0.306465453867539,,0-20 km,0-10 km
MACAU,2011,0.19696305780163453,0.5991570642511714,0.20387987794719417,0-20 km,0-10 km
MACAU,2012,0.21137911986742772,0.46501565089302155,0.3236052292395507,0-20 km,0-10 km
MACAU,2013,0.22786015508094137,0.7721398449190586,0.0,0-20 km,0-10 km
MACAU,2014,0.14081582804103565,0.4208597948216903,0.43832437713727407,0-20 km,0-10 km
MACAU,2015,0.15258964143426296,0.5641434262948207,0.28326693227091637,0-20 km,0-10 km
MACAU,2016,0.1751670530478658,0.47211236874403384,0.3527205782081004,0-20 km,0-10 km
MACAU,2017,0.1500195848021935,0.4637028332680506,0.38627758192975586,0-20 km,0-10 km
MACAU,2018,0.40131026373257184,0.41626070888627587,0.18242902738115235,0-20 km,0-10 km
MACAU,2019,0.4393285079982969,0.3635423636031872,0.19712912839851593,0-20 km,0-10 km
MACAU,2020,0.4623914788064492,0.3094769096082294,0.22813161158532136,0-20 km,0-10 km
MACAU,2021,0.38277548525141375,0.3762799938865964,0.24094452086198995,0-20 km,0-10 km
MACAU,2022,0.4027092689391151,0.3981447397482147,0.19914599131267025,0-20 km,0-10 km
MACAU,2023,0.4620132255694342,0.35966201322556945,0.17832476120499632,0-20 km,0-10 km
MACAU,2024,0.20338983050847462,0.6910039113428943,0.10560625814863105,0-20 km,0-10 km
PORTO DO MANGUE,2001,0.1413932305144395,0.8059207121416002,0.05268605734396025,20-50 km,inside
PORTO DO MANGUE,2002,0.267314702308627,0.7326852976913729,,20-50 km,inside
PORTO DO MANGUE,2003,0.1684027777777778,0.8315972222222222,,20-50 km,inside
PORTO DO MANGUE,2004,0.3567644953471726,0.6183249821045097,0.024910522548317826,20-50 km,inside
PORTO DO MANGUE,2005,0.11348990405269942,0.8641701274523844,0.022339968494916228,20-50 km,inside
PORTO DO MANGUE,2006,0.22346171911695634,0.7703147017379051,0.006223579145138563,20-50 km,inside
PORTO DO MANGUE,2007,0.10528663841177781,0.8610305598929288,0.03368280169529333,20-50 km,inside
PORTO DO MANGUE,2008,0.6516073968705547,0.3413940256045519,0.006998577524893314,20-50 km,inside
PORTO DO MANGUE,2009,0.721523046007915,0.27847695399208505,0.0,20-50 km,inside
PORTO DO MANGUE,2010,0.5695614591646567,0.4304385408353433,,20-50 km,inside
PORTO DO MANGUE,2011,0.633304674200911,0.35920596938652194,0.007489356412567203,20-50 km,inside
PORTO DO MANGUE,2012,0.48015021459227475,0.5116237482117311,0.008226037195994278,20-50 km,inside
PORTO DO MANGUE,2013,0.6381024096385542,0.35707831325301204,0.004819277108433735,20-50 km,inside
PORTO DO MANGUE,2014,0.5332038834951457,0.43572815533980586,0.031067961165048542,20-50 km,inside
PORTO DO MANGUE,2015,0.4352617079889807,0.5463728191000918,0.018365472910927456,20-50 km,inside
PORTO DO MANGUE,2016,0.49489216799091945,0.4829738933030647,0.02213393870601589,20-50 km,inside
PORTO DO MANGUE,2017,0.555534567434832,0.4278428409520212,0.01662259161314696,20-50 km,inside
PORTO DO MANGUE,2018,0.4913563829787234,0.5086436170212766,0.0,20-50 km,inside
PORTO DO MANGUE,2019,0.5619668840943302,0.4380331159056698,0.0,20-50 km,inside
PORTO DO MANGUE,2020,0.4541498290332608,0.5458501709667392,0.0,20-50 km,inside
PORTO DO MANGUE,2021,0.4355793628418382,0.5644206371581618,0.0,20-50 km,inside
PORTO DO MANGUE,2022,0.22100723856460805,0.778992761435392,0.0,20-50 km,inside
PORTO DO MANGUE,2023,0.4043956043956044,0.5956043956043956,0.0,20-50 km,inside
PORTO DO MANGUE,2024,0.2414758269720102,0.7585241730279899,0.0,20-50 km,inside
TIBAU,2008,,1.0,,20-50 km,25-50 km
TIBAU,2009,0.0589073843786793,0.9410926156213208,0.0,20-50 km,25-50 km
TIBAU,2010,0.04913967611336033,0.9508603238866399,,20-50 km,25-50 km
TIBAU,2011,0.01948931005508356,0.9702408738679862,0.010269816076930258,20-50 km,25-50 km
TIBAU,2012,0.0,0.977715877437326,0.022284122562674095,20-50 km,25-50 km
TIBAU,2013,0.0,1.0,0.0,20-50 km,25-50 km
TIBAU,2014,0.0,1.0,0.0,20-50 km,25-50 km
TIBAU,2015,0.0,1.0,0.0,20-50 km,25-50 km
TIBAU,2016,0.0,0.9943181818181818,0.005681818181818182,20-50 km,25-50 km
TIBAU,2017,0.0,1.0,0.0,20-50 km,25-50 km
TIBAU,2018,0.0,1.0,0.0,20-50 km,25-50 km
TIBAU,2019,0.04411764705882353,0.9558823529411765,0.0,20-50 km,25-50 km
TIBAU,2020,0.0056179775280898875,0.9943820224719102,0.0,20-50 km,25-50 km
TIBAU,2021,0.0,1.0,0.0,20-50 km,25-50 km
TIBAU,2022,0.0,1.0,0.0,20-50 km,25-50 km
TIBAU,2023,0.0,1.0,0.0,20-50 km,25-50 km
TIBAU,2024,0.0,1.0,0.0,20-50 km,25-50 km
