mpa_exposure_class,year,gear_cod,gear_type,gear_group,gear_production_ton,total_production_ton,gear_share,share_active,share_passive,share_mixed
0-10 km,2001,APA,arrasto de praia,active,4.8,267.14000000000004,0.017968106610765887,,,
0-10 km,2001,APO,arrasto de porta,active,0.02,267.14000000000004,7.48671108781912e-05,,,
0-10 km,2001,CMN,coleta manual,active,4.92,267.14000000000004,0.018417309276035035,,,
0-10 km,2001,CPL,covo peixe e lagosta,passive,0.18,267.14000000000004,0.0006738039979037208,,,
0-10 km,2001,CUR,curral,passive,2.41,267.14000000000004,0.009021486860822039,,,
0-10 km,2001,CVL,covo lagosta,passive,0.03,267.14000000000004,0.00011230066631728679,,,
0-10 km,2001,JER,jereré,active,1.26,267.14000000000004,0.004716627985326046,,,
0-10 km,2001,LCP,linha e covo peixe,mixed,1.64,267.14000000000004,0.006139103092011678,,,
0-10 km,2001,LIJ,linha e jereré,mixed,10.62,267.14000000000004,0.03975443587631952,,,
0-10 km,2001,LIN,linha,passive,15.010000000000002,267.14000000000004,0.0561877667140825,,,
0-10 km,2001,MEL,mergulho livre,active,0.46,267.14000000000004,0.0017219435501983976,,,
0-10 km,2001,PUC,puçá,active,2.71,267.14000000000004,0.010144493523994907,,,
0-10 km,2001,RAG,rede agulha,passive,6.08,267.14000000000004,0.022759601706970126,,,
0-10 km,2001,RES,rede de espera,passive,81.70000000000002,267.14000000000004,0.3058321479374111,,,
0-10 km,2001,RTP,rede de tapagem,passive,0.11,267.14000000000004,0.0004117691098300516,,,
0-10 km,2001,SRD,sardinheira,passive,128.68,267.14000000000004,0.4816949913902822,,,
0-10 km,2001,TRF,tarrafa,active,0.38,267.14000000000004,0.0014224751066856329,,,
0-10 km,2001,TRM,tremalho,passive,6.13,267.14000000000004,0.022946769484165602,,,
0-10 km,2002,APA,arrasto de praia,active,8.34,326.06,0.025578114457461817,,,
0-10 km,2002,APO,arrasto de porta,active,3.51,326.06,0.010764889897564864,,,
0-10 km,2002,CMN,coleta manual,active,10.51,326.06,0.032233331288719864,,,
0-10 km,2002,CPL,covo peixe e lagosta,passive,0.92,326.06,0.0028215665828375145,,,
0-10 km,2002,CUR,curral,passive,2.04,326.06,0.006256517205422315,,,
0-10 km,2002,CVL,covo lagosta,passive,0.04,326.06,0.00012267680794945715,,,
0-10 km,2002,LIJ,linha e jereré,mixed,28.02,326.06,0.08593510396859473,,,
0-10 km,2002,LIN,linha,passive,20.41,326.06,0.06259584125621051,,,
0-10 km,2002,MEL,mergulho livre,active,0.42,326.06,0.0012881064834693,,,
0-10 km,2002,PUC,puçá,active,3.48,326.06,0.010672882291602773,,,
0-10 km,2002,RAG,rede agulha,passive,8.86,326.06,0.02717291296080476,,,
0-10 km,2002,RES,rede de espera,passive,98.33000000000001,326.06,0.3015702631417531,,,
0-10 km,2002,RTP,rede de tapagem,passive,1.2,326.06,0.0036803042384837147,,,
0-10 km,2002,SRD,sardinheira,passive,123.03,326.06,0.3773231920505428,,,
0-10 km,2002,TRF,tarrafa,active,0.39,326.06,0.0011960988775072073,,,
0-10 km,2002,TRM,tremalho,passive,16.56,326.06,0.050788198491075257,,,
0-10 km,2003,APA,arrasto de praia,active,18.16,445.37,0.040775085883647304,,,
0-10 km,2003,APO,arrasto de porta,active,1.37,445.37,0.003076094034173833,,,
0-10 km,2003,CMN,coleta manual,active,4.45,445.37,0.009991692300783618,,,
0-10 km,2003,CPL,covo peixe e lagosta,passive,0.36,445.37,0.000808316680512832,,,
0-10 km,2003,CUR,curral,passive,0.06,445.37,0.00013471944675213867,,,
0-10 km,2003,CVL,covo lagosta,passive,0.07,445.37,0.00015717268787749514,,,
0-10 km,2003,LCL,linha e covo lagosta,mixed,0.13,445.37,0.0002918921346296338,,,
0-10 km,2003,LIJ,linha e jereré,mixed,41.31,445.37,0.09275433908884748,,,
0-10 km,2003,LIN,linha,passive,28.89,445.37,0.06486741361115476,,,
0-10 km,2003,MEL,mergulho livre,active,0.5700000000000001,445.37,0.0012798347441453175,,,
0-10 km,2003,PUC,puçá,active,3.64,445.37,0.008172979769629746,,,
0-10 km,2003,RAG,rede agulha,passive,9.25,445.37,0.020769248040954712,,,
0-10 km,2003,RES,rede de espera,passive,102.89999999999999,445.37,0.2310438511799178,,,
0-10 km,2003,RTP,rede de tapagem,passive,4.59,445.37,0.010306037676538609,,,
0-10 km,2003,SRD,sardinheira,passive,211.88,445.37,0.47573927296405233,,,
0-10 km,2003,TRF,tarrafa,active,0.4,445.37,0.0008981296450142578,,,
0-10 km,2003,TRM,tremalho,passive,17.34,445.37,0.03893392011136808,,,
0-10 km,2004,APA,arrasto de praia,active,27.75,837.13,0.03314897327774659,,,
0-10 km,2004,APO,arrasto de porta,active,5.07,837.13,0.006056407009663972,,,
0-10 km,2004,CMN,coleta manual,active,16.23,837.13,0.019387669776498275,,,
0-10 km,2004,CPL,covo peixe e lagosta,passive,0.37,837.13,0.00044198631036995446,,,
0-10 km,2004,CUR,curral,passive,3.36,837.13,0.004013713521197424,,,
0-10 km,2004,CVL,covo lagosta,passive,0.0,837.13,0.0,,,
0-10 km,2004,LIJ,linha e jereré,mixed,93.57,837.13,0.1117747542197747,,,
0-10 km,2004,LIN,linha,passive,32.81,837.13,0.03919343471145462,,,
0-10 km,2004,LML,linha e mergulho livre,mixed,0.27,837.13,0.00032253055081050736,,,
0-10 km,2004,MEL,mergulho livre,active,1.03,837.13,0.0012303943234623059,,,
0-10 km,2004,PUC,puçá,active,4.95,837.13,0.005913060098192635,,,
0-10 km,2004,RAG,rede agulha,passive,12.57,837.13,0.015015588976622508,,,
0-10 km,2004,RES,rede de espera,passive,176.47,837.13,0.2108035788945564,,,
0-10 km,2004,RTP,rede de tapagem,passive,2.86,837.13,0.0034164347234001886,,,
0-10 km,2004,SRD,sardinheira,passive,424.7,837.13,0.5073286108489721,,,
0-10 km,2004,TRF,tarrafa,active,0.26,837.13,0.0003105849748545626,,,
0-10 km,2004,TRM,tremalho,passive,34.86,837.13,0.04164227778242328,,,
0-10 km,2005,APA,arrasto de praia,active,7.94,472.92,0.016789308974033662,,,
0-10 km,2005,APO,arrasto de porta,active,4.12,472.92,0.008711832868138375,,,
0-10 km,2005,CMN,coleta manual,active,9.98,472.92,0.021102934957286646,,,
0-10 km,2005,CPL,covo peixe e lagosta,passive,0.02,472.92,4.22904508162057e-05,,,
0-10 km,2005,CUR,curral,passive,3.71,472.92,0.007844878626406157,,,
0-10 km,2005,CVL,covo lagosta,passive,0.04,472.92,8.45809016324114e-05,,,
0-10 km,2005,LIJ,linha e jereré,mixed,74.13,472.92,0.1567495559502664,,,
0-10 km,2005,LIN,linha,passive,27.300000000000004,472.92,0.05772646536412079,,,
0-10 km,2005,MEL,mergulho livre,active,0.3,472.92,0.0006343567622430855,,,
0-10 km,2005,PUC,puçá,active,9.27,472.92,0.01960162395331134,,,
0-10 km,2005,RAG,rede agulha,passive,5.8100000000000005,472.92,0.012285375962107757,,,
0-10 km,2005,RES,rede de espera,passive,159.1,472.92,0.33642053624291635,,,
0-10 km,2005,RTP,rede de tapagem,passive,4.5200000000000005,472.92,0.00955764188446249,,,
0-10 km,2005,SRD,sardinheira,passive,140.28,472.92,0.2966252220248668,,,
0-10 km,2005,TRF,tarrafa,active,3.14,472.92,0.006639600778144295,,,
0-10 km,2005,TRM,tremalho,passive,23.259999999999998,472.92,0.04918379429924723,,,
0-10 km,2006,APA,arrasto de praia,active,1.68,265.59000000000003,0.006325539365186941,,,
0-10 km,2006,APO,arrasto de porta,active,1.63,265.59000000000003,0.006137279265032568,,,
0-10 km,2006,CMN,coleta manual,active,8.1,265.59000000000003,0.030498136225008465,,,
0-10 km,2006,CUR,curral,passive,0.35,265.59000000000003,0.0013178207010806128,,,
0-10 km,2006,CVP,covo peixe,passive,0.37,265.59000000000003,0.001393124741142362,,,
0-10 km,2006,LCL,linha e covo lagosta,mixed,0.18,265.59000000000003,0.0006777363605557438,,,
0-10 km,2006,LIJ,linha e jereré,mixed,16.76,265.59000000000003,0.06310478557174592,,,
0-10 km,2006,LIN,linha,passive,32.67,265.59000000000003,0.1230091494408675,,,
0-10 km,2006,MEL,mergulho livre,active,0.16,265.59000000000003,0.0006024323204939945,,,
0-10 km,2006,PUC,puçá,active,3.12,265.59000000000003,0.011747430249632892,,,
0-10 km,2006,RAG,rede agulha,passive,10.73,265.59000000000003,0.0404006174931285,,,
0-10 km,2006,RES,rede de espera,passive,102.65,265.59000000000003,0.38649798561692833,,,
0-10 km,2006,RTP,rede de tapagem,passive,0.79,265.59000000000003,0.0029745095824390976,,,
0-10 km,2006,SRD,sardinheira,passive,76.11,265.59000000000003,0.28656952445498696,,,
0-10 km,2006,TRF,tarrafa,active,0.11,265.59000000000003,0.00041417222033962115,,,
0-10 km,2006,TRM,tremalho,passive,10.18,265.59000000000003,0.038329756391430395,,,
0-10 km,2007,APA,arrasto de praia,active,3.08,421.62,0.007305156301883212,,,
0-10 km,2007,APO,arrasto de porta,active,2.8,421.62,0.006641051183530192,,,
0-10 km,2007,CMN,coleta manual,active,15.83,421.62,0.03754565722688677,,,
0-10 km,2007,CUR,curral,passive,0.56,421.62,0.0013282102367060387,,,
0-10 km,2007,CVL,covo lagosta,passive,0.04,421.62,9.487215976471705e-05,,,
0-10 km,2007,CVP,covo peixe,passive,4.61,421.62,0.01093401641288364,,,
0-10 km,2007,LCP,linha e covo peixe,mixed,0.99,421.62,0.002348085954176747,,,
0-10 km,2007,LIJ,linha e jereré,mixed,32.7,421.62,0.07755799060765618,,,
0-10 km,2007,LIN,linha,passive,27.029999999999998,421.62,0.06410986196100754,,,
0-10 km,2007,MEL,mergulho livre,active,0.77,421.62,0.001826289075470803,,,
0-10 km,2007,PUC,puçá,active,3.6399999999999997,421.62,0.00863336653858925,,,
0-10 km,2007,RAG,rede agulha,passive,6.75,421.62,0.016009676960296,,,
0-10 km,2007,RES,rede de espera,passive,151.70999999999998,421.62,0.3598263839476305,,,
0-10 km,2007,RTP,rede de tapagem,passive,9.879999999999999,421.62,0.02343342346188511,,,
0-10 km,2007,SRD,sardinheira,passive,152.72,421.62,0.3622219059816897,,,
0-10 km,2007,TRF,tarrafa,active,0.09,421.62,0.00021346235947061333,,,
0-10 km,2007,TRM,tremalho,passive,8.42,421.62,0.019970589630472938,,,
0-10 km,2008,APA,arrasto de praia,active,43.06,1432.5900000000001,0.030057448397657387,,,
0-10 km,2008,APO,arrasto de porta,active,44.230000000000004,1432.5900000000001,0.030874151013199867,,,
0-10 km,2008,CMN,coleta manual,active,49.980000000000004,1432.5900000000001,0.034887860448558204,,,
0-10 km,2008,CPL,covo peixe e lagosta,passive,1.75,1432.5900000000001,0.0012215637411960155,,,
0-10 km,2008,CUR,curral,passive,0.13,1432.5900000000001,9.074473506027543e-05,,,
0-10 km,2008,CVP,covo peixe,passive,284.05,1432.5900000000001,0.19827724610670183,,,
0-10 km,2008,LIJ,linha e jereré,mixed,151.55,1432.5900000000001,0.10578741998757495,,,
0-10 km,2008,LIN,linha,passive,66.85,1432.5900000000001,0.04666373491368779,,,
0-10 km,2008,MEL,mergulho livre,active,0.09,1432.5900000000001,6.282327811865222e-05,,,
0-10 km,2008,PUC,puçá,active,8.22,1432.5900000000001,0.0057378594015035705,,,
0-10 km,2008,RAG,rede agulha,passive,23.060000000000002,1432.5900000000001,0.016096719926845783,,,
0-10 km,2008,RES,rede de espera,passive,349.62,1432.5900000000001,0.24404749439825768,,,
0-10 km,2008,RTP,rede de tapagem,passive,5.989999999999999,1432.5900000000001,0.004181238177008075,,,
0-10 km,2008,SRD,sardinheira,passive,342.62,1432.5900000000001,0.23916123943347362,,,
0-10 km,2008,TRF,tarrafa,active,15.32,1432.5900000000001,0.01069391800864169,,,
0-10 km,2008,TRM,tremalho,passive,46.07,1432.5900000000001,0.03215853803251453,,,
0-10 km,2009,APA,arrasto de praia,active,83.6513,2845.0593,0.029402304549504474,,,
0-10 km,2009,APO,arrasto de porta,active,52.497,2845.0593,0.018451987977895577,,,
0-10 km,2009,CMN,coleta manual,active,119.6123,2845.0593,0.04204211138938299,,,
0-10 km,2009,CMP,compressor,active,1.887,2845.0593,0.0006632550681808285,,,
0-10 km,2009,CUR,curral,passive,1.304,2845.0593,0.0004583384254943298,,,
0-10 km,2009,CVL,covo lagosta,passive,0.0,2845.0593,0.0,,,
0-10 km,2009,CVP,covo peixe,passive,77.524,2845.0593,0.027248641179465048,,,
0-10 km,2009,ESP,espinhel,passive,0.0,2845.0593,0.0,,,
0-10 km,2009,LCP,linha e covo peixe,mixed,0.0,2845.0593,0.0,,,
0-10 km,2009,LIJ,linha e jereré,passive,250.2625,2845.0593,0.08796389586677508,,,
0-10 km,2009,LIN,linha,passive,156.5121,2845.0593,0.055011893776695624,,,
0-10 km,2009,MEL,mergulho livre,active,0.326,2845.0593,0.00011458460637358245,,,
0-10 km,2009,PUC,puçá/mangote,active,16.5091,2845.0593,0.00580272615055862,,,
0-10 km,2009,RAG,rede agulha,passive,38.0415,2845.0593,0.013371074550186001,,,
0-10 km,2009,RCA,rede caçoeira,passive,0.0,2845.0593,0.0,,,
0-10 km,2009,RES,rede de espera,passive,257.4025,2845.0593,0.0904735096382701,,,
0-10 km,2009,RTP,rede de tapagem,passive,1.809,2845.0593,0.0006358391194165971,,,
0-10 km,2009,SRD,sardinheira,active,1286.7138,2845.0593,0.45226255916704444,,,
0-10 km,2009,TNR,tainheira,active,416.2029,2845.0593,0.1462897100246733,,,
0-10 km,2009,TRF,tarrafa,active,13.4273,2845.0593,0.004719514985153385,,,
0-10 km,2009,TRM,tresmalho,passive,71.377,2845.0593,0.025088053524930043,,,
0-10 km,2010,APA,arrasto de praia,active,37.95,2445.6830000000004,0.015517137748432644,,,
0-10 km,2010,APO,arrasto de porta,active,21.972,2445.6830000000004,0.008983993428420607,,,
0-10 km,2010,CMN,coleta manual,active,121.821,2445.6830000000004,0.04981062549807149,,,
0-10 km,2010,CMP,compressor,active,2.902,2445.6830000000004,0.0011865805993663118,,,
0-10 km,2010,CUR,curral,passive,6.349,2445.6830000000004,0.0025960028343820518,,,
0-10 km,2010,CVL,covo lagosta,passive,0.0,2445.6830000000004,0.0,,,
0-10 km,2010,CVP,covo peixe,passive,25.997,2445.6830000000004,0.010629750462345282,,,
0-10 km,2010,ESP,espinhel,passive,0.0,2445.6830000000004,0.0,,,
0-10 km,2010,LCP,linha e covo peixe,passive,0.0,2445.6830000000004,0.0,,,
0-10 km,2010,LES,linha e espinhel,passive,0.0,2445.6830000000004,0.0,,,
0-10 km,2010,LIJ,linha e jereré,passive,316.373,2445.6830000000004,0.1293597739363605,,,
0-10 km,2010,LIN,linha,passive,139.264,2445.6830000000004,0.0569427844900586,,,
0-10 km,2010,LRE,linha e rede de espera,passive,0.0,2445.6830000000004,0.0,,,
0-10 km,2010,MEL,mergulho livre,active,0.447,2445.6830000000004,0.0001827710296060446,,,
0-10 km,2010,PUC,puçá,active,22.039,2445.6830000000004,0.009011388638674758,,,
0-10 km,2010,RAG,rede de agulha,passive,14.5,2445.6830000000004,0.005928814159480193,,,
0-10 km,2010,RCA,rede caçoeira,passive,0.0,2445.6830000000004,0.0,,,
0-10 km,2010,RES,rede de espera,passive,223.36100000000002,2445.6830000000004,0.09132867996383831,,,
0-10 km,2010,RTP,rede de tapagem,passive,2.956,2445.6830000000004,0.0012086603210636863,,,
0-10 km,2010,SRD,sardinheira,active,1091.4640000000002,2445.6830000000004,0.4462818770870959,,,
0-10 km,2010,TNR,tainheira,active,348.432,2445.6830000000004,0.14246817760110364,,,
0-10 km,2010,TRF,tarrafa,active,11.127,2445.6830000000004,0.00454964932086456,,,
0-10 km,2010,TRM,tresmalho,passive,58.729,2445.6830000000004,0.02401333288083533,,,
0-10 km,2011,APO,arrasto de porta,active,12.937999999999999,2099.335,0.006162903967208663,,,
0-10 km,2011,CMN,coleta manual,active,140.53,2099.335,0.0669402453634127,,,
0-10 km,2011,CMP,compressor,active,5.73,2099.335,0.002729435749892228,,,
0-10 km,2011,CUR,curral,passive,8.338,2099.335,0.003971733906213157,,,
0-10 km,2011,CVL,covo lagosta,passive,0.369,2099.335,0.00017576994619724817,,,
0-10 km,2011,CVP,covo peixe,passive,75.664,2099.335,0.036041889455470426,,,
0-10 km,2011,JER,jereré,active,18.147,2099.335,0.008644165890627269,,,
0-10 km,2011,LIJ,linha e jereré,mixed,298.77000000000004,2099.335,0.14231649546165812,,,
0-10 km,2011,LIN,linha,passive,121.691,2099.335,0.05796645128100089,,,
0-10 km,2011,LRE,linha e rede de espera,mixed,60.892,2099.335,0.029005375511769203,,,
0-10 km,2011,MEL,mergulho livre,active,0.696,2099.335,0.00033153355705497215,,,
0-10 km,2011,PUC,puçá,active,20.311,2099.335,0.009674968501930373,,,
0-10 km,2011,RAG,rede agulha,passive,46.878,2099.335,0.022329928286814633,,,
0-10 km,2011,RCA,rede caçoeira,passive,9.177000000000001,2099.335,0.004371384271686035,,,
0-10 km,2011,RES,rede de espera,passive,196.59,2099.335,0.09364393962850141,,,
0-10 km,2011,SRD,sardinheira,passive,648.525,2099.335,0.3089192530015457,,,
0-10 km,2011,TNR,traineira,active,297.349,2099.335,0.1416396144493375,,,
0-10 km,2011,TRF,tarrafa,active,10.676,2099.335,0.005085419906780004,,,
0-10 km,2011,TRM,tremalho,passive,126.064,2099.335,0.060049491862899436,,,
0-10 km,2012,APA,arrasto de praia,active,0.9,1269.9,0.0007087172218284903,,,
0-10 km,2012,APO,arrasto de porta,active,3.5,1269.9,0.002756122529333018,,,
0-10 km,2012,CMN,coleta manual,active,66.80000000000001,1269.9,0.052602567131270185,,,
0-10 km,2012,CMP,compressor,active,0.1,1269.9,7.874635798094339e-05,,,
0-10 km,2012,CPL,covo peixe e lagosta,passive,0.1,1269.9,7.874635798094339e-05,,,
0-10 km,2012,CUR,curral,passive,35.7,1269.9,0.028112449799196786,,,
0-10 km,2012,CVL,covo lagosta,passive,0.9,1269.9,0.0007087172218284903,,,
0-10 km,2012,CVP,covo peixe,passive,0.1,1269.9,7.874635798094339e-05,,,
0-10 km,2012,JER,jereré,active,3.7,1269.9,0.002913615245294905,,,
0-10 km,2012,LCL,linha e covo lagosta,mixed,0.0,1269.9,0.0,,,
0-10 km,2012,LCP,linha e covo peixe,mixed,1.1,1269.9,0.0008662099377903772,,,
0-10 km,2012,LES,linha e espinhel,mixed,0.0,1269.9,0.0,,,
0-10 km,2012,LIJ,linha e jereré,mixed,326.4,1269.9,0.2570281124497992,,,
0-10 km,2012,LIN,linha,passive,87.0,1269.9,0.06850933144342074,,,
0-10 km,2012,LML,linha e mergulho livre,mixed,0.0,1269.9,0.0,,,
0-10 km,2012,LRE,linha e rede de espera,mixed,34.6,1269.9,0.02724623986140641,,,
0-10 km,2012,MEL,mergulho livre,active,0.2,1269.9,0.00015749271596188677,,,
0-10 km,2012,PUC,puçá,active,10.9,1269.9,0.008583353019922827,,,
0-10 km,2012,RAG,rede agulha,passive,63.0,1269.9,0.049610205527994326,,,
0-10 km,2012,RCA,rede caçoeira,passive,12.1,1269.9,0.009528309315694148,,,
0-10 km,2012,RES,rede de espera,passive,230.79999999999998,1269.9,0.1817465942200173,,,
0-10 km,2012,RTP,rede de tapagem,passive,2.8,1269.9,0.0022048980234664144,,,
0-10 km,2012,SRD,sardinheira,passive,70.3,1269.9,0.05535868966060319,,,
0-10 km,2012,TNR,traineira,active,239.0,1269.9,0.18820379557445466,,,
0-10 km,2012,TRF,tarrafa,active,7.0,1269.9,0.005512245058666036,,,
0-10 km,2012,TRM,tremalho,passive,72.9,1269.9,0.057406094968107724,,,
0-10 km,2013,APA,arrasto de praia,active,0.0,1665.0,0.0,,,
0-10 km,2013,APO,arrasto de porta,active,1.7,1665.0,0.001021021021021021,,,
0-10 km,2013,CMN,coleta manual,active,65.19999999999999,1665.0,0.03915915915915915,,,
0-10 km,2013,CMP,compressor,active,0.0,1665.0,0.0,,,
0-10 km,2013,CPL,covo peixe e lagosta,passive,0.0,1665.0,0.0,,,
0-10 km,2013,CUR,curral,passive,6.9,1665.0,0.004144144144144144,,,
0-10 km,2013,CVL,covo lagosta,passive,5.5,1665.0,0.003303303303303303,,,
0-10 km,2013,CVP,covo peixe,passive,0.0,1665.0,0.0,,,
0-10 km,2013,ESP,espinhel,passive,0.0,1665.0,0.0,,,
0-10 km,2013,JER,jereré,active,1.1,1665.0,0.0006606606606606607,,,
0-10 km,2013,LCL,linha e covo lagosta,passive,0.0,1665.0,0.0,,,
0-10 km,2013,LCP,linha e covo peixe,passive,0.0,1665.0,0.0,,,
0-10 km,2013,LES,linha e espinhel,passive,0.0,1665.0,0.0,,,
0-10 km,2013,LIJ,linha e jereré,passive,413.2,1665.0,0.24816816816816817,,,
0-10 km,2013,LIN,linha,passive,98.1,1665.0,0.058918918918918914,,,
0-10 km,2013,LML,linha e mergulho livre,mixed,0.0,1665.0,0.0,,,
0-10 km,2013,LRE,linha e rede de espera,passive,125.7,1665.0,0.0754954954954955,,,
0-10 km,2013,MEL,mergulho livre,active,0.1,1665.0,6.0060060060060066e-05,,,
0-10 km,2013,PUC,puçá,active,11.899999999999999,1665.0,0.007147147147147146,,,
0-10 km,2013,RAG,rede agulha,passive,60.3,1665.0,0.036216216216216214,,,
0-10 km,2013,RCA,rede caçoeira,passive,24.3,1665.0,0.014594594594594595,,,
0-10 km,2013,RES,rede de espera,passive,415.8,1665.0,0.24972972972972973,,,
0-10 km,2013,RTP,rede de tapagem,passive,3.1,1665.0,0.0018618618618618619,,,
0-10 km,2013,SRD,sardinheira,active,103.4,1665.0,0.062102102102102104,,,
0-10 km,2013,TNR,tainheira,active,234.60000000000002,1665.0,0.1409009009009009,,,
0-10 km,2013,TRF,tarrafa,active,9.6,1665.0,0.005765765765765766,,,
0-10 km,2013,TRM,tresmalho,passive,84.5,1665.0,0.05075075075075075,,,
0-10 km,2014,APA,arrasto de praia,active,0.0,921.1,0.0,,,
0-10 km,2014,APO,arrasto de porta,active,0.3,921.1,0.0003256975355553143,,,
0-10 km,2014,CMN,coleta manual,active,28.200000000000003,921.1,0.030615568342199546,,,
0-10 km,2014,CMP,compressor,active,0.0,921.1,0.0,,,
0-10 km,2014,CPL,covo peixe e lagosta,passive,0.0,921.1,0.0,,,
0-10 km,2014,CUR,curral,passive,1.6,921.1,0.0017370535229616763,,,
0-10 km,2014,CVL,covo lagosta,passive,0.1,921.1,0.00010856584518510477,,,
0-10 km,2014,CVP,covo peixe,passive,0.0,921.1,0.0,,,
0-10 km,2014,JER,jereré,active,0.3,921.1,0.0003256975355553143,,,
0-10 km,2014,LCP,linha e covo peixe,mixed,0.0,921.1,0.0,,,
0-10 km,2014,LES,linha e espinhel,mixed,0.0,921.1,0.0,,,
0-10 km,2014,LIJ,linha e jereré,mixed,354.8,921.1,0.3851916187167517,,,
0-10 km,2014,LIN,linha,passive,34.9,921.1,0.03788947996960156,,,
0-10 km,2014,LML,linha e mergulho livre,mixed,0.0,921.1,0.0,,,
0-10 km,2014,LRE,linha e rede de espera,mixed,13.799999999999999,921.1,0.014982086635544456,,,
0-10 km,2014,MEL,mergulho livre,active,0.6,921.1,0.0006513950711106286,,,
0-10 km,2014,PUC,puçá,active,5.1,921.1,0.005536858104440342,,,
0-10 km,2014,RAG,rede agulha,passive,32.800000000000004,921.1,0.03560959722071437,,,
0-10 km,2014,RCA,rede caçoeira,passive,10.1,921.1,0.01096515036369558,,,
0-10 km,2014,RES,rede de espera,passive,229.20000000000002,921.1,0.24883291716426015,,,
0-10 km,2014,RTP,rede de tapagem,passive,0.2,921.1,0.00021713169037020953,,,
0-10 km,2014,SRD,sardinheira,passive,47.9,921.1,0.05200303984366518,,,
