dominant_gear_type,year,species,sp_production_ton,total_production_ton,species_share
linha e jereré,2014,Arraia,22.6,1993.9,0.011334570439841516
linha e jereré,2014,Cioba,20.2,1993.9,0.010130899242690204
linha e jereré,2014,Espada,18.5,1993.9,0.009278298811374692
linha e jereré,2014,Pargo,13.700000000000001,1993.9,0.00687095641707207
linha e jereré,2014,Cavala,12.899999999999999,1993.9,0.006469732684688298
linha e jereré,2014,Caçao,12.799999999999999,1993.9,0.0064195797181403275
linha e jereré,2014,Buzios,12.0,1993.9,0.0060183559857565575
linha e jereré,2014,Camurim,11.1,1993.9,0.005566979286824815
linha e jereré,2014,Carapeba,10.100000000000001,1993.9,0.005065449621345103
linha e jereré,2014,Sirigado,8.6,1993.9,0.004313155123125532
linha e jereré,2014,Salema,4.4,1993.9,0.002206730528110738
linha e jereré,2014,Paru,4.2,1993.9,0.0021064245950147952
linha e jereré,2014,Arabaiana,4.1000000000000005,1993.9,0.002056271628466824
linha e jereré,2014,Caranguejo,2.7,1993.9,0.0013541300967952255
linha e jereré,2014,Camarao,2.6,1993.9,0.0013039771302472542
linha e jereré,2014,Peixe Galo,1.7999999999999998,1993.9,0.0009027533978634835
linha e jereré,2014,Marisco,1.4,1993.9,0.0007021415316715983
linha e jereré,2014,Camurupim,1.3,1993.9,0.0006519885651236271
linha e jereré,2014,Garabebeu,1.1,1993.9,0.0005516826320276845
linha e jereré,2014,Polvo,1.1,1993.9,0.0005516826320276845
linha e jereré,2014,Dentao,0.7,1993.9,0.00035107076583579917
linha e jereré,2014,Siri,0.7,1993.9,0.00035107076583579917
linha e jereré,2014,Garoupa,0.4,1993.9,0.00020061186619188526
linha e jereré,2014,Tilapia,0.0,1993.9,0.0
linha e jereré,2013,Peixe Voador,826.5,3104.7999999999997,0.26620072146354035
linha e jereré,2013,Sardinha,369.79999999999995,3104.7999999999997,0.11910590054109765
linha e jereré,2013,Dourado,240.8,3104.7999999999997,0.07755733058490082
linha e jereré,2013,Serra,196.2,3104.7999999999997,0.06319247616593662
linha e jereré,2013,Agulha,167.0,3104.7999999999997,0.053787683586704466
linha e jereré,2013,Tainha,151.2,3104.7999999999997,0.04869878897191446
linha e jereré,2013,Outros,122.0,3104.7999999999997,0.0392939963926823
linha e jereré,2013,Biquara,100.1,3104.7999999999997,0.03224040195825818
linha e jereré,2013,Guaiuba,93.69999999999999,3104.7999999999997,0.030179077557330583
linha e jereré,2013,Lagosta,82.0,3104.7999999999997,0.026410718886884826
linha e jereré,2013,Sirigado,79.8,3104.7999999999997,0.025702138624065965
linha e jereré,2013,Caico,59.1,3104.7999999999997,0.019035042514815772
linha e jereré,2013,Garajuba,57.4,3104.7999999999997,0.01848750322081938
linha e jereré,2013,Bonito,52.599999999999994,3104.7999999999997,0.01694150992012368
linha e jereré,2013,Cioba,52.499999999999986,3104.7999999999997,0.016909301726359183
linha e jereré,2013,Ariaco,49.099999999999994,3104.7999999999997,0.0158142231383664
linha e jereré,2013,Bagre,47.0,3104.7999999999997,0.015137851069312034
linha e jereré,2013,Cururuca,45.1,3104.7999999999997,0.014525895387786654
linha e jereré,2013,Pescada,38.9,3104.7999999999997,0.012528987374388045
linha e jereré,2013,Espada,33.4,3104.7999999999997,0.010757536717340891
linha e jereré,2013,Cavala,30.3,3104.7999999999997,0.009759082710641588
linha e jereré,2013,Arraia,28.599999999999998,3104.7999999999997,0.009211543416645195
linha e jereré,2013,Caçao,26.5,3104.7999999999997,0.008535171347590827
linha e jereré,2013,Albacora,23.6,3104.7999999999997,0.007601133728420511
linha e jereré,2013,Camurim,21.799999999999997,3104.7999999999997,0.007021386240659623
linha e jereré,2013,Buzios,18.9,3104.7999999999997,0.006087348621489307
linha e jereré,2013,Carapeba,14.5,3104.7999999999997,0.004670188095851585
linha e jereré,2013,Camarao,10.4,3104.7999999999997,0.003349652151507344
linha e jereré,2013,Arabaiana,9.4,3104.7999999999997,0.0030275702138624068
linha e jereré,2013,Pargo,7.6000000000000005,3104.7999999999997,0.0024478227261015206
linha e jereré,2013,Salema,7.5,3104.7999999999997,0.002415614532337027
linha e jereré,2013,Caranguejo,7.3,3104.7999999999997,0.0023511981448080393
linha e jereré,2013,Paru,6.7,3104.7999999999997,0.0021579489822210773
linha e jereré,2013,Marisco,6.1,3104.7999999999997,0.001964699819634115
linha e jereré,2013,Polvo,5.900000000000001,3104.7999999999997,0.0019002834321051282
linha e jereré,2013,Dentao,4.8999999999999995,3104.7999999999997,0.0015782014944601907
linha e jereré,2013,Siri,2.6,3104.7999999999997,0.000837413037876836
linha e jereré,2013,Galo Do Alto,2.1,3104.7999999999997,0.0006763720690543675
linha e jereré,2013,Garabebeu,2.0999999999999996,3104.7999999999997,0.0006763720690543674
linha e jereré,2013,Camurupim,1.6,3104.7999999999997,0.0005153311002318991
linha e jereré,2013,Garoupa,1.3,3104.7999999999997,0.000418706518938418
linha e jereré,2013,Tilapia,0.8999999999999999,3104.7999999999997,0.0002898737438804432
linha e jereré,2012,Peixe Voador,821.6,2535.5,0.32403865115361863
linha e jereré,2012,Tainha,164.1,2535.5,0.0647209623348452
linha e jereré,2012,Dourado,159.7,2535.5,0.0629856044172747
linha e jereré,2012,Agulha,141.3,2535.5,0.055728653125616257
linha e jereré,2012,Sardinha,136.4,2535.5,0.05379609544468547
linha e jereré,2012,Serra,102.6,2535.5,0.04046539144153027
linha e jereré,2012,Outros,76.7,2535.5,0.030250443699467562
linha e jereré,2012,Guaiuba,74.4,2535.5,0.029343324788010258
linha e jereré,2012,Caico,68.4,2535.5,0.026976927627686848
linha e jereré,2012,Biquara,64.0,2535.5,0.02524156971011635
linha e jereré,2012,Lagosta,59.9,2535.5,0.023624531650562018
linha e jereré,2012,Cururuca,56.2,2535.5,0.02216525340169592
linha e jereré,2012,Bagre,54.4,2535.5,0.021455334253598895
linha e jereré,2012,Xareu,52.900000000000006,2535.5,0.020863734963518045
linha e jereré,2012,Garajuba,50.6,2535.5,0.019956616052060738
linha e jereré,2012,Bonito,44.9,2535.5,0.017708538749753498
linha e jereré,2012,Cavala,36.7,2535.5,0.014474462630644844
linha e jereré,2012,Ariaco,36.400000000000006,2535.5,0.014356142772628675
linha e jereré,2012,Cioba,36.0,2535.5,0.014198382961940446
linha e jereré,2012,Sirigado,34.1,2535.5,0.013449023861171368
linha e jereré,2012,Camurim,23.6,2535.5,0.009307828830605405
linha e jereré,2012,Buzios,21.3,2535.5,0.008400709919148097
linha e jereré,2012,Caçao,18.599999999999998,2535.5,0.007335831197002563
linha e jereré,2012,Agulhao,17.5,2535.5,0.006901991717609939
linha e jereré,2012,Espada,16.7,2535.5,0.006586472096233484
linha e jereré,2012,Albacora,15.5,2535.5,0.006113192664168803
linha e jereré,2012,Arraia,14.5,2535.5,0.005718793137448235
linha e jereré,2012,Camarao,14.5,2535.5,0.005718793137448235
linha e jereré,2012,Arabaiana,14.3,2535.5,0.005639913232104121
linha e jereré,2012,Pescada,14.200000000000001,2535.5,0.005600473279432065
linha e jereré,2012,Carapeba,12.5,2535.5,0.004929994084007099
linha e jereré,2012,Polvo,12.5,2535.5,0.004929994084007099
linha e jereré,2012,Salema,9.6,2535.5,0.003786235456517452
linha e jereré,2012,Peixe Galo,9.4,2535.5,0.0037073555511733386
linha e jereré,2012,Pargo,8.899999999999999,2535.5,0.003510155787813054
linha e jereré,2012,Paru,8.3,2535.5,0.003273516071780714
linha e jereré,2012,Caranguejo,5.5,2535.5,0.0021691973969631237
linha e jereré,2012,Bicuda,4.6,2535.5,0.0018142378229146123
linha e jereré,2012,Marisco,4.4,2535.5,0.001735357917570499
linha e jereré,2012,Dentao,3.0,2535.5,0.0011831985801617037
linha e jereré,2012,Siri,2.7,2535.5,0.0010648787221455335
linha e jereré,2012,Garabebeu,2.5,2535.5,0.0009859988168014198
linha e jereré,2012,Camurupim,2.3,2535.5,0.0009071189114573062
linha e jereré,2012,Pampo,1.9,2535.5,0.0007493591007690791
linha e jereré,2012,Tilapia,1.7,2535.5,0.0006704791954249655
linha e jereré,2012,Garoupa,1.4,2535.5,0.0005521593374087951
linha e jereré,2012,Beijupira,1.0,2535.5,0.00039439952672056796
linha e jereré,2012,Budiao,0.6,2535.5,0.00023663971603234076
linha e jereré,2012,Pirauna,0.5,2535.5,0.00019719976336028398
linha e jereré,2012,Saramunete,0.2,2535.5,7.887990534411359e-05
linha e jereré,2012,Cangulo,0.0,2535.5,0.0
linha e jereré,2012,Carauna,0.0,2535.5,0.0
linha e jereré,2012,Ubarana,0.0,2535.5,0.0
linha e jereré,2011,Outros,338.777,1257.695,0.2693633989162714
linha e jereré,2011,Dourado,136.499,1257.695,0.10853108265517475
linha e jereré,2011,Peixe Voador,105.734,1257.695,0.08406966712915294
linha e jereré,2011,Lagosta,96.574,1257.695,0.07678650229189111
linha e jereré,2011,Agulha,53.913,1257.695,0.042866513741407895
linha e jereré,2011,Caico,49.814,1257.695,0.03960737698726639
linha e jereré,2011,Serra,45.565,1257.695,0.036228974433388066
linha e jereré,2011,Cururuca,45.146,1257.695,0.03589582529945655
linha e jereré,2011,Guaiuba,39.576,1257.695,0.03146708860256263
linha e jereré,2011,Cioba,36.069,1257.695,0.028678654204715773
linha e jereré,2011,Bonito,30.051,1257.695,0.023893710319274546
linha e jereré,2011,Biquara,29.934,1257.695,0.023800682995479827
linha e jereré,2011,Sirigado,26.036,1257.695,0.020701362412985664
linha e jereré,2011,Ariaco,21.403,1257.695,0.017017639411781076
linha e jereré,2011,Albacora,21.193,1257.695,0.01685066729214953
linha e jereré,2011,Bagre,20.141,1257.695,0.01601421648332863
linha e jereré,2011,Caçao,18.721,1257.695,0.014885166912486732
linha e jereré,2011,Agulhao,17.317,1257.695,0.013768839026950096
linha e jereré,2011,Garajuba,15.989,1257.695,0.012712939146613448
linha e jereré,2011,Camarao,14.461,1257.695,0.011498018199961041
linha e jereré,2011,Cavala,12.578,1257.695,0.010000834860598157
linha e jereré,2011,Pargo,9.359,1257.695,0.007441390798245998
linha e jereré,2011,Arabaiana,8.993,1257.695,0.007150382246888157
linha e jereré,2011,Arraia,8.235,1257.695,0.006547692405551426
linha e jereré,2011,Pescada,7.855,1257.695,0.006245552379551482
linha e jereré,2011,Espada,7.158,1257.695,0.0056913639634410575
linha e jereré,2011,Salema,6.763,1257.695,0.00537729735746743
linha e jereré,2011,Polvo,5.774,1257.695,0.004590938184535997
linha e jereré,2011,Camurim,5.773,1257.695,0.004590143079204418
linha e jereré,2011,Xareu,5.764,1257.695,0.0045829871312202085
linha e jereré,2011,Dentao,4.328,1257.695,0.0034412158750730506
linha e jereré,2011,Sardinha,2.263,1257.695,0.0017993233653628264
linha e jereré,2011,Bicuda,1.917,1257.695,0.0015242169206365615
linha e jereré,2011,Garoupa,1.849,1257.695,0.001470149758089203
linha e jereré,2011,Paru,1.493,1257.695,0.0011870922600471499
linha e jereré,2011,Tainha,1.368,1257.695,0.0010877040935997997
linha e jereré,2011,Beijupira,0.918,1257.695,0.0007299066943893393
linha e jereré,2011,Budiao,0.887,1257.695,0.0007052584291103965
linha e jereré,2011,Pampo,0.316,1257.695,0.0002512532847789011
linha e jereré,2011,Carapeba,0.305,1257.695,0.0002425071261315343
linha e jereré,2011,Pirauna,0.294,1257.695,0.00023376096748416747
linha e jereré,2011,Peixe Galo,0.251,1257.695,0.00019957143822627903
linha e jereré,2011,Carauna,0.177,1257.695,0.00014073364368944775
linha e jereré,2011,Camurupim,0.075,1257.695,5.963289986841007e-05
linha e jereré,2011,Garabebeu,0.035,1257.695,2.7828686605258036e-05
linha e jereré,2011,Siri,0.028,1257.695,2.2262949284206426e-05
linha e jereré,2011,Cangulo,0.012,1257.695,9.541263978945611e-06
linha e jereré,2011,Caranguejo,0.009,1257.695,7.155947984209208e-06
linha e jereré,2011,Saramunete,0.005,1257.695,3.975526657894005e-06
linha e jereré,2011,Buzios,0.0,1257.695,0.0
linha e jereré,2011,Marisco,0.0,1257.695,0.0
linha e jereré,2011,Tilapia,0.0,1257.695,0.0
linha e jereré,2010,Peixe Voador,293.056,1346.4279999999999,0.217654415980654
linha e jereré,2010,Dourado,193.104,1346.4279999999999,0.14341947731330604
linha e jereré,2010,Sirigado,106.519,1346.4279999999999,0.07911228821741675
linha e jereré,2010,Serra,75.455,1346.4279999999999,0.05604087259029076
linha e jereré,2010,Agulha,55.322,1346.4279999999999,0.04108797499754908
linha e jereré,2010,Cururuca,52.982,1346.4279999999999,0.03935004322548254
linha e jereré,2010,Lagosta,49.74299999999999,1346.4279999999999,0.03694441886235283
linha e jereré,2010,Outros,47.764,1346.4279999999999,0.03547460391495127
linha e jereré,2010,Bonito,39.972,1346.4279999999999,0.029687439655146808
linha e jereré,2010,Caico,38.981,1346.4279999999999,0.028951418122617773
linha e jereré,2010,Cioba,36.639,1346.4279999999999,0.027212000938780245
linha e jereré,2010,Cavala,32.532,1346.4279999999999,0.02416170786703782
linha e jereré,2010,Bagre,30.713,1346.4279999999999,0.02281072586131602
linha e jereré,2010,Garajuba,29.349,1346.4279999999999,0.02179767503349604
linha e jereré,2010,Caçao,27.513,1346.4279999999999,0.020434067027720756
linha e jereré,2010,Dentao,25.868,1346.4279999999999,0.019212315846075693
linha e jereré,2010,Guaiuba,24.475,1346.4279999999999,0.018177726547576257
linha e jereré,2010,Biquara,22.236,1346.4279999999999,0.016514808069945073
linha e jereré,2010,Ariaco,20.855,1346.4279999999999,0.015489131242071616
linha e jereré,2010,Agulhao,17.341,1346.4279999999999,0.01287926276042982
linha e jereré,2010,Albacorinha,16.679,1346.4279999999999,0.012387591464229799
linha e jereré,2010,Sardinha,15.838,1346.4279999999999,0.011762975814525544
linha e jereré,2010,Budiao,14.387,1346.4279999999999,0.010685309574667195
linha e jereré,2010,Albacora,12.002,1346.4279999999999,0.008913956037753227
linha e jereré,2010,Pescada,9.691,1346.4279999999999,0.007197562736366149
linha e jereré,2010,Arraia,9.093,1346.4279999999999,0.006753424616838034
linha e jereré,2010,Pargo,7.543,1346.4279999999999,0.00560223049431533
linha e jereré,2010,Arabaiana,7.318,1346.4279999999999,0.0054351216700781625
linha e jereré,2010,Camurim,7.172000000000001,1346.4279999999999,0.005326686610795379
linha e jereré,2010,Salema,7.089,1346.4279999999999,0.005265042022299002
linha e jereré,2010,Polvo,6.029999999999999,1346.4279999999999,0.004478516489556069
linha e jereré,2010,Camarao,5.576000000000001,1346.4279999999999,0.004141328017539744
linha e jereré,2010,Garoupa,2.63,1346.4279999999999,0.0019533164788611054
linha e jereré,2010,Tainha,2.355,1346.4279999999999,0.0017490723603490125
linha e jereré,2010,Xareu,1.501,1346.4279999999999,0.001114801534133277
linha e jereré,2010,Camurupim,0.7190000000000001,1346.4279999999999,0.0005340055316734353
linha e jereré,2010,Carapeba,0.386,1346.4279999999999,0.0002866844718024284
linha e jereré,2010,Cangulo,0.0,1346.4279999999999,0.0
linha e jereré,2010,Caranguejo,0.0,1346.4279999999999,0.0
linha e jereré,2009,Peixe Voador,578.0138,1485.9555,0.3889845961066801
linha e jereré,2009,Dourado,124.6889,1485.9555,0.08391159762186687
linha e jereré,2009,Serra,94.6916,1485.9555,0.06372438474772629
linha e jereré,2009,Cururuca,90.2041,1485.9555,0.060704442360487915
linha e jereré,2009,Sirigado,84.5894,1485.9555,0.05692593082363503
linha e jereré,2009,Outros,52.93940000000001,1485.9555,0.03562650429302897
linha e jereré,2009,Cioba,46.6963,1485.9555,0.031425099876813266
linha e jereré,2009,Lagosta,43.3976,1485.9555,0.029205181447223685
linha e jereré,2009,Albacora,36.5566,1485.9555,0.024601409665363467
linha e jereré,2009,Caico,32.9014,1485.9555,0.02214157826395205
linha e jereré,2009,Guaiuba,32.3198,1485.9555,0.0217501802712127
linha e jereré,2009,Agulha,27.378,1485.9555,0.018424508674721417
linha e jereré,2009,Cavala,25.7768,1485.9555,0.01734695285289499
linha e jereré,2009,Caçao,23.2744,1485.9555,0.015662918573268177
linha e jereré,2009,Ariaco,22.2168,1485.9555,0.014951187972991114
linha e jereré,2009,Agulhao,21.5344,1485.9555,0.014491954839832014
linha e jereré,2009,Biquara,20.6101,1485.9555,0.01386993082901877
linha e jereré,2009,Garajuba,19.805,1485.9555,0.01332812456362253
linha e jereré,2009,Pargo,18.0333,1485.9555,0.012135827755272617
linha e jereré,2009,Salema,11.9191,1485.9555,0.008021168870804004
linha e jereré,2009,Bonito,10.508,1485.9555,0.007071544201693792
linha e jereré,2009,Camarao,9.76,1485.9555,0.006568164389848821
linha e jereré,2009,Bagre,9.1507,1485.9555,0.006158125192847296
linha e jereré,2009,Arabaiana,7.324300000000001,1485.9555,0.004929017053337062
linha e jereré,2009,Sardinha,6.051800000000001,1485.9555,0.004072665702304006
linha e jereré,2009,Dentao,5.9536,1485.9555,0.00400658027780778
linha e jereré,2009,Budiao,5.274,1485.9555,0.003549231454104783
linha e jereré,2009,Camurim,4.8712,1485.9555,0.0032781600794909403
linha e jereré,2009,Polvo,3.9451,1485.9555,0.002654924726884486
linha e jereré,2009,Pescada,3.904,1485.9555,0.0026272657559395286
linha e jereré,2009,Tainha,3.4462,1485.9555,0.002319181159866497
linha e jereré,2009,Arraia,2.9519,1485.9555,0.0019865332440978213
linha e jereré,2009,Xareu,2.2498,1485.9555,0.0015140426479797007
linha e jereré,2009,Albacorinha,1.3649,1485.9555,0.0009185335630844934
linha e jereré,2009,Camurupim,0.7871,1485.9555,0.0005296928474641401
linha e jereré,2009,Garoupa,0.4437,1485.9555,0.0002985957520262215
linha e jereré,2009,Carapeba,0.4203,1485.9555,0.0002828483087144938
linha e jereré,2009,Cangulo,0.0021,1485.9555,1.4132320920781274e-06
linha e jereré,2009,Caranguejo,0.0,1485.9555,0.0
linha e jereré,2009,Espada,0.0,1485.9555,0.0
linha e jereré,2008,Peixe Voador,151.84,429.4,0.3536096879366558
linha e jereré,2008,Lagosta,36.76,429.4,0.0856078248719143
linha e jereré,2008,Dourado,32.47,429.4,0.0756171401956218
linha e jereré,2008,Agulha,28.38,429.4,0.06609222170470425
linha e jereré,2008,Sirigado,26.1,429.4,0.06078248719142991
linha e jereré,2008,Outros,17.16,429.4,0.03996273870517001
linha e jereré,2008,Serra,15.97,429.4,0.037191429902189106
linha e jereré,2008,Caico,14.68,429.4,0.03418723800652073
linha e jereré,2008,Cioba,13.43,429.4,0.031276199347927344
linha e jereré,2008,Caçao,11.94,429.4,0.027806241266884024
linha e jereré,2008,Cururuca,10.34,429.4,0.02408011178388449
linha e jereré,2008,Albacora,9.51,429.4,0.022147182114578483
linha e jereré,2008,Ariaco,8.38,429.4,0.019515603167210065
linha e jereré,2008,Pargo,8.21,429.4,0.01911970190964136
linha e jereré,2008,Garajuba,6.85,429.4,0.015952491849091754
linha e jereré,2008,Biquara,6.83,429.4,0.015905915230554263
linha e jereré,2008,Cavala,6.699999999999999,429.4,0.015603167210060548
linha e jereré,2008,Arabaiana,4.52,429.4,0.010526315789473684
linha e jereré,2008,Agulhao,4.08,429.4,0.009501630181648813
linha e jereré,2008,Budiao,3.66,429.4,0.008523521192361435
linha e jereré,2008,Guaiuba,2.25,429.4,0.005239869585468095
linha e jereré,2008,Camarao,1.85,429.4,0.004308337214718212
linha e jereré,2008,Polvo,1.62,429.4,0.003772706101537029
linha e jereré,2008,Salema,1.52,429.4,0.003539823008849558
linha e jereré,2008,Xareu,1.27,429.4,0.0029576152771308806
linha e jereré,2008,Bonito,1.26,429.4,0.0029343269678621334
linha e jereré,2008,Camurim,0.41,429.4,0.0009548206800186306
linha e jereré,2008,Pescada,0.39,429.4,0.0009082440614811366
linha e jereré,2008,Bagre,0.26,429.4,0.0006054960409874244
linha e jereré,2008,Dentao,0.26,429.4,0.0006054960409874244
linha e jereré,2008,Tainha,0.14,429.4,0.0003260363297624593
linha e jereré,2008,Arraia,0.13,429.4,0.0003027480204937122
linha e jereré,2008,Sardinha,0.11,429.4,0.000256171401956218
linha e jereré,2008,Carapeba,0.07,429.4,0.00016301816488122964
linha e jereré,2008,Garoupa,0.05,429.4,0.00011644154634373546
linha e jereré,2007,Peixe Voador,230.82,509.34,0.453174696666274
linha e jereré,2007,Dourado,65.3,509.34,0.1282051282051282
linha e jereré,2007,Lagosta,44.92,509.34,0.08819256292456906
linha e jereré,2007,Agulha,30.74,509.34,0.06035261318569129
linha e jereré,2007,Outros,28.92,509.34,0.056779361526681595
linha e jereré,2007,Serra,15.68,509.34,0.030784937369929714
linha e jereré,2007,Caico,11.21,509.34,0.022008874229394907
linha e jereré,2007,Sirigado,10.41,509.34,0.02043821415950053
linha e jereré,2007,Pargo,8.68,509.34,0.01704166175835395
linha e jereré,2007,Albacora,7.84,509.34,0.015392468684964857
linha e jereré,2007,Cioba,7.03,509.34,0.013802175364196805
linha e jereré,2007,Cavala,6.94,509.34,0.013625476106333688
linha e jereré,2007,Biquara,6.77,509.34,0.013291710841481133
linha e jereré,2007,Polvo,6.02,509.34,0.011819217025955158
linha e jereré,2007,Garajuba,5.3,509.34,0.010405622963050223
linha e jereré,2007,Ariaco,4.59,509.34,0.009011662151018967
linha e jereré,2007,Caçao,3.69,509.34,0.0072446695723877965
linha e jereré,2007,Agulhao,2.33,509.34,0.0045745474535673625
linha e jereré,2007,Guaiuba,2.16,509.34,0.004240782188714808
linha e jereré,2007,Cururuca,1.9,509.34,0.003730317665999136
linha e jereré,2007,Arabaiana,1.74,509.34,0.0034161856520202615
linha e jereré,2007,Bonito,1.69,509.34,0.0033180193976518634
linha e jereré,2007,Xareu,1.56,509.34,0.0030627871362940277
linha e jereré,2007,Camarao,1.19,509.34,0.00233635685396788
linha e jereré,2007,Camurim,0.87,509.34,0.0017080928260101308
linha e jereré,2007,Pescada,0.43,509.34,0.0008442297875682255
linha e jereré,2007,Bagre,0.24,509.34,0.0004711980209683119
linha e jereré,2007,Dentao,0.2,509.34,0.0003926650174735933
linha e jereré,2007,Sardinha,0.1,509.34,0.00019633250873679666
linha e jereré,2007,Tainha,0.07,509.34,0.00013743275611575767
linha e jereré,2007,Garoupa,0.0,509.34,0.0
linha e jereré,2006,Peixe Voador,128.08,364.48,0.351404741000878
linha e jereré,2006,Agulha,43.05,364.48,0.11811347673397717
linha e jereré,2006,Outros,36.94,364.48,0.10134986830553115
linha e jereré,2006,Dourado,35.06,364.48,0.0961918349429324
linha e jereré,2006,Lagosta,24.56,364.48,0.06738366988586479
linha e jereré,2006,Caico,14.82,364.48,0.04066066725197542
linha e jereré,2006,Serra,12.13,364.48,0.03328028972783143
linha e jereré,2006,Polvo,10.79,364.48,0.029603819139596133
linha e jereré,2006,Sirigado,9.55,364.48,0.02620171202809482
linha e jereré,2006,Cioba,8.48,364.48,0.023266022827041263
linha e jereré,2006,Pargo,7.87,364.48,0.021592405618964004
linha e jereré,2006,Albacora,5.46,364.48,0.014980245829675153
linha e jereré,2006,Cavala,4.2,364.48,0.011523266022827041
linha e jereré,2006,Bonito,3.6,364.48,0.009877085162423178
linha e jereré,2006,Ariaco,3.56,364.48,0.009767339771729586
linha e jereré,2006,Agulhao,3.44,364.48,0.009438103599648815
linha e jereré,2006,Caçao,2.17,364.48,0.005953687445127304
linha e jereré,2006,Cururuca,1.98,364.48,0.005432396839332747
linha e jereré,2006,Guaiuba,1.77,364.48,0.004856233538191396
linha e jereré,2006,Garajuba,1.7,364.48,0.0046641791044776115
linha e jereré,2006,Biquara,1.41,364.48,0.003868525021949078
linha e jereré,2006,Arabaiana,1.22,364.48,0.003347234416154521
linha e jereré,2006,Camarao,0.92,364.48,0.00252414398595259
linha e jereré,2006,Camurim,0.49,364.48,0.001344381035996488
linha e jereré,2006,Xareu,0.35,364.48,0.00096027216856892
linha e jereré,2006,Pescada,0.34,364.48,0.0009328358208955224
linha e jereré,2006,Dentao,0.17,364.48,0.0004664179104477612
linha e jereré,2006,Sardinha,0.11,364.48,0.0003017998244073749
linha e jereré,2006,Bagre,0.1,364.48,0.0002743634767339772
linha e jereré,2006,Tainha,0.09,364.48,0.0002469271290605794
linha e jereré,2006,Arraia,0.06,364.48,0.0001646180860403863
linha e jereré,2006,Garoupa,0.01,364.48,2.7436347673397717e-05
linha e jereré,2005,Peixe Voador,57.38,335.3,0.17113033104682374
linha e jereré,2005,Agulha,51.87,335.3,0.15469728601252608
linha e jereré,2005,Outros,39.51,335.3,0.11783477482851178
linha e jereré,2005,Dourado,32.83,335.3,0.09791231732776617
linha e jereré,2005,Polvo,24.26,335.3,0.07235311661198926
linha e jereré,2005,Lagosta,21.62,335.3,0.06447957053385028
linha e jereré,2005,Caico,20.53,335.3,0.061228750372800476
linha e jereré,2005,Cioba,18.29,335.3,0.05454816582165225
linha e jereré,2005,Sirigado,15.09,335.3,0.045004473605726215
linha e jereré,2005,Serra,10.95,335.3,0.0326573218013719
linha e jereré,2005,Pargo,7.24,335.3,0.021592603638532656
linha e jereré,2005,Guaiuba,4.5,335.3,0.013420817178645988
linha e jereré,2005,Caçao,4.4,335.3,0.013122576796898301
linha e jereré,2005,Bonito,3.56,335.3,0.010617357590217716
linha e jereré,2005,Biquara,3.34,335.3,0.0099612287503728
linha e jereré,2005,Garajuba,3.15,335.3,0.009394572025052192
linha e jereré,2005,Ariaco,3.09,335.3,0.009215627796003578
linha e jereré,2005,Cavala,2.94,335.3,0.008768267223382045
linha e jereré,2005,Albacora,2.24,335.3,0.006680584551148226
linha e jereré,2005,Camarao,2.22,335.3,0.006620936474798688
linha e jereré,2005,Agulhao,1.95,335.3,0.005815687444079928
linha e jereré,2005,Arabaiana,1.55,335.3,0.004622725917089174
linha e jereré,2005,Pescada,1.32,335.3,0.00393677303906949
linha e jereré,2005,Dentao,0.69,335.3,0.0020578586340590514
linha e jereré,2005,Arraia,0.25,335.3,0.0007456009543692216
linha e jereré,2005,Xareu,0.21,335.3,0.0006263048016701461
linha e jereré,2005,Bagre,0.18,335.3,0.0005368326871458395
linha e jereré,2005,Camurim,0.05,335.3,0.00014912019087384433
linha e jereré,2005,Sardinha,0.05,335.3,0.00014912019087384433
linha e jereré,2005,Garoupa,0.04,335.3,0.00011929615269907545
linha e jereré,2004,Peixe Voador,200.03,461.52,0.43341566996013176
linha e jereré,2004,Dourado,34.400000000000006,461.52,0.07453631478592479
linha e jereré,2004,Lagosta,30.69,461.52,0.06649765990639626
linha e jereré,2004,Agulha,29.15,461.52,0.06316085976772404
linha e jereré,2004,Albacora,25.48,461.52,0.05520887502166753
linha e jereré,2004,Outros,22.52,461.52,0.048795285144739124
linha e jereré,2004,Caico,21.26,461.52,0.046065175940370955
linha e jereré,2004,Serra,11.72,461.52,0.02539434910729763
linha e jereré,2004,Sardinha,10.139999999999999,461.52,0.021970878835153404
linha e jereré,2004,Pargo,9.69,461.52,0.020995839833593342
linha e jereré,2004,Cioba,8.5,461.52,0.01841740336280118
linha e jereré,2004,Polvo,8.21,461.52,0.01778904489512914
linha e jereré,2004,Guaiuba,7.25,461.52,0.015708961691801006
linha e jereré,2004,Sirigado,4.64,461.52,0.010053735482752643
linha e jereré,2004,Bonito,4.529999999999999,461.52,0.009815392615704627
linha e jereré,2004,Cavala,4.34,461.52,0.009403709481712602
linha e jereré,2004,Tainha,4.3,461.52,0.009317039348240597
linha e jereré,2004,Caçao,4.25,461.52,0.00920870168140059
linha e jereré,2004,Ariaco,3.88,461.52,0.008407002946784538
linha e jereré,2004,Agulhao,3.79,461.52,0.008211995146472527
linha e jereré,2004,Pescada,2.75,461.52,0.0059585716762003815
linha e jereré,2004,Arabaiana,2.5,461.52,0.005416883342000347
linha e jereré,2004,Garajuba,2.39,461.52,0.0051785404749523315
linha e jereré,2004,Biquara,1.98,461.52,0.004290171606864275
linha e jereré,2004,Camarao,1.67,461.52,0.0036184780724562316
linha e jereré,2004,Dentao,0.59,461.52,0.0012783844687120818
