dominant_gear_type,year,species,sp_production_ton,total_production_ton,species_share
tresmalho,2013,Tainha,50.0,214.5,0.2331002331002331
tresmalho,2013,Caico,26.2,214.5,0.12214452214452214
tresmalho,2013,Outros,16.9,214.5,0.07878787878787878
tresmalho,2013,Guaiuba,14.6,214.5,0.06806526806526807
tresmalho,2013,Peixe Voador,13.4,214.5,0.06247086247086247
tresmalho,2013,Dourado,12.5,214.5,0.05827505827505827
tresmalho,2013,Pescada,9.5,214.5,0.04428904428904429
tresmalho,2013,Serra,8.5,214.5,0.039627039627039624
tresmalho,2013,Biquara,8.2,214.5,0.03822843822843822
tresmalho,2013,Espada,6.5,214.5,0.030303030303030304
tresmalho,2013,Sardinha,5.9,214.5,0.02750582750582751
tresmalho,2013,Garabebeu,5.600000000000001,214.5,0.026107226107226114
tresmalho,2013,Garajuba,5.0,214.5,0.023310023310023312
tresmalho,2013,Arraia,4.7,214.5,0.02191142191142191
tresmalho,2013,Ariaco,3.7,214.5,0.01724941724941725
tresmalho,2013,Bonito,3.6,214.5,0.016783216783216783
tresmalho,2013,Lagosta,3.1,214.5,0.014452214452214453
tresmalho,2013,Buzios,2.8,214.5,0.013053613053613054
tresmalho,2013,Carapeba,2.4,214.5,0.011188811188811189
tresmalho,2013,Bagre,1.8,214.5,0.008391608391608392
tresmalho,2013,Cioba,1.5,214.5,0.006993006993006993
tresmalho,2013,Cururuca,1.3,214.5,0.006060606060606061
tresmalho,2013,Camurim,1.1,214.5,0.005128205128205128
tresmalho,2013,Agulha,1.0,214.5,0.004662004662004662
tresmalho,2013,Cavala,1.0,214.5,0.004662004662004662
tresmalho,2013,Caçao,0.8999999999999999,214.5,0.004195804195804196
tresmalho,2013,Albacora,0.6,214.5,0.002797202797202797
tresmalho,2013,Salema,0.6,214.5,0.002797202797202797
tresmalho,2013,Camarao,0.5,214.5,0.002331002331002331
tresmalho,2013,Marisco,0.4,214.5,0.0018648018648018648
tresmalho,2013,Dentao,0.3,214.5,0.0013986013986013986
tresmalho,2013,Camurupim,0.2,214.5,0.0009324009324009324
tresmalho,2013,Galo Do Alto,0.1,214.5,0.0004662004662004662
tresmalho,2013,Sirigado,0.1,214.5,0.0004662004662004662
tresmalho,2013,Arabaiana,0.0,214.5,0.0
tresmalho,2013,Caranguejo,0.0,214.5,0.0
tresmalho,2013,Garoupa,0.0,214.5,0.0
tresmalho,2013,Pargo,0.0,214.5,0.0
tresmalho,2013,Paru,0.0,214.5,0.0
tresmalho,2013,Polvo,0.0,214.5,0.0
tresmalho,2013,Siri,0.0,214.5,0.0
tresmalho,2013,Tilapia,0.0,214.5,0.0
tremalho,2019,Buzios,38.06,222.49,0.171063868039013
tremalho,2019,Tainha,33.56,222.49,0.15083823992089532
tremalho,2019,Cururuca,28.67,222.49,0.12885972403254078
tremalho,2019,Garabebeu,17.4,222.49,0.07820576205672164
tremalho,2019,Caico,16.73,222.49,0.07519439075913524
tremalho,2019,Ova Voador,14.1,222.49,0.06337363477010202
tremalho,2019,Pescada,10.4,222.49,0.04674367387298305
tremalho,2019,Serra,8.48,222.49,0.03811407254258618
tremalho,2019,Marisco,8.33,222.49,0.03743988493864893
tremalho,2019,Dourado,8.17,222.49,0.036720751494449186
tremalho,2019,Espada,7.8,222.49,0.03505775540473729
tremalho,2019,Bicuda,7.38,222.49,0.03317003011371297
tremalho,2019,Bonito,3.13,222.49,0.014068048002157399
tremalho,2019,Biquara,2.92,222.49,0.013124185356645241
tremalho,2019,Guaiuba,2.69,222.49,0.012090431030608117
tremalho,2019,Garajuba,2.38,222.49,0.010697109982471122
tremalho,2019,Albacora,1.98,222.49,0.008899276371971774
tremalho,2019,Ariaco,1.8,222.49,0.008090251247247068
tremalho,2019,Sardinha,1.68,222.49,0.007550901164097262
tremalho,2019,Agulhao,0.98,222.49,0.004404692345723403
tremalho,2019,Cioba,0.91,222.49,0.004090071463886017
tremalho,2019,Carapeba,0.78,222.49,0.003505775540473729
tremalho,2019,Cavala,0.62,222.49,0.00278664209627399
tremalho,2019,Xareu,0.58,222.49,0.002606858735224055
tremalho,2019,Lagosta,0.57,222.49,0.002561912894961571
tremalho,2019,Arraia,0.39,222.49,0.0017528877702368646
tremalho,2019,Outros,0.39,222.49,0.0017528877702368646
tremalho,2019,Caçao,0.35,222.49,0.0015731044091869296
tremalho,2019,Salema,0.28,222.49,0.001258483527349544
tremalho,2019,Camurim,0.24,222.49,0.001078700166299609
tremalho,2019,Carauna,0.2,222.49,0.0008989168052496742
tremalho,2019,Bagre,0.09,222.49,0.00040451256236235335
tremalho,2019,Ubarana,0.09,222.49,0.00040451256236235335
tremalho,2019,Beijupira,0.05,222.49,0.00022472920131241854
tremalho,2019,Camurupim,0.05,222.49,0.00022472920131241854
tremalho,2019,Peixe Galo,0.05,222.49,0.00022472920131241854
tremalho,2019,Peixe Voador,0.04,222.49,0.00017978336104993483
tremalho,2019,Dentao,0.03,222.49,0.00013483752078745112
tremalho,2019,Pirauna,0.03,222.49,0.00013483752078745112
tremalho,2019,Siri,0.03,222.49,0.00013483752078745112
tremalho,2019,Arabaiana,0.02,222.49,8.989168052496742e-05
tremalho,2019,Budiao,0.02,222.49,8.989168052496742e-05
tremalho,2019,Paru,0.02,222.49,8.989168052496742e-05
tremalho,2019,Sirigado,0.02,222.49,8.989168052496742e-05
tremalho,2019,Agulha,0.0,222.49,0.0
tremalho,2019,Camarao,0.0,222.49,0.0
tremalho,2019,Cangulo,0.0,222.49,0.0
tremalho,2019,Caranguejo,0.0,222.49,0.0
tremalho,2019,Garoupa,0.0,222.49,0.0
tremalho,2019,Pampo,0.0,222.49,0.0
tremalho,2019,Pargo,0.0,222.49,0.0
tremalho,2019,Polvo,0.0,222.49,0.0
tremalho,2019,Saramunete,0.0,222.49,0.0
tremalho,2019,Tilapia,0.0,222.49,0.0
tremalho,2012,Tainha,38.8,219.4,0.17684594348222424
tremalho,2012,Peixe Voador,26.1,219.4,0.11896080218778488
tremalho,2012,Caico,21.6,219.4,0.09845031905195989
tremalho,2012,Guaiuba,19.2,219.4,0.08751139471285323
tremalho,2012,Xareu,18.0,219.4,0.0820419325432999
tremalho,2012,Sardinha,12.6,219.4,0.05742935278030993
tremalho,2012,Dourado,9.0,219.4,0.04102096627164995
tremalho,2012,Espada,9.0,219.4,0.04102096627164995
tremalho,2012,Biquara,7.8,219.4,0.03555150410209663
tremalho,2012,Garabebeu,7.1,219.4,0.03236098450319052
tremalho,2012,Outros,6.3,219.4,0.028714676390154965
tremalho,2012,Carapeba,4.5,219.4,0.020510483135824976
tremalho,2012,Buzios,4.300000000000001,219.4,0.01959890610756609
tremalho,2012,Serra,4.0,219.4,0.018231540565177756
tremalho,2012,Cururuca,3.9,219.4,0.017775752051048314
tremalho,2012,Bonito,3.7,219.4,0.016864175022789425
tremalho,2012,Ariaco,3.2,219.4,0.014585232452142206
tremalho,2012,Bagre,3.0,219.4,0.013673655423883317
tremalho,2012,Garajuba,2.5,219.4,0.011394712853236098
tremalho,2012,Pescada,2.1,219.4,0.009571558796718322
tremalho,2012,Arraia,2.0,219.4,0.009115770282588878
tremalho,2012,Camurim,1.8,219.4,0.008204193254329991
tremalho,2012,Salema,1.4,219.4,0.006381039197812214
tremalho,2012,Cavala,1.1,219.4,0.005013673655423883
tremalho,2012,Caçao,0.8999999999999999,219.4,0.004102096627164995
tremalho,2012,Cioba,0.8999999999999999,219.4,0.004102096627164995
tremalho,2012,Agulhao,0.7,219.4,0.003190519598906107
tremalho,2012,Bicuda,0.7,219.4,0.003190519598906107
tremalho,2012,Albacora,0.6,219.4,0.0027347310847766633
tremalho,2012,Beijupira,0.5,219.4,0.0022789425706472195
tremalho,2012,Lagosta,0.5,219.4,0.0022789425706472195
tremalho,2012,Peixe Galo,0.5,219.4,0.0022789425706472195
tremalho,2012,Paru,0.3,219.4,0.0013673655423883317
tremalho,2012,Dentao,0.2,219.4,0.0009115770282588879
tremalho,2012,Pampo,0.2,219.4,0.0009115770282588879
tremalho,2012,Sirigado,0.2,219.4,0.0009115770282588879
tremalho,2012,Camarao,0.1,219.4,0.00045578851412944393
tremalho,2012,Camurupim,0.1,219.4,0.00045578851412944393
tremalho,2012,Agulha,0.0,219.4,0.0
tremalho,2012,Arabaiana,0.0,219.4,0.0
tremalho,2012,Budiao,0.0,219.4,0.0
tremalho,2012,Cangulo,0.0,219.4,0.0
tremalho,2012,Caranguejo,0.0,219.4,0.0
tremalho,2012,Carauna,0.0,219.4,0.0
tremalho,2012,Garoupa,0.0,219.4,0.0
tremalho,2012,Marisco,0.0,219.4,0.0
tremalho,2012,Pargo,0.0,219.4,0.0
tremalho,2012,Pirauna,0.0,219.4,0.0
tremalho,2012,Polvo,0.0,219.4,0.0
tremalho,2012,Saramunete,0.0,219.4,0.0
tremalho,2012,Siri,0.0,219.4,0.0
tremalho,2012,Tilapia,0.0,219.4,0.0
tremalho,2012,Ubarana,0.0,219.4,0.0
tremalho,2011,Outros,34.433,237.186,0.1451729866012328
tremalho,2011,Tainha,32.583,237.186,0.13737320077913534
tremalho,2011,Espada,25.31,237.186,0.10670950224718152
tremalho,2011,Caico,24.248,237.186,0.10223200357525318
tremalho,2011,Marisco,19.312,237.186,0.08142133178180837
tremalho,2011,Sardinha,19.309,237.186,0.08140868348047524
tremalho,2011,Guaiuba,13.812,237.186,0.058232779337734936
tremalho,2011,Dourado,11.228,237.186,0.04733837578946481
tremalho,2011,Biquara,9.855,237.186,0.041549669879335206
tremalho,2011,Cururuca,6.087,237.186,0.025663403404922718
tremalho,2011,Xareu,5.686,237.186,0.023972747126727548
tremalho,2011,Serra,4.03,237.186,0.016990884790839256
tremalho,2011,Carapeba,3.141,237.186,0.013242771495788116
tremalho,2011,Ariaco,2.532,237.186,0.01067516632516253
tremalho,2011,Peixe Voador,2.412,237.186,0.010169234271837291
tremalho,2011,Buzios,2.376,237.186,0.01001745465583972
tremalho,2011,Bonito,2.154,237.186,0.009081480357188029
tremalho,2011,Pescada,1.954,237.186,0.008238260268312632
tremalho,2011,Caçao,1.85,237.186,0.007799785822097426
tremalho,2011,Agulhao,1.547,237.186,0.0065223073874511985
tremalho,2011,Salema,1.438,237.186,0.0060627524390141066
tremalho,2011,Cioba,1.435,237.186,0.006050104137680977
tremalho,2011,Camarao,1.415,237.186,0.005965782128793436
tremalho,2011,Bagre,1.223,237.186,0.005156290843473055
tremalho,2011,Arraia,1.131,237.186,0.004768409602590372
tremalho,2011,Cavala,1.104,237.186,0.004654574890592194
tremalho,2011,Camurim,1.08,237.186,0.004553388479927146
tremalho,2011,Albacora,0.8130000000000001,237.186,0.0034276896612784906
tremalho,2011,Garajuba,0.806,237.186,0.0033981769581678516
tremalho,2011,Beijupira,0.677,237.186,0.00285430000084322
tremalho,2011,Lagosta,0.346,237.186,0.0014587707537544372
tremalho,2011,Bicuda,0.339,237.186,0.0014292580506437985
tremalho,2011,Camurupim,0.298,237.186,0.001256397932424342
tremalho,2011,Paru,0.244,237.186,0.0010287285084279846
tremalho,2011,Agulha,0.212,237.186,0.0008938132942079212
tremalho,2011,Pampo,0.175,237.186,0.0007378175777659726
tremalho,2011,Sirigado,0.173,237.186,0.0007293853768772186
tremalho,2011,Peixe Galo,0.165,237.186,0.0006956565733222029
tremalho,2011,Dentao,0.114,237.186,0.0004806354506589765
tremalho,2011,Arabaiana,0.058,237.186,0.00024453382577386526
tremalho,2011,Pargo,0.047,237.186,0.00019815672088571837
tremalho,2011,Budiao,0.028,237.186,0.00011805081244255562
tremalho,2011,Garoupa,0.004,237.186,1.6864401777507948e-05
tremalho,2011,Siri,0.002,237.186,8.432200888753974e-06
tremalho,2011,Cangulo,0.0,237.186,0.0
tremalho,2011,Caranguejo,0.0,237.186,0.0
tremalho,2011,Carauna,0.0,237.186,0.0
tremalho,2011,Garabebeu,0.0,237.186,0.0
tremalho,2011,Pirauna,0.0,237.186,0.0
tremalho,2011,Polvo,0.0,237.186,0.0
tremalho,2011,Saramunete,0.0,237.186,0.0
tremalho,2011,Tilapia,0.0,237.186,0.0
traineira,2023,Tainha,6.94,33.19,0.20909912624284427
traineira,2023,Lagosta,4.77,33.19,0.14371798734558602
traineira,2023,Carapeba,4.5,33.19,0.13558300692979813
traineira,2023,Pampo,2.92,33.19,0.08797830671889123
traineira,2023,Caico,2.74,33.19,0.08255498644169931
traineira,2023,Ariaco,1.62,33.19,0.048809882494727334
traineira,2023,Salema,1.25,33.19,0.037661946369388376
traineira,2023,Buzios,0.9,33.19,0.02711660138595963
traineira,2023,Arraia,0.8,33.19,0.02410364567640856
traineira,2023,Bagre,0.79,33.19,0.02380235010545345
traineira,2023,Agulha,0.77,33.19,0.02319975896354324
traineira,2023,Cioba,0.73,33.19,0.021994576679722808
traineira,2023,Serra,0.73,33.19,0.021994576679722808
traineira,2023,Ubarana,0.69,33.19,0.02078939439590238
traineira,2023,Caranguejo,0.66,33.19,0.01988550768303706
traineira,2023,Pescada,0.39,33.19,0.011750527267249173
traineira,2023,Camurupim,0.3,33.19,0.009038867128653209
traineira,2023,Caçao,0.28,33.19,0.008436275986742996
traineira,2023,Cavala,0.22,33.19,0.006628502561012353
traineira,2023,Paru,0.19,33.19,0.005724615848147032
traineira,2023,Camurim,0.18,33.19,0.005423320277191925
traineira,2023,Cururuca,0.18,33.19,0.005423320277191925
traineira,2023,Dentao,0.16,33.19,0.004820729135281712
traineira,2023,Xareu,0.13,33.19,0.003916842422416391
traineira,2023,Garajuba,0.12,33.19,0.0036155468514612837
traineira,2023,Garabebeu,0.11,33.19,0.0033142512805061767
traineira,2023,Peixe Voador,0.04,33.19,0.001205182283820428
traineira,2023,Peixe Galo,0.03,33.19,0.0009038867128653209
traineira,2023,Sirigado,0.02,33.19,0.000602591141910214
traineira,2023,Pargo,0.01,33.19,0.000301295570955107
traineira,2023,Polvo,0.01,33.19,0.000301295570955107
traineira,2023,Tilapia,0.01,33.19,0.000301295570955107
traineira,2023,Agulhao,0.0,33.19,0.0
traineira,2023,Albacora,0.0,33.19,0.0
traineira,2023,Arabaiana,0.0,33.19,0.0
traineira,2023,Beijupira,0.0,33.19,0.0
traineira,2023,Bicuda,0.0,33.19,0.0
traineira,2023,Biquara,0.0,33.19,0.0
traineira,2023,Bonito,0.0,33.19,0.0
traineira,2023,Budiao,0.0,33.19,0.0
traineira,2023,Camarao,0.0,33.19,0.0
traineira,2023,Cangulo,0.0,33.19,0.0
traineira,2023,Carauna,0.0,33.19,0.0
traineira,2023,Dourado,0.0,33.19,0.0
traineira,2023,Espada,0.0,33.19,0.0
traineira,2023,Garoupa,0.0,33.19,0.0
traineira,2023,Guaiuba,0.0,33.19,0.0
traineira,2023,Marisco,0.0,33.19,0.0
traineira,2023,Outros,0.0,33.19,0.0
traineira,2023,Ova Voador,0.0,33.19,0.0
traineira,2023,Pirauna,0.0,33.19,0.0
traineira,2023,Saramunete,0.0,33.19,0.0
traineira,2023,Sardinha,0.0,33.19,0.0
traineira,2023,Siri,0.0,33.19,0.0
traineira,2022,Tainha,71.17,228.07000000000002,0.31205331696408994
traineira,2022,Buzios,39.72,228.07000000000002,0.17415705704389
traineira,2022,Caico,19.71,228.07000000000002,0.08642083570833516
traineira,2022,Garabebeu,14.5,228.07000000000002,0.06357697198228614
traineira,2022,Guaiuba,12.8,228.07000000000002,0.05612312009470776
traineira,2022,Ova Voador,11.73,228.07000000000002,0.05143157802429078
traineira,2022,Marisco,10.8,228.07000000000002,0.047353882579909676
traineira,2022,Carapeba,6.4,228.07000000000002,0.02806156004735388
traineira,2022,Dourado,3.3,228.07000000000002,0.014469241899416844
traineira,2022,Pescada,3.25,228.07000000000002,0.014250010961546893
traineira,2022,Cioba,3.0,228.07000000000002,0.013153856272197131
traineira,2022,Lagosta,3.0,228.07000000000002,0.013153856272197131
traineira,2022,Espada,2.6,228.07000000000002,0.011400008769237514
traineira,2022,Serra,2.59,228.07000000000002,0.011356162581663522
traineira,2022,Ariaco,1.99,228.07000000000002,0.008725391327224098
traineira,2022,Bicuda,1.94,228.07000000000002,0.008506160389354145
traineira,2022,Camurim,1.8,228.07000000000002,0.007892313763318278
traineira,2022,Outros,1.77,228.07000000000002,0.007760775200596307
traineira,2022,Cavala,1.4000000000000001,228.07000000000002,0.006138466260358662
traineira,2022,Agulhao,1.31,228.07000000000002,0.005743850572192747
traineira,2022,Caranguejo,1.3,228.07000000000002,0.005700004384618757
traineira,2022,Garajuba,1.3,228.07000000000002,0.005700004384618757
traineira,2022,Biquara,1.28,228.07000000000002,0.005612312009470776
traineira,2022,Bonito,1.25,228.07000000000002,0.005480773446748805
traineira,2022,Bagre,1.07,228.07000000000002,0.004691542070416977
traineira,2022,Pampo,0.73,228.07000000000002,0.0032007716929013017
traineira,2022,Salema,0.7200000000000001,228.07000000000002,0.0031569255053273118
traineira,2022,Xareu,0.71,228.07000000000002,0.003113079317753321
traineira,2022,Ubarana,0.65,228.07000000000002,0.0028500021923093784
traineira,2022,Arraia,0.63,228.07000000000002,0.0027623098171613977
traineira,2022,Paru,0.6000000000000001,228.07000000000002,0.0026307712544394266
traineira,2022,Agulha,0.59,228.07000000000002,0.002586925066865436
traineira,2022,Caçao,0.5,228.07000000000002,0.0021923093786995218
traineira,2022,Cururuca,0.5,228.07000000000002,0.0021923093786995218
traineira,2022,Peixe Galo,0.31,228.07000000000002,0.0013592318147937035
traineira,2022,Albacora,0.27,228.07000000000002,0.0011838470644977418
traineira,2022,Dentao,0.2,228.07000000000002,0.0008769237514798088
traineira,2022,Tilapia,0.18000000000000002,228.07000000000002,0.0007892313763318279
traineira,2022,Sardinha,0.15,228.07000000000002,0.0006576928136098565
traineira,2022,Beijupira,0.12,228.07000000000002,0.0005261542508878853
traineira,2022,Camurupim,0.1,228.07000000000002,0.0004384618757399044
traineira,2022,Peixe Voador,0.04,228.07000000000002,0.00017538475029596175
traineira,2022,Sirigado,0.04,228.07000000000002,0.00017538475029596175
traineira,2022,Arabaiana,0.03,228.07000000000002,0.00013153856272197131
traineira,2022,Carauna,0.01,228.07000000000002,4.384618757399044e-05
traineira,2022,Polvo,0.01,228.07000000000002,4.384618757399044e-05
traineira,2022,Budiao,0.0,228.07000000000002,0.0
traineira,2022,Camarao,0.0,228.07000000000002,0.0
traineira,2022,Cangulo,0.0,228.07000000000002,0.0
traineira,2022,Garoupa,0.0,228.07000000000002,0.0
traineira,2022,Pargo,0.0,228.07000000000002,0.0
traineira,2022,Pirauna,0.0,228.07000000000002,0.0
traineira,2022,Saramunete,0.0,228.07000000000002,0.0
traineira,2022,Siri,0.0,228.07000000000002,0.0
traineira,2021,Tainha,72.51,222.62,0.32571197556374093
traineira,2021,Ova Voador,22.38,222.62,0.10053005120833707
traineira,2021,Buzios,21.3,222.62,0.09567873506423502
traineira,2021,Caico,19.75,222.62,0.08871619800557003
traineira,2021,Marisco,13.98,222.62,0.06279759230976552
traineira,2021,Guaiuba,10.57,222.62,0.04748001078070254
traineira,2021,Garabebeu,9.389999999999999,222.62,0.04217949869733177
traineira,2021,Dourado,7.59,222.62,0.03409397179049501
traineira,2021,Espada,5.99,222.62,0.02690683676219567
traineira,2021,Lagosta,4.590000000000001,222.62,0.020618093612433747
traineira,2021,Carapeba,3.8,222.62,0.01706944569221094
traineira,2021,Serra,3.1599999999999997,222.62,0.014194591680891202
traineira,2021,Bicuda,2.98,222.62,0.013386038990207528
traineira,2021,Pescada,2.95,222.62,0.013251280208426917
traineira,2021,Pampo,1.77,222.62,0.00795076812505615
traineira,2021,Sardinha,1.69,222.62,0.0075914113736411815
traineira,2021,Bonito,1.6400000000000001,222.62,0.007366813404006828
traineira,2021,Cioba,1.53,222.62,0.006872697870811247
traineira,2021,Salema,1.44,222.62,0.0064684215254694095
traineira,2021,Biquara,1.34,222.62,0.006019225586200701
traineira,2021,Ariaco,1.29,222.62,0.005794627616566347
traineira,2021,Arraia,1.23,222.62,0.005525110053005121
traineira,2021,Caranguejo,1.03,222.62,0.004626718174467703
traineira,2021,Outros,0.91,222.62,0.004087683047345252
traineira,2021,Bagre,0.9,222.62,0.004042763453418381
traineira,2021,Cavala,0.82,222.62,0.0036834067020034135
traineira,2021,Camurim,0.73,222.62,0.0032791303566615756
traineira,2021,Agulhao,0.6,222.62,0.002695175635612254
traineira,2021,Cururuca,0.54,222.62,0.0024256580720510286
traineira,2021,Garajuba,0.49,222.62,0.002201060102416674
traineira,2021,Albacora,0.48,222.62,0.002156140508489803
traineira,2021,Xareu,0.48,222.62,0.002156140508489803
traineira,2021,Caçao,0.47000000000000003,222.62,0.0021112209145629324
traineira,2021,Carauna,0.46,222.62,0.0020663013206360615
traineira,2021,Camurupim,0.4,222.62,0.0017967837570748361
traineira,2021,Budiao,0.32,222.62,0.0014374270056598689
traineira,2021,Agulha,0.25,222.62,0.0011229898481717724
traineira,2021,Paru,0.25,222.62,0.0011229898481717724
traineira,2021,Peixe Galo,0.2,222.62,0.0008983918785374181
traineira,2021,Beijupira,0.18,222.62,0.0008085526906836762
traineira,2021,Peixe Voador,0.1,222.62,0.00044919593926870903
traineira,2021,Sirigado,0.05,222.62,0.00022459796963435452
traineira,2021,Dentao,0.04,222.62,0.0001796783757074836
traineira,2021,Ubarana,0.03,222.62,0.0001347587817806127
traineira,2021,Pargo,0.01,222.62,4.49195939268709e-05
traineira,2021,Tilapia,0.01,222.62,4.49195939268709e-05
traineira,2021,Arabaiana,0.0,222.62,0.0
traineira,2021,Camarao,0.0,222.62,0.0
traineira,2021,Cangulo,0.0,222.62,0.0
traineira,2021,Garoupa,0.0,222.62,0.0
traineira,2021,Pirauna,0.0,222.62,0.0
traineira,2021,Polvo,0.0,222.62,0.0
traineira,2021,Saramunete,0.0,222.62,0.0
traineira,2021,Siri,0.0,222.62,0.0
traineira,2020,Albacora,137.05,176.10000000000002,0.7782509937535491
traineira,2020,Tainha,9.38,176.10000000000002,0.05326519023282226
traineira,2020,Carapeba,5.13,176.10000000000002,0.029131175468483813
traineira,2020,Garabebeu,2.12,176.10000000000002,0.01203861442362294
traineira,2020,Bonito,2.08,176.10000000000002,0.011811470755252696
traineira,2020,Outros,2.01,176.10000000000002,0.011413969335604767
traineira,2020,Cioba,1.99,176.10000000000002,0.011300397501419646
traineira,2020,Caico,1.53,176.10000000000002,0.008688245315161838
traineira,2020,Biquara,1.52,176.10000000000002,0.008631459398069278
traineira,2020,Lagosta,1.5,176.10000000000002,0.008517887563884156
traineira,2020,Carauna,1.42,176.10000000000002,0.008063600227143667
traineira,2020,Pampo,1.31,176.10000000000002,0.007438955139125496
traineira,2020,Salema,1.07,176.10000000000002,0.006076093128904031
traineira,2020,Arraia,0.9,176.10000000000002,0.005110732538330494
traineira,2020,Ova Voador,0.87,176.10000000000002,0.00494037478705281
traineira,2020,Ariaco,0.81,176.10000000000002,0.0045996592844974446
traineira,2020,Budiao,0.77,176.10000000000002,0.0043725156161272
traineira,2020,Camurupim,0.74,176.10000000000002,0.004202157864849516
traineira,2020,Caranguejo,0.7,176.10000000000002,0.003975014196479273
traineira,2020,Camurim,0.61,176.10000000000002,0.0034639409426462232
traineira,2020,Bagre,0.54,176.10000000000002,0.0030664395229982964
traineira,2020,Pescada,0.39,176.10000000000002,0.0022146507666098805
traineira,2020,Dourado,0.31,176.10000000000002,0.001760363429869392
traineira,2020,Serra,0.27,176.10000000000002,0.0015332197614991482
traineira,2020,Garajuba,0.24,176.10000000000002,0.0013628620102214648
traineira,2020,Cavala,0.17,176.10000000000002,0.0009653605905735377
traineira,2020,Guaiuba,0.15,176.10000000000002,0.0008517887563884156
traineira,2020,Dentao,0.1,176.10000000000002,0.0005678591709256105
traineira,2020,Paru,0.1,176.10000000000002,0.0005678591709256105
traineira,2020,Pargo,0.09,176.10000000000002,0.0005110732538330493
traineira,2020,Cururuca,0.08,176.10000000000002,0.0004542873367404883
traineira,2020,Caçao,0.06,176.10000000000002,0.0003407155025553662
traineira,2020,Agulha,0.05,176.10000000000002,0.00028392958546280523
traineira,2020,Espada,0.02,176.10000000000002,0.00011357183418512207
traineira,2020,Sardinha,0.01,176.10000000000002,5.678591709256104e-05
traineira,2020,Ubarana,0.01,176.10000000000002,5.678591709256104e-05
traineira,2020,Agulhao,0.0,176.10000000000002,0.0
traineira,2020,Arabaiana,0.0,176.10000000000002,0.0
traineira,2020,Beijupira,0.0,176.10000000000002,0.0
traineira,2020,Bicuda,0.0,176.10000000000002,0.0
traineira,2020,Buzios,0.0,176.10000000000002,0.0
traineira,2020,Camarao,0.0,176.10000000000002,0.0
traineira,2020,Cangulo,0.0,176.10000000000002,0.0
traineira,2020,Garoupa,0.0,176.10000000000002,0.0
traineira,2020,Marisco,0.0,176.10000000000002,0.0
traineira,2020,Peixe Galo,0.0,176.10000000000002,0.0
traineira,2020,Peixe Voador,0.0,176.10000000000002,0.0
traineira,2020,Pirauna,0.0,176.10000000000002,0.0
traineira,2020,Polvo,0.0,176.10000000000002,0.0
traineira,2020,Saramunete,0.0,176.10000000000002,0.0
traineira,2020,Siri,0.0,176.10000000000002,0.0
traineira,2020,Sirigado,0.0,176.10000000000002,0.0
traineira,2020,Tilapia,0.0,176.10000000000002,0.0
traineira,2020,Xareu,0.0,176.10000000000002,0.0
traineira,2019,Lagosta,9.67,34.33,0.2816778327993009
traineira,2019,Tainha,7.6,34.33,0.2213807165744247
traineira,2019,Carapeba,3.51,34.33,0.10224293620739877
traineira,2019,Caico,1.82,34.33,0.053014855811243815
traineira,2019,Ariaco,1.25,34.33,0.03641130206816196
traineira,2019,Caranguejo,0.88,34.33,0.02563355665598602
traineira,2019,Cioba,0.83,34.33,0.02417710457325954
traineira,2019,Biquara,0.81,34.33,0.02359452374016895
traineira,2019,Serra,0.76,34.33,0.02213807165744247
traineira,2019,Camurim,0.7,34.33,0.020390329158170697
traineira,2019,Salema,0.68,34.33,0.01980774832508011
traineira,2019,Arraia,0.67,34.33,0.01951645790853481
traineira,2019,Camurupim,0.63,34.33,0.018351296242353626
traineira,2019,Garajuba,0.57,34.33,0.016603553743081853
traineira,2019,Bagre,0.52,34.33,0.015147101660355376
traineira,2019,Cururuca,0.5,34.33,0.014564520827264784
traineira,2019,Garabebeu,0.4,34.33,0.011651616661811828
traineira,2019,Pescada,0.4,34.33,0.011651616661811828
traineira,2019,Ubarana,0.38,34.33,0.011069035828721235
traineira,2019,Pampo,0.29,34.33,0.008447422079813574
traineira,2019,Budiao,0.25,34.33,0.007282260413632392
traineira,2019,Bonito,0.21,34.33,0.006117098747451209
traineira,2019,Carauna,0.18,34.33,0.0052432274978153216
traineira,2019,Paru,0.18,34.33,0.0052432274978153216
traineira,2019,Cavala,0.17,34.33,0.004951937081270027
traineira,2019,Caçao,0.13,34.33,0.003786775415088844
traineira,2019,Dentao,0.11,34.33,0.0032041945819982526
traineira,2019,Guaiuba,0.09,34.33,0.0026216137489076608
traineira,2019,Bicuda,0.04,34.33,0.0011651616661811828
traineira,2019,Xareu,0.04,34.33,0.0011651616661811828
traineira,2019,Outros,0.03,34.33,0.000873871249635887
traineira,2019,Agulha,0.02,34.33,0.0005825808330905914
traineira,2019,Saramunete,0.01,34.33,0.0002912904165452957
traineira,2019,Agulhao,0.0,34.33,0.0
traineira,2019,Albacora,0.0,34.33,0.0
traineira,2019,Arabaiana,0.0,34.33,0.0
traineira,2019,Beijupira,0.0,34.33,0.0
traineira,2019,Buzios,0.0,34.33,0.0
traineira,2019,Camarao,0.0,34.33,0.0
traineira,2019,Cangulo,0.0,34.33,0.0
traineira,2019,Dourado,0.0,34.33,0.0
traineira,2019,Espada,0.0,34.33,0.0
traineira,2019,Garoupa,0.0,34.33,0.0
traineira,2019,Marisco,0.0,34.33,0.0
traineira,2019,Ova Voador,0.0,34.33,0.0
traineira,2019,Pargo,0.0,34.33,0.0
