platform_exposure_class,year,species,sp_production_ton,total_production_ton,species_share
20-50 km,2011,Arraia,36.481,2928.528,0.012457111559117755
20-50 km,2011,Sirigado,35.201,2928.528,0.012020031906814619
20-50 km,2011,Camurim,30.596999999999998,2928.528,0.010447911032436774
20-50 km,2011,Pescada,29.961,2928.528,0.010230737080198653
20-50 km,2011,Cavala,25.983999999999998,2928.528,0.008872716941753673
20-50 km,2011,Salema,25.042,2928.528,0.008551053635136835
20-50 km,2011,Sardinha,24.472,2928.528,0.008356416602470594
20-50 km,2011,Agulhao,21.824,2928.528,0.00745220807176848
20-50 km,2011,Paru,21.194,2928.528,0.007237082930400529
20-50 km,2011,Marisco,19.53,2928.528,0.006668879382406452
20-50 km,2011,Xareu,18.912,2928.528,0.006457851862778843
20-50 km,2011,Arabaiana,13.404000000000002,2928.528,0.004577043483961909
20-50 km,2011,Pargo,13.190999999999999,2928.528,0.00450431069807084
20-50 km,2011,Garoupa,13.011,2928.528,0.004442846371965711
20-50 km,2011,Buzios,10.233,2928.528,0.0034942469390765603
20-50 km,2011,Camurupim,9.836,2928.528,0.0033586839531669155
20-50 km,2011,Dentao,8.552,2928.528,0.0029202384269503313
20-50 km,2011,Tilapia,7.228,2928.528,0.0024681341615992746
20-50 km,2011,Polvo,6.824,2928.528,0.002330180896341097
20-50 km,2011,Bicuda,4.753,2928.528,0.0016229996776537566
20-50 km,2011,Beijupira,4.332,2928.528,0.001479241448263428
20-50 km,2011,Pampo,3.439,2928.528,0.001174310097086318
20-50 km,2011,Peixe Galo,3.414,2928.528,0.0011657733851272722
20-50 km,2011,Caranguejo,2.366,2928.528,0.0008079144198040792
20-50 km,2011,Siri,1.262,2928.528,0.0004309332196926238
20-50 km,2011,Budiao,1.14,2928.528,0.000389274065332481
20-50 km,2011,Cangulo,0.423,2928.528,0.0001444411663470522
20-50 km,2011,Carauna,0.386,2928.528,0.00013180683264766465
20-50 km,2011,Pirauna,0.367,2928.528,0.00012531893155878995
20-50 km,2011,Garabebeu,0.12100000000000001,2928.528,4.1317685881780886e-05
20-50 km,2011,Saramunete,0.02,2928.528,6.82936956723651e-06
20-50 km,2010,Peixe Voador,310.358,2897.171,0.1071245017984786
20-50 km,2010,Albacora,284.147,2897.171,0.09807740033294549
20-50 km,2010,Dourado,216.57200000000003,2897.171,0.07475292276500077
20-50 km,2010,Lagosta,191.84499999999997,2897.171,0.06621804512056761
20-50 km,2010,Caico,176.62300000000002,2897.171,0.06096395414699375
20-50 km,2010,Outros,170.46099999999998,2897.171,0.05883705173080912
20-50 km,2010,Serra,135.498,2897.171,0.046769072312266
20-50 km,2010,Sirigado,116.36800000000001,2897.171,0.04016607925455557
20-50 km,2010,Cururuca,100.132,2897.171,0.03456199168085005
20-50 km,2010,Tainha,94.841,2897.171,0.032735727369906716
20-50 km,2010,Camarao,84.641,2897.171,0.029215051510594305
20-50 km,2010,Ariaco,82.744,2897.171,0.02856027483362218
20-50 km,2010,Guaiuba,71.13000000000001,2897.171,0.024551536654205088
20-50 km,2010,Bagre,67.55,2897.171,0.023315848460446414
20-50 km,2010,Cavala,65.627,2897.171,0.022652097511676045
20-50 km,2010,Cioba,63.395,2897.171,0.02188169079422651
20-50 km,2010,Agulha,62.974000000000004,2897.171,0.02173637662395489
20-50 km,2010,Garajuba,61.118,2897.171,0.02109575168328
20-50 km,2010,Carapeba,59.49,2897.171,0.020533824202989746
20-50 km,2010,Bonito,53.823,2897.171,0.01857777811527176
20-50 km,2010,Caçao,51.771,2897.171,0.017869500971810087
20-50 km,2010,Salema,41.366,2897.171,0.014278066431011495
20-50 km,2010,Pescada,39.323,2897.171,0.013572895766249215
20-50 km,2010,Biquara,38.612,2897.171,0.013327483948997144
20-50 km,2010,Arraia,37.768,2897.171,0.013036165279854038
20-50 km,2010,Camurim,36.957,2897.171,0.012756237032608708
20-50 km,2010,Sardinha,34.801,2897.171,0.012012062801954045
20-50 km,2010,Dentao,29.730999999999998,2897.171,0.010262079801295816
20-50 km,2010,Agulhao,24.113,2897.171,0.008322946764274529
20-50 km,2010,Albacorinha,18.458999999999996,2897.171,0.006371387812455667
20-50 km,2010,Xareu,18.311,2897.171,0.006320303496065645
20-50 km,2010,Budiao,15.38,2897.171,0.005308626932963226
20-50 km,2010,Arabaiana,9.862,2897.171,0.003404010325935197
20-50 km,2010,Pargo,9.175,2897.171,0.003166882451881508
20-50 km,2010,Camurupim,7.101,2897.171,0.0024510116938213176
20-50 km,2010,Polvo,6.632999999999999,2897.171,0.0022894748014528656
20-50 km,2010,Caranguejo,4.186,2897.171,0.0014448577595178194
20-50 km,2010,Garoupa,3.964,2897.171,0.0013682312849327845
20-50 km,2010,Cangulo,0.321,2897.171,0.00011079774027836121
20-50 km,2009,Peixe Voador,600.2590999999999,3213.9997999999996,0.18676388841094513
20-50 km,2009,Camarao,384.20399999999995,3213.9997999999996,0.11954076661734701
20-50 km,2009,Albacora,335.2504,3213.9997999999996,0.10430940288173013
20-50 km,2009,Lagosta,189.5876,3213.9997999999996,0.05898805594200723
20-50 km,2009,Dourado,137.45000000000002,3213.9997999999996,0.04276602630778012
20-50 km,2009,Serra,127.03059999999999,3213.9997999999996,0.03952414682788717
20-50 km,2009,Outros,126.3615,3213.9997999999996,0.0393159638653369
20-50 km,2009,Cururuca,124.4332,3213.9997999999996,0.03871599494187897
20-50 km,2009,Tainha,121.41649999999998,3213.9997999999996,0.03777738256237601
20-50 km,2009,Ariaco,108.32469999999999,3213.9997999999996,0.03370401578743098
20-50 km,2009,Sirigado,107.9508,3213.9997999999996,0.03358768099487748
20-50 km,2009,Caico,97.35810000000001,3213.9997999999996,0.030291881163153782
20-50 km,2009,Cioba,87.1418,3213.9997999999996,0.027113193970951716
20-50 km,2009,Guaiuba,82.9288,3213.9997999999996,0.02580236626025926
20-50 km,2009,Garajuba,68.7064,3213.9997999999996,0.02137722597244717
20-50 km,2009,Carapeba,55.0087,3213.9997999999996,0.017115340206306173
20-50 km,2009,Cavala,47.0793,3213.9997999999996,0.014648196306670589
20-50 km,2009,Caçao,45.450900000000004,3213.9997999999996,0.014141537905509517
20-50 km,2009,Salema,41.4315,3213.9997999999996,0.01289094666402904
20-50 km,2009,Camurim,41.0578,3213.9997999999996,0.012774674099232988
20-50 km,2009,Bagre,34.2652,3213.9997999999996,0.010661232772945414
20-50 km,2009,Biquara,30.0276,3213.9997999999996,0.009342751048086562
20-50 km,2009,Agulha,29.4745,3213.9997999999996,0.00917066018485751
20-50 km,2009,Arraia,28.3345,3213.9997999999996,0.008815961967390292
20-50 km,2009,Pescada,28.0887,3213.9997999999996,0.008739484053483763
20-50 km,2009,Agulhao,24.824,3213.9997999999996,0.007723709254742332
20-50 km,2009,Pargo,19.7387,3213.9997999999996,0.006141475179930006
20-50 km,2009,Bonito,18.154999999999998,3213.9997999999996,0.005648724682559097
20-50 km,2009,Sardinha,17.587,3213.9997999999996,0.0054719978513999915
20-50 km,2009,Xareu,11.2388,3213.9997999999996,0.0034968266021671813
20-50 km,2009,Arabaiana,9.5347,3213.9997999999996,0.002966614994811139
20-50 km,2009,Dentao,9.412099999999999,3213.9997999999996,0.00292846937949405
20-50 km,2009,Camurupim,5.9365,3213.9997999999996,0.0018470754105211831
20-50 km,2009,Budiao,5.6198,3213.9997999999996,0.0017485377565984914
20-50 km,2009,Polvo,4.8578,3213.9997999999996,0.001511450000712508
20-50 km,2009,Albacorinha,4.2207,3213.9997999999996,0.0013132234793542927
20-50 km,2009,Garoupa,1.9857999999999998,3213.9997999999996,0.0006178594037249162
20-50 km,2009,Caranguejo,1.6928,3213.9997999999996,0.0005266957390600959
20-50 km,2009,Cangulo,0.5739,3213.9997999999996,0.00017856255000389237
20-50 km,2009,Espada,0.0,3213.9997999999996,0.0
20-50 km,2008,Camarao,305.59000000000003,1308.92,0.23346728600678424
20-50 km,2008,Lagosta,182.79,1308.92,0.1396494820157076
20-50 km,2008,Peixe Voador,171.24,1308.92,0.13082541331784983
20-50 km,2008,Agulha,81.67,1308.92,0.06239495156312074
20-50 km,2008,Sirigado,49.85,1308.92,0.03808483329768053
20-50 km,2008,Caico,49.22,1308.92,0.037603520459615555
20-50 km,2008,Outros,44.93,1308.92,0.03432600922898267
20-50 km,2008,Dourado,44.69,1308.92,0.03414265195733887
20-50 km,2008,Tainha,40.849999999999994,1308.92,0.031208935611038102
20-50 km,2008,Ariaco,38.58,1308.92,0.029474681416740516
20-50 km,2008,Cioba,35.46,1308.92,0.027091036885371143
20-50 km,2008,Guaiuba,34.29,1308.92,0.026197170186107628
20-50 km,2008,Serra,23.94,1308.92,0.018289887846468844
20-50 km,2008,Caçao,22.77,1308.92,0.01739602114720533
20-50 km,2008,Cururuca,18.23,1308.92,0.013927512758610152
20-50 km,2008,Garajuba,17.86,1308.92,0.013644836964825963
20-50 km,2008,Cavala,17.479999999999997,1308.92,0.01335452128472328
20-50 km,2008,Arraia,16.67,1308.92,0.012735690492925465
20-50 km,2008,Carapeba,11.43,1308.92,0.008732390062035876
20-50 km,2008,Albacora,11.27,1308.92,0.00861015188094001
20-50 km,2008,Pargo,10.610000000000001,1308.92,0.008105919383919568
20-50 km,2008,Biquara,9.59,1308.92,0.0073266509794334255
20-50 km,2008,Camurim,8.09,1308.92,0.006180668031659688
20-50 km,2008,Arabaiana,7.66,1308.92,0.005852152919964551
20-50 km,2008,Salema,7.45,1308.92,0.005691715307276228
20-50 km,2008,Bagre,6.87,1308.92,0.005248601900803716
20-50 km,2008,Agulhao,5.33,1308.92,0.004072059407756012
20-50 km,2008,Sardinha,4.87,1308.92,0.0037206246371053998
20-50 km,2008,Pescada,4.73,1308.92,0.0036136662286465177
20-50 km,2008,Xareu,4.7,1308.92,0.0035907465696910427
20-50 km,2008,Dentao,4.08,1308.92,0.003117073617944565
20-50 km,2008,Bonito,4.0,1308.92,0.003055954527396632
20-50 km,2008,Budiao,3.75,1308.92,0.0028649573694343425
20-50 km,2008,Camurupim,3.27,1308.92,0.002498242826146747
20-50 km,2008,Polvo,2.35,1308.92,0.0017953732848455214
20-50 km,2008,Garoupa,2.23,1308.92,0.0017036946490236223
20-50 km,2008,Caranguejo,0.53,1308.92,0.00040491397488005376
20-50 km,2008,Cangulo,0.0,1308.92,0.0
20-50 km,2007,Peixe Voador,231.53,631.64,0.36655373313912987
20-50 km,2007,Dourado,68.82000000000001,631.64,0.10895446773478565
20-50 km,2007,Lagosta,66.95,631.64,0.10599392058767654
20-50 km,2007,Agulha,49.36,631.64,0.07814577924134
20-50 km,2007,Outros,33.35,631.64,0.0527990627572668
20-50 km,2007,Caico,16.89,631.64,0.02673991514153632
20-50 km,2007,Serra,16.27,631.64,0.025758343360141853
20-50 km,2007,Ariaco,13.209999999999999,631.64,0.020913811664872394
20-50 km,2007,Sirigado,12.610000000000001,631.64,0.019963903489329367
20-50 km,2007,Cioba,11.26,631.64,0.017826610094357546
20-50 km,2007,Cavala,11.06,631.64,0.017509974035843204
20-50 km,2007,Guaiuba,9.76,631.64,0.015451839655499969
20-50 km,2007,Garajuba,9.47,631.64,0.014992717370654171
20-50 km,2007,Pargo,8.68,631.64,0.013742004939522512
20-50 km,2007,Albacora,8.23,631.64,0.013029573807865241
20-50 km,2007,Tainha,7.920000000000001,631.64,0.012538787917168009
20-50 km,2007,Polvo,7.84,631.64,0.01241213349376227
20-50 km,2007,Biquara,7.569999999999999,631.64,0.011984674814767905
20-50 km,2007,Caçao,5.17,631.64,0.008185042112595782
20-50 km,2007,Camarao,4.779999999999999,631.64,0.007567601798492811
20-50 km,2007,Cururuca,4.08,631.64,0.00645937559369261
20-50 km,2007,Arraia,3.79,631.64,0.0060002533088468115
20-50 km,2007,Garoupa,3.59,631.64,0.005683617250332468
20-50 km,2007,Agulhao,3.31,631.64,0.005240326768412387
20-50 km,2007,Camurim,2.6,631.64,0.004116268760686467
20-50 km,2007,Xareu,1.94,631.64,0.003071369767589133
20-50 km,2007,Bonito,1.8199999999999998,631.64,0.002881388132480527
20-50 km,2007,Pescada,1.78,631.64,0.0028180609207776584
20-50 km,2007,Arabaiana,1.74,631.64,0.0027547337090747894
20-50 km,2007,Bagre,1.47,631.64,0.0023272750300804257
20-50 km,2007,Carapeba,1.17,631.64,0.0018523209423089101
20-50 km,2007,Dentao,1.06,631.64,0.0016781711101260214
20-50 km,2007,Caranguejo,0.8,631.64,0.0012665442340573745
20-50 km,2007,Salema,0.71,631.64,0.0011240580077259198
20-50 km,2007,Sardinha,0.5599999999999999,631.64,0.0008865809638401621
20-50 km,2007,Camurupim,0.49,631.64,0.0007757583433601418
20-50 km,2006,Peixe Voador,128.08,487.65999999999997,0.2626420046753886
20-50 km,2006,Outros,44.849999999999994,487.65999999999997,0.0919698150350654
20-50 km,2006,Agulha,44.019999999999996,487.65999999999997,0.09026780953943321
20-50 km,2006,Lagosta,38.3,487.65999999999997,0.07853832588278718
20-50 km,2006,Dourado,37.41,487.65999999999997,0.07671328384530206
20-50 km,2006,Caico,23.07,487.65999999999997,0.04730755034245171
20-50 km,2006,Camarao,16.95,487.65999999999997,0.03475782307345281
20-50 km,2006,Serra,15.090000000000002,487.65999999999997,0.03094369027601198
20-50 km,2006,Sirigado,14.200000000000001,487.65999999999997,0.029118648238526848
20-50 km,2006,Cioba,14.2,487.65999999999997,0.029118648238526845
20-50 km,2006,Ariaco,13.46,487.65999999999997,0.02760119755567404
20-50 km,2006,Polvo,11.53,487.65999999999997,0.023643522126071445
20-50 km,2006,Arraia,11.33,487.65999999999997,0.02323340031989501
20-50 km,2006,Cavala,11.219999999999999,487.65999999999997,0.02300783332649797
20-50 km,2006,Pargo,7.87,487.65999999999997,0.016138293073042695
20-50 km,2006,Guaiuba,7.84,487.65999999999997,0.01607677480211623
20-50 km,2006,Pescada,5.949999999999999,487.65999999999997,0.012201123733748922
20-50 km,2006,Albacora,5.5,487.65999999999997,0.011278349669851946
20-50 km,2006,Camurim,4.88,487.65999999999997,0.010006972070705
20-50 km,2006,Caçao,4.67,487.65999999999997,0.009576344174219743
20-50 km,2006,Bonito,4.0,487.65999999999997,0.008202436123528688
20-50 km,2006,Garajuba,3.69,487.65999999999997,0.0075667473239552155
20-50 km,2006,Agulhao,3.52,487.65999999999997,0.007218143788705246
20-50 km,2006,Tainha,3.4099999999999997,487.65999999999997,0.006992576795308207
20-50 km,2006,Dentao,3.3499999999999996,487.65999999999997,0.006869540253455276
20-50 km,2006,Cururuca,2.91,487.65999999999997,0.005967272279867121
20-50 km,2006,Biquara,1.79,487.65999999999997,0.003670590165279088
20-50 km,2006,Arabaiana,1.3900000000000001,487.65999999999997,0.0028503465529262197
20-50 km,2006,Camurupim,1.25,487.65999999999997,0.0025632612886027153
20-50 km,2006,Bagre,0.86,487.65999999999997,0.001763523766558668
20-50 km,2006,Xareu,0.75,487.65999999999997,0.0015379567731616292
20-50 km,2006,Sardinha,0.15,487.65999999999997,0.0003075913546323258
20-50 km,2006,Garoupa,0.11,487.65999999999997,0.00022556699339703893
20-50 km,2006,Cangulo,0.06,487.65999999999997,0.00012303654185293031
20-50 km,2005,Lagosta,119.75,622.25,0.1924467657693853
20-50 km,2005,Peixe Voador,63.81,622.25,0.10254720771394135
20-50 km,2005,Agulha,52.18,622.25,0.08385697067095219
20-50 km,2005,Outros,49.559999999999995,622.25,0.0796464443551627
20-50 km,2005,Dourado,37.69,622.25,0.06057051024507834
20-50 km,2005,Caico,32.64,622.25,0.05245480112494978
20-50 km,2005,Polvo,29.75,622.25,0.047810365608678185
20-50 km,2005,Sardinha,28.51,622.25,0.04581759742868622
20-50 km,2005,Cioba,24.34,622.25,0.03911611088790679
20-50 km,2005,Sirigado,18.58,622.25,0.02985938127762153
20-50 km,2005,Ariaco,17.189999999999998,622.25,0.027625552430695054
20-50 km,2005,Guaiuba,15.43,622.25,0.024797107271996785
20-50 km,2005,Serra,15.02,622.25,0.02413820811570912
20-50 km,2005,Arraia,14.43,622.25,0.02319003615910004
20-50 km,2005,Tainha,11.5,622.25,0.018481317798312576
20-50 km,2005,Camarao,11.21,622.25,0.01801526717557252
20-50 km,2005,Garajuba,10.93,622.25,0.01756528726396143
20-50 km,2005,Pescada,9.61,622.25,0.015443953394937725
20-50 km,2005,Cavala,8.44,622.25,0.013563680192848532
20-50 km,2005,Pargo,8.290000000000001,622.25,0.013322619525914023
20-50 km,2005,Caçao,7.500000000000001,622.25,0.012053033346725594
20-50 km,2005,Biquara,6.35,622.25,0.010204901566894334
20-50 km,2005,Bonito,4.9,622.25,0.007874648453194055
20-50 km,2005,Camurim,4.01,622.25,0.00644435516271595
20-50 km,2005,Dentao,3.83,622.25,0.006155082362394536
20-50 km,2005,Caranguejo,3.56,622.25,0.0057211731619124144
20-50 km,2005,Agulhao,2.99,622.25,0.0048051426275612695
20-50 km,2005,Albacora,2.54,622.25,0.004081960626757734
20-50 km,2005,Arabaiana,2.34,622.25,0.003760546404178385
20-50 km,2005,Xareu,1.52,622.25,0.0024427480916030535
20-50 km,2005,Camurupim,1.39,622.25,0.002233828846926476
20-50 km,2005,Bagre,1.2,622.25,0.0019284853354760948
20-50 km,2005,Cururuca,0.72,622.25,0.0011570912012856568
20-50 km,2005,Garoupa,0.32,622.25,0.0005142627561269586
20-50 km,2005,Cangulo,0.22,622.25,0.00035355564483728407
20-50 km,2004,Peixe Voador,200.03,531.36,0.37644911171333933
20-50 km,2004,Lagosta,41.19,531.36,0.07751806684733513
20-50 km,2004,Dourado,35.36,531.36,0.06654622101776574
20-50 km,2004,Camarao,29.29,531.36,0.05512270400481782
20-50 km,2004,Agulha,29.15,531.36,0.05485922914784703
20-50 km,2004,Outros,26.060000000000002,531.36,0.04904396266184884
20-50 km,2004,Albacora,25.52,531.36,0.04802770249924721
20-50 km,2004,Caico,24.07,531.36,0.04529885576633544
20-50 km,2004,Serra,13.86,531.36,0.0260840108401084
20-50 km,2004,Polvo,10.39,531.36,0.019553598313760915
20-50 km,2004,Sardinha,10.139999999999999,531.36,0.01908310749774164
20-50 km,2004,Pargo,9.69,531.36,0.018236224028906955
20-50 km,2004,Cioba,9.68,531.36,0.018217404396266183
20-50 km,2004,Ariaco,8.35,531.36,0.01571439325504366
20-50 km,2004,Cavala,8.1,531.36,0.01524390243902439
20-50 km,2004,Guaiuba,7.77,531.36,0.01462285456187895
20-50 km,2004,Tainha,7.42,531.36,0.013964167419451971
20-50 km,2004,Sirigado,4.7299999999999995,531.36,0.008901686239084612
20-50 km,2004,Bonito,4.529999999999999,531.36,0.008525293586269194
20-50 km,2004,Caçao,4.25,531.36,0.007998343872327613
20-50 km,2004,Pescada,3.94,531.36,0.007414935260463716
20-50 km,2004,Agulhao,3.79,531.36,0.007132640770852153
20-50 km,2004,Dentao,3.33,531.36,0.006266937669376694
20-50 km,2004,Garajuba,2.84,531.36,0.005344775669978922
20-50 km,2004,Arraia,2.81,531.36,0.005288316772056609
20-50 km,2004,Arabaiana,2.5,531.36,0.004704908160192713
20-50 km,2004,Biquara,1.98,531.36,0.0037262872628726286
20-50 km,2004,Bagre,0.31,531.36,0.0005834086118638963
20-50 km,2004,Xareu,0.26,531.36,0.0004893104486600421
20-50 km,2004,Caranguejo,0.01,531.36,1.8819632640770853e-05
20-50 km,2004,Garoupa,0.01,531.36,1.8819632640770853e-05
20-50 km,2003,Peixe Voador,112.22,398.31,0.2817403529913886
20-50 km,2003,Lagosta,49.440000000000005,398.31,0.1241244256985765
20-50 km,2003,Outros,42.709999999999994,398.31,0.10722803846250406
20-50 km,2003,Albacora,27.5,398.31,0.06904170118751726
20-50 km,2003,Caico,26.79,398.31,0.06725916999322136
20-50 km,2003,Dourado,23.96,398.31,0.06015415128919686
20-50 km,2003,Serra,14.42,398.31,0.03620295749541814
20-50 km,2003,Agulha,13.93,398.31,0.034972759910622375
20-50 km,2003,Ariaco,12.91,398.31,0.03241194044839447
20-50 km,2003,Cioba,8.51,398.31,0.021365268258391704
20-50 km,2003,Polvo,7.45,398.31,0.018704024503527403
20-50 km,2003,Cavala,7.21,398.31,0.01810147874770907
20-50 km,2003,Biquara,6.57,398.31,0.01649469006552685
20-50 km,2003,Camarao,6.39,398.31,0.0160427807486631
20-50 km,2003,Garajuba,6.31,398.31,0.01584193216339032
20-50 km,2003,Pargo,5.49,398.31,0.013783234164344356
20-50 km,2003,Caçao,4.32,398.31,0.010845823604729984
20-50 km,2003,Sirigado,3.96,398.31,0.009942004971002486
20-50 km,2003,Agulhao,3.77,398.31,0.00946498958097964
20-50 km,2003,Tainha,3.49,398.31,0.008762019532524918
20-50 km,2003,Guaiuba,3.3699999999999997,398.31,0.00846074665461575
20-50 km,2003,Bonito,2.5500000000000003,398.31,0.006402048655569783
20-50 km,2003,Arabaiana,1.77,398.31,0.004443774949160202
20-50 km,2003,Arraia,1.2,398.31,0.003012728779091662
20-50 km,2003,Sardinha,0.7,398.31,0.0017574251211368028
20-50 km,2003,Pescada,0.59,398.31,0.001481258316386734
20-50 km,2003,Dentao,0.58,398.31,0.0014561522432276367
20-50 km,2003,Bagre,0.1,398.31,0.0002510607315909719
20-50 km,2003,Xareu,0.06,398.31,0.0001506364389545831
20-50 km,2003,Garoupa,0.04,398.31,0.00010042429263638874
20-50 km,2002,Peixe Voador,95.64,371.44,0.2574843850958432
20-50 km,2002,Outros,50.370000000000005,371.44,0.13560736592720224
20-50 km,2002,Dourado,37.86,371.44,0.10192763299590782
20-50 km,2002,Lagosta,37.8,371.44,0.10176609950463061
20-50 km,2002,Agulha,19.13,371.44,0.05150226146887788
20-50 km,2002,Albacora,16.73,371.44,0.04504092181779022
20-50 km,2002,Camarao,14.09,371.44,0.0379334482015938
20-50 km,2002,Serra,13.33,371.44,0.03588735731208271
20-50 km,2002,Sirigado,11.27,371.44,0.030341374111565796
20-50 km,2002,Cioba,10.98,371.44,0.02956062890372604
20-50 km,2002,Ariaco,9.62,371.44,0.02589920310144303
20-50 km,2002,Cavala,8.77,371.44,0.023610811975016154
20-50 km,2002,Tainha,6.59,371.44,0.017741761791944862
20-50 km,2002,Guaiuba,5.9399999999999995,371.44,0.015991815636441954
20-50 km,2002,Pescada,4.4,371.44,0.011845789360327376
20-50 km,2002,Caico,4.06,371.44,0.010930432909756621
20-50 km,2002,Garajuba,4.03,371.44,0.010849666164118027
20-50 km,2002,Arraia,3.08,371.44,0.008292052552229163
20-50 km,2002,Pargo,2.96,371.44,0.00796898556967478
20-50 km,2002,Agulhao,2.9,371.44,0.007807452078397587
20-50 km,2002,Biquara,2.63,371.44,0.007080551367650226
20-50 km,2002,Dentao,2.51,371.44,0.006757484385095843
20-50 km,2002,Polvo,2.04,371.44,0.00549213870342451
20-50 km,2002,Arabaiana,1.98,371.44,0.005330605212147318
20-50 km,2002,Caçao,1.73,371.44,0.004657548998492354
20-50 km,2002,Xareu,0.86,371.44,0.0023153133749730776
20-50 km,2002,Sardinha,0.07,371.44,0.00018845573982339007
20-50 km,2002,Garoupa,0.06,371.44,0.00016153349127719145
20-50 km,2002,Bagre,0.01,371.44,2.692224854619858e-05
20-50 km,2001,Lagosta,43.54,299.31,0.14546790952524138
20-50 km,2001,Outros,38.16,299.31,0.12749323443921018
20-50 km,2001,Agulha,28.39,299.31,0.09485149176439144
20-50 km,2001,Dourado,27.240000000000002,299.31,0.09100932143931043
20-50 km,2001,Peixe Voador,23.54,299.31,0.07864755604557148
20-50 km,2001,Caico,13.81,299.31,0.04613945407771207
20-50 km,2001,Serra,13.7,299.31,0.045771942133573884
20-50 km,2001,Cioba,13.24,299.31,0.04423507400354148
20-50 km,2001,Cavala,12.54,299.31,0.04189636163175303
20-50 km,2001,Camarao,10.030000000000001,299.31,0.033510407270054464
20-50 km,2001,Ariaco,8.719999999999999,299.31,0.029133674117136077
20-50 km,2001,Pescada,7.65,299.31,0.025558785205973742
20-50 km,2001,Guaiuba,7.1899999999999995,299.31,0.02402191707594133
20-50 km,2001,Garajuba,6.279999999999999,299.31,0.020981590992616348
20-50 km,2001,Polvo,6.16,299.31,0.02058066887173833
20-50 km,2001,Tainha,5.41,299.31,0.01807490561625071
20-50 km,2001,Albacora,5.25,299.31,0.01754034278841335
20-50 km,2001,Pargo,4.79,299.31,0.016003474658380944
20-50 km,2001,Agulhao,4.71,299.31,0.015736193244462262
20-50 km,2001,Arraia,4.31,299.31,0.014399786174868864
20-50 km,2001,Caçao,3.85,299.31,0.012862918044836457
20-50 km,2001,Biquara,3.01,299.31,0.010056463198690321
20-50 km,2001,Sirigado,2.24,299.31,0.0074838795897230305
20-50 km,2001,Arabaiana,1.82,299.31,0.006080652166649962
20-50 km,2001,Bagre,1.17,299.31,0.00390899067856069
20-50 km,2001,Dentao,1.1,299.31,0.0036751194413818453
20-50 km,2001,Xareu,0.98,299.31,0.0032741973205038253
20-50 km,2001,Garoupa,0.25,299.31,0.0008352544184958738
20-50 km,2001,Sardinha,0.22,299.31,0.000735023888276369
20-50 km,2001,Caranguejo,0.01,299.31,3.341017673983495e-05
0-20 km,2024,Buzios,208.1,1204.71,0.17273866739713292
0-20 km,2024,Tainha,155.93,1204.71,0.12943363963111454
0-20 km,2024,Guaiuba,136.4,1204.71,0.11322226925982187
0-20 km,2024,Sardinha,109.51,1204.71,0.09090154477011066
0-20 km,2024,Carapeba,68.4,1204.71,0.05677714968747666
0-20 km,2024,Marisco,67.2,1204.71,0.05578105934208233
0-20 km,2024,Caico,59.239999999999995,1204.71,0.049173660050966614
0-20 km,2024,Outros,50.5,1204.71,0.04191880203534461
0-20 km,2024,Serra,42.35,1204.71,0.03515368843954147
0-20 km,2024,Ova Voador,38.71,1204.71,0.03213221439184534
0-20 km,2024,Agulha,32.519999999999996,1204.71,0.026994048360186266
0-20 km,2024,Cioba,24.7,1204.71,0.02050285960936657
0-20 km,2024,Ariaco,21.18,1204.71,0.017580994596209876
0-20 km,2024,Garajuba,19.8,1204.71,0.0164354906990064
0-20 km,2024,Dourado,18.799999999999997,1204.71,0.01560541541117779
0-20 km,2024,Salema,18.63,1204.71,0.01546430261224693
0-20 km,2024,Xareu,18.3,1204.71,0.01519037776726349
0-20 km,2024,Pescada,12.43,1204.71,0.010317835827709572
0-20 km,2024,Cavala,10.4,1204.71,0.008632782993417503
0-20 km,2024,Pampo,9.959999999999999,1204.71,0.008267549866772915
0-20 km,2024,Bagre,8.65,1204.71,0.007180151239717442
0-20 km,2024,Arraia,8.190000000000001,1204.71,0.0067983166073162845
0-20 km,2024,Peixe Voador,8.01,1204.71,0.006648903055507134
0-20 km,2024,Garabebeu,7.3999999999999995,1204.71,0.006142557129931684
0-20 km,2024,Camurim,7.1000000000000005,1204.71,0.005893534543583104
0-20 km,2024,Siri,5.15,1204.71,0.004274887732317321
0-20 km,2024,Cururuca,4.0,1204.71,0.003320301151314424
0-20 km,2024,Caçao,3.5999999999999996,1204.71,0.0029882710361829813
0-20 km,2024,Paru,3.5999999999999996,1204.71,0.0029882710361829813
0-20 km,2024,Sirigado,3.3699999999999997,1204.71,0.002797353719982402
0-20 km,2024,Bicuda,2.73,1204.71,0.0022661055357720943
0-20 km,2024,Bonito,2.56,1204.71,0.0021249927368412313
0-20 km,2024,Ubarana,2.47,1204.71,0.002050285960936657
0-20 km,2024,Albacora,2.19,1204.71,0.0018178648803446472
0-20 km,2024,Caranguejo,1.8,1204.71,0.0014941355180914909
0-20 km,2024,Espada,1.5,1204.71,0.001245112931742909
0-20 km,2024,Camarao,1.4,1204.71,0.0011621054029600484
0-20 km,2024,Arabaiana,1.25,1204.71,0.0010375941097857575
0-20 km,2024,Peixe Galo,1.16,1204.71,0.000962887333881183
0-20 km,2024,Agulhao,1.1,1204.71,0.0009130828166114667
0-20 km,2024,Biquara,1.07,1204.71,0.0008881805579766085
0-20 km,2024,Garoupa,0.7,1204.71,0.0005810527014800242
