mpa_exposure_class,year,species,sp_production_ton,total_production_ton,species_share
inside,2024,Albacora,2692.52,3290.86,0.8181812656873887
inside,2024,Bonito,119.49,3290.86,0.03630965765787666
inside,2024,Ariaco,65.22999999999999,3290.86,0.019821566399056776
inside,2024,Outros,61.35,3290.86,0.018642543286557314
inside,2024,Lagosta,50.800000000000004,3290.86,0.01543669435952912
inside,2024,Guaiuba,36.0,3290.86,0.010939389703603314
inside,2024,Cioba,25.3,3290.86,0.00768795998614344
inside,2024,Caico,25.28,3290.86,0.007681882547419216
inside,2024,Garajuba,25.2,3290.86,0.007657572792522319
inside,2024,Siri,22.61,3290.86,0.006870544477735303
inside,2024,Camurim,21.8,3290.86,0.006624408209404228
inside,2024,Caranguejo,18.7,3290.86,0.005682405207149499
inside,2024,Carapeba,14.1,3290.86,0.0042845943005779645
inside,2024,Cavala,12.8,3290.86,0.0038895607835034004
inside,2024,Tainha,12.61,3290.86,0.0038318251156232714
inside,2024,Agulha,9.24,3290.86,0.0028077766905915172
inside,2024,Cururuca,9.0,3290.86,0.0027348474259008284
inside,2024,Arraia,8.39,3290.86,0.0025494855448119943
inside,2024,Serra,7.77,3290.86,0.0023610849443610484
inside,2024,Bagre,5.199999999999999,3290.86,0.0015801340682982561
inside,2024,Dourado,4.6,3290.86,0.0013978109065715344
inside,2024,Camarao,4.5,3290.86,0.0013674237129504142
inside,2024,Salema,4.1899999999999995,3290.86,0.001273223412724941
inside,2024,Caçao,3.9,3290.86,0.0011851005512236923
inside,2024,Pescada,3.5300000000000002,3290.86,0.001072667934825547
inside,2024,Arabaiana,3.3099999999999996,3290.86,0.0010058161088590822
inside,2024,Sirigado,2.84,3290.86,0.0008629962988398169
inside,2024,Camurupim,2.8,3290.86,0.0008508414213913687
inside,2024,Paru,2.5,3290.86,0.0007596798405280078
inside,2024,Peixe Galo,2.34,3290.86,0.0007110603307342153
inside,2024,Bicuda,2.15,3290.86,0.0006533246628540868
inside,2024,Pampo,1.7100000000000002,3290.86,0.0005196210109211574
inside,2024,Xareu,1.55,3290.86,0.0004710015011273649
inside,2024,Ova Voador,1.43,3290.86,0.00043453686878202046
inside,2024,Biquara,1.15,3290.86,0.0003494527266428836
inside,2024,Pargo,1.1,3290.86,0.0003342591298323235
inside,2024,Polvo,0.8500000000000001,3290.86,0.0002582911457795227
inside,2024,Dentao,0.8,3290.86,0.00024309754896896253
inside,2024,Buzios,0.61,3290.86,0.0001853618810888339
inside,2024,Budiao,0.30000000000000004,3290.86,9.116158086336095e-05
inside,2024,Sardinha,0.25,3290.86,7.596798405280078e-05
inside,2024,Beijupira,0.21000000000000002,3290.86,6.381310660435267e-05
inside,2024,Garoupa,0.2,3290.86,6.077438724224063e-05
inside,2024,Ubarana,0.16999999999999998,3290.86,5.165822915590453e-05
inside,2024,Espada,0.1,3290.86,3.0387193621120316e-05
inside,2024,Garabebeu,0.1,3290.86,3.0387193621120316e-05
inside,2024,Marisco,0.1,3290.86,3.0387193621120316e-05
inside,2024,Agulhao,0.05,3290.86,1.5193596810560158e-05
inside,2024,Tilapia,0.05,3290.86,1.5193596810560158e-05
inside,2024,Carauna,0.03,3290.86,9.116158086336094e-06
inside,2024,Saramunete,0.03,3290.86,9.116158086336094e-06
inside,2024,Peixe Voador,0.02,3290.86,6.077438724224063e-06
inside,2024,Cangulo,0.0,3290.86,0.0
inside,2024,Pirauna,0.0,3290.86,0.0
inside,2023,Albacora,3435.15,4293.21,0.800135562900487
inside,2023,Bonito,148.76999999999998,4293.21,0.03465239296470473
inside,2023,Lagosta,119.83,4293.21,0.02791151609168897
inside,2023,Outros,76.42,4293.21,0.017800200782165328
inside,2023,Ariaco,61.120000000000005,4293.21,0.014236433810598597
inside,2023,Arabaiana,54.96,4293.21,0.012801609984137744
inside,2023,Agulha,36.56,4293.21,0.008515772580423506
inside,2023,Cioba,26.82,4293.21,0.0062470738678052085
inside,2023,Serra,26.060000000000002,4293.21,0.006070050148956143
inside,2023,Camurim,24.49,4293.21,0.005704356413965307
inside,2023,Caico,24.22,4293.21,0.0056414664085847185
inside,2023,Garajuba,23.8,4293.21,0.005543637511326025
inside,2023,Caranguejo,23.68,4293.21,0.00551568639782354
inside,2023,Carapeba,22.529999999999998,4293.21,0.005247821560091399
inside,2023,Tainha,21.69,4293.21,0.0050521637655740114
inside,2023,Guaiuba,21.240000000000002,4293.21,0.004947347089939696
inside,2023,Siri,20.150000000000002,4293.21,0.004693457808958798
inside,2023,Dourado,14.16,4293.21,0.0032982313932931303
inside,2023,Cururuca,13.3,4293.21,0.0030979150798586606
inside,2023,Arraia,12.21,4293.21,0.002844025798877763
inside,2023,Cavala,11.89,4293.21,0.002769489496204472
inside,2023,Bagre,6.47,4293.21,0.001507030869675604
inside,2023,Camurupim,6.24,4293.21,0.001453457902129176
inside,2023,Salema,5.99,4293.21,0.0013952264156656675
inside,2023,Xareu,5.5600000000000005,4293.21,0.0012950682589484327
inside,2023,Peixe Galo,5.31,4293.21,0.0012368367724849237
inside,2023,Caçao,5.3,4293.21,0.0012345075130263835
inside,2023,Paru,5.17,4293.21,0.001204227140065359
inside,2023,Pampo,5.04,4293.21,0.0011739467671043344
inside,2023,Pescada,4.54,4293.21,0.0010574837941773171
inside,2023,Biquara,3.59,4293.21,0.0008362041456159842
inside,2023,Buzios,2.8,4293.21,0.0006521926483912969
inside,2023,Bicuda,2.67,4293.21,0.0006219122754302724
inside,2023,Polvo,2.6199999999999997,4293.21,0.0006102659781375706
inside,2023,Sirigado,2.58,4293.21,0.0006009489403034094
inside,2023,Budiao,1.89,4293.21,0.0004402300376641254
inside,2023,Camarao,1.78,4293.21,0.0004146081836201816
inside,2023,Dentao,1.6500000000000001,4293.21,0.00038432781065915716
inside,2023,Pargo,0.91,4293.21,0.00021196261072717153
inside,2023,Sardinha,0.85,4293.21,0.00019798705397592944
inside,2023,Ubarana,0.73,4293.21,0.00017003594047344526
inside,2023,Espada,0.7,4293.21,0.00016304816209782423
inside,2023,Beijupira,0.51,4293.21,0.00011879223238555767
inside,2023,Tilapia,0.27,4293.21,6.289000538058936e-05
inside,2023,Garabebeu,0.21000000000000002,4293.21,4.8914448629347274e-05
inside,2023,Garoupa,0.18000000000000002,4293.21,4.192667025372624e-05
inside,2023,Carauna,0.14,4293.21,3.260963241956485e-05
inside,2023,Ova Voador,0.12,4293.21,2.7951113502484156e-05
inside,2023,Cangulo,0.11,4293.21,2.562185404394381e-05
inside,2023,Peixe Voador,0.11,4293.21,2.562185404394381e-05
inside,2023,Agulhao,0.06,4293.21,1.3975556751242078e-05
inside,2023,Marisco,0.02,4293.21,4.658518917080693e-06
inside,2023,Pirauna,0.02,4293.21,4.658518917080693e-06
inside,2023,Saramunete,0.02,4293.21,4.658518917080693e-06
inside,2022,Albacora,3461.49,4444.179999999999,0.7788815934548107
inside,2022,Bonito,262.49,4444.179999999999,0.0590637642939755
inside,2022,Outros,102.25,4444.179999999999,0.023007618953327726
inside,2022,Ariaco,93.75,4444.179999999999,0.021095005152806594
inside,2022,Lagosta,50.0,4444.179999999999,0.011250669414830184
inside,2022,Guaiuba,41.8,4444.179999999999,0.009405559630798033
inside,2022,Caico,37.94,4444.179999999999,0.008537007951973144
inside,2022,Cioba,35.1,4444.179999999999,0.00789796992921079
inside,2022,Garajuba,34.400000000000006,4444.179999999999,0.007740460557403168
inside,2022,Camurim,30.2,4444.179999999999,0.006795404326557431
inside,2022,Tainha,26.900000000000002,4444.179999999999,0.006052860145178639
inside,2022,Serra,26.689999999999998,4444.179999999999,0.006005607333636352
inside,2022,Caranguejo,22.700000000000003,4444.179999999999,0.005107803914332904
inside,2022,Carapeba,22.7,4444.179999999999,0.005107803914332903
inside,2022,Cururuca,21.6,4444.179999999999,0.00486028918720664
inside,2022,Budiao,19.169999999999998,4444.179999999999,0.004313506653645892
inside,2022,Biquara,17.650000000000002,4444.179999999999,0.0039714863034350555
inside,2022,Arraia,17.04,4444.179999999999,0.0038342281365741264
inside,2022,Dourado,12.8,4444.179999999999,0.0028801713701965275
inside,2022,Cavala,12.4,4444.179999999999,0.0027901660148778856
inside,2022,Pescada,9.43,4444.179999999999,0.0021218762516369725
inside,2022,Bagre,9.16,4444.179999999999,0.00206112263679689
inside,2022,Agulha,9.04,4444.179999999999,0.002034121030201297
inside,2022,Paru,7.6,4444.179999999999,0.001710101751054188
inside,2022,Siri,7.47,4444.179999999999,0.0016808500105756294
inside,2022,Salema,6.66,4444.179999999999,0.0014985891660553806
inside,2022,Caçao,5.699999999999999,4444.179999999999,0.0012825763132906407
inside,2022,Peixe Galo,5.5,4444.179999999999,0.0012375736356313202
inside,2022,Carauna,4.89,4444.179999999999,0.001100315468770392
inside,2022,Pampo,3.62,4444.179999999999,0.0008145484656337053
inside,2022,Bicuda,3.07,4444.179999999999,0.0006907911020705733
inside,2022,Xareu,3.0,4444.179999999999,0.000675040164889811
inside,2022,Sirigado,2.55,4444.179999999999,0.0005737841401563394
inside,2022,Camurupim,2.3,4444.179999999999,0.0005175307930821884
inside,2022,Arabaiana,2.02,4444.179999999999,0.00045452704435913944
inside,2022,Polvo,1.85,4444.179999999999,0.00041627476834871685
inside,2022,Pargo,1.8,4444.179999999999,0.0004050240989338866
inside,2022,Buzios,1.73,4444.179999999999,0.00038927316175312433
inside,2022,Camarao,1.4,4444.179999999999,0.00031501874361524514
inside,2022,Ubarana,1.1,4444.179999999999,0.00024751472712626404
inside,2022,Dentao,1.0,4444.179999999999,0.00022501338829660367
inside,2022,Saramunete,0.91,4444.179999999999,0.00020476218334990935
inside,2022,Beijupira,0.88,4444.179999999999,0.00019801178170101124
inside,2022,Espada,0.7,4444.179999999999,0.00015750937180762257
inside,2022,Sardinha,0.5700000000000001,4444.179999999999,0.00012825763132906412
inside,2022,Ova Voador,0.37,4444.179999999999,8.325495366974335e-05
inside,2022,Garabebeu,0.3,4444.179999999999,6.75040164889811e-05
inside,2022,Garoupa,0.2,4444.179999999999,4.500267765932074e-05
inside,2022,Cangulo,0.13,4444.179999999999,2.925174047855848e-05
inside,2022,Tilapia,0.09999999999999999,4444.179999999999,2.2501338829660367e-05
inside,2022,Pirauna,0.06,4444.179999999999,1.350080329779622e-05
inside,2022,Agulhao,0.0,4444.179999999999,0.0
inside,2022,Marisco,0.0,4444.179999999999,0.0
inside,2022,Peixe Voador,0.0,4444.179999999999,0.0
inside,2021,Albacora,3501.84,4436.400000000001,0.7893427103056532
inside,2021,Bonito,259.12,4436.400000000001,0.05840771796952483
inside,2021,Outros,91.52,4436.400000000001,0.020629339103777834
inside,2021,Ariaco,85.69999999999999,4436.400000000001,0.019317464610945807
inside,2021,Lagosta,60.739999999999995,4436.400000000001,0.0136912812190064
inside,2021,Guaiuba,58.88,4436.400000000001,0.013272022360472454
inside,2021,Cioba,36.120000000000005,4436.400000000001,0.00814173654314309
inside,2021,Caico,33.72,4436.400000000001,0.007600757370841221
inside,2021,Tainha,26.32,4436.400000000001,0.0059327382562438
inside,2021,Caranguejo,25.71,4436.400000000001,0.005795239383283743
inside,2021,Garajuba,24.44,4436.400000000001,0.005508971237940672
inside,2021,Arraia,24.1,4436.400000000001,0.005432332521864575
inside,2021,Budiao,17.61,4436.400000000001,0.0039694346767649435
inside,2021,Biquara,16.3,4436.400000000001,0.0036741502118835087
inside,2021,Serra,15.43,4436.400000000001,0.003478045261924082
inside,2021,Dourado,15.049999999999999,4436.400000000001,0.00339239022630962
inside,2021,Camurim,14.93,4436.400000000001,0.0033653412676945267
inside,2021,Carapeba,13.530000000000001,4436.400000000001,0.0030497700838517717
inside,2021,Cavala,12.479999999999999,4436.400000000001,0.0028130916959697044
inside,2021,Cururuca,10.16,4436.400000000001,0.0022901451627445673
inside,2021,Paru,9.08,4436.400000000001,0.0020467045352087275
inside,2021,Agulha,8.899999999999999,4436.400000000001,0.002006131097286087
inside,2021,Bagre,8.57,4436.400000000001,0.001931746461094581
inside,2021,Carauna,6.52,4436.400000000001,0.0014696600847534033
inside,2021,Caçao,6.470000000000001,4436.400000000001,0.001458389685330448
inside,2021,Pescada,6.02,4436.400000000001,0.0013569560905238478
inside,2021,Peixe Galo,5.760000000000001,4436.400000000001,0.0012983500135244793
inside,2021,Buzios,5.28,4436.400000000001,0.001190154179064106
inside,2021,Camarao,4.779999999999999,4436.400000000001,0.0010774501848345502
inside,2021,Siri,4.55,4436.400000000001,0.0010256063474889548
inside,2021,Bicuda,3.81,4436.400000000001,0.0008588044360292127
inside,2021,Salema,3.0300000000000002,4436.400000000001,0.0006829862050311063
inside,2021,Xareu,2.53,4436.400000000001,0.0005702822108015507
inside,2021,Arabaiana,2.34,4436.400000000001,0.0005274546929943196
inside,2021,Sirigado,2.25,4436.400000000001,0.0005071679740329996
inside,2021,Pampo,2.08,4436.400000000001,0.0004688486159949508
inside,2021,Camurupim,1.45,4436.400000000001,0.00032684158326571087
inside,2021,Ova Voador,1.4,4436.400000000001,0.0003155711838427553
inside,2021,Pargo,1.3599999999999999,4436.400000000001,0.00030655486430439087
inside,2021,Polvo,1.33,4436.400000000001,0.0002997926246506176
inside,2021,Ubarana,1.1500000000000001,4436.400000000001,0.00025921918672797763
inside,2021,Beijupira,0.96,4436.400000000001,0.0002163916689207465
inside,2021,Dentao,0.84,4436.400000000001,0.0001893427103056532
inside,2021,Saramunete,0.57,4436.400000000001,0.00012848255342169323
inside,2021,Cangulo,0.37,4436.400000000001,8.340095572987105e-05
inside,2021,Pirauna,0.31,4436.400000000001,6.98764764223244e-05
inside,2021,Marisco,0.28,4436.400000000001,6.311423676855107e-05
inside,2021,Sardinha,0.25,4436.400000000001,5.635199711477774e-05
inside,2021,Garabebeu,0.16,4436.400000000001,3.6065278153457753e-05
inside,2021,Garoupa,0.11,4436.400000000001,2.4794878730502205e-05
inside,2021,Tilapia,0.11,4436.400000000001,2.4794878730502205e-05
inside,2021,Espada,0.06,4436.400000000001,1.3524479307546657e-05
inside,2021,Peixe Voador,0.02,4436.400000000001,4.508159769182219e-06
inside,2021,Agulhao,0.0,4436.400000000001,0.0
inside,2020,Albacora,3044.19,3686.6,0.825744588509738
inside,2020,Bonito,68.01,3686.6,0.018447892366950578
inside,2020,Ariaco,63.49,3686.6,0.017221830412846525
inside,2020,Outros,57.39,3686.6,0.015567189280095482
inside,2020,Lagosta,55.58,3686.6,0.015076221993164433
inside,2020,Caranguejo,35.54,3686.6,0.009640318993110183
inside,2020,Cioba,34.44,3686.6,0.009341941083925567
inside,2020,Garajuba,32.120000000000005,3686.6,0.008712634948190747
inside,2020,Serra,30.95,3686.6,0.0083952693538762
inside,2020,Arraia,24.1,3686.6,0.006537188737590192
inside,2020,Tainha,23.19,3686.6,0.006290348830901102
inside,2020,Caico,21.439999999999998,3686.6,0.005815656702652851
inside,2020,Guaiuba,16.66,3686.6,0.004519069060923344
inside,2020,Cavala,14.23,3686.6,0.003859925134270059
inside,2020,Camarao,14.11,3686.6,0.003827374816904465
inside,2020,Cururuca,13.829999999999998,3686.6,0.003751424076384744
inside,2020,Camurim,13.77,3686.6,0.0037351489177019476
inside,2020,Dourado,12.700000000000001,3686.6,0.003444908587858732
inside,2020,Carapeba,12.14,3686.6,0.003293007106819292
inside,2020,Sirigado,10.33,3686.6,0.002802039819888244
inside,2020,Agulha,10.26,3686.6,0.0027830521347583137
inside,2020,Siri,7.36,3686.6,0.001996419465089785
inside,2020,Peixe Galo,6.84,3686.6,0.001855368089838876
inside,2020,Caçao,6.58,3686.6,0.0017848424022134217
inside,2020,Salema,6.5600000000000005,3686.6,0.001779417349319156
inside,2020,Pescada,6.380000000000001,3686.6,0.0017305918732707646
inside,2020,Bicuda,6.12,3686.6,0.00166006618564531
inside,2020,Paru,5.739999999999999,3686.6,0.0015569901806542611
inside,2020,Biquara,5.38,3686.6,0.0014593392285574785
inside,2020,Bagre,3.16,3686.6,0.0008571583572939837
inside,2020,Arabaiana,3.1,3686.6,0.0008408831986111865
inside,2020,Pargo,2.75,3686.6,0.0007459447729615364
inside,2020,Xareu,2.57,3686.6,0.0006971192969131448
inside,2020,Pampo,2.2,3686.6,0.0005967558183692292
inside,2020,Camurupim,2.0700000000000003,3686.6,0.000561492974556502
inside,2020,Espada,1.8599999999999999,3686.6,0.0005045299191667119
inside,2020,Budiao,1.58,3686.6,0.00042857917864699184
inside,2020,Dentao,1.4500000000000002,3686.6,0.0003933163348342647
inside,2020,Polvo,1.37,3686.6,0.0003716161232572018
inside,2020,Ova Voador,1.02,3686.6,0.00027667769760755166
inside,2020,Buzios,1.01,3686.6,0.00027396517116041883
inside,2020,Carauna,0.9,3686.6,0.00024412738024195738
inside,2020,Beijupira,0.85,3686.6,0.00023056474800629305
inside,2020,Garabebeu,0.43,3686.6,0.00011663863722671296
inside,2020,Cangulo,0.27,3686.6,7.323821407258722e-05
inside,2020,Garoupa,0.17,3686.6,4.611294960125862e-05
inside,2020,Sardinha,0.15000000000000002,3686.6,4.06878967069929e-05
inside,2020,Ubarana,0.15,3686.6,4.068789670699289e-05
inside,2020,Agulhao,0.07,3686.6,1.898768512993002e-05
inside,2020,Pirauna,0.02,3686.6,5.42505289426572e-06
inside,2020,Marisco,0.01,3686.6,2.71252644713286e-06
inside,2020,Peixe Voador,0.01,3686.6,2.71252644713286e-06
inside,2020,Saramunete,0.0,3686.6,0.0
inside,2020,Tilapia,0.0,3686.6,0.0
inside,2019,Albacora,3572.71,4463.84,0.8003669486361518
inside,2019,Bonito,149.87,4463.84,0.03357423205132801
inside,2019,Outros,72.63,4463.84,0.016270744471127994
inside,2019,Ariaco,55.68,4463.84,0.012473565360765618
inside,2019,Serra,45.03,4463.84,0.010087727158679522
inside,2019,Lagosta,44.69,4463.84,0.01001155955410588
inside,2019,Caranguejo,36.98,4463.84,0.008284347109215382
inside,2019,Cioba,31.71,4463.84,0.007103749238323954
inside,2019,Caico,29.5,4463.84,0.00660865980859529
inside,2019,Tainha,29.490000000000002,4463.84,0.00660641958493136
inside,2019,Garajuba,29.32,4463.84,0.006568335782644539
inside,2019,Dourado,25.779999999999998,4463.84,0.005775296605613104
inside,2019,Arraia,25.68,4463.84,0.005752894368973798
inside,2019,Espada,25.310000000000002,4463.84,0.005670006093408366
inside,2019,Buzios,24.39,4463.84,0.00546390551632675
inside,2019,Camarao,23.72,4463.84,0.005313810530843399
inside,2019,Arabaiana,21.43,4463.84,0.00480079931180329
inside,2019,Cavala,18.98,4463.84,0.004251944514140292
inside,2019,Pescada,18.57,4463.84,0.004160095343919137
inside,2019,Guaiuba,16.73,4463.84,0.0037478941897559053
inside,2019,Cururuca,15.24,4463.84,0.003414100863830245
inside,2019,Carapeba,13.82,4463.84,0.0030959891035520987
inside,2019,Siri,12.850000000000001,4463.84,0.00287868740815083
inside,2019,Bagre,11.59,4463.84,0.002596419226495573
inside,2019,Agulha,11.23,4463.84,0.0025157711745940714
inside,2019,Sirigado,11.11,4463.84,0.002488888490626904
inside,2019,Agulhao,10.8,4463.84,0.0024194415570450555
inside,2019,Bicuda,10.469999999999999,4463.84,0.002345514176135345
inside,2019,Camurim,9.58,4463.84,0.002146134270045521
inside,2019,Peixe Galo,8.02,4463.84,0.0017966593784723465
inside,2019,Salema,7.13,4463.84,0.0015972794723825227
inside,2019,Paru,6.550000000000001,4463.84,0.0014673464998745476
inside,2019,Biquara,6.35,4463.84,0.0014225420265959353
inside,2019,Caçao,6.02,4463.84,0.0013486146456862251
inside,2019,Camurupim,4.76,4463.84,0.0010663464640309687
inside,2019,Pampo,2.9899999999999998,4463.84,0.0006698268755152513
inside,2019,Polvo,2.5900000000000003,4463.84,0.0005802179289580272
inside,2019,Budiao,2.54,4463.84,0.0005690168106383741
inside,2019,Xareu,2.11,4463.84,0.000472687193089358
inside,2019,Pargo,2.05,4463.84,0.00045924585110577434
inside,2019,Dentao,1.73,4463.84,0.000387558693859995
inside,2019,Beijupira,1.54,4463.84,0.00034499444424531344
inside,2019,Cangulo,1.33,4463.84,0.0002979497473027707
inside,2019,Carauna,1.05,4463.84,0.0002352234847127137
inside,2019,Ubarana,0.53,4463.84,0.00011873185418832216
inside,2019,Sardinha,0.51,4463.84,0.00011425140686046095
inside,2019,Garabebeu,0.33999999999999997,4463.84,7.616760457364063e-05
inside,2019,Saramunete,0.33,4463.84,7.392738090971002e-05
inside,2019,Tilapia,0.16,4463.84,3.584357862288971e-05
inside,2019,Pirauna,0.14,4463.84,3.13631312950285e-05
inside,2019,Garoupa,0.12,4463.84,2.688268396716728e-05
inside,2019,Marisco,0.05,4463.84,1.1201118319653034e-05
inside,2019,Ova Voador,0.01,4463.84,2.240223663930607e-06
inside,2019,Peixe Voador,0.0,4463.84,0.0
inside,2018,Albacora,1890.7,2432.9,0.7771383945086111
inside,2018,Bonito,249.0,2432.9,0.10234699330017674
inside,2018,Outros,45.9,2432.9,0.01886637346376752
inside,2018,Serra,25.9,2432.9,0.010645731431624809
inside,2018,Lagosta,23.9,2432.9,0.009823667228410538
inside,2018,Ariaco,20.3,2432.9,0.008343951662624851
inside,2018,Dourado,18.599999999999998,2432.9,0.007645197089892719
inside,2018,Caranguejo,16.4,2432.9,0.006740926466357022
inside,2018,Garajuba,15.6,2432.9,0.006412100785071314
inside,2018,Caico,15.4,2432.9,0.0063298943647498865
inside,2018,Pescada,12.0,2432.9,0.004932385219285626
inside,2018,Cioba,11.3,2432.9,0.0046446627481606315
inside,2018,Arraia,9.899999999999999,2432.9,0.004069217805910641
inside,2018,Tainha,9.600000000000001,2432.9,0.003945908175428501
inside,2018,Cavala,8.0,2432.9,0.003288256812857084
inside,2018,Camarao,7.2,2432.9,0.0029594311315713755
inside,2018,Guaiuba,6.699999999999999,2432.9,0.0027539150807678074
inside,2018,Bagre,6.0,2432.9,0.002466192609642813
inside,2018,Camurim,4.0,2432.9,0.001644128406428542
inside,2018,Sirigado,3.7,2432.9,0.0015208187759464015
inside,2018,Paru,3.1,2432.9,0.00127419951498212
inside,2018,Cururuca,3.0,2432.9,0.0012330963048214065
inside,2018,Buzios,2.8,2432.9,0.0011508898844999793
inside,2018,Carapeba,2.7,2432.9,0.0011097866743392658
inside,2018,Camurupim,2.2,2432.9,0.0009042706235356982
inside,2018,Polvo,2.2,2432.9,0.0009042706235356982
inside,2018,Bicuda,1.9,2432.9,0.0007809609930535574
inside,2018,Caçao,1.6,2432.9,0.0006576513625714169
inside,2018,Agulha,1.3,2432.9,0.0005343417320892762
inside,2018,Cangulo,1.3,2432.9,0.0005343417320892762
inside,2018,Pampo,1.3,2432.9,0.0005343417320892762
inside,2018,Peixe Galo,1.3,2432.9,0.0005343417320892762
inside,2018,Espada,1.2,2432.9,0.0004932385219285626
inside,2018,Biquara,1.0,2432.9,0.0004110321016071355
inside,2018,Salema,1.0,2432.9,0.0004110321016071355
inside,2018,Agulhao,0.8,2432.9,0.00032882568128570844
inside,2018,Arabaiana,0.7,2432.9,0.00028772247112499483
inside,2018,Budiao,0.6,2432.9,0.0002466192609642813
inside,2018,Beijupira,0.5,2432.9,0.00020551605080356775
inside,2018,Dentao,0.5,2432.9,0.00020551605080356775
inside,2018,Pargo,0.4,2432.9,0.00016441284064285422
inside,2018,Siri,0.4,2432.9,0.00016441284064285422
inside,2018,Xareu,0.4,2432.9,0.00016441284064285422
inside,2018,Sardinha,0.30000000000000004,2432.9,0.00012330963048214067
inside,2018,Ubarana,0.2,2432.9,8.220642032142711e-05
inside,2018,Tilapia,0.1,2432.9,4.1103210160713555e-05
inside,2018,Carauna,0.0,2432.9,0.0
inside,2018,Garabebeu,0.0,2432.9,0.0
inside,2018,Garoupa,0.0,2432.9,0.0
inside,2018,Marisco,0.0,2432.9,0.0
inside,2018,Ova Voador,0.0,2432.9,0.0
inside,2018,Peixe Voador,0.0,2432.9,0.0
inside,2018,Pirauna,0.0,2432.9,0.0
inside,2017,Albacora,2585.0,3534.7000000000003,0.7313209041785724
inside,2017,Lagosta,100.6,3534.7000000000003,0.028460689733216395
inside,2017,Outros,86.9,3534.7000000000003,0.02458483039579031
inside,2017,Ariaco,84.7,3534.7000000000003,0.023962429626276628
inside,2017,Garajuba,61.900000000000006,3534.7000000000003,0.017512094378589412
inside,2017,Serra,61.5,3534.7000000000003,0.0173989306023142
inside,2017,Bonito,51.1,3534.7000000000003,0.014456672419158626
inside,2017,Biquara,39.4,3534.7000000000003,0.011146631963108607
inside,2017,Sardinha,36.2,3534.7000000000003,0.010241321752906894
inside,2017,Buzios,33.6,3534.7000000000003,0.009505757207118002
inside,2017,Caico,33.3,3534.7000000000003,0.009420884374911589
inside,2017,Carapeba,32.699999999999996,3534.7000000000003,0.009251138710498768
inside,2017,Dourado,31.4,3534.7000000000003,0.008883356437604321
inside,2017,Guaiuba,28.700000000000003,3534.7000000000003,0.008119500947746626
inside,2017,Peixe Voador,28.0,3534.7000000000003,0.007921464339265001
inside,2017,Cururuca,27.2,3534.7000000000003,0.007695136786714572
inside,2017,Agulha,26.9,3534.7000000000003,0.007610263954508161
inside,2017,Bagre,25.6,3534.7000000000003,0.007242481681613715
inside,2017,Camurim,21.099999999999998,3534.7000000000003,0.005969389198517553
inside,2017,Camarao,20.0,3534.7000000000003,0.005658188813760715
inside,2017,Paru,15.2,3534.7000000000003,0.004300223498458143
inside,2017,Caranguejo,14.5,3534.7000000000003,0.0041021868899765185
inside,2017,Cavala,13.4,3534.7000000000003,0.003790986505219679
inside,2017,Tainha,13.1,3534.7000000000003,0.003706113673013268
inside,2017,Caçao,11.3,3534.7000000000003,0.003196876679774804
inside,2017,Sirigado,10.0,3534.7000000000003,0.0028290944068803574
inside,2017,Dentao,7.3,3534.7000000000003,0.002065238917022661
inside,2017,Camurupim,6.699999999999999,3534.7000000000003,0.0018954932526098393
inside,2017,Tilapia,5.8,3534.7000000000003,0.0016408747559906072
inside,2017,Peixe Galo,5.4,3534.7000000000003,0.001527710979715393
inside,2017,Salema,4.4,3534.7000000000003,0.0012448015390273573
inside,2017,Pargo,3.9000000000000004,3534.7000000000003,0.0011033468186833395
inside,2017,Arabaiana,3.7,3534.7000000000003,0.0010467649305457322
inside,2017,Polvo,1.8,3534.7000000000003,0.0005092369932384644
inside,2017,Marisco,1.0,3534.7000000000003,0.00028290944068803573
inside,2017,Siri,1.0,3534.7000000000003,0.00028290944068803573
inside,2017,Garoupa,0.4,3534.7000000000003,0.0001131637762752143
inside,2017,Garabebeu,0.0,3534.7000000000003,0.0
inside,2016,Albacora,2608.9,3598.3,0.725036822944168
inside,2016,Lagosta,147.9,3598.3,0.04110274296195426
inside,2016,Ariaco,86.3,3598.3,0.02398354778645471
inside,2016,Outros,65.8,3598.3,0.01828641302837451
inside,2016,Tainha,49.5,3598.3,0.013756496123169273
inside,2016,Bonito,49.1,3598.3,0.013645332518133563
inside,2016,Garajuba,48.8,3598.3,0.013561959814356778
inside,2016,Serra,47.099999999999994,3598.3,0.013089514492955005
inside,2016,Cioba,43.8,3598.3,0.012172414751410386
inside,2016,Caico,38.4,3598.3,0.010671706083428285
inside,2016,Espada,36.6,3598.3,0.010171469860767585
inside,2016,Guaiuba,36.3,3598.3,0.0100880971569908
inside,2016,Dourado,29.900000000000002,3598.3,0.008309479476419421
inside,2016,Pescada,27.6,3598.3,0.00767028874746408
inside,2016,Carapeba,26.599999999999998,3598.3,0.007392379734874801
inside,2016,Camarao,24.0,3598.3,0.006669816302142678
inside,2016,Arraia,23.5,3598.3,0.006530861795848039
inside,2016,Bagre,22.900000000000002,3598.3,0.0063641163882944725
inside,2016,Cururuca,22.8,3598.3,0.006336325487035544
inside,2016,Tilapia,21.7,3598.3,0.006030625573187338
inside,2016,Caranguejo,18.2,3598.3,0.005057944029124864
inside,2016,Camurim,17.0,3598.3,0.004724453214017731
inside,2016,Cavala,13.5,3598.3,0.0037517716699552563
