dominant_propulsion,year,species,sp_production_ton,total_production_ton,species_share
sail/row,2021,Marisco,0.0,12.82,0.0
sail/row,2021,Peixe Voador,0.0,12.82,0.0
sail/row,2021,Pirauna,0.0,12.82,0.0
sail/row,2021,Polvo,0.0,12.82,0.0
sail/row,2021,Saramunete,0.0,12.82,0.0
sail/row,2021,Siri,0.0,12.82,0.0
sail/row,2021,Tainha,0.0,12.82,0.0
sail/row,2021,Tilapia,0.0,12.82,0.0
sail/row,2012,Peixe Voador,602.0,1450.2,0.41511515653013376
sail/row,2012,Dourado,100.1,1450.2,0.06902496207419666
sail/row,2012,Agulha,93.5,1450.2,0.06447386567370018
sail/row,2012,Lagosta,59.5,1450.2,0.041028823610536475
sail/row,2012,Serra,51.59999999999999,1450.2,0.03558129913115431
sail/row,2012,Biquara,48.5,1450.2,0.03344366294304234
sail/row,2012,Guaiuba,46.0,1450.2,0.031719762791339125
sail/row,2012,Garajuba,38.1,1450.2,0.02627223831195697
sail/row,2012,Cururuca,35.0,1450.2,0.024134602123844988
sail/row,2012,Bonito,33.4,1450.2,0.02303130602675493
sail/row,2012,Outros,32.1,1450.2,0.02213487794786926
sail/row,2012,Bagre,31.9,1450.2,0.021996965935733002
sail/row,2012,Sirigado,28.2,1450.2,0.019445593711212246
sail/row,2012,Cioba,26.6,1450.2,0.01834229761412219
sail/row,2012,Caico,25.0,1450.2,0.017239001517032133
sail/row,2012,Cavala,24.6,1450.2,0.01696317749275962
sail/row,2012,Ariaco,23.1,1450.2,0.015928837401737693
sail/row,2012,Camurim,18.6,1450.2,0.012825817128671908
sail/row,2012,Agulhao,16.3,1450.2,0.011239828989104951
sail/row,2012,Arabaiana,13.3,1450.2,0.009171148807061096
sail/row,2012,Camarao,12.7,1450.2,0.008757412770652322
sail/row,2012,Polvo,12.4,1450.2,0.008550544752447937
sail/row,2012,Caçao,12.2,1450.2,0.00841263274031168
sail/row,2012,Albacora,11.6,1450.2,0.00799889670390291
sail/row,2012,Pescada,9.3,1450.2,0.006412908564335954
sail/row,2012,Pargo,8.7,1450.2,0.005999172527927182
sail/row,2012,Arraia,8.6,1450.2,0.005930216521859054
sail/row,2012,Paru,6.9,1450.2,0.004757964418700869
sail/row,2012,Salema,3.0,1450.2,0.002068680182043856
sail/row,2012,Dentao,2.8,1450.2,0.0019307681699075989
sail/row,2012,Peixe Galo,2.4,1450.2,0.0016549441456350847
sail/row,2012,Bicuda,2.3,1450.2,0.001585988139566956
sail/row,2012,Xareu,2.2,1450.2,0.0015170321334988279
sail/row,2012,Garoupa,1.4,1450.2,0.0009653840849537994
sail/row,2012,Sardinha,1.3,1450.2,0.0008964280788856709
sail/row,2012,Espada,1.0,1450.2,0.0006895600606812853
sail/row,2012,Beijupira,0.7,1450.2,0.0004826920424768997
sail/row,2012,Garabebeu,0.6000000000000001,1450.2,0.00041373603640877123
sail/row,2012,Budiao,0.6,1450.2,0.0004137360364087712
sail/row,2012,Camurupim,0.5,1450.2,0.00034478003034064264
sail/row,2012,Pampo,0.5,1450.2,0.00034478003034064264
sail/row,2012,Pirauna,0.5,1450.2,0.00034478003034064264
sail/row,2012,Carapeba,0.4,1450.2,0.00027582402427251415
sail/row,2012,Saramunete,0.2,1450.2,0.00013791201213625708
sail/row,2012,Buzios,0.0,1450.2,0.0
sail/row,2012,Cangulo,0.0,1450.2,0.0
sail/row,2012,Caranguejo,0.0,1450.2,0.0
sail/row,2012,Carauna,0.0,1450.2,0.0
sail/row,2012,Marisco,0.0,1450.2,0.0
sail/row,2012,Siri,0.0,1450.2,0.0
sail/row,2012,Tainha,0.0,1450.2,0.0
sail/row,2012,Tilapia,0.0,1450.2,0.0
sail/row,2012,Ubarana,0.0,1450.2,0.0
sail/row,2011,Albacora,127.828,708.341,0.1804611055974453
sail/row,2011,Outros,119.883,708.341,0.16924475640969533
sail/row,2011,Lagosta,109.562,708.341,0.15467409058631365
sail/row,2011,Ariaco,54.133,708.341,0.07642223166525727
sail/row,2011,Cururuca,35.832,708.341,0.05058580542422365
sail/row,2011,Serra,29.689,708.341,0.04191342870171288
sail/row,2011,Cioba,23.859,708.341,0.03368292954946841
sail/row,2011,Caico,21.809,708.341,0.030788843226638017
sail/row,2011,Garajuba,20.065,708.341,0.028326752228093534
sail/row,2011,Biquara,16.231,708.341,0.02291410492968782
sail/row,2011,Caçao,13.395,708.341,0.018910383558201488
sail/row,2011,Guaiuba,11.41,708.341,0.016108060948046208
sail/row,2011,Bonito,10.751,708.341,0.01517771807646317
sail/row,2011,Agulha,9.581,708.341,0.013525971248311194
sail/row,2011,Bagre,8.413,708.341,0.01187704791901076
sail/row,2011,Cavala,8.115,708.341,0.011456346590131025
sail/row,2011,Camarao,7.577,708.341,0.010696825399066268
sail/row,2011,Arraia,7.479,708.341,0.010558473955340719
sail/row,2011,Pescada,6.423999999999999,708.341,0.009069078311152395
sail/row,2011,Tainha,6.313,708.341,0.008912374124891825
sail/row,2011,Sirigado,6.236,708.341,0.008803669419107464
sail/row,2011,Paru,6.191,708.341,0.008740140694947772
sail/row,2011,Xareu,5.195,708.341,0.007334038266879935
sail/row,2011,Camurim,5.09,708.341,0.007185804577173988
sail/row,2011,Camurupim,4.807,708.341,0.006786279489680818
sail/row,2011,Dourado,4.64,708.341,0.0065505173355770736
sail/row,2011,Carapeba,3.891,708.341,0.005493117015674654
sail/row,2011,Arabaiana,3.217,708.341,0.004541597902705053
sail/row,2011,Pargo,3.034,708.341,0.004283247757788974
sail/row,2011,Garoupa,2.749,708.341,0.003880899171444262
sail/row,2011,Espada,2.742,708.341,0.0038710169254638654
sail/row,2011,Dentao,2.616,708.341,0.0036931364978167298
sail/row,2011,Salema,2.523,708.341,0.003561843801220034
sail/row,2011,Beijupira,1.999,708.341,0.0028220871021160713
sail/row,2011,Agulhao,1.367,708.341,0.0019298614650288491
sail/row,2011,Pampo,1.072,708.341,0.0015133953844264274
sail/row,2011,Bicuda,0.895,708.341,0.0012635157360649744
sail/row,2011,Peixe Galo,0.519,708.341,0.000732697951975108
sail/row,2011,Cangulo,0.408,708.341,0.0005759937657145357
sail/row,2011,Siri,0.256,708.341,0.0003614078529973558
sail/row,2011,Budiao,0.217,708.341,0.00030634962539228985
sail/row,2011,Sardinha,0.185,708.341,0.0002611736437676204
sail/row,2011,Polvo,0.084,708.341,0.00011858695176475737
sail/row,2011,Carauna,0.033,708.341,4.65877310504404e-05
sail/row,2011,Pirauna,0.01,708.341,1.411749425770921e-05
sail/row,2011,Buzios,0.009,708.341,1.2705744831938288e-05
sail/row,2011,Garabebeu,0.006,708.341,8.470496554625526e-06
sail/row,2011,Saramunete,0.001,708.341,1.4117494257709211e-06
sail/row,2011,Caranguejo,0.0,708.341,0.0
sail/row,2011,Marisco,0.0,708.341,0.0
sail/row,2011,Peixe Voador,0.0,708.341,0.0
sail/row,2011,Tilapia,0.0,708.341,0.0
sail/row,2010,Lagosta,25.111,147.541,0.1701967588670268
sail/row,2010,Outros,17.693,147.541,0.11991920889786568
sail/row,2010,Caico,11.328,147.541,0.07677865813570466
sail/row,2010,Ariaco,10.788,147.541,0.07311865854237128
sail/row,2010,Tainha,10.473,147.541,0.07098365877959348
sail/row,2010,Serra,7.204999999999999,147.541,0.04883388346290183
sail/row,2010,Pescada,7.122000000000002,147.541,0.04827132796985246
sail/row,2010,Garajuba,6.927,147.541,0.046949661450037615
sail/row,2010,Carapeba,5.968999999999999,147.541,0.04045655106038321
sail/row,2010,Bagre,5.181,147.541,0.03511566276492636
sail/row,2010,Arraia,5.031,147.541,0.03409899621122264
sail/row,2010,Bonito,4.791,147.541,0.0324723297252967
sail/row,2010,Caranguejo,4.166,147.541,0.02823621908486455
sail/row,2010,Cururuca,4.017,147.541,0.027226330308185526
sail/row,2010,Salema,3.4739999999999998,147.541,0.023545997383778067
sail/row,2010,Caçao,3.401,147.541,0.02305121966097559
sail/row,2010,Camurim,3.128,147.541,0.02120088653323483
sail/row,2010,Cioba,2.3810000000000002,147.541,0.016137887095790324
sail/row,2010,Cavala,2.1990000000000003,147.541,0.014904331677296483
sail/row,2010,Sardinha,1.2109999999999999,147.541,0.008207887976901335
sail/row,2010,Camurupim,1.121,147.541,0.0075978880446791065
sail/row,2010,Biquara,0.752,147.541,0.0050968883225679645
sail/row,2010,Camarao,0.752,147.541,0.0050968883225679645
sail/row,2010,Sirigado,0.7270000000000001,147.541,0.004927443896950679
sail/row,2010,Xareu,0.614,147.541,0.004161555093160545
sail/row,2010,Dentao,0.559,147.541,0.0037887773568025165
sail/row,2010,Guaiuba,0.40499999999999997,147.541,0.002744999695000034
sail/row,2010,Dourado,0.301,147.541,0.002040110884432124
sail/row,2010,Garoupa,0.233,147.541,0.001579222046753106
sail/row,2010,Pargo,0.142,147.541,0.0009624443375061847
sail/row,2010,Albacorinha,0.108,147.541,0.0007319999186666757
sail/row,2010,Cangulo,0.098,147.541,0.0006642221484197613
sail/row,2010,Polvo,0.054,147.541,0.00036599995933333786
sail/row,2010,Agulhao,0.05,147.541,0.0003388888512345721
sail/row,2010,Arabaiana,0.02,147.541,0.00013555554049382885
sail/row,2010,Peixe Voador,0.005,147.541,3.388888512345721e-05
sail/row,2010,Agulha,0.004,147.541,2.7111108098765767e-05
sail/row,2010,Albacora,0.0,147.541,0.0
sail/row,2010,Budiao,0.0,147.541,0.0
sail/row,2009,Camarao,374.44399999999996,1728.0443,0.21668657452821086
sail/row,2009,Albacora,298.6938,1728.0443,0.17285077703158422
sail/row,2009,Lagosta,146.19,1728.0443,0.08459852562807563
sail/row,2009,Tainha,117.97029999999998,1728.0443,0.06826809937685045
sail/row,2009,Ariaco,86.1079,1728.0443,0.04982968318578407
sail/row,2009,Outros,73.4221,1728.0443,0.04248855194279452
sail/row,2009,Caico,64.4567,1728.0443,0.03730037476469787
sail/row,2009,Carapeba,54.5884,1728.0443,0.03158969940759042
sail/row,2009,Guaiuba,50.609,1728.0443,0.029286864925858674
sail/row,2009,Garajuba,48.901399999999995,1728.0443,0.02829869581468484
sail/row,2009,Cioba,40.445499999999996,1728.0443,0.023405360614887013
sail/row,2009,Camurim,36.1866,1728.0443,0.02094078259452029
sail/row,2009,Cururuca,34.2291,1728.0443,0.019807999135207355
sail/row,2009,Serra,32.339,1728.0443,0.018714219305604605
sail/row,2009,Salema,29.512399999999996,1728.0443,0.017078497351022768
sail/row,2009,Arraia,25.3826,1728.0443,0.014688628063528232
sail/row,2009,Bagre,25.1145,1728.0443,0.014533481577989638
sail/row,2009,Pescada,24.1847,1728.0443,0.013995416668426845
sail/row,2009,Sirigado,23.3614,1728.0443,0.013518982123317093
sail/row,2009,Peixe Voador,22.2453,1728.0443,0.012873107477626586
sail/row,2009,Caçao,22.1765,1728.0443,0.012833293683501053
sail/row,2009,Cavala,21.302500000000002,1728.0443,0.012327519612778446
sail/row,2009,Dourado,12.761099999999997,1728.0443,0.007384706514757751
sail/row,2009,Sardinha,11.5352,1728.0443,0.006675291831349462
sail/row,2009,Biquara,9.417499999999999,1728.0443,0.005449802415366318
sail/row,2009,Xareu,8.988999999999999,1728.0443,0.005201834235383895
sail/row,2009,Bonito,7.646999999999999,1728.0443,0.00442523377438877
sail/row,2009,Camurupim,5.1494,1728.0443,0.002979900457413042
sail/row,2009,Dentao,3.4585,1728.0443,0.002001395450336545
sail/row,2009,Agulhao,3.2896,1728.0443,0.0019036549005138352
sail/row,2009,Albacorinha,2.8558000000000003,1728.0443,0.0016526196695304631
sail/row,2009,Arabaiana,2.2104,1728.0443,0.0012791338740563538
sail/row,2009,Agulha,2.0965000000000003,1728.0443,0.0012132212119793458
sail/row,2009,Pargo,1.7054,1728.0443,0.000986895995664
sail/row,2009,Caranguejo,1.6928,1728.0443,0.0009796045159258938
sail/row,2009,Garoupa,1.5420999999999998,1728.0443,0.0008923961035026705
sail/row,2009,Polvo,0.9127,1728.0443,0.0005281693299182202
sail/row,2009,Cangulo,0.5718,1728.0443,0.0003308942947816789
sail/row,2009,Budiao,0.3458,1728.0443,0.00020011061059024932
sail/row,2009,Espada,0.0,1728.0443,0.0
sail/row,2008,Camarao,209.32,499.86,0.4187572520305685
sail/row,2008,Tainha,40.69,499.86,0.08140279278197894
sail/row,2008,Caico,31.47,499.86,0.06295762813587805
sail/row,2008,Guaiuba,28.36,499.86,0.056735886048093466
sail/row,2008,Lagosta,26.76,499.86,0.053534989797143204
sail/row,2008,Outros,26.310000000000002,499.86,0.05263473772656344
sail/row,2008,Peixe Voador,19.4,499.86,0.03881086704277197
sail/row,2008,Arraia,14.33,499.86,0.02866802704757332
sail/row,2008,Ariaco,14.25,499.86,0.028507982235025806
sail/row,2008,Carapeba,11.08,499.86,0.022166206537830593
sail/row,2008,Dourado,10.21,499.86,0.020425719201376386
sail/row,2008,Camurim,7.49,499.86,0.014984195574760934
sail/row,2008,Cururuca,6.66,499.86,0.013323730644580482
sail/row,2008,Cavala,4.779999999999999,499.86,0.009562677549713919
sail/row,2008,Sardinha,4.76,499.86,0.00952266634657704
sail/row,2008,Bagre,4.72,499.86,0.009442643940303284
sail/row,2008,Sirigado,4.58,499.86,0.009162565518345137
sail/row,2008,Cioba,4.55,499.86,0.00910254871363982
sail/row,2008,Caçao,3.97,499.86,0.007942223822670349
sail/row,2008,Pescada,3.47,499.86,0.006941943744248389
sail/row,2008,Salema,3.2,499.86,0.006401792501900532
sail/row,2008,Garajuba,3.14,499.86,0.006281758892489897
sail/row,2008,Xareu,2.8600000000000003,499.86,0.005721602048573601
sail/row,2008,Biquara,2.46,499.86,0.004921377985836034
sail/row,2008,Camurupim,2.44,499.86,0.004881366782699155
sail/row,2008,Dentao,1.72,499.86,0.003440963469771536
sail/row,2008,Serra,1.21,499.86,0.0024206777897811385
sail/row,2008,Arabaiana,1.08,499.86,0.0021606049693914295
sail/row,2008,Pargo,0.97,499.86,0.0019405433521385987
sail/row,2008,Albacora,0.92,499.86,0.001840515344296403
sail/row,2008,Agulhao,0.82,499.86,0.0016404593286120112
sail/row,2008,Polvo,0.73,499.86,0.0014604089144960588
sail/row,2008,Bonito,0.6799999999999999,499.86,0.0013603809066538629
sail/row,2008,Caranguejo,0.44,499.86,0.0008802464690113232
sail/row,2008,Garoupa,0.03,499.86,6.0016804705317486e-05
sail/row,2008,Cangulo,0.0,499.86,0.0
sail/row,2007,Tainha,7.8500000000000005,65.1,0.12058371735791093
sail/row,2007,Guaiuba,5.83,65.1,0.08955453149001537
sail/row,2007,Caico,5.0,65.1,0.07680491551459294
sail/row,2007,Ariaco,4.76,65.1,0.07311827956989247
sail/row,2007,Outros,4.43,65.1,0.06804915514592934
sail/row,2007,Lagosta,3.99,65.1,0.06129032258064517
sail/row,2007,Camarao,3.59,65.1,0.05514592933947773
sail/row,2007,Arraia,3.5100000000000002,65.1,0.05391705069124425
sail/row,2007,Cavala,3.2,65.1,0.049155145929339485
sail/row,2007,Dourado,2.8400000000000003,65.1,0.043625192012288795
sail/row,2007,Cururuca,2.18,65.1,0.03348694316436252
sail/row,2007,Polvo,1.82,65.1,0.027956989247311832
sail/row,2007,Camurim,1.71,65.1,0.026267281105990786
sail/row,2007,Sirigado,1.64,65.1,0.025192012288786484
sail/row,2007,Pescada,1.35,65.1,0.020737327188940096
sail/row,2007,Garajuba,1.26,65.1,0.01935483870967742
sail/row,2007,Bagre,1.21,65.1,0.01858678955453149
sail/row,2007,Carapeba,1.17,65.1,0.017972350230414748
sail/row,2007,Cioba,1.1199999999999999,65.1,0.017204301075268817
sail/row,2007,Agulhao,0.98,65.1,0.015053763440860216
sail/row,2007,Caranguejo,0.8,65.1,0.012288786482334871
sail/row,2007,Biquara,0.7999999999999999,65.1,0.01228878648233487
sail/row,2007,Peixe Voador,0.71,65.1,0.010906298003072197
sail/row,2007,Caçao,0.5900000000000001,65.1,0.009062980030721968
sail/row,2007,Dentao,0.58,65.1,0.008909370199692781
sail/row,2007,Camurupim,0.49,65.1,0.007526881720430108
sail/row,2007,Sardinha,0.46,65.1,0.007066052227342551
sail/row,2007,Albacora,0.39,65.1,0.005990783410138249
sail/row,2007,Xareu,0.33999999999999997,65.1,0.0052227342549923195
sail/row,2007,Salema,0.28,65.1,0.004301075268817205
sail/row,2007,Bonito,0.13,65.1,0.0019969278033794167
sail/row,2007,Serra,0.08,65.1,0.0012288786482334872
sail/row,2007,Garoupa,0.01,65.1,0.0001536098310291859
sail/row,2007,Arabaiana,0.0,65.1,0.0
sail/row,2006,Sardinha,71.91,350.76,0.20501197399931576
sail/row,2006,Tainha,41.66,350.76,0.11877066940358079
sail/row,2006,Outros,26.340000000000003,350.76,0.07509408142319536
sail/row,2006,Caico,21.01,350.76,0.05989850610103775
sail/row,2006,Guaiuba,16.369999999999997,350.76,0.04667008780932831
sail/row,2006,Camarao,16.27,350.76,0.04638499258752423
sail/row,2006,Cavala,13.73,350.76,0.039143573953700536
sail/row,2006,Arraia,12.97,350.76,0.03697685026798951
sail/row,2006,Ariaco,11.91,350.76,0.033954840916866236
sail/row,2006,Serra,11.870000000000001,350.76,0.033840802828144605
sail/row,2006,Agulha,10.809999999999999,350.76,0.030818793477021322
sail/row,2006,Dourado,10.540000000000001,350.76,0.030049036378150304
sail/row,2006,Pescada,10.42,350.76,0.029706922111985404
sail/row,2006,Cururuca,9.49,350.76,0.027055536549207438
sail/row,2006,Peixe Voador,9.33,350.76,0.026599384194320903
sail/row,2006,Caranguejo,8.1,350.76,0.023092712966130687
sail/row,2006,Camurim,7.2,350.76,0.020526855969893947
sail/row,2006,Bagre,5.4,350.76,0.01539514197742046
sail/row,2006,Caçao,4.44,350.76,0.012658227848101267
sail/row,2006,Cioba,4.1899999999999995,350.76,0.011945489793591058
sail/row,2006,Dentao,4.15,350.76,0.011831451704869428
sail/row,2006,Garajuba,3.62,350.76,0.010320447029307789
sail/row,2006,Garoupa,3.41,350.76,0.009721747063519215
sail/row,2006,Lagosta,3.14,350.76,0.008951989964648193
sail/row,2006,Sirigado,2.85,350.76,0.008125213821416354
sail/row,2006,Albacora,1.95,350.76,0.00555935682517961
sail/row,2006,Biquara,1.92,350.76,0.005473828258638385
sail/row,2006,Camurupim,1.5899999999999999,350.76,0.004533014026684912
sail/row,2006,Bonito,1.4300000000000002,350.76,0.004076861671798381
sail/row,2006,Pargo,0.92,350.76,0.0026228760405975597
sail/row,2006,Polvo,0.77,350.76,0.002195233207891436
sail/row,2006,Arabaiana,0.53,350.76,0.0015110046755616377
sail/row,2006,Agulhao,0.28,350.76,0.0007982666210514313
sail/row,2006,Xareu,0.24000000000000002,350.76,0.0006842285323297982
sail/row,2006,Cangulo,0.0,350.76,0.0
sail/row,2005,Sardinha,157.32,975.29,0.16130586799823643
sail/row,2005,Peixe Voador,123.46000000000001,975.29,0.12658798921346473
sail/row,2005,Tainha,81.99,975.29,0.08406730305857744
sail/row,2005,Outros,74.22,975.29,0.07610044191983922
sail/row,2005,Agulha,63.9,975.29,0.06551897384367726
sail/row,2005,Caico,58.06,975.29,0.059531011288949956
sail/row,2005,Dourado,51.839999999999996,975.29,0.053153421033743806
sail/row,2005,Lagosta,33.510000000000005,975.29,0.034359011165909635
sail/row,2005,Serra,33.47,975.29,0.03431799772375396
sail/row,2005,Polvo,29.8,975.29,0.03055501440597156
sail/row,2005,Cioba,25.04,975.29,0.02567441478944724
sail/row,2005,Guaiuba,24.06,975.29,0.024669585456633412
sail/row,2005,Ariaco,19.66,975.29,0.020158106819510094
sail/row,2005,Pescada,19.32,975.29,0.01980949256118693
sail/row,2005,Sirigado,17.84,975.29,0.01829199520142727
sail/row,2005,Cururuca,17.83,975.29,0.01828174184088835
sail/row,2005,Camarao,14.98,975.29,0.015359534087297113
sail/row,2005,Arraia,14.7,975.29,0.015072439992207446
sail/row,2005,Caranguejo,13.540000000000001,975.29,0.013883050169693118
sail/row,2005,Cavala,12.16,975.29,0.012468086415322623
sail/row,2005,Biquara,10.309999999999999,975.29,0.010571214715623044
sail/row,2005,Garajuba,10.280000000000001,975.29,0.010540454634006297
sail/row,2005,Bagre,9.540000000000001,975.29,0.009781705954126467
sail/row,2005,Caçao,9.120000000000001,975.29,0.009351064811491968
sail/row,2005,Bonito,8.38,975.29,0.008592316131612137
sail/row,2005,Pargo,8.28,975.29,0.00848978252622297
sail/row,2005,Xareu,7.919999999999999,975.29,0.008120661546821971
sail/row,2005,Camurim,6.970000000000001,975.29,0.007146592295624892
sail/row,2005,Albacora,5.78,975.29,0.005926442391493813
sail/row,2005,Dentao,4.28,975.29,0.004388438310656318
sail/row,2005,Agulhao,3.02,975.29,0.0030965148827528225
sail/row,2005,Camurupim,1.83,975.29,0.0018763649786217435
sail/row,2005,Arabaiana,1.75,975.29,0.0017943380943104103
sail/row,2005,Garoupa,1.12,975.29,0.0011483763803586627
sail/row,2005,Cangulo,0.01,975.29,1.025336053891663e-05
sail/row,2004,Sardinha,421.51,1368.52,0.30800426738374304
sail/row,2004,Peixe Voador,280.87,1368.52,0.20523631368193376
sail/row,2004,Tainha,75.15,1368.52,0.054913337035629735
sail/row,2004,Caico,68.91000000000001,1368.52,0.050353666734866874
sail/row,2004,Outros,62.230000000000004,1368.52,0.04547248122058867
sail/row,2004,Agulha,51.19,1368.52,0.037405372226931285
sail/row,2004,Dourado,47.18,1368.52,0.03447519948557566
sail/row,2004,Serra,45.669999999999995,1368.52,0.03337181773010259
sail/row,2004,Lagosta,41.64,1368.52,0.03042703066085991
sail/row,2004,Camarao,36.67,1368.52,0.02679537018092538
sail/row,2004,Albacora,31.5,1368.52,0.023017566422120248
sail/row,2004,Xareu,22.92,1368.52,0.016748019758571306
sail/row,2004,Caranguejo,16.240000000000002,1368.52,0.011866834244293106
sail/row,2004,Guaiuba,14.15,1368.52,0.010339636980095285
sail/row,2004,Cioba,14.09,1368.52,0.010295793996434105
sail/row,2004,Bagre,13.67,1368.52,0.009988893110805834
sail/row,2004,Pescada,13.53,1368.52,0.009886592815596411
sail/row,2004,Cavala,13.02,1368.52,0.009513927454476368
sail/row,2004,Ariaco,13.0,1368.52,0.009499313126589309
sail/row,2004,Pargo,11.549999999999999,1368.52,0.008439774354777423
sail/row,2004,Bonito,10.62,1368.52,0.007760208108029111
sail/row,2004,Polvo,10.41,1368.52,0.007606757665214977
sail/row,2004,Caçao,9.629999999999999,1368.52,0.007036798877619618
sail/row,2004,Arraia,8.69,1368.52,0.006349925466927776
sail/row,2004,Dentao,8.64,1368.52,0.006313389647210125
sail/row,2004,Garajuba,7.37,1368.52,0.005385379826381785
sail/row,2004,Sirigado,5.4399999999999995,1368.52,0.0039750971852804485
sail/row,2004,Biquara,5.33,1368.52,0.0038947183819016164
sail/row,2004,Agulhao,4.02,1368.52,0.002937479905299155
sail/row,2004,Arabaiana,2.9,1368.52,0.002119077543623769
sail/row,2004,Garoupa,0.78,1368.52,0.0005699587875953585
sail/row,2004,Cangulo,0.0,1368.52,0.0
sail/row,2003,Sardinha,206.48000000000002,491.42,0.42017011924626596
sail/row,2003,Tainha,46.97,491.42,0.09558015546782792
sail/row,2003,Caico,40.980000000000004,491.42,0.08339098937772171
sail/row,2003,Peixe Voador,35.71,491.42,0.07266696512148467
sail/row,2003,Outros,22.75,491.42,0.046294412111839156
sail/row,2003,Serra,18.88,491.42,0.03841927475479223
sail/row,2003,Agulha,14.879999999999999,491.42,0.03027959789996337
sail/row,2003,Ariaco,12.04,491.42,0.024500427333034876
sail/row,2003,Cavala,9.98,491.42,0.020308493752798015
sail/row,2003,Lagosta,8.92,491.42,0.018151479386268366
sail/row,2003,Bagre,7.34,491.42,0.014936307028610964
sail/row,2003,Albacora,7.2,491.42,0.014651418338691954
sail/row,2003,Biquara,6.93,491.42,0.014101990150991004
sail/row,2003,Dourado,6.390000000000001,491.42,0.01300313377558911
sail/row,2003,Camarao,6.13,491.42,0.012474054780025232
sail/row,2003,Arraia,5.58,491.42,0.011354849212486265
sail/row,2003,Guaiuba,5.43,491.42,0.01104961133043018
sail/row,2003,Caranguejo,4.45,491.42,0.00905539050099711
sail/row,2003,Xareu,4.41,491.42,0.008973993732448822
sail/row,2003,Bonito,4.39,491.42,0.008933295348174676
sail/row,2003,Garajuba,4.38,491.42,0.008912946156037604
sail/row,2003,Cioba,3.1799999999999997,491.42,0.006471043099588946
sail/row,2003,Pescada,3.0999999999999996,491.42,0.006308249562492368
sail/row,2003,Caçao,1.84,491.42,0.003744251353221277
sail/row,2003,Pargo,0.8999999999999999,491.42,0.001831427292336494
sail/row,2003,Garoupa,0.49,491.42,0.0009971104147165357
sail/row,2003,Dentao,0.48,491.42,0.0009767612225794636
sail/row,2003,Agulhao,0.44,491.42,0.0008953644540311749
sail/row,2003,Sirigado,0.41000000000000003,491.42,0.0008343168776199586
sail/row,2003,Polvo,0.27999999999999997,491.42,0.0005697773798380203
sail/row,2003,Arabaiana,0.08,491.42,0.00016279353709657725
sail/row,2002,Peixe Voador,120.19,697.48,0.1723203532717784
sail/row,2002,Sardinha,116.9,697.48,0.16760337213970294
sail/row,2002,Outros,79.37,697.48,0.11379537764523714
sail/row,2002,Dourado,41.05,697.48,0.058854734185926474
sail/row,2002,Tainha,40.57,697.48,0.0581665424098182
sail/row,2002,Lagosta,38.480000000000004,697.48,0.05517004071801342
sail/row,2002,Serra,35.32,697.48,0.05063944485863394
sail/row,2002,Agulha,31.759999999999998,697.48,0.04553535585249756
sail/row,2002,Caico,21.66,697.48,0.03105465389688593
sail/row,2002,Albacora,19.94,697.48,0.02858863336583128
sail/row,2002,Camarao,17.61,697.48,0.025248035785972355
sail/row,2002,Cioba,13.28,697.48,0.019039972472328956
sail/row,2002,Sirigado,12.79,697.48,0.018337443367551755
sail/row,2002,Cavala,12.25,697.48,0.01756322761942995
sail/row,2002,Ariaco,11.629999999999999,697.48,0.016674313241956756
sail/row,2002,Caranguejo,10.51,697.48,0.015068532431037448
sail/row,2002,Guaiuba,10.17,697.48,0.014581063256294087
sail/row,2002,Xareu,8.54,697.48,0.012244078683259734
sail/row,2002,Garajuba,8.39,697.48,0.012029018753225899
sail/row,2002,Pescada,7.99,697.48,0.011455525606469003
sail/row,2002,Arraia,6.51,697.48,0.009333600963468486
sail/row,2002,Bagre,6.01,697.48,0.008616734530022365
sail/row,2002,Pargo,5.17,697.48,0.007412398921832884
sail/row,2002,Dentao,4.67,697.48,0.006695532488386764
sail/row,2002,Caçao,4.62,697.48,0.0066238458450421514
sail/row,2002,Biquara,4.45,697.48,0.006380111257670471
sail/row,2002,Agulhao,3.0,697.48,0.004301198600676722
sail/row,2002,Arabaiana,2.54,697.48,0.0036416814819062913
sail/row,2002,Polvo,2.05,697.48,0.002939152377129093
sail/row,2002,Garoupa,0.06,697.48,8.602397201353443e-05
sail/row,2001,Sardinha,124.85,566.43,0.22041558533269778
sail/row,2001,Outros,60.089999999999996,566.43,0.10608548276044702
sail/row,2001,Lagosta,43.730000000000004,566.43,0.07720283177091611
sail/row,2001,Agulha,37.08,566.43,0.06546263439436471
sail/row,2001,Tainha,36.56999999999999,566.43,0.06456225835496
sail/row,2001,Peixe Voador,32.4,566.43,0.05720036015041576
sail/row,2001,Dourado,30.02,566.43,0.052998605299860536
sail/row,2001,Serra,27.04,566.43,0.0477375845205939
sail/row,2001,Caico,26.91,566.43,0.04750807690270643
sail/row,2001,Cioba,14.97,566.43,0.026428684921349508
sail/row,2001,Cavala,13.94,566.43,0.024610278410394933
sail/row,2001,Guaiuba,12.44,566.43,0.021962113588616425
sail/row,2001,Pescada,12.43,566.43,0.021944459156471235
sail/row,2001,Ariaco,11.05,566.43,0.019508147520435008
sail/row,2001,Garajuba,10.34,566.43,0.018254682838126514
sail/row,2001,Camarao,10.05,566.43,0.017742704305916002
sail/row,2001,Arraia,8.469999999999999,566.43,0.014953304026975972
