dominant_propulsion,year,species,sp_production_ton,total_production_ton,species_share
sail/row,2001,Bagre,6.52,566.43,0.011510689758663912
sail/row,2001,Polvo,6.18,566.43,0.010910439065727452
sail/row,2001,Albacora,5.76,566.43,0.01016895291562947
sail/row,2001,Pargo,5.28,566.43,0.009321540172660348
sail/row,2001,Caçao,5.25,566.43,0.009268576876224777
sail/row,2001,Agulhao,4.930000000000001,566.43,0.008703635047578696
sail/row,2001,Caranguejo,4.93,566.43,0.008703635047578696
sail/row,2001,Biquara,4.8,566.43,0.008474127429691225
sail/row,2001,Xareu,4.55,566.43,0.008032766626061474
sail/row,2001,Sirigado,2.4,566.43,0.0042370637148456125
sail/row,2001,Arabaiana,1.82,566.43,0.0032131066504245895
sail/row,2001,Dentao,1.3800000000000001,566.43,0.002436311636036227
sail/row,2001,Garoupa,0.25,566.43,0.0004413608036297513
sail/row,2001,Cangulo,0.0,566.43,0.0
motorised,2024,Albacora,2712.4,5500.99,0.4930748828847171
motorised,2024,Guaiuba,251.5,5500.99,0.045719043299478825
motorised,2024,Buzios,242.64000000000001,5500.99,0.044108424120022034
motorised,2024,Tainha,222.64,5500.99,0.04047271491131596
motorised,2024,Bonito,138.97,5500.99,0.02526272543669412
motorised,2024,Agulha,136.05,5500.99,0.02473191189222304
motorised,2024,Ariaco,135.53,5500.99,0.02463738345279668
motorised,2024,Caico,117.86,5500.99,0.021425234366904865
motorised,2024,Outros,117.67,5500.99,0.021390695129422158
motorised,2024,Ova Voador,112.96,5500.99,0.02053448561077188
motorised,2024,Sardinha,110.54,5500.99,0.020094564796518447
motorised,2024,Lagosta,101.80000000000001,5500.99,0.018505759872313895
motorised,2024,Serra,96.36,5500.99,0.01751684696754584
motorised,2024,Garajuba,88.6,5500.99,0.016106191794567886
motorised,2024,Carapeba,87.9,5500.99,0.015978941972263176
motorised,2024,Marisco,83.0,5500.99,0.015088193216130188
motorised,2024,Cioba,82.7,5500.99,0.015033657577999597
motorised,2024,Dourado,67.1,5500.99,0.012197804395208862
motorised,2024,Peixe Voador,63.85,5500.99,0.011607001648794127
motorised,2024,Biquara,48.220000000000006,5500.99,0.008765694902190334
motorised,2024,Camurim,47.5,5500.99,0.008634809370676915
motorised,2024,Cavala,37.1,5500.99,0.006744240582149759
motorised,2024,Sirigado,34.949999999999996,5500.99,0.006353401842213856
motorised,2024,Pescada,34.14,5500.99,0.006206155619261261
motorised,2024,Siri,29.2,5500.99,0.005308135444710861
motorised,2024,Xareu,26.8,5500.99,0.004871850339666133
motorised,2024,Salema,26.740000000000002,5500.99,0.004860943212040015
motorised,2024,Bagre,23.93,5500.99,0.004350126068216812
motorised,2024,Caçao,23.8,5500.99,0.004326493958360223
motorised,2024,Arraia,21.61,5500.99,0.003928383800006908
motorised,2024,Caranguejo,21.0,5500.99,0.003817494669141373
motorised,2024,Arabaiana,20.92,5500.99,0.003802951832306549
motorised,2024,Cururuca,18.5,5500.99,0.0033630310180531144
motorised,2024,Agulhao,17.07,5500.99,0.0031030778096306304
motorised,2024,Pampo,12.78,5500.99,0.002323218184363178
motorised,2024,Garabebeu,12.7,5500.99,0.002308675347528354
motorised,2024,Pargo,11.8,5500.99,0.0021450684331365813
motorised,2024,Espada,10.6,5500.99,0.0019269258806142167
motorised,2024,Bicuda,8.97,5500.99,0.0016306155801046722
motorised,2024,Ubarana,8.469999999999999,5500.99,0.0015397228498870202
motorised,2024,Camarao,6.5,5500.99,0.0011816054928294726
motorised,2024,Paru,6.499999999999999,5500.99,0.0011816054928294724
motorised,2024,Camurupim,5.8999999999999995,5500.99,0.0010725342165682904
motorised,2024,Peixe Galo,4.9399999999999995,5500.99,0.000898020174550399
motorised,2024,Dentao,3.5,5500.99,0.0006362491115235622
motorised,2024,Polvo,2.08,5500.99,0.00037811375770543124
motorised,2024,Garoupa,1.8,5500.99,0.00032721382878354627
motorised,2024,Beijupira,1.68,5500.99,0.00030539957353130983
motorised,2024,Budiao,0.59,5500.99,0.00010725342165682904
motorised,2024,Tilapia,0.35,5500.99,6.362491115235621e-05
motorised,2024,Saramunete,0.2,5500.99,3.63570920870607e-05
motorised,2024,Carauna,0.05,5500.99,9.089273021765175e-06
motorised,2024,Cangulo,0.02,5500.99,3.6357092087060694e-06
motorised,2024,Pirauna,0.01,5500.99,1.8178546043530347e-06
motorised,2023,Albacora,3495.66,7344.91,0.47592958933465485
motorised,2023,Buzios,458.47999999999996,7344.91,0.06242145921461256
motorised,2023,Tainha,272.56,7344.91,0.03710869159731025
motorised,2023,Marisco,227.59,7344.91,0.03098608424065101
motorised,2023,Agulha,216.20999999999998,7344.91,0.029436711954264925
motorised,2023,Ova Voador,199.18,7344.91,0.027118099472968355
motorised,2023,Lagosta,187.89,7344.91,0.025580980570218015
motorised,2023,Bonito,182.48,7344.91,0.024844416065002838
motorised,2023,Guaiuba,162.51,7344.91,0.022125526384938685
motorised,2023,Sardinha,157.82999999999998,7344.91,0.021488350435880085
motorised,2023,Peixe Voador,156.12,7344.91,0.021255536146800983
motorised,2023,Caico,149.09,7344.91,0.020298410736142445
motorised,2023,Outros,144.92000000000002,7344.91,0.019730670627686388
motorised,2023,Serra,139.48,7344.91,0.018990021661259293
motorised,2023,Ariaco,117.62,7344.91,0.01601381092484455
motorised,2023,Dourado,95.17,7344.91,0.012957272451262167
motorised,2023,Garajuba,92.72,7344.91,0.012623708118955848
motorised,2023,Carapeba,86.0,7344.91,0.01170878880748709
motorised,2023,Cioba,83.5,7344.91,0.011368417039827581
motorised,2023,Arabaiana,71.16,7344.91,0.009688341994660248
motorised,2023,Xareu,65.78,7344.91,0.008955861950656986
motorised,2023,Cavala,47.28,7344.91,0.006437110869976624
motorised,2023,Camurim,45.22,7344.91,0.006156644533425188
motorised,2023,Biquara,44.11,7344.91,0.006005519468584367
motorised,2023,Caranguejo,43.84,7344.91,0.00596875931767714
motorised,2023,Bagre,40.86,7344.91,0.005563036170627006
motorised,2023,Salema,36.47,7344.91,0.0049653433466169085
motorised,2023,Arraia,33.730000000000004,7344.91,0.004592295889262088
motorised,2023,Pescada,33.65,7344.91,0.004581403992696983
motorised,2023,Agulhao,31.55,7344.91,0.004295491707862997
motorised,2023,Caçao,25.509999999999998,7344.91,0.003473153517197624
motorised,2023,Siri,24.96,7344.91,0.0033982717283125323
motorised,2023,Cururuca,24.3,7344.91,0.003308413581650422
motorised,2023,Pargo,22.07,7344.91,0.0030048019648981406
motorised,2023,Sirigado,18.74,7344.91,0.002551426770375675
motorised,2023,Pampo,17.05,7344.91,0.0023213354554378475
motorised,2023,Espada,11.86,7344.91,0.0016147236657767078
motorised,2023,Bicuda,10.13,7344.91,0.0013791864025563282
motorised,2023,Garabebeu,9.99,7344.91,0.0013601255835673958
motorised,2023,Ubarana,9.52,7344.91,0.001296135691247408
motorised,2023,Peixe Galo,8.84,7344.91,0.0012035545704440218
motorised,2023,Paru,8.6,7344.91,0.001170878880748709
motorised,2023,Camurupim,8.39,7344.91,0.0011422876522653104
motorised,2023,Dentao,6.58,7344.91,0.0008958584924798262
motorised,2023,Camarao,6.12,7344.91,0.0008332300872304767
motorised,2023,Polvo,5.84,7344.91,0.0007951084492526117
motorised,2023,Garoupa,2.52,7344.91,0.0003430947418007845
motorised,2023,Budiao,2.07,7344.91,0.00028182782362207295
motorised,2023,Beijupira,1.99,7344.91,0.0002709359270569687
motorised,2023,Tilapia,0.51,7344.91,6.943584060253973e-05
motorised,2023,Carauna,0.25,7344.91,3.403717676595084e-05
motorised,2023,Pirauna,0.2,7344.91,2.7229741412760676e-05
motorised,2023,Cangulo,0.11,7344.91,1.4976357777018371e-05
motorised,2023,Saramunete,0.1,7344.91,1.3614870706380338e-05
motorised,2022,Albacora,3472.6899999999996,7287.5,0.47652692967409943
motorised,2022,Buzios,361.48,7287.5,0.04960274442538594
motorised,2022,Bonito,303.08,7287.5,0.041589022298456256
motorised,2022,Ova Voador,298.26,7287.5,0.040927615780445965
motorised,2022,Guaiuba,294.5,7287.5,0.04041166380789022
motorised,2022,Tainha,267.02,7287.5,0.03664082332761578
motorised,2022,Outros,170.4,7287.5,0.023382504288164668
motorised,2022,Marisco,165.4,7287.5,0.022696397941680962
motorised,2022,Ariaco,159.38,7287.5,0.02187032590051458
motorised,2022,Caico,152.93,7287.5,0.020985248713550602
motorised,2022,Agulha,149.12,7287.5,0.02046243567753002
motorised,2022,Serra,139.13,7287.5,0.019091595197255572
motorised,2022,Sardinha,127.4,7287.5,0.017481989708404803
motorised,2022,Peixe Voador,117.80000000000001,7287.5,0.01616466552315609
motorised,2022,Cioba,103.2,7287.5,0.01416123499142367
motorised,2022,Garajuba,103.2,7287.5,0.01416123499142367
motorised,2022,Lagosta,86.4,7287.5,0.011855917667238423
motorised,2022,Biquara,72.41,7287.5,0.009936192109777016
motorised,2022,Carapeba,72.4,7287.5,0.009934819897084049
motorised,2022,Dourado,72.0,7287.5,0.009879931389365352
motorised,2022,Camurim,48.6,7287.5,0.006668953687821612
motorised,2022,Cavala,48.0,7287.5,0.006586620926243568
motorised,2022,Bagre,43.87,7287.5,0.006019897084048027
motorised,2022,Caranguejo,40.5,7287.5,0.00555746140651801
motorised,2022,Pescada,37.72,7287.5,0.0051759862778730705
motorised,2022,Arraia,35.55,7287.5,0.004878216123499142
motorised,2022,Salema,30.93,7287.5,0.004244253859348199
motorised,2022,Cururuca,30.1,7287.5,0.004130360205831904
motorised,2022,Pargo,28.0,7287.5,0.003842195540308748
motorised,2022,Sirigado,26.11,7287.5,0.0035828473413379073
motorised,2022,Agulhao,24.66,7287.5,0.003383876500857633
motorised,2022,Caçao,20.9,7287.5,0.0028679245283018866
motorised,2022,Budiao,19.52,7287.5,0.0026785591766723842
motorised,2022,Garabebeu,19.1,7287.5,0.002620926243567753
motorised,2022,Xareu,16.63,7287.5,0.0022819897084048026
motorised,2022,Siri,15.88,7287.5,0.0021790737564322473
motorised,2022,Arabaiana,15.78,7287.5,0.0021653516295025727
motorised,2022,Peixe Galo,12.39,7287.5,0.001700171526586621
motorised,2022,Bicuda,12.2,7287.5,0.00167409948542024
motorised,2022,Paru,12.2,7287.5,0.00167409948542024
motorised,2022,Ubarana,10.8,7287.5,0.0014819897084048029
motorised,2022,Pampo,8.97,7287.5,0.0012308747855917668
motorised,2022,Espada,8.1,7287.5,0.001111492281303602
motorised,2022,Polvo,6.88,7287.5,0.000944082332761578
motorised,2022,Dentao,6.3,7287.5,0.0008644939965694683
motorised,2022,Carauna,4.9399999999999995,7287.5,0.0006778730703259004
motorised,2022,Camarao,4.2,7287.5,0.0005763293310463122
motorised,2022,Camurupim,3.7,7287.5,0.0005077186963979417
motorised,2022,Beijupira,3.06,7287.5,0.00041989708404802746
motorised,2022,Garoupa,2.2,7287.5,0.0003018867924528302
motorised,2022,Saramunete,0.92,7287.5,0.0001262435677530017
motorised,2022,Tilapia,0.35000000000000003,7287.5,4.802744425385935e-05
motorised,2022,Cangulo,0.18,7287.5,2.469982847341338e-05
motorised,2022,Pirauna,0.06,7287.5,8.23327615780446e-06
motorised,2021,Albacora,3512.07,7421.77,0.473211915755945
motorised,2021,Ova Voador,481.51000000000005,7421.77,0.0648780546958475
motorised,2021,Peixe Voador,301.54,7421.77,0.04062912216358092
motorised,2021,Guaiuba,301.4,7421.77,0.040610258738818364
motorised,2021,Bonito,287.7,7421.77,0.03876433788705389
motorised,2021,Buzios,275.87,7421.77,0.03717037849461786
motorised,2021,Tainha,270.32,7421.77,0.03642257844153079
motorised,2021,Agulha,220.02,7421.77,0.0296452194018408
motorised,2021,Outros,153.51,7421.77,0.020683745252143355
motorised,2021,Dourado,142.21,7421.77,0.01916119739630843
motorised,2021,Caico,135.68,7421.77,0.018281353369883464
motorised,2021,Ariaco,128.3,7421.77,0.01728698140740012
motorised,2021,Lagosta,126.24000000000001,7421.77,0.017009419585893932
motorised,2021,Sardinha,114.08000000000001,7421.77,0.015370996406517583
motorised,2021,Marisco,89.31,7421.77,0.012033517611028097
motorised,2021,Serra,85.42,7421.77,0.01150938388012563
motorised,2021,Cioba,78.48,7421.77,0.010574296966896038
motorised,2021,Biquara,65.47,7421.77,0.008821345851461309
motorised,2021,Garajuba,64.1,7421.77,0.00863675376628486
motorised,2021,Caranguejo,54.74,7421.77,0.007375599082159646
motorised,2021,Carapeba,54.230000000000004,7421.77,0.007306882320524619
motorised,2021,Cavala,41.19,7421.77,0.005549889042640771
motorised,2021,Arraia,39.58,7421.77,0.00533295965787137
motorised,2021,Pescada,31.27,7421.77,0.004213280659465329
motorised,2021,Pargo,30.970000000000002,7421.77,0.0041728590349741366
motorised,2021,Bagre,30.91,7421.77,0.004164774710075898
motorised,2021,Camurim,26.330000000000002,7421.77,0.0035476712428436884
motorised,2021,Agulhao,24.520000000000003,7421.77,0.003303794108413492
motorised,2021,Salema,23.82,7421.77,0.0032094769846007084
motorised,2021,Caçao,21.23,7421.77,0.0028605036264934105
motorised,2021,Budiao,19.279999999999998,7421.77,0.0025977630673006567
motorised,2021,Arabaiana,16.66,7421.77,0.0022447475467442402
motorised,2021,Cururuca,16.59,7421.77,0.002235315834362962
motorised,2021,Xareu,15.780000000000001,7421.77,0.0021261774482367415
motorised,2021,Camarao,14.35,7421.77,0.0019335010381620556
motorised,2021,Garabebeu,13.649999999999999,7421.77,0.0018391839143492722
motorised,2021,Bicuda,13.28,7421.77,0.0017893305774768012
motorised,2021,Paru,12.71,7421.77,0.0017125294909435351
motorised,2021,Polvo,11.709999999999999,7421.77,0.0015777907426395587
motorised,2021,Sirigado,11.24,7421.77,0.0015144635309366902
motorised,2021,Siri,9.879999999999999,7421.77,0.0013312188332432826
motorised,2021,Peixe Galo,9.4,7421.77,0.0012665442340573745
motorised,2021,Pampo,8.93,7421.77,0.0012032170223545055
motorised,2021,Espada,8.9,7421.77,0.0011991748599053864
motorised,2021,Carauna,7.42,7421.77,0.0009997615124155018
motorised,2021,Ubarana,5.5600000000000005,7421.77,0.0007491474405701066
motorised,2021,Garoupa,3.42,7421.77,0.0004608065191995979
motorised,2021,Camurupim,3.2800000000000002,7421.77,0.0004419430944370413
motorised,2021,Dentao,3.27,7421.77,0.00044059570695400153
motorised,2021,Beijupira,1.67,7421.77,0.0002250137096676399
motorised,2021,Tilapia,1.28,7421.77,0.00017246559782908928
motorised,2021,Saramunete,0.6599999999999999,7421.77,8.892757388062414e-05
motorised,2021,Pirauna,0.43000000000000005,7421.77,5.793766177070969e-05
motorised,2021,Cangulo,0.4,7421.77,5.38954993215904e-05
motorised,2020,Albacora,3208.99,6619.0,0.4848149267260915
motorised,2020,Buzios,439.59,6619.0,0.06641335549176612
motorised,2020,Peixe Voador,342.2,6619.0,0.05169965251548572
motorised,2020,Ova Voador,261.28,6619.0,0.039474240821876415
motorised,2020,Tainha,247.4,6619.0,0.037377247318326035
motorised,2020,Agulha,160.4,6619.0,0.02423326786523644
motorised,2020,Sardinha,154.73,6619.0,0.023376642997431633
motorised,2020,Caico,139.1,6619.0,0.02101525910258347
motorised,2020,Lagosta,123.5,6619.0,0.01865840761444327
motorised,2020,Outros,118.82000000000001,6619.0,0.01795135216800121
motorised,2020,Serra,116.32000000000001,6619.0,0.01757365160900438
motorised,2020,Dourado,112.78,6619.0,0.017038827617464874
motorised,2020,Guaiuba,108.79,6619.0,0.01643601752530594
motorised,2020,Ariaco,104.66000000000001,6619.0,0.01581205620184318
motorised,2020,Bonito,101.83000000000001,6619.0,0.015384499169058772
motorised,2020,Garajuba,83.98,6619.0,0.012687717177821424
motorised,2020,Cioba,82.10000000000001,6619.0,0.01240368635745581
motorised,2020,Marisco,69.12,6619.0,0.010442665055144282
motorised,2020,Carapeba,54.54,6619.0,0.008239915395074784
motorised,2020,Caranguejo,50.67,6619.0,0.007655234929747697
motorised,2020,Espada,44.22,6619.0,0.006680767487535881
motorised,2020,Cavala,38.75,6619.0,0.005854358664450823
motorised,2020,Pescada,38.65,6619.0,0.00583925064209095
motorised,2020,Arraia,37.31,6619.0,0.005636803142468652
motorised,2020,Biquara,34.38,6619.0,0.00519413808732437
motorised,2020,Bagre,28.51,6619.0,0.004307297174799819
motorised,2020,Bicuda,25.979999999999997,6619.0,0.003925064209095029
motorised,2020,Cururuca,23.74,6619.0,0.003586644508233872
motorised,2020,Pargo,23.669999999999998,6619.0,0.0035760688925819606
motorised,2020,Salema,22.58,6619.0,0.003411391448859344
motorised,2020,Camurim,22.21,6619.0,0.003355491766127814
motorised,2020,Arabaiana,21.509999999999998,6619.0,0.0032497356096087017
motorised,2020,Sirigado,21.5,6619.0,0.0032482248073727148
motorised,2020,Caçao,20.720000000000002,6619.0,0.003130382232965705
motorised,2020,Camarao,18.66,6619.0,0.002819156972352319
motorised,2020,Siri,18.12,6619.0,0.0027375736516090047
motorised,2020,Agulhao,16.55,6619.0,0.002500377700558997
motorised,2020,Xareu,16.12,6619.0,0.002435413204411543
motorised,2020,Garabebeu,11.91,6619.0,0.0017993654630608852
motorised,2020,Peixe Galo,8.6,6619.0,0.001299289922949086
motorised,2020,Pampo,8.51,6619.0,0.0012856927028252001
motorised,2020,Paru,8.1,6619.0,0.0012237498111497204
motorised,2020,Polvo,6.6,6619.0,0.000997129475751624
motorised,2020,Ubarana,4.37,6619.0,0.0006602205771264541
motorised,2020,Camurupim,3.9,6619.0,0.0005892128720350506
motorised,2020,Budiao,3.5,6619.0,0.0005287807825955582
motorised,2020,Dentao,3.38,6619.0,0.0005106511557637105
motorised,2020,Carauna,2.56,6619.0,0.0003867653724127512
motorised,2020,Beijupira,1.8699999999999999,6619.0,0.00028252001812962684
motorised,2020,Garoupa,0.8200000000000001,6619.0,0.00012388578335095936
motorised,2020,Pirauna,0.45999999999999996,6619.0,6.949690285541622e-05
motorised,2020,Cangulo,0.27,6619.0,4.079166037165735e-05
motorised,2020,Saramunete,0.1,6619.0,1.5108022359873093e-05
motorised,2020,Tilapia,0.07,6619.0,1.0575615651911166e-05
motorised,2019,Albacora,3670.35,7817.5,0.46950431723696834
motorised,2019,Buzios,542.83,7817.5,0.06943779980812281
motorised,2019,Peixe Voador,357.29999999999995,7817.5,0.045705148704828905
motorised,2019,Tainha,253.51,7817.5,0.032428525743524145
motorised,2019,Sardinha,238.49,7817.5,0.030507195394947235
motorised,2019,Ova Voador,217.24,7817.5,0.02778893508154781
motorised,2019,Serra,203.83,7817.5,0.02607355292612728
motorised,2019,Bonito,201.19,7817.5,0.025735849056603772
motorised,2019,Caico,155.82999999999998,7817.5,0.01993348257115446
motorised,2019,Agulha,154.71,7817.5,0.019790214262871763
motorised,2019,Dourado,132.05,7817.5,0.016891589382795013
motorised,2019,Marisco,131.51999999999998,7817.5,0.016823792772625516
motorised,2019,Lagosta,127.16,7817.5,0.016266069715382154
motorised,2019,Outros,102.56,7817.5,0.013119283658458587
motorised,2019,Guaiuba,99.79,7817.5,0.012764950431723697
motorised,2019,Ariaco,98.77000000000001,7817.5,0.012634473936680525
motorised,2019,Espada,94.71000000000001,7817.5,0.012115126319155742
motorised,2019,Garajuba,92.17999999999999,7817.5,0.011791493444195713
motorised,2019,Pescada,86.59,7817.5,0.011076431084106173
motorised,2019,Cioba,82.67,7817.5,0.010574992005116725
motorised,2019,Cururuca,61.85,7817.5,0.007911736488647266
motorised,2019,Caranguejo,57.779999999999994,7817.5,0.007391109689798528
motorised,2019,Cavala,55.47,7817.5,0.007095618803965462
motorised,2019,Biquara,54.88,7817.5,0.007020147105852255
motorised,2019,Sirigado,50.480000000000004,7817.5,0.00645730732331308
motorised,2019,Carapeba,48.82,7817.5,0.006244963223536936
motorised,2019,Bagre,42.39,7817.5,0.005422449632235369
motorised,2019,Arraia,40.85,7817.5,0.005225455708346659
motorised,2019,Arabaiana,38.43,7817.5,0.004915893827950112
motorised,2019,Bicuda,31.1,7817.5,0.003978253917492805
motorised,2019,Xareu,29.529999999999998,7817.5,0.003777422449632235
motorised,2019,Camarao,28.14,7817.5,0.0035996162456028145
motorised,2019,Caçao,24.29,7817.5,0.003107131435881036
motorised,2019,Siri,23.25,7817.5,0.0029740965781899584
motorised,2019,Agulhao,21.96,7817.5,0.002809082187400064
motorised,2019,Pargo,21.25,7817.5,0.002718260313399424
motorised,2019,Salema,20.83,7817.5,0.002664534697793412
motorised,2019,Garabebeu,19.49,7817.5,0.002493124400383754
motorised,2019,Camurim,18.759999999999998,7817.5,0.002399744163735209
motorised,2019,Peixe Galo,11.85,7817.5,0.0015158298688839143
motorised,2019,Budiao,10.74,7817.5,0.0013738407419251679
motorised,2019,Paru,10.3,7817.5,0.0013175567636712505
motorised,2019,Polvo,10.11,7817.5,0.0012932523185161496
motorised,2019,Pampo,8.08,7817.5,0.0010335785097537577
motorised,2019,Camurupim,7.109999999999999,7817.5,0.0009094979213303485
motorised,2019,Carauna,6.63,7817.5,0.0008480972177806204
motorised,2019,Dentao,5.6899999999999995,7817.5,0.0007278541733290693
motorised,2019,Ubarana,5.029999999999999,7817.5,0.0006434282059481931
motorised,2019,Beijupira,3.11,7817.5,0.00039782539174928046
motorised,2019,Pirauna,1.9700000000000002,7817.5,0.0002519987208186761
motorised,2019,Cangulo,1.33,7817.5,0.00017013111608570516
motorised,2019,Garoupa,1.23,7817.5,0.00015733930284617844
motorised,2019,Saramunete,1.1600000000000001,7817.5,0.00014838503357850977
motorised,2019,Tilapia,0.33,7817.5,4.221298369043812e-05
motorised,2018,Albacora,1896.4,3691.3,0.5137485438734322
motorised,2018,Bonito,274.2,3691.3,0.07428277300679977
motorised,2018,Sardinha,170.6,3691.3,0.0462167799962073
motorised,2018,Tainha,133.9,3691.3,0.036274483244385446
motorised,2018,Buzios,129.5,3691.3,0.03508249126324059
motorised,2018,Peixe Voador,104.39999999999999,3691.3,0.02828271882534608
motorised,2018,Serra,104.10000000000001,3691.3,0.028201446644813482
motorised,2018,Lagosta,79.6,3691.3,0.021564218567984177
motorised,2018,Caico,65.7,3691.3,0.01779860753664021
motorised,2018,Agulha,65.19999999999999,3691.3,0.0176631539024192
motorised,2018,Pescada,55.1,3691.3,0.014926990491154877
motorised,2018,Outros,53.699999999999996,3691.3,0.01454772031533606
motorised,2018,Garajuba,53.4,3691.3,0.014466448134803456
motorised,2018,Ova Voador,48.3,3691.3,0.013084821065749193
motorised,2018,Marisco,41.7,3691.3,0.011296833094031913
motorised,2018,Ariaco,38.6,3691.3,0.010457020561861674
motorised,2018,Guaiuba,38.0,3691.3,0.010294476200796467
motorised,2018,Dourado,36.699999999999996,3691.3,0.00994229675182185
motorised,2018,Cioba,32.5,3691.3,0.0088044862243654
motorised,2018,Caranguejo,28.9,3691.3,0.007829220057974155
motorised,2018,Biquara,18.8,3691.3,0.005093056646709831
motorised,2018,Bagre,18.5,3691.3,0.005011784466177227
motorised,2018,Cavala,18.3,3691.3,0.004957603012488825
motorised,2018,Carapeba,16.1,3691.3,0.004361607021916398
motorised,2018,Xareu,15.200000000000001,3691.3,0.004117790480318587
motorised,2018,Arraia,14.799999999999999,3691.3,0.004009427572941781
motorised,2018,Pargo,14.1,3691.3,0.003819792485032373
motorised,2018,Sirigado,13.3,3691.3,0.0036030666702787637
motorised,2018,Espada,12.2,3691.3,0.0033050686749925497
motorised,2018,Camarao,9.2,3691.3,0.0024923468696665127
motorised,2018,Agulhao,8.6,3691.3,0.0023298025086013058
motorised,2018,Arabaiana,8.1,3691.3,0.0021943488743802995
motorised,2018,Caçao,8.1,3691.3,0.0021943488743802995
motorised,2018,Camurim,7.800000000000001,3691.3,0.002113076693847696
motorised,2018,Polvo,7.800000000000001,3691.3,0.002113076693847696
motorised,2018,Salema,7.8,3691.3,0.0021130766938476956
motorised,2018,Paru,6.6,3691.3,0.001787987971717281
motorised,2018,Cururuca,5.0,3691.3,0.0013545363422100614
motorised,2018,Bicuda,4.9,3691.3,0.0013274456153658603
motorised,2018,Budiao,4.8,3691.3,0.001300354888521659
motorised,2018,Carauna,3.5,3691.3,0.000948175439547043
motorised,2018,Camurupim,3.2,3691.3,0.0008669032590144394
motorised,2018,Ubarana,2.8000000000000003,3691.3,0.0007585403516376345
motorised,2018,Pampo,2.3,3691.3,0.0006230867174166282
motorised,2018,Peixe Galo,2.2,3691.3,0.000595995990572427
motorised,2018,Siri,1.9,3691.3,0.0005147238100398233
motorised,2018,Dentao,1.8,3691.3,0.0004876330831956221
motorised,2018,Cangulo,1.3,3691.3,0.000352179448974616
motorised,2018,Pirauna,0.7999999999999999,3691.3,0.00021672581475360982
motorised,2018,Beijupira,0.7,3691.3,0.00018963508790940858
motorised,2018,Garoupa,0.2,3691.3,5.418145368840246e-05
motorised,2018,Tilapia,0.1,3691.3,2.709072684420123e-05
motorised,2018,Garabebeu,0.0,3691.3,0.0
motorised,2017,Albacora,2891.7,7360.299999999999,0.39287800768990394
motorised,2017,Peixe Voador,788.3000000000001,7360.299999999999,0.10710161270600385
motorised,2017,Sardinha,469.7,7360.299999999999,0.063815333614119
motorised,2017,Lagosta,338.7,7360.299999999999,0.04601714604024293
motorised,2017,Tainha,307.9,7360.299999999999,0.041832533999972825
motorised,2017,Dourado,276.7,7360.299999999999,0.03759357634879013
motorised,2017,Agulha,226.70000000000002,7360.299999999999,0.0308003749847153
motorised,2017,Garajuba,198.20000000000002,7360.299999999999,0.026928250207192646
motorised,2017,Ariaco,191.2,7360.299999999999,0.025977202016222167
motorised,2017,Outros,186.8,7360.299999999999,0.025379400296183584
motorised,2017,Caico,178.0,7360.299999999999,0.024183796856106412
motorised,2017,Serra,166.7,7360.299999999999,0.022648533347825496
motorised,2017,Bonito,131.1,7360.299999999999,0.017811773976604217
motorised,2017,Guaiuba,118.7,7360.299999999999,0.016127060038313656
motorised,2017,Biquara,112.0,7360.299999999999,0.01521677105552763
motorised,2017,Bagre,84.3,7360.299999999999,0.011453337499830171
motorised,2017,Ova Voador,70.2,7360.299999999999,0.009537654715161069
motorised,2017,Cururuca,68.1,7360.299999999999,0.009252340257869925
motorised,2017,Buzios,61.400000000000006,7360.299999999999,0.008342051275083898
motorised,2017,Sirigado,60.699999999999996,7360.299999999999,0.008246946455986849
motorised,2017,Carapeba,57.7,7360.299999999999,0.00783935437414236
motorised,2017,Cavala,47.6,7360.299999999999,0.006467127698599242
motorised,2017,Caranguejo,46.599999999999994,7360.299999999999,0.0063312636713177455
motorised,2017,Camurim,46.4,7360.299999999999,0.006304090865861446
motorised,2017,Caçao,39.5,7360.299999999999,0.005366629077619119
motorised,2017,Arraia,28.9,7360.299999999999,0.003926470388435254
motorised,2017,Camarao,27.7,7360.299999999999,0.003763433555697458
motorised,2017,Paru,27.3,7360.299999999999,0.00370908794478486
motorised,2017,Pargo,19.4,7360.299999999999,0.0026357621292610357
motorised,2017,Salema,16.0,7360.299999999999,0.002173824436503947
motorised,2017,Arabaiana,14.399999999999999,7360.299999999999,0.001956441992853552
motorised,2017,Dentao,13.1,7360.299999999999,0.0017798187573876067
motorised,2017,Polvo,13.1,7360.299999999999,0.0017798187573876067
motorised,2017,Camurupim,9.799999999999999,7360.299999999999,0.0013314674673586674
motorised,2017,Peixe Galo,7.6,7360.299999999999,0.0010325666073393747
motorised,2017,Tilapia,6.1,7360.299999999999,0.0008287705664171297
motorised,2017,Marisco,4.4,7360.299999999999,0.0005978017200385855
motorised,2017,Garabebeu,3.4,7360.299999999999,0.0004619376927570887
motorised,2017,Siri,2.7,7360.299999999999,0.0003668328736600411
motorised,2017,Garoupa,1.5,7360.299999999999,0.00020379604092224504
motorised,2016,Albacora,2648.6,7280.4,0.3637986923795396
motorised,2016,Peixe Voador,695.4,7280.4,0.09551672985000824
motorised,2016,Tainha,354.3,7280.4,0.048664908521509814
motorised,2016,Dourado,288.7,7280.4,0.039654414592604804
motorised,2016,Sardinha,280.5,7280.4,0.03852810285149168
