term,x,effect,ci_lo,ci_hi
motorised_dm,-0.0015938060750421146,0.07117669654089544,-0.28044610122110647,0.4227994943028973
motorised_dm,0.002818857337184455,0.07048538776047968,-0.28093066716779497,0.42190144268875435
motorised_dm,0.0072315207494110245,0.0698094735266681,-0.28134202648801715,0.42096097354135337
motorised_dm,0.011644184161637594,0.0691508960035625,-0.28167693453441384,0.41997872654153884
motorised_dm,0.016056847573864164,0.0685115973552647,-0.28193213358836483,0.4189553282988942
motorised_dm,0.020469510986090622,0.06789351974587651,-0.2821043598419407,0.4178913993336937
motorised_dm,0.02488217439831719,0.06729860533949972,-0.2821903508267366,0.41678756150573604
motorised_dm,0.02929483781054376,0.06672879630023609,-0.2821868533200557,0.4156444459205279
motorised_dm,0.03370750122277033,0.06618603479218749,-0.2820906317631995,0.41446270134757446
motorised_dm,0.0381201646349969,0.06567226297945572,-0.2818984772313179,0.41324300319022933
motorised_dm,0.04253282804722347,0.06518942302614256,-0.2816072169994308,0.4119860630517159
motorised_dm,0.04694549145945004,0.06473945709634983,-0.2812137247548648,0.4106926389475644
motorised_dm,0.05135815487167661,0.06432430735417934,-0.28071493151250687,0.4093635462208655
motorised_dm,0.05577081828390318,0.06394591596373288,-0.28010783729599636,0.40799966922346215
motorised_dm,0.06018348169612975,0.06360622508911226,-0.27938952365528325,0.4066019738335078
motorised_dm,0.06459614510835632,0.06330717689441931,-0.2785571670989194,0.4051715208877581
motorised_dm,0.06900880852058289,0.06305069858156909,-0.27760807961613615,0.4037094767792743
motorised_dm,0.07342147193280946,0.06283781962127563,-0.2765412650643322,0.4022169043068835
motorised_dm,0.07783413534503592,0.06266817800089104,-0.2753583018770208,0.4006946578788029
motorised_dm,0.08224679875726248,0.06254129201027402,-0.274061132261775,0.39914371628232304
motorised_dm,0.08665946216948905,0.06245667993928322,-0.272651851388328,0.3975652112668944
motorised_dm,0.09107212558171562,0.06241386007777731,-0.2711327054992209,0.39596042565477557
motorised_dm,0.0954847889939422,0.062412350715614975,-0.2695060905280533,0.3943307919592832
motorised_dm,0.09989745240616876,0.062451670142654875,-0.26777455120720417,0.39267789149251386
motorised_dm,0.10431011581839533,0.0625313366487557,-0.265940780647022,0.3910034539445334
motorised_dm,0.1087227792306219,0.06265086852377608,-0.2640076203682865,0.3893093574158386
motorised_dm,0.11313544264284847,0.06280978405757472,-0.2619780607692014,0.3875976288843508
motorised_dm,0.11754810605507504,0.06300760154001028,-0.2598552420072105,0.38587044508723106
motorised_dm,0.12196076946730161,0.06324383926094145,-0.25764245527449725,0.38413013379638017
motorised_dm,0.12637343287952818,0.06351801551022686,-0.2553431444440636,0.3823791754645173
motorised_dm,0.13078609629175475,0.06382964857772522,-0.2529609080607228,0.38062020521617324
motorised_dm,0.1351987597039812,0.06417825675329515,-0.2504995016481232,0.37885601515471345
motorised_dm,0.13961142311620778,0.06456335832679538,-0.24796284029895516,0.3770895569525459
motorised_dm,0.14402408652843435,0.06498447158808456,-0.24535500151073808,0.3753239446869072
motorised_dm,0.14843674994066092,0.06544111482702136,-0.24268022822392837,0.3735624578779711
motorised_dm,0.1528494133528875,0.06593280633346443,-0.23994293201249883,0.3718085446794277
motorised_dm,0.15726207676511406,0.06645906439727246,-0.2371476963695171,0.370065825164062
motorised_dm,0.16167474017734063,0.06701940730830414,-0.2342992800215637,0.36833809463817196
motorised_dm,0.1660874035895672,0.06761335335641809,-0.2314026201960278,0.366629326908864
motorised_dm,0.17050006700179376,0.06824042083147303,-0.2284628357543883,0.36494367741733436
motorised_dm,0.17491273041402033,0.0689001280233276,-0.22548523009254826,0.3632854861392034
motorised_dm,0.1793253938262469,0.06959199322184048,-0.22247529369619787,0.3616592801398788
motorised_dm,0.18373805723847347,0.07031553471687035,-0.21943870622515171,0.3600697756588924
motorised_dm,0.18815072065070004,0.07107027079827587,-0.21638133798582154,0.3585218795823733
motorised_dm,0.1925633840629265,0.07185571975591566,-0.21330925063571687,0.35702069014754817
motorised_dm,0.19697604747515307,0.0726713998796485,-0.21022869694847218,0.35557149670776916
motorised_dm,0.20138871088737964,0.07351682945933298,-0.2071461194528792,0.35417977837154513
motorised_dm,0.2058013742996062,0.07439152678482781,-0.2040681477453502,0.3528512013150058
motorised_dm,0.21021403771183278,0.07529501014599166,-0.20100159426293296,0.3515916145549163
motorised_dm,0.21462670112405935,0.07622679783268316,-0.19795344829433364,0.35040704395969996
motorised_dm,0.21903936453628592,0.07718640813476103,-0.19493086800044285,0.3493036842699649
motorised_dm,0.2234520279485125,0.0781733593420839,-0.1919411702147994,0.3482878888989672
motorised_dm,0.22786469136073906,0.07918716974451047,-0.18899181779957347,0.3473661572885944
motorised_dm,0.23227735477296563,0.08022735763189937,-0.1860904043453811,0.34654511960917983
motorised_dm,0.2366900181851922,0.08129344129410931,-0.18324463602494467,0.3458315186131633
motorised_dm,0.24110268159741877,0.08238493902099897,-0.18046231044258254,0.3452321884845805
motorised_dm,0.24551534500964523,0.08350136910242695,-0.17775129236486203,0.34475403056971593
motorised_dm,0.2499280084218718,0.08464224982825201,-0.17511948627327417,0.3444039859297782
motorised_dm,0.25434067183409836,0.0858070994883328,-0.17257480574779233,0.34418900472445796
motorised_dm,0.25875333524632493,0.08699543637252792,-0.17012513977037058,0.34411601251542645
motorised_dm,0.2631659986585515,0.08820677877069616,-0.16777831612873456,0.3441918736701269
motorised_dm,0.2675786620707781,0.08944064497269606,-0.16554206220124168,0.3444233521466338
motorised_dm,0.27199132548300464,0.09069655326838638,-0.16342396351020766,0.3448170700469804
motorised_dm,0.2764039888952312,0.09197402194762577,-0.1614314205399619,0.34537946443521345
motorised_dm,0.2808166523074578,0.09327256930027289,-0.15957160442217583,0.3461167430227216
motorised_dm,0.28522931571968435,0.09459171361618643,-0.1578514121891286,0.3470348394215015
motorised_dm,0.2896419791319109,0.09593097318522503,-0.1562774223795157,0.34813936874996576
motorised_dm,0.2940546425441375,0.0972898662972474,-0.15485585184509648,0.3494355844395913
motorised_dm,0.29846730595636406,0.09866791124211216,-0.15359251464426782,0.35092833712849214
motorised_dm,0.3028799693685905,0.10006462630967797,-0.15249278391580748,0.35262203653516344
motorised_dm,0.3072926327808171,0.10147952978980357,-0.1515615575992751,0.3545206171788822
motorised_dm,0.31170529619304366,0.10291213997234763,-0.15080322880645144,0.3566275087511467
motorised_dm,0.3161179596052702,0.10436197514716877,-0.15022166155149963,0.3589456118458372
motorised_dm,0.3205306230174968,0.10582855360412571,-0.14982017241928594,0.3614772796275374
motorised_dm,0.32494328642972337,0.10731139363307707,-0.14960151859676124,0.3642243058629154
motorised_dm,0.32935594984194994,0.10881001352388157,-0.14956789251863012,0.3671879195663933
motorised_dm,0.3337686132541765,0.1103239315663978,-0.1497209231942762,0.3703687863270718
motorised_dm,0.3381812766664031,0.11185266605048456,-0.1500616840973557,0.3737670161983248
motorised_dm,0.34259394007862964,0.11339573526600036,-0.1505907073219019,0.3773821778539026
motorised_dm,0.3470066034908562,0.11495265750280398,-0.15130800354778862,0.3812133185533966
motorised_dm,0.3514192669030828,0.11652295105075408,-0.15221308722118357,0.38525898932269176
motorised_dm,0.35583193031530935,0.1181061341997093,-0.15330500624757273,0.3895172746469914
motorised_dm,0.3602445937275359,0.11970172523952836,-0.15458237541929598,0.39398582589835274
