local,year,gear_cod,gear_type,gear_group,gear_production_ton
CAICARA DO NORTE,2003,LIJ,linha e jereré,mixed,143.73
CAICARA DO NORTE,2003,LIN,linha,passive,55.78
CAICARA DO NORTE,2003,RAG,rede agulha,passive,21.06
CAICARA DO NORTE,2003,RES,rede de espera,passive,56.14
CAICARA DO NORTE,2004,APA,arrasto de praia,active,14.37
CAICARA DO NORTE,2004,APO,arrasto de porta,active,0.46
CAICARA DO NORTE,2004,CPL,covo peixe e lagosta,passive,36.85
CAICARA DO NORTE,2004,CVL,covo lagosta,passive,2.63
CAICARA DO NORTE,2004,ESP,espinhel,passive,2.79
CAICARA DO NORTE,2004,LIJ,linha e jereré,mixed,230.99
CAICARA DO NORTE,2004,LIN,linha,passive,55.05
CAICARA DO NORTE,2004,RAG,rede agulha,passive,38.46
CAICARA DO NORTE,2004,RES,rede de espera,passive,38.89
CAICARA DO NORTE,2004,TRM,tremalho,passive,0.75
CAICARA DO NORTE,2005,APA,arrasto de praia,active,15.47
CAICARA DO NORTE,2005,APO,arrasto de porta,active,0.92
CAICARA DO NORTE,2005,COQ,coqueiro,active,2.16
CAICARA DO NORTE,2005,CPL,covo peixe e lagosta,passive,48.06
CAICARA DO NORTE,2005,CVL,covo lagosta,passive,2.11
CAICARA DO NORTE,2005,ESP,espinhel,passive,4.09
CAICARA DO NORTE,2005,LIJ,linha e jereré,mixed,98.38
CAICARA DO NORTE,2005,LIN,linha,passive,45.89
CAICARA DO NORTE,2005,RAG,rede agulha,passive,73.42
CAICARA DO NORTE,2005,RES,rede de espera,passive,44.79
CAICARA DO NORTE,2006,APA,arrasto de praia,active,29.7
CAICARA DO NORTE,2006,APO,arrasto de porta,active,0.49
CAICARA DO NORTE,2006,COQ,coqueiro,active,1.82
CAICARA DO NORTE,2006,CPL,covo peixe e lagosta,passive,33.37
CAICARA DO NORTE,2006,CVL,covo lagosta,passive,2.2
CAICARA DO NORTE,2006,ESP,espinhel,passive,4.89
CAICARA DO NORTE,2006,LIJ,linha e jereré,mixed,168.3
CAICARA DO NORTE,2006,LIN,linha,passive,38.84
CAICARA DO NORTE,2006,RAG,rede agulha,passive,54.28
CAICARA DO NORTE,2006,RES,rede de espera,passive,30.62
CAICARA DO NORTE,2007,APA,arrasto de praia,active,8.64
CAICARA DO NORTE,2007,APO,arrasto de porta,active,0.82
CAICARA DO NORTE,2007,CPL,covo peixe e lagosta,passive,47.89
CAICARA DO NORTE,2007,CVL,covo lagosta,passive,3.14
CAICARA DO NORTE,2007,ESP,espinhel,passive,4.28
CAICARA DO NORTE,2007,LIJ,linha e jereré,mixed,302.27
CAICARA DO NORTE,2007,LIN,linha,passive,45.68
CAICARA DO NORTE,2007,RAG,rede agulha,passive,33.06
CAICARA DO NORTE,2007,RES,rede de espera,passive,63.56
CAICARA DO NORTE,2008,APA,arrasto de praia,active,6.75
CAICARA DO NORTE,2008,APO,arrasto de porta,active,0.68
CAICARA DO NORTE,2008,CPL,covo peixe e lagosta,passive,37.18
CAICARA DO NORTE,2008,CVL,covo lagosta,passive,1.51
CAICARA DO NORTE,2008,ESP,espinhel,passive,14.54
CAICARA DO NORTE,2008,LIJ,linha e jereré,mixed,190.98
CAICARA DO NORTE,2008,LIN,linha,passive,75.54
CAICARA DO NORTE,2008,RAG,rede agulha,passive,28.95
CAICARA DO NORTE,2008,RES,rede de espera,passive,73.25999999999999
CAICARA DO NORTE,2009,APA,arrasto de praia,active,8.681
CAICARA DO NORTE,2009,APO,arrasto de porta,active,9.0529
CAICARA DO NORTE,2009,CMN,coleta manual,active,0.0
CAICARA DO NORTE,2009,CMP,compressor,active,57.4433
CAICARA DO NORTE,2009,CUR,curral,passive,0.0
CAICARA DO NORTE,2009,CVL,covo lagosta,passive,0.0
CAICARA DO NORTE,2009,CVP,covo peixe,passive,0.0
CAICARA DO NORTE,2009,ESP,espinhel,passive,10.464
CAICARA DO NORTE,2009,LCP,linha e covo peixe,mixed,0.0
CAICARA DO NORTE,2009,LIJ,linha e jereré,passive,744.752
CAICARA DO NORTE,2009,LIN,linha,passive,264.0742
CAICARA DO NORTE,2009,MEL,mergulho livre,active,0.0
CAICARA DO NORTE,2009,PUC,puçá/mangote,active,0.0
CAICARA DO NORTE,2009,RAG,rede agulha,passive,34.2688
CAICARA DO NORTE,2009,RCA,rede caçoeira,passive,7.944
CAICARA DO NORTE,2009,RES,rede de espera,passive,289.1065
CAICARA DO NORTE,2009,RTP,rede de tapagem,passive,0.0
CAICARA DO NORTE,2009,SRD,sardinheira,active,0.0
CAICARA DO NORTE,2009,TNR,tainheira,active,60.145
CAICARA DO NORTE,2009,TRF,tarrafa,active,0.0
CAICARA DO NORTE,2009,TRM,tresmalho,passive,0.0
CAICARA DO NORTE,2010,APA,arrasto de praia,active,21.956
CAICARA DO NORTE,2010,APO,arrasto de porta,active,5.313
CAICARA DO NORTE,2010,CMN,coleta manual,active,0.0
CAICARA DO NORTE,2010,CMP,compressor,active,169.968
CAICARA DO NORTE,2010,CUR,curral,passive,0.0
CAICARA DO NORTE,2010,CVL,covo lagosta,passive,0.0
CAICARA DO NORTE,2010,CVP,covo peixe,passive,0.0
CAICARA DO NORTE,2010,ESP,espinhel,passive,20.34
CAICARA DO NORTE,2010,LCP,linha e covo peixe,passive,0.0
CAICARA DO NORTE,2010,LES,linha e espinhel,passive,0.0
CAICARA DO NORTE,2010,LIJ,linha e jereré,passive,528.268
CAICARA DO NORTE,2010,LIN,linha,passive,177.034
CAICARA DO NORTE,2010,LRE,linha e rede de espera,passive,0.0
CAICARA DO NORTE,2010,MEL,mergulho livre,active,0.25
CAICARA DO NORTE,2010,PUC,puçá,active,0.0
CAICARA DO NORTE,2010,RAG,rede de agulha,passive,69.771
CAICARA DO NORTE,2010,RCA,rede caçoeira,passive,4.103
CAICARA DO NORTE,2010,RES,rede de espera,passive,300.952
CAICARA DO NORTE,2010,RTP,rede de tapagem,passive,0.0
CAICARA DO NORTE,2010,SRD,sardinheira,active,0.0
CAICARA DO NORTE,2010,TNR,tainheira,active,48.469
CAICARA DO NORTE,2010,TRF,tarrafa,active,0.0
CAICARA DO NORTE,2010,TRM,tresmalho,passive,0.0
CAICARA DO NORTE,2011,APO,arrasto de porta,active,13.247
CAICARA DO NORTE,2011,CMP,compressor,active,122.261
CAICARA DO NORTE,2011,CPL,covo peixe e lagosta,passive,18.882
CAICARA DO NORTE,2011,CVL,covo lagosta,passive,0.126
CAICARA DO NORTE,2011,CVP,covo peixe,passive,0.069
CAICARA DO NORTE,2011,JER,jereré,active,31.732
CAICARA DO NORTE,2011,LES,linha e espinhel,mixed,7.504
CAICARA DO NORTE,2011,LIJ,linha e jereré,mixed,480.472
CAICARA DO NORTE,2011,LIN,linha,passive,169.416
CAICARA DO NORTE,2011,LML,linha e mergulho livre,mixed,0.026
CAICARA DO NORTE,2011,LRE,linha e rede de espera,mixed,8.502
CAICARA DO NORTE,2011,MEL,mergulho livre,active,0.127
CAICARA DO NORTE,2011,RAG,rede agulha,passive,63.086
CAICARA DO NORTE,2011,RCA,rede caçoeira,passive,9.217
CAICARA DO NORTE,2011,RES,rede de espera,passive,271.442
CAICARA DO NORTE,2011,TNR,traineira,active,17.843
CAICARA DO NORTE,2011,TRM,tremalho,passive,43.738
CAICARA DO NORTE,2012,APA,arrasto de praia,active,0.0
CAICARA DO NORTE,2012,APO,arrasto de porta,active,12.2
CAICARA DO NORTE,2012,CMN,coleta manual,active,0.0
CAICARA DO NORTE,2012,CMP,compressor,active,87.30000000000001
CAICARA DO NORTE,2012,CPL,covo peixe e lagosta,passive,5.199999999999999
CAICARA DO NORTE,2012,CUR,curral,passive,0.0
CAICARA DO NORTE,2012,CVL,covo lagosta,passive,0.0
CAICARA DO NORTE,2012,CVP,covo peixe,passive,1.8
CAICARA DO NORTE,2012,JER,jereré,active,1.7
CAICARA DO NORTE,2012,LCL,linha e covo lagosta,mixed,0.0
CAICARA DO NORTE,2012,LCP,linha e covo peixe,mixed,0.0
CAICARA DO NORTE,2012,LES,linha e espinhel,mixed,9.600000000000001
CAICARA DO NORTE,2012,LIJ,linha e jereré,mixed,656.1
CAICARA DO NORTE,2012,LIN,linha,passive,141.8
CAICARA DO NORTE,2012,LML,linha e mergulho livre,mixed,0.3
CAICARA DO NORTE,2012,LRE,linha e rede de espera,mixed,74.9
CAICARA DO NORTE,2012,MEL,mergulho livre,active,0.8
CAICARA DO NORTE,2012,PUC,puçá,active,0.0
CAICARA DO NORTE,2012,RAG,rede agulha,passive,105.2
CAICARA DO NORTE,2012,RCA,rede caçoeira,passive,7.7
CAICARA DO NORTE,2012,RES,rede de espera,passive,327.8
CAICARA DO NORTE,2012,RTP,rede de tapagem,passive,0.0
CAICARA DO NORTE,2012,SRD,sardinheira,passive,0.0
CAICARA DO NORTE,2012,TNR,traineira,active,0.0
CAICARA DO NORTE,2012,TRF,tarrafa,active,0.0
CAICARA DO NORTE,2012,TRM,tremalho,passive,17.7
CAICARA DO NORTE,2013,APA,arrasto de praia,active,0.0
CAICARA DO NORTE,2013,APO,arrasto de porta,active,7.7
CAICARA DO NORTE,2013,CMN,coleta manual,active,0.0
CAICARA DO NORTE,2013,CMP,compressor,active,104.0
CAICARA DO NORTE,2013,CPL,covo peixe e lagosta,passive,0.0
CAICARA DO NORTE,2013,CUR,curral,passive,0.0
CAICARA DO NORTE,2013,CVL,covo lagosta,passive,0.0
CAICARA DO NORTE,2013,CVP,covo peixe,passive,0.5
CAICARA DO NORTE,2013,ESP,espinhel,passive,9.7
CAICARA DO NORTE,2013,JER,jereré,active,0.0
CAICARA DO NORTE,2013,LCL,linha e covo lagosta,passive,0.0
CAICARA DO NORTE,2013,LCP,linha e covo peixe,passive,0.0
CAICARA DO NORTE,2013,LES,linha e espinhel,passive,14.6
CAICARA DO NORTE,2013,LIJ,linha e jereré,passive,743.0
CAICARA DO NORTE,2013,LIN,linha,passive,168.6
CAICARA DO NORTE,2013,LML,linha e mergulho livre,mixed,0.1
CAICARA DO NORTE,2013,LRE,linha e rede de espera,passive,0.0
CAICARA DO NORTE,2013,MEL,mergulho livre,active,0.6
CAICARA DO NORTE,2013,PUC,puçá,active,0.0
CAICARA DO NORTE,2013,RAG,rede agulha,passive,120.3
CAICARA DO NORTE,2013,RCA,rede caçoeira,passive,4.3
CAICARA DO NORTE,2013,RES,rede de espera,passive,452.2
CAICARA DO NORTE,2013,RTP,rede de tapagem,passive,0.0
CAICARA DO NORTE,2013,SRD,sardinheira,active,0.0
CAICARA DO NORTE,2013,TNR,tainheira,active,0.0
CAICARA DO NORTE,2013,TRF,tarrafa,active,0.0
CAICARA DO NORTE,2013,TRM,tresmalho,passive,8.6
CAICARA DO NORTE,2014,APA,arrasto de praia,active,0.0
CAICARA DO NORTE,2014,APO,arrasto de porta,active,2.3
CAICARA DO NORTE,2014,CMN,coleta manual,active,0.0
CAICARA DO NORTE,2014,CMP,compressor,active,44.7
CAICARA DO NORTE,2014,CPL,covo peixe e lagosta,passive,2.2
CAICARA DO NORTE,2014,CUR,curral,passive,0.0
CAICARA DO NORTE,2014,CVL,covo lagosta,passive,0.0
CAICARA DO NORTE,2014,CVP,covo peixe,passive,0.0
CAICARA DO NORTE,2014,JER,jereré,active,0.0
CAICARA DO NORTE,2014,LCP,linha e covo peixe,mixed,0.0
CAICARA DO NORTE,2014,LES,linha e espinhel,mixed,2.7
CAICARA DO NORTE,2014,LIJ,linha e jereré,mixed,693.1
CAICARA DO NORTE,2014,LIN,linha,passive,75.1
CAICARA DO NORTE,2014,LML,linha e mergulho livre,mixed,0.0
CAICARA DO NORTE,2014,LRE,linha e rede de espera,mixed,0.0
CAICARA DO NORTE,2014,MEL,mergulho livre,active,0.7
CAICARA DO NORTE,2014,PUC,puçá,active,0.0
CAICARA DO NORTE,2014,RAG,rede agulha,passive,42.2
CAICARA DO NORTE,2014,RCA,rede caçoeira,passive,0.3
CAICARA DO NORTE,2014,RES,rede de espera,passive,203.1
CAICARA DO NORTE,2014,RTP,rede de tapagem,passive,0.0
CAICARA DO NORTE,2014,SRD,sardinheira,passive,0.0
CAICARA DO NORTE,2014,TNR,traineira,active,0.0
CAICARA DO NORTE,2014,TRF,tarrafa,active,0.0
CAICARA DO NORTE,2014,TRM,tremalho,passive,14.8
CAICARA DO NORTE,2015,APA,arrasto de praia,active,0.0
CAICARA DO NORTE,2015,APO,arrasto de porta,active,0.6
CAICARA DO NORTE,2015,CMN,coleta manual,active,0.0
CAICARA DO NORTE,2015,CMP,compressor,active,57.4
CAICARA DO NORTE,2015,COQ,coqueiro,active,1.2
CAICARA DO NORTE,2015,CPL,covo peixe e lagosta,passive,3.6
CAICARA DO NORTE,2015,CUR,curral,passive,0.0
CAICARA DO NORTE,2015,CVL,covo lagosta,passive,0.0
CAICARA DO NORTE,2015,CVP,covo peixe,passive,0.8
CAICARA DO NORTE,2015,JER,jereré,active,0.0
CAICARA DO NORTE,2015,LCL,linha e covo lagosta,mixed,0.0
CAICARA DO NORTE,2015,LCP,linha e covo peixe,mixed,0.2
CAICARA DO NORTE,2015,LES,linha e espinhel,mixed,5.0
CAICARA DO NORTE,2015,LIJ,linha e jereré,mixed,260.4
CAICARA DO NORTE,2015,LIN,linha,passive,97.8
CAICARA DO NORTE,2015,LRE,linha e rede de espera,mixed,4.1
CAICARA DO NORTE,2015,MEL,mergulho livre,active,0.2
CAICARA DO NORTE,2015,PUC,puçá,active,0.0
CAICARA DO NORTE,2015,RAG,rede agulha,passive,60.2
CAICARA DO NORTE,2015,RCA,rede caçoeira,passive,10.2
CAICARA DO NORTE,2015,RES,rede de espera,passive,254.1
CAICARA DO NORTE,2015,RTP,rede de tapagem,passive,0.0
CAICARA DO NORTE,2015,SRD,sardinheira,passive,0.0
CAICARA DO NORTE,2015,TNR,traineira,active,0.0
CAICARA DO NORTE,2015,TRF,tarrafa,active,0.0
CAICARA DO NORTE,2015,TRM,tremalho,passive,5.2
CAICARA DO NORTE,2016,APA,arrasto de praia,active,0.0
CAICARA DO NORTE,2016,APO,arrasto de porta,active,5.4
CAICARA DO NORTE,2016,CMN,coleta manual,active,0.0
CAICARA DO NORTE,2016,CMP,compressor,active,90.3
CAICARA DO NORTE,2016,COQ,coqueiro,active,0.4
CAICARA DO NORTE,2016,CPL,covo peixe e lagosta,passive,5.3
CAICARA DO NORTE,2016,CUR,curral,passive,0.0
CAICARA DO NORTE,2016,CVL,covo lagosta,passive,0.0
CAICARA DO NORTE,2016,CVP,covo peixe,passive,1.9
CAICARA DO NORTE,2016,JER,jereré,active,0.0
CAICARA DO NORTE,2016,LCL,linha e covo lagosta,mixed,0.0
CAICARA DO NORTE,2016,LCP,linha e covo peixe,mixed,0.2
CAICARA DO NORTE,2016,LES,linha e espinhel,mixed,7.6
CAICARA DO NORTE,2016,LIJ,linha e jereré,mixed,761.3
CAICARA DO NORTE,2016,LIN,linha,passive,132.0
CAICARA DO NORTE,2016,LML,linha e mergulho livre,mixed,0.1
CAICARA DO NORTE,2016,LRE,linha e rede de espera,mixed,1.0
CAICARA DO NORTE,2016,MEL,mergulho livre,active,1.7
CAICARA DO NORTE,2016,PUC,puçá,active,0.0
CAICARA DO NORTE,2016,RAG,rede agulha,passive,140.9
CAICARA DO NORTE,2016,RCA,rede caçoeira,passive,7.2
CAICARA DO NORTE,2016,RES,rede de espera,passive,506.5
CAICARA DO NORTE,2016,RTP,rede de tapagem,passive,0.0
CAICARA DO NORTE,2016,SRD,sardinheira,passive,0.0
CAICARA DO NORTE,2016,TNR,traineira,active,0.0
CAICARA DO NORTE,2016,TRF,tarrafa,active,0.0
CAICARA DO NORTE,2016,TRM,tremalho,passive,11.4
CAICARA DO NORTE,2017,APA,arrasto de praia,active,0.0
CAICARA DO NORTE,2017,APO,arrasto de porta,active,4.4
CAICARA DO NORTE,2017,CMN,coleta manual,active,0.0
CAICARA DO NORTE,2017,CMP,compressor,active,103.6
CAICARA DO NORTE,2017,COQ,coqueiro,active,0.4
CAICARA DO NORTE,2017,CPL,covo peixe e lagosta,passive,6.3
CAICARA DO NORTE,2017,CUR,curral,passive,0.0
CAICARA DO NORTE,2017,CVL,covo lagosta,passive,0.0
CAICARA DO NORTE,2017,CVP,covo peixe,passive,0.5
CAICARA DO NORTE,2017,JER,jereré,active,0.0
CAICARA DO NORTE,2017,LCL,linha e covo lagosta,mixed,0.0
CAICARA DO NORTE,2017,LCP,linha e covo peixe,mixed,0.2
CAICARA DO NORTE,2017,LES,linha e espinhel,mixed,9.9
CAICARA DO NORTE,2017,LIJ,linha e jereré,mixed,866.1
CAICARA DO NORTE,2017,LIN,linha,passive,164.2
CAICARA DO NORTE,2017,LML,linha e mergulho livre,mixed,0.4
CAICARA DO NORTE,2017,LRE,linha e rede de espera,mixed,1.5
CAICARA DO NORTE,2017,MEL,mergulho livre,active,0.7
CAICARA DO NORTE,2017,PUC,puçá,active,0.0
CAICARA DO NORTE,2017,RAG,rede agulha,passive,107.5
CAICARA DO NORTE,2017,RCA,rede caçoeira,passive,6.8
CAICARA DO NORTE,2017,RES,rede de espera,passive,461.9
CAICARA DO NORTE,2017,RTP,rede de tapagem,passive,0.0
CAICARA DO NORTE,2017,SRD,sardinheira,passive,0.0
CAICARA DO NORTE,2017,TNR,traineira,active,0.0
CAICARA DO NORTE,2017,TRF,tarrafa,active,0.0
CAICARA DO NORTE,2017,TRM,tremalho,passive,16.2
CAICARA DO NORTE,2018,APA,arrasto de praia,active,0.0
CAICARA DO NORTE,2018,APO,arrasto de porta,active,1.4
CAICARA DO NORTE,2018,CMN,coleta manual,active,0.0
CAICARA DO NORTE,2018,CMP,compressor,active,28.2
CAICARA DO NORTE,2018,COQ,coqueiro,active,109.3
CAICARA DO NORTE,2018,CPL,covo peixe e lagosta,passive,2.5
CAICARA DO NORTE,2018,CUR,curral,passive,0.0
CAICARA DO NORTE,2018,CVL,covo lagosta,passive,0.0
CAICARA DO NORTE,2018,CVP,covo peixe,passive,0.0
CAICARA DO NORTE,2018,JER,jereré,active,0.0
CAICARA DO NORTE,2018,LES,linha e espinhel,mixed,0.6
CAICARA DO NORTE,2018,LIJ,linha e jereré,mixed,14.2
CAICARA DO NORTE,2018,LIN,linha,passive,58.3
CAICARA DO NORTE,2018,LRE,linha e rede de espera,mixed,26.7
CAICARA DO NORTE,2018,MEL,mergulho livre,active,0.0
CAICARA DO NORTE,2018,PUC,puçá,active,0.0
CAICARA DO NORTE,2018,RAG,rede agulha,passive,40.6
CAICARA DO NORTE,2018,RCA,rede caçoeira,passive,4.5
CAICARA DO NORTE,2018,RES,rede de espera,passive,137.3
CAICARA DO NORTE,2018,RTP,rede de tapagem,passive,0.0
CAICARA DO NORTE,2018,SRD,sardinheira,passive,0.0
CAICARA DO NORTE,2018,TNR,traineira,active,0.0
CAICARA DO NORTE,2018,TRF,tarrafa,active,0.0
CAICARA DO NORTE,2018,TRM,tremalho,passive,0.8
CAICARA DO NORTE,2019,APA,arrasto de praia,active,0.0
CAICARA DO NORTE,2019,APO,arrasto de porta,active,2.6
CAICARA DO NORTE,2019,CMN,coleta manual,active,0.0
CAICARA DO NORTE,2019,CMP,compressor,active,58.2
CAICARA DO NORTE,2019,COQ,coqueiro,active,0.1
CAICARA DO NORTE,2019,CPL,covo peixe e lagosta,passive,1.0
CAICARA DO NORTE,2019,CUR,curral,passive,0.0
CAICARA DO NORTE,2019,CVL,covo lagosta,passive,0.0
CAICARA DO NORTE,2019,CVP,covo peixe,passive,0.1
CAICARA DO NORTE,2019,JER,jereré,active,0.0
CAICARA DO NORTE,2019,LCL,linha e covo lagosta,mixed,0.0
CAICARA DO NORTE,2019,LCP,linha e covo peixe,mixed,0.0
CAICARA DO NORTE,2019,LES,linha e espinhel,mixed,7.7
CAICARA DO NORTE,2019,LIJ,linha e jereré,mixed,523.2
CAICARA DO NORTE,2019,LIN,linha,passive,164.0
CAICARA DO NORTE,2019,LML,linha e mergulho livre,mixed,0.0
CAICARA DO NORTE,2019,LRE,linha e rede de espera,mixed,15.5
CAICARA DO NORTE,2019,MEL,mergulho livre,active,0.8
CAICARA DO NORTE,2019,PUC,puçá,active,0.0
CAICARA DO NORTE,2019,RAG,rede agulha,passive,80.8
CAICARA DO NORTE,2019,RCA,rede caçoeira,passive,11.9
CAICARA DO NORTE,2019,RES,rede de espera,passive,256.4
CAICARA DO NORTE,2019,RTP,rede de tapagem,passive,0.0
CAICARA DO NORTE,2019,SRD,sardinheira,passive,0.0
CAICARA DO NORTE,2019,TNR,traineira,active,0.0
CAICARA DO NORTE,2019,TRF,tarrafa,active,0.0
CAICARA DO NORTE,2019,TRM,tremalho,passive,0.3
CAICARA DO NORTE,2020,APA,arrasto de praia,active,0.0
CAICARA DO NORTE,2020,APO,arrasto de porta,active,1.9
CAICARA DO NORTE,2020,CMN,coleta manual,active,0.0
CAICARA DO NORTE,2020,CMP,compressor,active,64.2
CAICARA DO NORTE,2020,COQ,coqueiro,active,0.0
CAICARA DO NORTE,2020,CPL,covo peixe e lagosta,passive,5.2
CAICARA DO NORTE,2020,CUR,curral,passive,0.0
CAICARA DO NORTE,2020,CVL,covo lagosta,passive,0.0
CAICARA DO NORTE,2020,CVP,covo peixe,passive,0.3
CAICARA DO NORTE,2020,JER,jereré,active,0.0
CAICARA DO NORTE,2020,LCL,linha e covo lagosta,mixed,0.0
CAICARA DO NORTE,2020,LCP,linha e covo peixe,mixed,0.0
CAICARA DO NORTE,2020,LES,linha e espinhel,mixed,6.4
CAICARA DO NORTE,2020,LIJ,linha e jereré,mixed,506.5
CAICARA DO NORTE,2020,LIN,linha,passive,93.5
CAICARA DO NORTE,2020,LML,linha e mergulho livre,mixed,0.0
CAICARA DO NORTE,2020,LRE,linha e rede de espera,mixed,52.9
CAICARA DO NORTE,2020,MEL,mergulho livre,active,1.8
CAICARA DO NORTE,2020,PUC,puçá,active,0.0
CAICARA DO NORTE,2020,RAG,rede agulha,passive,58.7
CAICARA DO NORTE,2020,RCA,rede caçoeira,passive,11.9
CAICARA DO NORTE,2020,RES,rede de espera,passive,194.5
CAICARA DO NORTE,2020,RTP,rede de tapagem,passive,0.0
CAICARA DO NORTE,2020,SRD,sardinheira,passive,0.0
CAICARA DO NORTE,2020,TNR,traineira,active,0.0
CAICARA DO NORTE,2020,TRF,tarrafa,active,0.0
CAICARA DO NORTE,2020,TRM,tremalho,passive,1.4
CAICARA DO NORTE,2021,APA,arrasto de praia,active,0.0
CAICARA DO NORTE,2021,APO,arrasto de porta,active,2.3
CAICARA DO NORTE,2021,CMN,coleta manual,active,0.0
CAICARA DO NORTE,2021,CMP,compressor,active,70.6
CAICARA DO NORTE,2021,COQ,coqueiro,active,0.0
CAICARA DO NORTE,2021,CPL,covo peixe e lagosta,passive,2.8
CAICARA DO NORTE,2021,CUR,curral,passive,0.0
CAICARA DO NORTE,2021,CVL,covo lagosta,passive,0.0
CAICARA DO NORTE,2021,CVP,covo peixe,passive,0.0
CAICARA DO NORTE,2021,JER,jereré,active,0.0
CAICARA DO NORTE,2021,LCL,linha e covo lagosta,mixed,0.0
CAICARA DO NORTE,2021,LCP,linha e covo peixe,mixed,0.0
CAICARA DO NORTE,2021,LES,linha e espinhel,mixed,1.7
CAICARA DO NORTE,2021,LIJ,linha e jereré,mixed,665.8
CAICARA DO NORTE,2021,LIN,linha,passive,124.1
CAICARA DO NORTE,2021,LML,linha e mergulho livre,mixed,0.0
CAICARA DO NORTE,2021,LRE,linha e rede de espera,mixed,34.3
CAICARA DO NORTE,2021,MEL,mergulho livre,active,0.5
CAICARA DO NORTE,2021,PUC,puçá,active,0.0
CAICARA DO NORTE,2021,RAG,rede agulha,passive,100.3
CAICARA DO NORTE,2021,RCA,rede caçoeira,passive,18.0
CAICARA DO NORTE,2021,RES,rede de espera,passive,228.3
CAICARA DO NORTE,2021,RTP,rede de tapagem,passive,0.0
CAICARA DO NORTE,2021,SRD,sardinheira,passive,0.0
CAICARA DO NORTE,2021,TNR,traineira,active,0.0
CAICARA DO NORTE,2021,TRF,tarrafa,active,0.0
CAICARA DO NORTE,2021,TRM,tremalho,passive,2.0
CAICARA DO NORTE,2022,APO,arrasto de porta,active,0.9
CAICARA DO NORTE,2022,CMN,coleta manual,active,0.0
CAICARA DO NORTE,2022,CMP,compressor,active,35.7
CAICARA DO NORTE,2022,COQ,coqueiro,active,0.0
CAICARA DO NORTE,2022,CPL,covo peixe e lagosta,passive,2.6
CAICARA DO NORTE,2022,CUR,curral,passive,0.0
CAICARA DO NORTE,2022,CVL,covo lagosta,passive,0.0
CAICARA DO NORTE,2022,CVP,covo peixe,passive,0.4
CAICARA DO NORTE,2022,LES,linha e espinhel,mixed,1.0
CAICARA DO NORTE,2022,LIJ,linha e jereré,mixed,321.0
CAICARA DO NORTE,2022,LIN,linha,passive,158.3
CAICARA DO NORTE,2022,LML,linha e mergulho livre,mixed,0.2
CAICARA DO NORTE,2022,LRE,linha e rede de espera,mixed,80.7
CAICARA DO NORTE,2022,MEL,mergulho livre,active,0.4
CAICARA DO NORTE,2022,PUC,puçá,active,0.0
CAICARA DO NORTE,2022,RAG,rede agulha,passive,4.0
CAICARA DO NORTE,2022,RCA,rede caçoeira,passive,12.6
CAICARA DO NORTE,2022,RES,rede de espera,passive,279.7
CAICARA DO NORTE,2022,RTP,rede de tapagem,passive,0.0
CAICARA DO NORTE,2022,SRD,sardinheira,passive,0.0
CAICARA DO NORTE,2022,TNR,traineira,active,0.0
CAICARA DO NORTE,2022,TRF,tarrafa,active,0.0
CAICARA DO NORTE,2022,TRM,tremalho,passive,1.3
CAICARA DO NORTE,2023,APO,arrasto de porta,active,1.4
CAICARA DO NORTE,2023,CMN,coleta manual,active,0.0
CAICARA DO NORTE,2023,CMP,compressor,active,51.5
CAICARA DO NORTE,2023,COQ,coqueiro,active,0.0
CAICARA DO NORTE,2023,CPL,covo peixe e lagosta,passive,3.2
CAICARA DO NORTE,2023,CUR,curral,passive,0.0
CAICARA DO NORTE,2023,CVL,covo lagosta,passive,0.0
CAICARA DO NORTE,2023,CVP,covo peixe,passive,3.9
CAICARA DO NORTE,2023,JER,jereré,active,0.0
CAICARA DO NORTE,2023,LES,linha e espinhel,mixed,7.5
CAICARA DO NORTE,2023,LIJ,linha e jereré,mixed,349.0
CAICARA DO NORTE,2023,LIN,linha,passive,134.4
CAICARA DO NORTE,2023,LML,linha e mergulho livre,mixed,0.2
CAICARA DO NORTE,2023,LRE,linha e rede de espera,mixed,86.1
CAICARA DO NORTE,2023,MEL,mergulho livre,active,0.7
CAICARA DO NORTE,2023,PUC,puçá,active,0.0
CAICARA DO NORTE,2023,RAG,rede agulha,passive,71.3
CAICARA DO NORTE,2023,RCA,rede caçoeira,passive,29.9
CAICARA DO NORTE,2023,RES,rede de espera,passive,259.4
CAICARA DO NORTE,2023,RTP,rede de tapagem,passive,0.0
CAICARA DO NORTE,2023,SRD,sardinheira,passive,0.0
CAICARA DO NORTE,2023,TNR,traineira,active,0.0
CAICARA DO NORTE,2023,TRF,tarrafa,active,0.0
CAICARA DO NORTE,2023,TRM,tremalho,passive,2.6
CAICARA DO NORTE,2024,APO,arrasto de porta,active,0.4
CAICARA DO NORTE,2024,CMN,coleta manual,active,0.0
CAICARA DO NORTE,2024,CMP,compressor,active,50.4
CAICARA DO NORTE,2024,COQ,palha de coqueiro,passive,0.0
CAICARA DO NORTE,2024,CUR,curral,passive,0.0
CAICARA DO NORTE,2024,CVL,covo lagosta,passive,0.0
CAICARA DO NORTE,2024,CVP,covo peixe,passive,7.5
CAICARA DO NORTE,2024,ESP,espinhel,passive,6.2
CAICARA DO NORTE,2024,LES,linha e espinhel,mixed,4.1
CAICARA DO NORTE,2024,LIJ,linha e jereré,mixed,174.5
