local,year,gear_cod,gear_type,gear_group,gear_production_ton
GROSSOS,2012,PUC,puçá,active,6.6
GROSSOS,2012,RAG,rede agulha,passive,0.0
GROSSOS,2012,RCA,rede caçoeira,passive,0.0
GROSSOS,2012,RES,rede de espera,passive,19.1
GROSSOS,2012,RTP,rede de tapagem,passive,0.0
GROSSOS,2012,SRD,sardinheira,passive,0.0
GROSSOS,2012,TNR,traineira,active,39.09999999999999
GROSSOS,2012,TRF,tarrafa,active,7.1
GROSSOS,2012,TRM,tremalho,passive,0.0
GROSSOS,2013,APA,arrasto de praia,active,0.0
GROSSOS,2013,APO,arrasto de porta,active,0.0
GROSSOS,2013,CMN,coleta manual,active,2.5
GROSSOS,2013,CMP,compressor,active,0.0
GROSSOS,2013,CPL,covo peixe e lagosta,passive,0.0
GROSSOS,2013,CUR,curral,passive,0.0
GROSSOS,2013,CVL,covo lagosta,passive,20.9
GROSSOS,2013,CVP,covo peixe,passive,3.5
GROSSOS,2013,ESP,espinhel,passive,0.0
GROSSOS,2013,JER,jereré,active,0.0
GROSSOS,2013,LCL,linha e covo lagosta,passive,0.0
GROSSOS,2013,LCP,linha e covo peixe,passive,0.0
GROSSOS,2013,LES,linha e espinhel,passive,0.2
GROSSOS,2013,LIJ,linha e jereré,passive,0.0
GROSSOS,2013,LIN,linha,passive,0.1
GROSSOS,2013,LML,linha e mergulho livre,mixed,0.0
GROSSOS,2013,LRE,linha e rede de espera,passive,0.0
GROSSOS,2013,MEL,mergulho livre,active,0.0
GROSSOS,2013,PUC,puçá,active,4.5
GROSSOS,2013,RAG,rede agulha,passive,0.0
GROSSOS,2013,RCA,rede caçoeira,passive,0.0
GROSSOS,2013,RES,rede de espera,passive,17.2
GROSSOS,2013,RTP,rede de tapagem,passive,0.0
GROSSOS,2013,SRD,sardinheira,active,0.0
GROSSOS,2013,TNR,tainheira,active,22.3
GROSSOS,2013,TRF,tarrafa,active,7.3
GROSSOS,2013,TRM,tresmalho,passive,0.0
GROSSOS,2014,APA,arrasto de praia,active,0.0
GROSSOS,2014,APO,arrasto de porta,active,0.0
GROSSOS,2014,CMN,coleta manual,active,0.8
GROSSOS,2014,CMP,compressor,active,0.0
GROSSOS,2014,CPL,covo peixe e lagosta,passive,0.0
GROSSOS,2014,CUR,curral,passive,0.0
GROSSOS,2014,CVL,covo lagosta,passive,4.4
GROSSOS,2014,CVP,covo peixe,passive,0.7
GROSSOS,2014,JER,jereré,active,0.0
GROSSOS,2014,LCP,linha e covo peixe,mixed,0.0
GROSSOS,2014,LES,linha e espinhel,mixed,0.7
GROSSOS,2014,LIJ,linha e jereré,mixed,0.0
GROSSOS,2014,LIN,linha,passive,0.0
GROSSOS,2014,LML,linha e mergulho livre,mixed,0.0
GROSSOS,2014,LRE,linha e rede de espera,mixed,0.0
GROSSOS,2014,MEL,mergulho livre,active,0.0
GROSSOS,2014,PUC,puçá,active,2.9
GROSSOS,2014,RAG,rede agulha,passive,0.0
GROSSOS,2014,RCA,rede caçoeira,passive,0.0
GROSSOS,2014,RES,rede de espera,passive,8.4
GROSSOS,2014,RTP,rede de tapagem,passive,0.0
GROSSOS,2014,SRD,sardinheira,passive,0.0
GROSSOS,2014,TNR,traineira,active,14.0
GROSSOS,2014,TRF,tarrafa,active,4.1
GROSSOS,2014,TRM,tremalho,passive,0.0
GROSSOS,2015,APA,arrasto de praia,active,0.0
GROSSOS,2015,APO,arrasto de porta,active,0.0
GROSSOS,2015,CMN,coleta manual,active,0.6
GROSSOS,2015,CMP,compressor,active,0.0
GROSSOS,2015,COQ,coqueiro,active,0.0
GROSSOS,2015,CPL,covo peixe e lagosta,passive,0.0
GROSSOS,2015,CUR,curral,passive,0.0
GROSSOS,2015,CVL,covo lagosta,passive,11.3
GROSSOS,2015,CVP,covo peixe,passive,0.0
GROSSOS,2015,JER,jereré,active,0.0
GROSSOS,2015,LCL,linha e covo lagosta,mixed,0.0
GROSSOS,2015,LCP,linha e covo peixe,mixed,0.0
GROSSOS,2015,LES,linha e espinhel,mixed,0.7
GROSSOS,2015,LIJ,linha e jereré,mixed,0.0
GROSSOS,2015,LIN,linha,passive,0.4
GROSSOS,2015,LRE,linha e rede de espera,mixed,0.0
GROSSOS,2015,MEL,mergulho livre,active,0.0
GROSSOS,2015,PUC,puçá,active,1.8
GROSSOS,2015,RAG,rede agulha,passive,0.0
GROSSOS,2015,RCA,rede caçoeira,passive,0.0
GROSSOS,2015,RES,rede de espera,passive,3.2
GROSSOS,2015,RTP,rede de tapagem,passive,0.0
GROSSOS,2015,SRD,sardinheira,passive,0.0
GROSSOS,2015,TNR,traineira,active,13.3
GROSSOS,2015,TRF,tarrafa,active,3.4
GROSSOS,2015,TRM,tremalho,passive,0.0
GROSSOS,2016,APA,arrasto de praia,active,0.0
GROSSOS,2016,APO,arrasto de porta,active,0.0
GROSSOS,2016,CMN,coleta manual,active,1.7
GROSSOS,2016,CMP,compressor,active,0.0
GROSSOS,2016,COQ,coqueiro,active,0.0
GROSSOS,2016,CPL,covo peixe e lagosta,passive,0.4
GROSSOS,2016,CUR,curral,passive,0.0
GROSSOS,2016,CVL,covo lagosta,passive,18.7
GROSSOS,2016,CVP,covo peixe,passive,1.3
GROSSOS,2016,JER,jereré,active,0.0
GROSSOS,2016,LCL,linha e covo lagosta,mixed,0.0
GROSSOS,2016,LCP,linha e covo peixe,mixed,0.0
GROSSOS,2016,LES,linha e espinhel,mixed,1.6
GROSSOS,2016,LIJ,linha e jereré,mixed,0.0
GROSSOS,2016,LIN,linha,passive,0.5
GROSSOS,2016,LML,linha e mergulho livre,mixed,0.0
GROSSOS,2016,LRE,linha e rede de espera,mixed,0.0
GROSSOS,2016,MEL,mergulho livre,active,0.0
GROSSOS,2016,PUC,puçá,active,4.7
GROSSOS,2016,RAG,rede agulha,passive,0.0
GROSSOS,2016,RCA,rede caçoeira,passive,0.0
GROSSOS,2016,RES,rede de espera,passive,11.7
GROSSOS,2016,RTP,rede de tapagem,passive,0.0
GROSSOS,2016,SRD,sardinheira,passive,0.0
GROSSOS,2016,TNR,traineira,active,27.5
GROSSOS,2016,TRF,tarrafa,active,7.2
GROSSOS,2016,TRM,tremalho,passive,0.0
GROSSOS,2017,APA,arrasto de praia,active,0.0
GROSSOS,2017,APO,arrasto de porta,active,0.0
GROSSOS,2017,CMN,coleta manual,active,1.6
GROSSOS,2017,CMP,compressor,active,0.0
GROSSOS,2017,COQ,coqueiro,active,0.0
GROSSOS,2017,CPL,covo peixe e lagosta,passive,0.0
GROSSOS,2017,CUR,curral,passive,0.0
GROSSOS,2017,CVL,covo lagosta,passive,18.1
GROSSOS,2017,CVP,covo peixe,passive,1.7
GROSSOS,2017,JER,jereré,active,0.0
GROSSOS,2017,LCL,linha e covo lagosta,mixed,0.0
GROSSOS,2017,LCP,linha e covo peixe,mixed,0.0
GROSSOS,2017,LES,linha e espinhel,mixed,1.0
GROSSOS,2017,LIJ,linha e jereré,mixed,0.0
GROSSOS,2017,LIN,linha,passive,0.2
GROSSOS,2017,LML,linha e mergulho livre,mixed,0.0
GROSSOS,2017,LRE,linha e rede de espera,mixed,0.0
GROSSOS,2017,MEL,mergulho livre,active,0.0
GROSSOS,2017,PUC,puçá,active,5.2
GROSSOS,2017,RAG,rede agulha,passive,0.0
GROSSOS,2017,RCA,rede caçoeira,passive,0.0
GROSSOS,2017,RES,rede de espera,passive,13.2
GROSSOS,2017,RTP,rede de tapagem,passive,0.0
GROSSOS,2017,SRD,sardinheira,passive,0.0
GROSSOS,2017,TNR,traineira,active,26.3
GROSSOS,2017,TRF,tarrafa,active,7.7
GROSSOS,2017,TRM,tremalho,passive,0.0
GROSSOS,2018,APA,arrasto de praia,active,0.0
GROSSOS,2018,APO,arrasto de porta,active,0.0
GROSSOS,2018,CMN,coleta manual,active,0.5
GROSSOS,2018,CMP,compressor,active,0.0
GROSSOS,2018,COQ,coqueiro,active,0.0
GROSSOS,2018,CPL,covo peixe e lagosta,passive,0.0
GROSSOS,2018,CUR,curral,passive,0.0
GROSSOS,2018,CVL,covo lagosta,passive,8.0
GROSSOS,2018,CVP,covo peixe,passive,0.2
GROSSOS,2018,JER,jereré,active,0.0
GROSSOS,2018,LES,linha e espinhel,mixed,0.0
GROSSOS,2018,LIJ,linha e jereré,mixed,0.0
GROSSOS,2018,LIN,linha,passive,0.0
GROSSOS,2018,LRE,linha e rede de espera,mixed,0.0
GROSSOS,2018,MEL,mergulho livre,active,0.0
GROSSOS,2018,PUC,puçá,active,0.0
GROSSOS,2018,RAG,rede agulha,passive,0.6
GROSSOS,2018,RCA,rede caçoeira,passive,0.0
GROSSOS,2018,RES,rede de espera,passive,3.1
GROSSOS,2018,RTP,rede de tapagem,passive,0.0
GROSSOS,2018,SRD,sardinheira,passive,0.0
GROSSOS,2018,TNR,traineira,active,5.0
GROSSOS,2018,TRF,tarrafa,active,0.3
GROSSOS,2018,TRM,tremalho,passive,0.0
GROSSOS,2019,APA,arrasto de praia,active,0.0
GROSSOS,2019,APO,arrasto de porta,active,0.0
GROSSOS,2019,CMN,coleta manual,active,0.9
GROSSOS,2019,CMP,compressor,active,0.0
GROSSOS,2019,COQ,coqueiro,active,0.0
GROSSOS,2019,CPL,covo peixe e lagosta,passive,0.3
GROSSOS,2019,CUR,curral,passive,0.0
GROSSOS,2019,CVL,covo lagosta,passive,9.7
GROSSOS,2019,CVP,covo peixe,passive,2.5
GROSSOS,2019,JER,jereré,active,0.0
GROSSOS,2019,LCL,linha e covo lagosta,mixed,0.0
GROSSOS,2019,LCP,linha e covo peixe,mixed,0.0
GROSSOS,2019,LES,linha e espinhel,mixed,0.5
GROSSOS,2019,LIJ,linha e jereré,mixed,0.0
GROSSOS,2019,LIN,linha,passive,0.0
GROSSOS,2019,LML,linha e mergulho livre,mixed,0.0
GROSSOS,2019,LRE,linha e rede de espera,mixed,0.0
GROSSOS,2019,MEL,mergulho livre,active,0.0
GROSSOS,2019,PUC,puçá,active,0.0
GROSSOS,2019,RAG,rede agulha,passive,0.0
GROSSOS,2019,RCA,rede caçoeira,passive,0.0
GROSSOS,2019,RES,rede de espera,passive,7.5
GROSSOS,2019,RTP,rede de tapagem,passive,0.0
GROSSOS,2019,SRD,sardinheira,passive,0.0
GROSSOS,2019,TNR,traineira,active,12.3
GROSSOS,2019,TRF,tarrafa,active,0.4
GROSSOS,2019,TRM,tremalho,passive,0.0
GROSSOS,2020,APA,arrasto de praia,active,0.0
GROSSOS,2020,APO,arrasto de porta,active,0.0
GROSSOS,2020,CMN,coleta manual,active,2.3
GROSSOS,2020,CMP,compressor,active,0.0
GROSSOS,2020,COQ,coqueiro,active,0.0
GROSSOS,2020,CPL,covo peixe e lagosta,passive,0.0
GROSSOS,2020,CUR,curral,passive,0.0
GROSSOS,2020,CVL,covo lagosta,passive,1.5
GROSSOS,2020,CVP,covo peixe,passive,5.8
GROSSOS,2020,JER,jereré,active,0.0
GROSSOS,2020,LCL,linha e covo lagosta,mixed,0.0
GROSSOS,2020,LCP,linha e covo peixe,mixed,0.0
GROSSOS,2020,LES,linha e espinhel,mixed,0.7
GROSSOS,2020,LIJ,linha e jereré,mixed,0.0
GROSSOS,2020,LIN,linha,passive,0.1
GROSSOS,2020,LML,linha e mergulho livre,mixed,0.0
GROSSOS,2020,LRE,linha e rede de espera,mixed,0.0
GROSSOS,2020,MEL,mergulho livre,active,0.0
GROSSOS,2020,PUC,puçá,active,0.0
GROSSOS,2020,RAG,rede agulha,passive,0.1
GROSSOS,2020,RCA,rede caçoeira,passive,0.0
GROSSOS,2020,RES,rede de espera,passive,6.0
GROSSOS,2020,RTP,rede de tapagem,passive,0.0
GROSSOS,2020,SRD,sardinheira,passive,0.0
GROSSOS,2020,TNR,traineira,active,159.6
GROSSOS,2020,TRF,tarrafa,active,0.0
GROSSOS,2020,TRM,tremalho,passive,0.0
GROSSOS,2021,APA,arrasto de praia,active,0.0
GROSSOS,2021,APO,arrasto de porta,active,0.0
GROSSOS,2021,CMN,coleta manual,active,1.4
GROSSOS,2021,CMP,compressor,active,0.0
GROSSOS,2021,COQ,coqueiro,active,0.0
GROSSOS,2021,CPL,covo peixe e lagosta,passive,0.0
GROSSOS,2021,CUR,curral,passive,0.0
GROSSOS,2021,CVL,covo lagosta,passive,4.6
GROSSOS,2021,CVP,covo peixe,passive,1.5
GROSSOS,2021,JER,jereré,active,0.0
GROSSOS,2021,LCL,linha e covo lagosta,mixed,0.0
GROSSOS,2021,LCP,linha e covo peixe,mixed,0.0
GROSSOS,2021,LES,linha e espinhel,mixed,0.2
GROSSOS,2021,LIJ,linha e jereré,mixed,0.0
GROSSOS,2021,LIN,linha,passive,0.0
GROSSOS,2021,LML,linha e mergulho livre,mixed,0.0
GROSSOS,2021,LRE,linha e rede de espera,mixed,0.0
GROSSOS,2021,MEL,mergulho livre,active,0.0
GROSSOS,2021,PUC,puçá,active,0.0
GROSSOS,2021,RAG,rede agulha,passive,0.0
GROSSOS,2021,RCA,rede caçoeira,passive,1.1
GROSSOS,2021,RES,rede de espera,passive,6.6
GROSSOS,2021,RTP,rede de tapagem,passive,0.0
GROSSOS,2021,SRD,sardinheira,passive,0.0
GROSSOS,2021,TNR,traineira,active,13.1
GROSSOS,2021,TRF,tarrafa,active,0.0
GROSSOS,2021,TRM,tremalho,passive,0.0
GROSSOS,2022,APO,arrasto de porta,active,0.0
GROSSOS,2022,CMN,coleta manual,active,1.1
GROSSOS,2022,CMP,compressor,active,0.0
GROSSOS,2022,COQ,coqueiro,active,0.0
GROSSOS,2022,CPL,covo peixe e lagosta,passive,0.7
GROSSOS,2022,CUR,curral,passive,0.0
GROSSOS,2022,CVL,covo lagosta,passive,2.2
GROSSOS,2022,CVP,covo peixe,passive,1.1
GROSSOS,2022,LES,linha e espinhel,mixed,0.0
GROSSOS,2022,LIJ,linha e jereré,mixed,0.0
GROSSOS,2022,LIN,linha,passive,0.0
GROSSOS,2022,LML,linha e mergulho livre,mixed,0.0
GROSSOS,2022,LRE,linha e rede de espera,mixed,0.0
GROSSOS,2022,MEL,mergulho livre,active,0.0
GROSSOS,2022,PUC,puçá,active,0.0
GROSSOS,2022,RAG,rede agulha,passive,0.1
GROSSOS,2022,RCA,rede caçoeira,passive,0.0
GROSSOS,2022,RES,rede de espera,passive,6.7
GROSSOS,2022,RTP,rede de tapagem,passive,0.0
GROSSOS,2022,SRD,sardinheira,passive,0.0
GROSSOS,2022,TNR,traineira,active,18.1
GROSSOS,2022,TRF,tarrafa,active,0.0
GROSSOS,2022,TRM,tremalho,passive,0.0
GROSSOS,2023,APO,arrasto de porta,active,0.0
GROSSOS,2023,CMN,coleta manual,active,2.0
GROSSOS,2023,CMP,compressor,active,0.0
GROSSOS,2023,COQ,coqueiro,active,0.0
GROSSOS,2023,CPL,covo peixe e lagosta,passive,0.9
GROSSOS,2023,CUR,curral,passive,0.0
GROSSOS,2023,CVL,covo lagosta,passive,4.9
GROSSOS,2023,CVP,covo peixe,passive,1.4
GROSSOS,2023,JER,jereré,active,0.0
GROSSOS,2023,LES,linha e espinhel,mixed,0.0
GROSSOS,2023,LIJ,linha e jereré,mixed,0.0
GROSSOS,2023,LIN,linha,passive,0.0
GROSSOS,2023,LML,linha e mergulho livre,mixed,0.0
GROSSOS,2023,LRE,linha e rede de espera,mixed,0.0
GROSSOS,2023,MEL,mergulho livre,active,0.0
GROSSOS,2023,PUC,puçá,active,0.0
GROSSOS,2023,RAG,rede agulha,passive,0.8
GROSSOS,2023,RCA,rede caçoeira,passive,0.0
GROSSOS,2023,RES,rede de espera,passive,8.6
GROSSOS,2023,RTP,rede de tapagem,passive,0.0
GROSSOS,2023,SRD,sardinheira,passive,0.0
GROSSOS,2023,TNR,traineira,active,14.5
GROSSOS,2023,TRF,tarrafa,active,0.0
GROSSOS,2023,TRM,tremalho,passive,0.0
GROSSOS,2024,APO,arrasto de porta,active,0.0
GROSSOS,2024,CMN,coleta manual,active,2.2
GROSSOS,2024,CMP,compressor,active,0.0
GROSSOS,2024,COQ,palha de coqueiro,passive,0.0
GROSSOS,2024,CUR,curral,passive,0.0
GROSSOS,2024,CVL,covo lagosta,passive,2.6
GROSSOS,2024,CVP,covo peixe,passive,1.8
GROSSOS,2024,ESP,espinhel,passive,0.0
GROSSOS,2024,LES,linha e espinhel,mixed,0.0
GROSSOS,2024,LIJ,linha e jereré,mixed,0.0
GROSSOS,2024,LIN,linha,passive,0.0
GROSSOS,2024,LML,linha e mergulho livre,mixed,0.0
GROSSOS,2024,LRE,linha e rede de espera,mixed,0.0
GROSSOS,2024,MEL,mergulho livre,active,0.0
GROSSOS,2024,PUC,puçá,active,0.0
GROSSOS,2024,RAG,rede agulha,passive,0.5
GROSSOS,2024,REC,rede caçoeira,passive,0.0
GROSSOS,2024,RES,rede de espera,passive,18.8
GROSSOS,2024,RTP,rede de tapagem,passive,0.0
GROSSOS,2024,SRD,sardinheira,passive,0.0
GROSSOS,2024,TRF,tarrafa,active,0.0
GROSSOS,2024,TRM,tremalho,passive,0.0
GUAMARE,2001,APA,arrasto de praia,active,4.1
GUAMARE,2001,APO,arrasto de porta,active,0.02
GUAMARE,2001,CMN,coleta manual,active,4.92
GUAMARE,2001,CVL,covo lagosta,passive,0.03
GUAMARE,2001,LCP,linha e covo peixe,mixed,1.64
GUAMARE,2001,LIN,linha,passive,4.95
GUAMARE,2001,MEL,mergulho livre,active,0.23
GUAMARE,2001,PUC,puçá,active,0.32
GUAMARE,2001,RAG,rede agulha,passive,1.75
GUAMARE,2001,RES,rede de espera,passive,18.44
GUAMARE,2001,SRD,sardinheira,passive,1.12
GUAMARE,2001,TRF,tarrafa,active,0.26
GUAMARE,2001,TRM,tremalho,passive,4.85
GUAMARE,2002,APO,arrasto de porta,active,3.51
GUAMARE,2002,CMN,coleta manual,active,10.51
GUAMARE,2002,LIN,linha,passive,10.74
GUAMARE,2002,MEL,mergulho livre,active,0.42
GUAMARE,2002,PUC,puçá,active,2.04
GUAMARE,2002,RAG,rede agulha,passive,5.49
GUAMARE,2002,RES,rede de espera,passive,27.68
GUAMARE,2002,SRD,sardinheira,passive,0.05
GUAMARE,2002,TRF,tarrafa,active,0.33
GUAMARE,2002,TRM,tremalho,passive,12.61
GUAMARE,2003,APO,arrasto de porta,active,1.37
GUAMARE,2003,CMN,coleta manual,active,4.45
GUAMARE,2003,LIN,linha,passive,7.46
GUAMARE,2003,MEL,mergulho livre,active,0.18
GUAMARE,2003,PUC,puçá,active,1.84
GUAMARE,2003,RAG,rede agulha,passive,4.87
GUAMARE,2003,RES,rede de espera,passive,31.33
GUAMARE,2003,TRF,tarrafa,active,0.3
GUAMARE,2003,TRM,tremalho,passive,15.87
GUAMARE,2004,APO,arrasto de porta,active,5.07
GUAMARE,2004,CMN,coleta manual,active,16.23
GUAMARE,2004,LIN,linha,passive,15.59
GUAMARE,2004,MEL,mergulho livre,active,0.12
GUAMARE,2004,PUC,puçá,active,3.0
GUAMARE,2004,RAG,rede agulha,passive,8.66
GUAMARE,2004,RES,rede de espera,passive,60.59
GUAMARE,2004,SRD,sardinheira,passive,7.44
GUAMARE,2004,TRF,tarrafa,active,0.1
GUAMARE,2004,TRM,tremalho,passive,32.25
GUAMARE,2005,APO,arrasto de porta,active,4.12
GUAMARE,2005,CMN,coleta manual,active,9.98
GUAMARE,2005,LIN,linha,passive,8.63
GUAMARE,2005,PUC,puçá,active,2.39
GUAMARE,2005,RAG,rede agulha,passive,3.69
GUAMARE,2005,RES,rede de espera,passive,33.32
GUAMARE,2005,RTP,rede de tapagem,passive,1.32
GUAMARE,2005,TRM,tremalho,passive,18.7
GUAMARE,2006,APO,arrasto de porta,active,1.63
GUAMARE,2006,CMN,coleta manual,active,8.1
GUAMARE,2006,LIN,linha,passive,5.99
GUAMARE,2006,PUC,puçá,active,1.83
GUAMARE,2006,RAG,rede agulha,passive,3.66
GUAMARE,2006,RES,rede de espera,passive,19.53
GUAMARE,2006,TRM,tremalho,passive,8.18
GUAMARE,2007,APA,arrasto de praia,active,0.96
GUAMARE,2007,APO,arrasto de porta,active,2.69
GUAMARE,2007,CMN,coleta manual,active,13.91
GUAMARE,2007,LIN,linha,passive,5.95
GUAMARE,2007,PUC,puçá,active,0.57
GUAMARE,2007,RAG,rede agulha,passive,2.98
GUAMARE,2007,RES,rede de espera,passive,19.29
GUAMARE,2007,RTP,rede de tapagem,passive,1.02
GUAMARE,2007,SRD,sardinheira,passive,0.08
GUAMARE,2007,TRM,tremalho,passive,4.5
GUAMARE,2008,APA,arrasto de praia,active,8.1
GUAMARE,2008,APO,arrasto de porta,active,27.18
GUAMARE,2008,CMN,coleta manual,active,43.28
GUAMARE,2008,CVP,covo peixe,passive,247.85
GUAMARE,2008,LIJ,linha e jereré,mixed,0.19
GUAMARE,2008,LIN,linha,passive,17.55
GUAMARE,2008,MEL,mergulho livre,active,0.06
GUAMARE,2008,PUC,puçá,active,3.69
GUAMARE,2008,RAG,rede agulha,passive,8.81
GUAMARE,2008,RES,rede de espera,passive,72.32
GUAMARE,2008,RTP,rede de tapagem,passive,0.18
GUAMARE,2008,SRD,sardinheira,passive,2.37
GUAMARE,2008,TRM,tremalho,passive,31.2
GUAMARE,2009,APA,arrasto de praia,active,0.0
GUAMARE,2009,APO,arrasto de porta,active,27.873
GUAMARE,2009,CMN,coleta manual,active,99.4765
GUAMARE,2009,CMP,compressor,active,0.0
GUAMARE,2009,CUR,curral,passive,0.0
GUAMARE,2009,CVL,covo lagosta,passive,0.0
GUAMARE,2009,CVP,covo peixe,passive,77.524
GUAMARE,2009,ESP,espinhel,passive,0.0
GUAMARE,2009,LCP,linha e covo peixe,mixed,0.0
GUAMARE,2009,LIJ,linha e jereré,passive,0.0
GUAMARE,2009,LIN,linha,passive,27.2109
GUAMARE,2009,MEL,mergulho livre,active,0.276
GUAMARE,2009,PUC,puçá/mangote,active,4.5395
GUAMARE,2009,RAG,rede agulha,passive,7.448
GUAMARE,2009,RCA,rede caçoeira,passive,0.0
GUAMARE,2009,RES,rede de espera,passive,44.0056
GUAMARE,2009,RTP,rede de tapagem,passive,0.0
GUAMARE,2009,SRD,sardinheira,active,0.305
GUAMARE,2009,TNR,tainheira,active,96.634
GUAMARE,2009,TRF,tarrafa,active,0.0
GUAMARE,2009,TRM,tresmalho,passive,53.315
GUAMARE,2010,APA,arrasto de praia,active,0.0
GUAMARE,2010,APO,arrasto de porta,active,21.972
GUAMARE,2010,CMN,coleta manual,active,71.208
GUAMARE,2010,CMP,compressor,active,0.0
GUAMARE,2010,CUR,curral,passive,0.0
GUAMARE,2010,CVL,covo lagosta,passive,0.0
GUAMARE,2010,CVP,covo peixe,passive,24.886
GUAMARE,2010,ESP,espinhel,passive,0.0
GUAMARE,2010,LCP,linha e covo peixe,passive,0.0
GUAMARE,2010,LES,linha e espinhel,passive,0.0
GUAMARE,2010,LIJ,linha e jereré,passive,3.503
GUAMARE,2010,LIN,linha,passive,46.775
GUAMARE,2010,LRE,linha e rede de espera,passive,0.0
GUAMARE,2010,MEL,mergulho livre,active,0.406
GUAMARE,2010,PUC,puçá,active,5.057
GUAMARE,2010,RAG,rede de agulha,passive,3.041
GUAMARE,2010,RCA,rede caçoeira,passive,0.0
GUAMARE,2010,RES,rede de espera,passive,29.876
GUAMARE,2010,RTP,rede de tapagem,passive,0.0
GUAMARE,2010,SRD,sardinheira,active,25.834
GUAMARE,2010,TNR,tainheira,active,90.261
GUAMARE,2010,TRF,tarrafa,active,0.0
GUAMARE,2010,TRM,tresmalho,passive,41.618
GUAMARE,2011,APO,arrasto de porta,active,12.921
GUAMARE,2011,CMN,coleta manual,active,67.7
GUAMARE,2011,CVL,covo lagosta,passive,0.369
GUAMARE,2011,CVP,covo peixe,passive,75.305
GUAMARE,2011,LIJ,linha e jereré,mixed,2.182
GUAMARE,2011,LIN,linha,passive,34.708
GUAMARE,2011,LRE,linha e rede de espera,mixed,0.143
GUAMARE,2011,MEL,mergulho livre,active,0.696
GUAMARE,2011,PUC,puçá,active,4.28
GUAMARE,2011,RAG,rede agulha,passive,3.985
GUAMARE,2011,RCA,rede caçoeira,passive,0.912
GUAMARE,2011,RES,rede de espera,passive,27.234
GUAMARE,2011,TNR,traineira,active,75.566
GUAMARE,2011,TRM,tremalho,passive,40.65
GUAMARE,2012,APA,arrasto de praia,active,0.0
GUAMARE,2012,APO,arrasto de porta,active,3.5
GUAMARE,2012,CMN,coleta manual,active,33.6
GUAMARE,2012,CMP,compressor,active,0.1
GUAMARE,2012,CPL,covo peixe e lagosta,passive,0.0
GUAMARE,2012,CUR,curral,passive,0.0
GUAMARE,2012,CVL,covo lagosta,passive,0.5
GUAMARE,2012,CVP,covo peixe,passive,0.0
GUAMARE,2012,JER,jereré,active,2.0
GUAMARE,2012,LCL,linha e covo lagosta,mixed,0.0
GUAMARE,2012,LCP,linha e covo peixe,mixed,1.1
GUAMARE,2012,LES,linha e espinhel,mixed,0.0
GUAMARE,2012,LIJ,linha e jereré,mixed,9.399999999999999
GUAMARE,2012,LIN,linha,passive,23.9
GUAMARE,2012,LML,linha e mergulho livre,mixed,0.0
GUAMARE,2012,LRE,linha e rede de espera,mixed,0.1
GUAMARE,2012,MEL,mergulho livre,active,0.2
GUAMARE,2012,PUC,puçá,active,3.0
GUAMARE,2012,RAG,rede agulha,passive,5.300000000000001
GUAMARE,2012,RCA,rede caçoeira,passive,0.0
GUAMARE,2012,RES,rede de espera,passive,11.2
GUAMARE,2012,RTP,rede de tapagem,passive,0.0
GUAMARE,2012,SRD,sardinheira,passive,0.0
GUAMARE,2012,TNR,traineira,active,59.9
GUAMARE,2012,TRF,tarrafa,active,0.2
GUAMARE,2012,TRM,tremalho,passive,29.7
GUAMARE,2013,APA,arrasto de praia,active,0.0
GUAMARE,2013,APO,arrasto de porta,active,1.7
GUAMARE,2013,CMN,coleta manual,active,30.9
GUAMARE,2013,CMP,compressor,active,0.0
GUAMARE,2013,CPL,covo peixe e lagosta,passive,0.0
GUAMARE,2013,CUR,curral,passive,0.0
GUAMARE,2013,CVL,covo lagosta,passive,4.4
GUAMARE,2013,CVP,covo peixe,passive,0.0
GUAMARE,2013,ESP,espinhel,passive,0.0
GUAMARE,2013,JER,jereré,active,0.3
GUAMARE,2013,LCL,linha e covo lagosta,passive,0.0
GUAMARE,2013,LCP,linha e covo peixe,passive,0.0
GUAMARE,2013,LES,linha e espinhel,passive,0.0
GUAMARE,2013,LIJ,linha e jereré,passive,9.3
GUAMARE,2013,LIN,linha,passive,26.9
GUAMARE,2013,LML,linha e mergulho livre,mixed,0.0
GUAMARE,2013,LRE,linha e rede de espera,passive,0.0
GUAMARE,2013,MEL,mergulho livre,active,0.1
GUAMARE,2013,PUC,puçá,active,5.1
GUAMARE,2013,RAG,rede agulha,passive,9.7
GUAMARE,2013,RCA,rede caçoeira,passive,0.0
GUAMARE,2013,RES,rede de espera,passive,19.2
GUAMARE,2013,RTP,rede de tapagem,passive,0.0
GUAMARE,2013,SRD,sardinheira,active,0.0
GUAMARE,2013,TNR,tainheira,active,54.3
GUAMARE,2013,TRF,tarrafa,active,0.2
GUAMARE,2013,TRM,tresmalho,passive,32.7
GUAMARE,2014,APA,arrasto de praia,active,0.0
GUAMARE,2014,APO,arrasto de porta,active,0.3
GUAMARE,2014,CMN,coleta manual,active,12.3
GUAMARE,2014,CMP,compressor,active,0.0
GUAMARE,2014,CPL,covo peixe e lagosta,passive,0.0
GUAMARE,2014,CUR,curral,passive,0.0
GUAMARE,2014,CVL,covo lagosta,passive,0.0
GUAMARE,2014,CVP,covo peixe,passive,0.0
GUAMARE,2014,JER,jereré,active,0.3
GUAMARE,2014,LCP,linha e covo peixe,mixed,0.0
GUAMARE,2014,LES,linha e espinhel,mixed,0.0
