local,year,species,sp_production_ton
CAICARA DO NORTE,2019,Buzios,0.08
CAICARA DO NORTE,2019,Caico,24.77
CAICARA DO NORTE,2019,Camarao,2.59
CAICARA DO NORTE,2019,Camurim,3.34
CAICARA DO NORTE,2019,Camurupim,0.29
CAICARA DO NORTE,2019,Cangulo,0.0
CAICARA DO NORTE,2019,Caranguejo,0.0
CAICARA DO NORTE,2019,Carapeba,0.06
CAICARA DO NORTE,2019,Carauna,0.16
CAICARA DO NORTE,2019,Cavala,21.22
CAICARA DO NORTE,2019,Caçao,9.9
CAICARA DO NORTE,2019,Cioba,24.69
CAICARA DO NORTE,2019,Cururuca,2.65
CAICARA DO NORTE,2019,Dentao,1.64
CAICARA DO NORTE,2019,Dourado,68.06
CAICARA DO NORTE,2019,Espada,1.62
CAICARA DO NORTE,2019,Garabebeu,0.22
CAICARA DO NORTE,2019,Garajuba,40.33
CAICARA DO NORTE,2019,Garoupa,0.24
CAICARA DO NORTE,2019,Guaiuba,17.3
CAICARA DO NORTE,2019,Lagosta,49.67
CAICARA DO NORTE,2019,Marisco,0.0
CAICARA DO NORTE,2019,Outros,4.05
CAICARA DO NORTE,2019,Ova Voador,118.69
CAICARA DO NORTE,2019,Pampo,0.04
CAICARA DO NORTE,2019,Pargo,17.37
CAICARA DO NORTE,2019,Paru,0.03
CAICARA DO NORTE,2019,Peixe Galo,1.23
CAICARA DO NORTE,2019,Peixe Voador,281.52
CAICARA DO NORTE,2019,Pescada,27.31
CAICARA DO NORTE,2019,Pirauna,0.21
CAICARA DO NORTE,2019,Polvo,7.43
CAICARA DO NORTE,2019,Salema,0.1
CAICARA DO NORTE,2019,Saramunete,0.0
CAICARA DO NORTE,2019,Sardinha,0.68
CAICARA DO NORTE,2019,Serra,57.89
CAICARA DO NORTE,2019,Siri,0.06
CAICARA DO NORTE,2019,Sirigado,34.45
CAICARA DO NORTE,2019,Tainha,0.03
CAICARA DO NORTE,2019,Tilapia,0.0
CAICARA DO NORTE,2019,Ubarana,2.51
CAICARA DO NORTE,2019,Xareu,0.54
CAICARA DO NORTE,2020,Agulha,99.16
CAICARA DO NORTE,2020,Agulhao,13.24
CAICARA DO NORTE,2020,Albacora,19.04
CAICARA DO NORTE,2020,Arabaiana,16.45
CAICARA DO NORTE,2020,Ariaco,24.04
CAICARA DO NORTE,2020,Arraia,4.48
CAICARA DO NORTE,2020,Bagre,9.63
CAICARA DO NORTE,2020,Beijupira,0.38
CAICARA DO NORTE,2020,Bicuda,5.94
CAICARA DO NORTE,2020,Biquara,24.82
CAICARA DO NORTE,2020,Bonito,18.1
CAICARA DO NORTE,2020,Budiao,0.72
CAICARA DO NORTE,2020,Buzios,0.0
CAICARA DO NORTE,2020,Caico,27.46
CAICARA DO NORTE,2020,Camarao,1.83
CAICARA DO NORTE,2020,Camurim,3.62
CAICARA DO NORTE,2020,Camurupim,0.06
CAICARA DO NORTE,2020,Cangulo,0.0
CAICARA DO NORTE,2020,Caranguejo,0.0
CAICARA DO NORTE,2020,Carapeba,0.02
CAICARA DO NORTE,2020,Carauna,0.21
CAICARA DO NORTE,2020,Cavala,13.73
CAICARA DO NORTE,2020,Caçao,8.46
CAICARA DO NORTE,2020,Cioba,23.05
CAICARA DO NORTE,2020,Cururuca,2.15
CAICARA DO NORTE,2020,Dentao,0.64
CAICARA DO NORTE,2020,Dourado,61.97
CAICARA DO NORTE,2020,Espada,0.22
CAICARA DO NORTE,2020,Garabebeu,0.14
CAICARA DO NORTE,2020,Garajuba,30.25
CAICARA DO NORTE,2020,Garoupa,0.3
CAICARA DO NORTE,2020,Guaiuba,23.33
CAICARA DO NORTE,2020,Lagosta,60.37
CAICARA DO NORTE,2020,Marisco,0.03
CAICARA DO NORTE,2020,Outros,5.74
CAICARA DO NORTE,2020,Ova Voador,151.54
CAICARA DO NORTE,2020,Pampo,0.0
CAICARA DO NORTE,2020,Pargo,17.29
CAICARA DO NORTE,2020,Paru,0.17
CAICARA DO NORTE,2020,Peixe Galo,1.14
CAICARA DO NORTE,2020,Peixe Voador,261.44
CAICARA DO NORTE,2020,Pescada,14.31
CAICARA DO NORTE,2020,Pirauna,0.08
CAICARA DO NORTE,2020,Polvo,5.15
CAICARA DO NORTE,2020,Salema,0.38
CAICARA DO NORTE,2020,Saramunete,0.1
CAICARA DO NORTE,2020,Sardinha,1.88
CAICARA DO NORTE,2020,Serra,35.06
CAICARA DO NORTE,2020,Siri,0.0
CAICARA DO NORTE,2020,Sirigado,8.15
CAICARA DO NORTE,2020,Tainha,0.0
CAICARA DO NORTE,2020,Tilapia,0.0
CAICARA DO NORTE,2020,Ubarana,2.49
CAICARA DO NORTE,2020,Xareu,0.48
CAICARA DO NORTE,2021,Agulha,117.69
CAICARA DO NORTE,2021,Agulhao,20.85
CAICARA DO NORTE,2021,Albacora,6.26
CAICARA DO NORTE,2021,Arabaiana,11.81
CAICARA DO NORTE,2021,Ariaco,28.97
CAICARA DO NORTE,2021,Arraia,2.2
CAICARA DO NORTE,2021,Bagre,10.06
CAICARA DO NORTE,2021,Beijupira,0.35
CAICARA DO NORTE,2021,Bicuda,1.49
CAICARA DO NORTE,2021,Biquara,44.47
CAICARA DO NORTE,2021,Bonito,18.95
CAICARA DO NORTE,2021,Budiao,1.16
CAICARA DO NORTE,2021,Buzios,0.0
CAICARA DO NORTE,2021,Caico,30.89
CAICARA DO NORTE,2021,Camarao,2.35
CAICARA DO NORTE,2021,Camurim,5.74
CAICARA DO NORTE,2021,Camurupim,0.39
CAICARA DO NORTE,2021,Cangulo,0.0
CAICARA DO NORTE,2021,Caranguejo,0.0
CAICARA DO NORTE,2021,Carapeba,0.13
CAICARA DO NORTE,2021,Carauna,0.38
CAICARA DO NORTE,2021,Cavala,12.8
CAICARA DO NORTE,2021,Caçao,8.91
CAICARA DO NORTE,2021,Cioba,20.54
CAICARA DO NORTE,2021,Cururuca,3.38
CAICARA DO NORTE,2021,Dentao,1.23
CAICARA DO NORTE,2021,Dourado,92.82
CAICARA DO NORTE,2021,Espada,0.24
CAICARA DO NORTE,2021,Garabebeu,0.2
CAICARA DO NORTE,2021,Garajuba,27.54
CAICARA DO NORTE,2021,Garoupa,0.75
CAICARA DO NORTE,2021,Guaiuba,68.27
CAICARA DO NORTE,2021,Lagosta,60.91
CAICARA DO NORTE,2021,Marisco,0.0
CAICARA DO NORTE,2021,Outros,7.97
CAICARA DO NORTE,2021,Ova Voador,290.17
CAICARA DO NORTE,2021,Pampo,0.02
CAICARA DO NORTE,2021,Pargo,28.19
CAICARA DO NORTE,2021,Paru,1.6
CAICARA DO NORTE,2021,Peixe Galo,2.07
CAICARA DO NORTE,2021,Peixe Voador,254.07
CAICARA DO NORTE,2021,Pescada,14.11
CAICARA DO NORTE,2021,Pirauna,0.1
CAICARA DO NORTE,2021,Polvo,10.29
CAICARA DO NORTE,2021,Salema,0.51
CAICARA DO NORTE,2021,Saramunete,0.01
CAICARA DO NORTE,2021,Sardinha,0.31
CAICARA DO NORTE,2021,Serra,28.74
CAICARA DO NORTE,2021,Siri,0.0
CAICARA DO NORTE,2021,Sirigado,7.28
CAICARA DO NORTE,2021,Tainha,0.02
CAICARA DO NORTE,2021,Tilapia,0.34
CAICARA DO NORTE,2021,Ubarana,2.45
CAICARA DO NORTE,2021,Xareu,0.72
CAICARA DO NORTE,2022,Agulha,64.4
CAICARA DO NORTE,2022,Agulhao,20.48
CAICARA DO NORTE,2022,Albacora,5.05
CAICARA DO NORTE,2022,Arabaiana,11.91
CAICARA DO NORTE,2022,Ariaco,34.8
CAICARA DO NORTE,2022,Arraia,4.15
CAICARA DO NORTE,2022,Bagre,16.08
CAICARA DO NORTE,2022,Beijupira,0.31
CAICARA DO NORTE,2022,Bicuda,2.79
CAICARA DO NORTE,2022,Biquara,47.41
CAICARA DO NORTE,2022,Bonito,28.17
CAICARA DO NORTE,2022,Budiao,0.34
CAICARA DO NORTE,2022,Buzios,0.0
CAICARA DO NORTE,2022,Caico,21.04
CAICARA DO NORTE,2022,Camarao,0.9
CAICARA DO NORTE,2022,Camurim,13.4
CAICARA DO NORTE,2022,Camurupim,0.3
CAICARA DO NORTE,2022,Cangulo,0.0
CAICARA DO NORTE,2022,Caranguejo,0.0
CAICARA DO NORTE,2022,Carapeba,0.1
CAICARA DO NORTE,2022,Carauna,0.04
CAICARA DO NORTE,2022,Cavala,17.1
CAICARA DO NORTE,2022,Caçao,9.1
CAICARA DO NORTE,2022,Cioba,29.4
CAICARA DO NORTE,2022,Cururuca,1.6
CAICARA DO NORTE,2022,Dentao,2.8
CAICARA DO NORTE,2022,Dourado,39.7
CAICARA DO NORTE,2022,Espada,0.0
CAICARA DO NORTE,2022,Garabebeu,0.1
CAICARA DO NORTE,2022,Garajuba,34.7
CAICARA DO NORTE,2022,Garoupa,0.5
CAICARA DO NORTE,2022,Guaiuba,86.1
CAICARA DO NORTE,2022,Lagosta,30.6
CAICARA DO NORTE,2022,Marisco,0.0
CAICARA DO NORTE,2022,Outros,4.14
CAICARA DO NORTE,2022,Ova Voador,156.52
CAICARA DO NORTE,2022,Pampo,0.0
CAICARA DO NORTE,2022,Pargo,23.7
CAICARA DO NORTE,2022,Paru,0.7
CAICARA DO NORTE,2022,Peixe Galo,2.84
CAICARA DO NORTE,2022,Peixe Voador,98.84
CAICARA DO NORTE,2022,Pescada,10.09
CAICARA DO NORTE,2022,Pirauna,0.0
CAICARA DO NORTE,2022,Polvo,4.95
CAICARA DO NORTE,2022,Salema,0.05
CAICARA DO NORTE,2022,Saramunete,0.01
CAICARA DO NORTE,2022,Sardinha,0.35
CAICARA DO NORTE,2022,Serra,46.17
CAICARA DO NORTE,2022,Siri,0.0
CAICARA DO NORTE,2022,Sirigado,18.59
CAICARA DO NORTE,2022,Tainha,0.04
CAICARA DO NORTE,2022,Tilapia,0.02
CAICARA DO NORTE,2022,Ubarana,6.85
CAICARA DO NORTE,2022,Xareu,1.49
CAICARA DO NORTE,2023,Agulha,132.16
CAICARA DO NORTE,2023,Agulhao,28.18
CAICARA DO NORTE,2023,Albacora,49.56
CAICARA DO NORTE,2023,Arabaiana,14.6
CAICARA DO NORTE,2023,Ariaco,33.99
CAICARA DO NORTE,2023,Arraia,3.88
CAICARA DO NORTE,2023,Bagre,20.1
CAICARA DO NORTE,2023,Beijupira,0.6
CAICARA DO NORTE,2023,Bicuda,2.92
CAICARA DO NORTE,2023,Biquara,34.54
CAICARA DO NORTE,2023,Bonito,23.54
CAICARA DO NORTE,2023,Budiao,0.15
CAICARA DO NORTE,2023,Buzios,0.01
CAICARA DO NORTE,2023,Caico,35.11
CAICARA DO NORTE,2023,Camarao,1.28
CAICARA DO NORTE,2023,Camurim,14.21
CAICARA DO NORTE,2023,Camurupim,1.07
CAICARA DO NORTE,2023,Cangulo,0.0
CAICARA DO NORTE,2023,Caranguejo,0.01
CAICARA DO NORTE,2023,Carapeba,0.55
CAICARA DO NORTE,2023,Carauna,0.02
CAICARA DO NORTE,2023,Cavala,16.86
CAICARA DO NORTE,2023,Caçao,13.51
CAICARA DO NORTE,2023,Cioba,27.57
CAICARA DO NORTE,2023,Cururuca,3.33
CAICARA DO NORTE,2023,Dentao,3.7
CAICARA DO NORTE,2023,Dourado,51.04
CAICARA DO NORTE,2023,Espada,0.0
CAICARA DO NORTE,2023,Garabebeu,0.23
CAICARA DO NORTE,2023,Garajuba,40.15
CAICARA DO NORTE,2023,Garoupa,1.88
CAICARA DO NORTE,2023,Guaiuba,44.5
CAICARA DO NORTE,2023,Lagosta,57.03
CAICARA DO NORTE,2023,Marisco,0.0
CAICARA DO NORTE,2023,Outros,4.11
CAICARA DO NORTE,2023,Ova Voador,117.92
CAICARA DO NORTE,2023,Pampo,0.12
CAICARA DO NORTE,2023,Pargo,19.98
CAICARA DO NORTE,2023,Paru,0.8
CAICARA DO NORTE,2023,Peixe Galo,2.25
CAICARA DO NORTE,2023,Peixe Voador,117.33
CAICARA DO NORTE,2023,Pescada,8.25
CAICARA DO NORTE,2023,Pirauna,0.03
CAICARA DO NORTE,2023,Polvo,1.86
CAICARA DO NORTE,2023,Salema,5.29
CAICARA DO NORTE,2023,Saramunete,0.05
CAICARA DO NORTE,2023,Sardinha,0.63
CAICARA DO NORTE,2023,Serra,44.57
CAICARA DO NORTE,2023,Siri,0.0
CAICARA DO NORTE,2023,Sirigado,13.56
CAICARA DO NORTE,2023,Tainha,0.05
CAICARA DO NORTE,2023,Tilapia,0.0
CAICARA DO NORTE,2023,Ubarana,4.47
CAICARA DO NORTE,2023,Xareu,2.07
CAICARA DO NORTE,2024,Agulha,93.81
CAICARA DO NORTE,2024,Agulhao,15.77
CAICARA DO NORTE,2024,Albacora,17.1
CAICARA DO NORTE,2024,Arabaiana,16.26
CAICARA DO NORTE,2024,Ariaco,42.1
CAICARA DO NORTE,2024,Arraia,4.33
CAICARA DO NORTE,2024,Bagre,8.88
CAICARA DO NORTE,2024,Beijupira,0.29
CAICARA DO NORTE,2024,Bicuda,2.83
CAICARA DO NORTE,2024,Biquara,45.09
CAICARA DO NORTE,2024,Bonito,16.55
CAICARA DO NORTE,2024,Budiao,0.29
CAICARA DO NORTE,2024,Buzios,0.33
CAICARA DO NORTE,2024,Caico,16.7
CAICARA DO NORTE,2024,Camarao,0.5
CAICARA DO NORTE,2024,Camurim,16.8
CAICARA DO NORTE,2024,Camurupim,2.1
CAICARA DO NORTE,2024,Cangulo,0.02
CAICARA DO NORTE,2024,Caranguejo,0.0
CAICARA DO NORTE,2024,Carapeba,0.4
CAICARA DO NORTE,2024,Carauna,0.01
CAICARA DO NORTE,2024,Cavala,12.7
CAICARA DO NORTE,2024,Caçao,14.8
CAICARA DO NORTE,2024,Cioba,28.3
CAICARA DO NORTE,2024,Cururuca,4.6
CAICARA DO NORTE,2024,Dentao,1.9
CAICARA DO NORTE,2024,Dourado,39.1
CAICARA DO NORTE,2024,Espada,0.0
CAICARA DO NORTE,2024,Garabebeu,0.7
CAICARA DO NORTE,2024,Garajuba,40.8
CAICARA DO NORTE,2024,Garoupa,0.9
CAICARA DO NORTE,2024,Guaiuba,64.1
CAICARA DO NORTE,2024,Lagosta,47.2
CAICARA DO NORTE,2024,Marisco,0.0
CAICARA DO NORTE,2024,Outros,4.3
CAICARA DO NORTE,2024,Ova Voador,66.88
CAICARA DO NORTE,2024,Pampo,0.16
CAICARA DO NORTE,2024,Pargo,10.3
CAICARA DO NORTE,2024,Paru,0.0
CAICARA DO NORTE,2024,Peixe Galo,1.44
CAICARA DO NORTE,2024,Peixe Voador,55.77
CAICARA DO NORTE,2024,Pescada,11.11
CAICARA DO NORTE,2024,Pirauna,0.0
CAICARA DO NORTE,2024,Polvo,1.15
CAICARA DO NORTE,2024,Salema,2.42
CAICARA DO NORTE,2024,Saramunete,0.14
CAICARA DO NORTE,2024,Sardinha,0.72
CAICARA DO NORTE,2024,Serra,39.73
CAICARA DO NORTE,2024,Siri,0.21
CAICARA DO NORTE,2024,Sirigado,28.57
CAICARA DO NORTE,2024,Tainha,0.1
CAICARA DO NORTE,2024,Tilapia,0.21
CAICARA DO NORTE,2024,Ubarana,4.25
CAICARA DO NORTE,2024,Xareu,1.61
GALINHOS,2004,Agulhao,0.33
GALINHOS,2004,Albacora,1.21
GALINHOS,2004,Ariaco,0.82
GALINHOS,2004,Arraia,0.13
GALINHOS,2004,Bagre,0.04
GALINHOS,2004,Biquara,0.13
GALINHOS,2004,Bonito,0.02
GALINHOS,2004,Caico,4.96
GALINHOS,2004,Camarao,0.0
GALINHOS,2004,Cavala,0.38
GALINHOS,2004,Caçao,0.23
GALINHOS,2004,Cioba,0.21
GALINHOS,2004,Dentao,0.08
GALINHOS,2004,Dourado,2.13
GALINHOS,2004,Garajuba,0.2
GALINHOS,2004,Guaiuba,3.65
GALINHOS,2004,Lagosta,0.03
GALINHOS,2004,Outros,0.63
GALINHOS,2004,Peixe Voador,10.66
GALINHOS,2004,Pescada,0.68
GALINHOS,2004,Polvo,0.0
GALINHOS,2004,Sardinha,8.95
GALINHOS,2004,Serra,0.21
GALINHOS,2004,Sirigado,0.22
GALINHOS,2004,Tainha,4.28
GALINHOS,2004,Xareu,0.11
GALINHOS,2005,Agulhao,0.38
GALINHOS,2005,Albacora,0.17
GALINHOS,2005,Ariaco,0.17
GALINHOS,2005,Arraia,0.19
GALINHOS,2005,Bagre,0.21
GALINHOS,2005,Biquara,0.11
GALINHOS,2005,Caico,6.12
GALINHOS,2005,Camarao,0.03
GALINHOS,2005,Cavala,0.24
GALINHOS,2005,Caçao,0.14
GALINHOS,2005,Cioba,0.16
GALINHOS,2005,Cururuca,0.01
GALINHOS,2005,Dentao,0.08
GALINHOS,2005,Dourado,2.55
GALINHOS,2005,Garajuba,0.25
GALINHOS,2005,Guaiuba,2.59
GALINHOS,2005,Outros,0.92
GALINHOS,2005,Peixe Voador,6.43
GALINHOS,2005,Pescada,0.24
GALINHOS,2005,Sardinha,0.9
GALINHOS,2005,Serra,0.09
GALINHOS,2005,Sirigado,0.01
GALINHOS,2005,Tainha,5.3
GALINHOS,2005,Xareu,0.03
GALINHOS,2007,Albacora,0.21
GALINHOS,2007,Ariaco,0.21
GALINHOS,2007,Arraia,0.04
GALINHOS,2007,Bagre,0.47
GALINHOS,2007,Biquara,0.11
GALINHOS,2007,Caico,3.23
GALINHOS,2007,Camarao,0.29
GALINHOS,2007,Camurim,0.05
GALINHOS,2007,Caranguejo,0.8
GALINHOS,2007,Carapeba,0.76
GALINHOS,2007,Cavala,0.16
GALINHOS,2007,Caçao,0.07
GALINHOS,2007,Cioba,0.15
GALINHOS,2007,Cururuca,0.58
GALINHOS,2007,Dentao,0.0
GALINHOS,2007,Dourado,0.22
GALINHOS,2007,Garajuba,0.2
GALINHOS,2007,Guaiuba,3.4
GALINHOS,2007,Outros,1.68
GALINHOS,2007,Peixe Voador,0.71
GALINHOS,2007,Pescada,0.09
GALINHOS,2007,Sardinha,0.45
GALINHOS,2007,Serra,0.01
GALINHOS,2007,Sirigado,0.01
GALINHOS,2007,Tainha,6.4
GALINHOS,2007,Xareu,0.03
GALINHOS,2008,Agulhao,0.21
GALINHOS,2008,Albacora,0.79
GALINHOS,2008,Arabaiana,0.03
GALINHOS,2008,Ariaco,1.14
GALINHOS,2008,Arraia,0.27
GALINHOS,2008,Bagre,1.45
GALINHOS,2008,Biquara,1.28
GALINHOS,2008,Bonito,0.35
GALINHOS,2008,Caico,22.52
GALINHOS,2008,Camarao,3.97
GALINHOS,2008,Camurim,0.84
GALINHOS,2008,Camurupim,0.25
GALINHOS,2008,Cangulo,0.0
GALINHOS,2008,Caranguejo,0.44
GALINHOS,2008,Carapeba,2.01
GALINHOS,2008,Cavala,0.52
GALINHOS,2008,Caçao,1.6
GALINHOS,2008,Cioba,1.14
GALINHOS,2008,Cururuca,2.34
GALINHOS,2008,Dentao,0.19
GALINHOS,2008,Dourado,7.28
GALINHOS,2008,Garajuba,0.46
GALINHOS,2008,Garoupa,0.03
GALINHOS,2008,Guaiuba,17.81
GALINHOS,2008,Lagosta,0.01
GALINHOS,2008,Outros,19.39
GALINHOS,2008,Pargo,0.07
GALINHOS,2008,Peixe Voador,19.4
GALINHOS,2008,Pescada,1.08
GALINHOS,2008,Polvo,0.01
GALINHOS,2008,Salema,0.56
GALINHOS,2008,Sardinha,4.75
GALINHOS,2008,Serra,0.62
GALINHOS,2008,Sirigado,0.44
GALINHOS,2008,Tainha,33.61
GALINHOS,2008,Xareu,1.54
GALINHOS,2009,Agulha,1.231
GALINHOS,2009,Agulhao,0.3691
GALINHOS,2009,Albacora,0.6959
GALINHOS,2009,Albacorinha,0.2629
GALINHOS,2009,Arabaiana,0.0053
GALINHOS,2009,Ariaco,1.7365
GALINHOS,2009,Arraia,0.373
GALINHOS,2009,Bagre,0.8478000000000001
GALINHOS,2009,Biquara,1.8346
GALINHOS,2009,Bonito,0.4834
GALINHOS,2009,Budiao,0.04
GALINHOS,2009,Caico,21.0649
GALINHOS,2009,Camarao,5.374700000000001
GALINHOS,2009,Camurim,1.767
GALINHOS,2009,Camurupim,0.1445
GALINHOS,2009,Cangulo,0.0
GALINHOS,2009,Caranguejo,0.0
GALINHOS,2009,Carapeba,2.4836
GALINHOS,2009,Cavala,1.4641
GALINHOS,2009,Caçao,0.8196000000000001
GALINHOS,2009,Cioba,1.8195
GALINHOS,2009,Cururuca,10.316
GALINHOS,2009,Dentao,0.3169
GALINHOS,2009,Dourado,5.901899999999999
GALINHOS,2009,Espada,0.0
GALINHOS,2009,Garajuba,1.361
GALINHOS,2009,Garoupa,0.027
GALINHOS,2009,Guaiuba,13.076
GALINHOS,2009,Lagosta,0.1915
GALINHOS,2009,Outros,44.6644
GALINHOS,2009,Pargo,0.0103
GALINHOS,2009,Peixe Voador,22.2251
GALINHOS,2009,Pescada,1.8442
GALINHOS,2009,Polvo,0.0
GALINHOS,2009,Salema,1.2577
GALINHOS,2009,Sardinha,10.632
GALINHOS,2009,Serra,0.3488
GALINHOS,2009,Sirigado,0.1653
GALINHOS,2009,Tainha,51.0975
GALINHOS,2009,Xareu,1.05
GALINHOS,2010,Agulha,2.005
GALINHOS,2010,Agulhao,0.947
GALINHOS,2010,Albacora,0.365
GALINHOS,2010,Albacorinha,0.799
GALINHOS,2010,Arabaiana,0.021
GALINHOS,2010,Ariaco,0.826
GALINHOS,2010,Arraia,0.495
GALINHOS,2010,Bagre,1.828
GALINHOS,2010,Biquara,4.962
GALINHOS,2010,Bonito,1.631
GALINHOS,2010,Budiao,0.0
GALINHOS,2010,Caico,24.82
GALINHOS,2010,Camarao,0.868
GALINHOS,2010,Camurim,0.771
GALINHOS,2010,Camurupim,0.105
GALINHOS,2010,Cangulo,0.0
GALINHOS,2010,Caranguejo,0.0
GALINHOS,2010,Carapeba,2.19
GALINHOS,2010,Cavala,3.371
GALINHOS,2010,Caçao,2.016
GALINHOS,2010,Cioba,1.365
GALINHOS,2010,Cururuca,5.394
GALINHOS,2010,Dentao,0.365
GALINHOS,2010,Dourado,13.027
GALINHOS,2010,Garajuba,1.204
GALINHOS,2010,Garoupa,0.012
GALINHOS,2010,Guaiuba,14.999
GALINHOS,2010,Lagosta,0.492
GALINHOS,2010,Outros,73.61699999999999
GALINHOS,2010,Pargo,0.0
GALINHOS,2010,Peixe Voador,17.297
GALINHOS,2010,Pescada,1.683
GALINHOS,2010,Polvo,0.0
GALINHOS,2010,Salema,2.201
GALINHOS,2010,Sardinha,17.101
GALINHOS,2010,Serra,4.567
GALINHOS,2010,Sirigado,0.108
GALINHOS,2010,Tainha,34.763
GALINHOS,2010,Xareu,10.41
GALINHOS,2011,Agulha,0.212
GALINHOS,2011,Agulhao,1.547
GALINHOS,2011,Albacora,0.8130000000000001
GALINHOS,2011,Arabaiana,0.058
GALINHOS,2011,Ariaco,2.532
GALINHOS,2011,Arraia,1.131
GALINHOS,2011,Bagre,1.223
GALINHOS,2011,Beijupira,0.677
GALINHOS,2011,Bicuda,0.339
GALINHOS,2011,Biquara,9.855
GALINHOS,2011,Bonito,2.154
GALINHOS,2011,Budiao,0.028
GALINHOS,2011,Buzios,2.376
GALINHOS,2011,Caico,24.248
GALINHOS,2011,Camarao,1.415
GALINHOS,2011,Camurim,1.08
GALINHOS,2011,Camurupim,0.298
GALINHOS,2011,Cangulo,0.0
GALINHOS,2011,Caranguejo,0.0
GALINHOS,2011,Carapeba,3.141
GALINHOS,2011,Carauna,0.0
GALINHOS,2011,Cavala,1.104
GALINHOS,2011,Caçao,1.85
GALINHOS,2011,Cioba,1.435
GALINHOS,2011,Cururuca,6.087
GALINHOS,2011,Dentao,0.114
GALINHOS,2011,Dourado,11.228
GALINHOS,2011,Espada,25.31
GALINHOS,2011,Garabebeu,0.0
GALINHOS,2011,Garajuba,0.806
GALINHOS,2011,Garoupa,0.004
GALINHOS,2011,Guaiuba,13.812
GALINHOS,2011,Lagosta,0.346
GALINHOS,2011,Marisco,19.312
GALINHOS,2011,Outros,34.433
GALINHOS,2011,Pampo,0.175
GALINHOS,2011,Pargo,0.047
GALINHOS,2011,Paru,0.244
GALINHOS,2011,Peixe Galo,0.165
GALINHOS,2011,Peixe Voador,2.412
GALINHOS,2011,Pescada,1.954
GALINHOS,2011,Pirauna,0.0
GALINHOS,2011,Polvo,0.0
GALINHOS,2011,Salema,1.438
GALINHOS,2011,Saramunete,0.0
GALINHOS,2011,Sardinha,19.309
GALINHOS,2011,Serra,4.03
GALINHOS,2011,Siri,0.002
GALINHOS,2011,Sirigado,0.173
GALINHOS,2011,Tainha,32.583
GALINHOS,2011,Tilapia,0.0
GALINHOS,2011,Xareu,5.686
GALINHOS,2012,Agulha,0.0
GALINHOS,2012,Agulhao,0.7
GALINHOS,2012,Albacora,0.6
GALINHOS,2012,Arabaiana,0.0
GALINHOS,2012,Ariaco,3.2
GALINHOS,2012,Arraia,2.0
GALINHOS,2012,Bagre,3.0
GALINHOS,2012,Beijupira,0.5
GALINHOS,2012,Bicuda,0.7
GALINHOS,2012,Biquara,7.8
GALINHOS,2012,Bonito,3.7
GALINHOS,2012,Budiao,0.0
GALINHOS,2012,Buzios,4.300000000000001
GALINHOS,2012,Caico,21.6
GALINHOS,2012,Camarao,0.1
GALINHOS,2012,Camurim,1.8
GALINHOS,2012,Camurupim,0.1
GALINHOS,2012,Cangulo,0.0
GALINHOS,2012,Caranguejo,0.0
GALINHOS,2012,Carapeba,4.5
GALINHOS,2012,Carauna,0.0
GALINHOS,2012,Cavala,1.1
GALINHOS,2012,Caçao,0.8999999999999999
GALINHOS,2012,Cioba,0.8999999999999999
GALINHOS,2012,Cururuca,3.9
GALINHOS,2012,Dentao,0.2
GALINHOS,2012,Dourado,9.0
GALINHOS,2012,Espada,9.0
GALINHOS,2012,Garabebeu,7.1
GALINHOS,2012,Garajuba,2.5
GALINHOS,2012,Garoupa,0.0
GALINHOS,2012,Guaiuba,19.2
GALINHOS,2012,Lagosta,0.5
GALINHOS,2012,Marisco,0.0
GALINHOS,2012,Outros,6.3
GALINHOS,2012,Pampo,0.2
GALINHOS,2012,Pargo,0.0
GALINHOS,2012,Paru,0.3
GALINHOS,2012,Peixe Galo,0.5
GALINHOS,2012,Peixe Voador,26.1
GALINHOS,2012,Pescada,2.1
GALINHOS,2012,Pirauna,0.0
GALINHOS,2012,Polvo,0.0
GALINHOS,2012,Salema,1.4
GALINHOS,2012,Saramunete,0.0
GALINHOS,2012,Sardinha,12.6
GALINHOS,2012,Serra,4.0
GALINHOS,2012,Siri,0.0
GALINHOS,2012,Sirigado,0.2
GALINHOS,2012,Tainha,38.8
GALINHOS,2012,Tilapia,0.0
GALINHOS,2012,Ubarana,0.0
GALINHOS,2012,Xareu,18.0
GALINHOS,2013,Agulha,1.0
GALINHOS,2013,Albacora,0.6
GALINHOS,2013,Arabaiana,0.0
GALINHOS,2013,Ariaco,3.7
GALINHOS,2013,Arraia,4.7
GALINHOS,2013,Bagre,1.8
GALINHOS,2013,Biquara,8.2
GALINHOS,2013,Bonito,3.6
GALINHOS,2013,Buzios,2.8
GALINHOS,2013,Caico,26.2
GALINHOS,2013,Camarao,0.5
GALINHOS,2013,Camurim,1.1
GALINHOS,2013,Camurupim,0.2
GALINHOS,2013,Caranguejo,0.0
GALINHOS,2013,Carapeba,2.4
GALINHOS,2013,Cavala,1.0
GALINHOS,2013,Caçao,0.8999999999999999
GALINHOS,2013,Cioba,1.5
GALINHOS,2013,Cururuca,1.3
GALINHOS,2013,Dentao,0.3
GALINHOS,2013,Dourado,12.5
GALINHOS,2013,Espada,6.5
GALINHOS,2013,Galo Do Alto,0.1
GALINHOS,2013,Garabebeu,5.600000000000001
GALINHOS,2013,Garajuba,5.0
GALINHOS,2013,Garoupa,0.0
