local,year,species,sp_production_ton
GROSSOS,2021,Carauna,0.46
GROSSOS,2021,Cavala,0.08
GROSSOS,2021,Caçao,0.14
GROSSOS,2021,Cioba,0.05
GROSSOS,2021,Cururuca,0.26
GROSSOS,2021,Dentao,0.02
GROSSOS,2021,Dourado,0.0
GROSSOS,2021,Espada,0.3
GROSSOS,2021,Garabebeu,0.19
GROSSOS,2021,Garajuba,0.09
GROSSOS,2021,Garoupa,0.0
GROSSOS,2021,Guaiuba,0.0
GROSSOS,2021,Lagosta,4.44
GROSSOS,2021,Marisco,0.0
GROSSOS,2021,Outros,0.0
GROSSOS,2021,Ova Voador,0.0
GROSSOS,2021,Pampo,1.77
GROSSOS,2021,Pargo,0.01
GROSSOS,2021,Paru,0.12
GROSSOS,2021,Peixe Galo,0.0
GROSSOS,2021,Peixe Voador,0.0
GROSSOS,2021,Pescada,0.23
GROSSOS,2021,Pirauna,0.0
GROSSOS,2021,Polvo,0.0
GROSSOS,2021,Salema,1.25
GROSSOS,2021,Saramunete,0.0
GROSSOS,2021,Sardinha,0.0
GROSSOS,2021,Serra,0.34
GROSSOS,2021,Siri,0.0
GROSSOS,2021,Sirigado,0.0
GROSSOS,2021,Tainha,9.37
GROSSOS,2021,Tilapia,0.0
GROSSOS,2021,Ubarana,0.0
GROSSOS,2021,Xareu,0.0
GROSSOS,2022,Agulha,0.59
GROSSOS,2022,Agulhao,0.0
GROSSOS,2022,Albacora,0.0
GROSSOS,2022,Arabaiana,0.0
GROSSOS,2022,Ariaco,0.78
GROSSOS,2022,Arraia,0.46
GROSSOS,2022,Bagre,0.64
GROSSOS,2022,Beijupira,0.0
GROSSOS,2022,Bicuda,0.0
GROSSOS,2022,Biquara,0.0
GROSSOS,2022,Bonito,0.02
GROSSOS,2022,Budiao,0.0
GROSSOS,2022,Buzios,1.06
GROSSOS,2022,Caico,2.23
GROSSOS,2022,Camarao,0.0
GROSSOS,2022,Camurim,0.0
GROSSOS,2022,Camurupim,0.1
GROSSOS,2022,Cangulo,0.0
GROSSOS,2022,Caranguejo,1.2
GROSSOS,2022,Carapeba,5.2
GROSSOS,2022,Carauna,0.01
GROSSOS,2022,Cavala,0.1
GROSSOS,2022,Caçao,0.2
GROSSOS,2022,Cioba,0.7
GROSSOS,2022,Cururuca,0.2
GROSSOS,2022,Dentao,0.1
GROSSOS,2022,Dourado,0.0
GROSSOS,2022,Espada,0.2
GROSSOS,2022,Garabebeu,0.1
GROSSOS,2022,Garajuba,0.1
GROSSOS,2022,Garoupa,0.0
GROSSOS,2022,Guaiuba,0.0
GROSSOS,2022,Lagosta,2.4
GROSSOS,2022,Marisco,0.0
GROSSOS,2022,Outros,0.0
GROSSOS,2022,Ova Voador,0.0
GROSSOS,2022,Pampo,0.73
GROSSOS,2022,Pargo,0.0
GROSSOS,2022,Paru,0.2
GROSSOS,2022,Peixe Galo,0.0
GROSSOS,2022,Peixe Voador,0.0
GROSSOS,2022,Pescada,0.27
GROSSOS,2022,Pirauna,0.0
GROSSOS,2022,Polvo,0.01
GROSSOS,2022,Salema,0.67
GROSSOS,2022,Saramunete,0.0
GROSSOS,2022,Sardinha,0.02
GROSSOS,2022,Serra,0.29
GROSSOS,2022,Siri,0.0
GROSSOS,2022,Sirigado,0.0
GROSSOS,2022,Tainha,11.34
GROSSOS,2022,Tilapia,0.14
GROSSOS,2022,Ubarana,0.45
GROSSOS,2022,Xareu,0.01
GROSSOS,2023,Agulha,0.77
GROSSOS,2023,Agulhao,0.0
GROSSOS,2023,Albacora,0.0
GROSSOS,2023,Arabaiana,0.0
GROSSOS,2023,Ariaco,1.62
GROSSOS,2023,Arraia,0.8
GROSSOS,2023,Bagre,0.79
GROSSOS,2023,Beijupira,0.0
GROSSOS,2023,Bicuda,0.0
GROSSOS,2023,Biquara,0.0
GROSSOS,2023,Bonito,0.0
GROSSOS,2023,Budiao,0.0
GROSSOS,2023,Buzios,0.9
GROSSOS,2023,Caico,2.74
GROSSOS,2023,Camarao,0.0
GROSSOS,2023,Camurim,0.18
GROSSOS,2023,Camurupim,0.3
GROSSOS,2023,Cangulo,0.0
GROSSOS,2023,Caranguejo,0.66
GROSSOS,2023,Carapeba,4.5
GROSSOS,2023,Carauna,0.0
GROSSOS,2023,Cavala,0.22
GROSSOS,2023,Caçao,0.28
GROSSOS,2023,Cioba,0.73
GROSSOS,2023,Cururuca,0.18
GROSSOS,2023,Dentao,0.16
GROSSOS,2023,Dourado,0.0
GROSSOS,2023,Espada,0.0
GROSSOS,2023,Garabebeu,0.11
GROSSOS,2023,Garajuba,0.12
GROSSOS,2023,Garoupa,0.0
GROSSOS,2023,Guaiuba,0.0
GROSSOS,2023,Lagosta,4.77
GROSSOS,2023,Marisco,0.0
GROSSOS,2023,Outros,0.0
GROSSOS,2023,Ova Voador,0.0
GROSSOS,2023,Pampo,2.92
GROSSOS,2023,Pargo,0.01
GROSSOS,2023,Paru,0.19
GROSSOS,2023,Peixe Galo,0.03
GROSSOS,2023,Peixe Voador,0.04
GROSSOS,2023,Pescada,0.39
GROSSOS,2023,Pirauna,0.0
GROSSOS,2023,Polvo,0.01
GROSSOS,2023,Salema,1.25
GROSSOS,2023,Saramunete,0.0
GROSSOS,2023,Sardinha,0.0
GROSSOS,2023,Serra,0.73
GROSSOS,2023,Siri,0.0
GROSSOS,2023,Sirigado,0.02
GROSSOS,2023,Tainha,6.94
GROSSOS,2023,Tilapia,0.01
GROSSOS,2023,Ubarana,0.69
GROSSOS,2023,Xareu,0.13
GROSSOS,2024,Agulha,0.46
GROSSOS,2024,Agulhao,0.0
GROSSOS,2024,Albacora,0.0
GROSSOS,2024,Arabaiana,0.0
GROSSOS,2024,Ariaco,1.07
GROSSOS,2024,Arraia,0.22
GROSSOS,2024,Bagre,0.5
GROSSOS,2024,Beijupira,0.0
GROSSOS,2024,Bicuda,0.0
GROSSOS,2024,Biquara,0.01
GROSSOS,2024,Bonito,0.0
GROSSOS,2024,Budiao,0.0
GROSSOS,2024,Buzios,0.47
GROSSOS,2024,Caico,1.78
GROSSOS,2024,Camarao,0.0
GROSSOS,2024,Camurim,0.4
GROSSOS,2024,Camurupim,0.2
GROSSOS,2024,Cangulo,0.0
GROSSOS,2024,Caranguejo,0.5
GROSSOS,2024,Carapeba,3.5
GROSSOS,2024,Carauna,0.0
GROSSOS,2024,Cavala,0.0
GROSSOS,2024,Caçao,0.2
GROSSOS,2024,Cioba,0.4
GROSSOS,2024,Cururuca,0.1
GROSSOS,2024,Dentao,0.0
GROSSOS,2024,Dourado,0.0
GROSSOS,2024,Espada,0.0
GROSSOS,2024,Garabebeu,0.0
GROSSOS,2024,Garajuba,0.1
GROSSOS,2024,Garoupa,0.0
GROSSOS,2024,Guaiuba,0.0
GROSSOS,2024,Lagosta,2.6
GROSSOS,2024,Marisco,0.0
GROSSOS,2024,Outros,0.01
GROSSOS,2024,Ova Voador,0.0
GROSSOS,2024,Pampo,0.56
GROSSOS,2024,Pargo,0.0
GROSSOS,2024,Paru,0.3
GROSSOS,2024,Peixe Galo,0.0
GROSSOS,2024,Peixe Voador,0.0
GROSSOS,2024,Pescada,1.08
GROSSOS,2024,Pirauna,0.0
GROSSOS,2024,Polvo,0.0
GROSSOS,2024,Salema,0.88
GROSSOS,2024,Saramunete,0.0
GROSSOS,2024,Sardinha,0.0
GROSSOS,2024,Serra,0.26
GROSSOS,2024,Siri,1.19
GROSSOS,2024,Sirigado,0.0
GROSSOS,2024,Tainha,7.44
GROSSOS,2024,Tilapia,0.0
GROSSOS,2024,Ubarana,1.43
GROSSOS,2024,Xareu,0.12
GUAMARE,2001,Agulha,1.89
GUAMARE,2001,Agulhao,0.02
GUAMARE,2001,Albacora,0.39
GUAMARE,2001,Ariaco,0.38
GUAMARE,2001,Arraia,0.55
GUAMARE,2001,Bagre,0.72
GUAMARE,2001,Biquara,0.9
GUAMARE,2001,Caico,6.04
GUAMARE,2001,Camarao,0.02
GUAMARE,2001,Caranguejo,4.92
GUAMARE,2001,Cavala,0.36
GUAMARE,2001,Caçao,0.63
GUAMARE,2001,Cioba,0.14
GUAMARE,2001,Dentao,0.01
GUAMARE,2001,Garajuba,0.67
GUAMARE,2001,Garoupa,0.0
GUAMARE,2001,Guaiuba,2.08
GUAMARE,2001,Lagosta,0.03
GUAMARE,2001,Outros,8.78
GUAMARE,2001,Pargo,0.29
GUAMARE,2001,Pescada,0.56
GUAMARE,2001,Sardinha,1.41
GUAMARE,2001,Serra,2.31
GUAMARE,2001,Tainha,8.83
GUAMARE,2001,Xareu,0.7000000000000001
GUAMARE,2002,Agulha,6.43
GUAMARE,2002,Albacora,2.7
GUAMARE,2002,Arabaiana,0.41
GUAMARE,2002,Ariaco,0.09
GUAMARE,2002,Arraia,0.3
GUAMARE,2002,Bagre,1.91
GUAMARE,2002,Biquara,0.3
GUAMARE,2002,Caico,5.59
GUAMARE,2002,Camarao,3.5
GUAMARE,2002,Caranguejo,10.51
GUAMARE,2002,Cavala,1.22
GUAMARE,2002,Caçao,1.71
GUAMARE,2002,Cioba,0.47
GUAMARE,2002,Dentao,1.73
GUAMARE,2002,Dourado,0.28
GUAMARE,2002,Garajuba,0.46
GUAMARE,2002,Guaiuba,1.15
GUAMARE,2002,Outros,16.24
GUAMARE,2002,Pargo,0.81
GUAMARE,2002,Pescada,1.25
GUAMARE,2002,Sardinha,0.11
GUAMARE,2002,Serra,3.47
GUAMARE,2002,Sirigado,1.22
GUAMARE,2002,Tainha,11.43
GUAMARE,2002,Xareu,0.1
GUAMARE,2003,Agulha,5.6
GUAMARE,2003,Agulhao,0.11
GUAMARE,2003,Albacora,1.72
GUAMARE,2003,Ariaco,0.44
GUAMARE,2003,Arraia,0.32
GUAMARE,2003,Bagre,2.94
GUAMARE,2003,Biquara,0.42
GUAMARE,2003,Bonito,3.51
GUAMARE,2003,Caico,5.46
GUAMARE,2003,Camarao,1.62
GUAMARE,2003,Caranguejo,4.45
GUAMARE,2003,Cavala,1.68
GUAMARE,2003,Caçao,0.73
GUAMARE,2003,Cioba,0.52
GUAMARE,2003,Dentao,0.36
GUAMARE,2003,Dourado,0.29
GUAMARE,2003,Garajuba,0.44
GUAMARE,2003,Garoupa,0.46
GUAMARE,2003,Guaiuba,1.1
GUAMARE,2003,Outros,5.0
GUAMARE,2003,Pargo,0.43
GUAMARE,2003,Pescada,1.18
GUAMARE,2003,Sardinha,1.68
GUAMARE,2003,Serra,3.4
GUAMARE,2003,Sirigado,0.19
GUAMARE,2003,Tainha,20.28
GUAMARE,2003,Xareu,3.34
GUAMARE,2004,Agulha,9.7
GUAMARE,2004,Agulhao,0.03
GUAMARE,2004,Albacora,2.26
GUAMARE,2004,Arabaiana,0.13
GUAMARE,2004,Ariaco,1.07
GUAMARE,2004,Arraia,0.86
GUAMARE,2004,Bagre,5.56
GUAMARE,2004,Biquara,1.6
GUAMARE,2004,Bonito,3.79
GUAMARE,2004,Caico,9.0
GUAMARE,2004,Camarao,5.07
GUAMARE,2004,Cangulo,0.0
GUAMARE,2004,Caranguejo,16.23
GUAMARE,2004,Cavala,1.72
GUAMARE,2004,Caçao,2.94
GUAMARE,2004,Cioba,0.54
GUAMARE,2004,Dentao,5.23
GUAMARE,2004,Dourado,0.79
GUAMARE,2004,Garajuba,0.72
GUAMARE,2004,Garoupa,0.77
GUAMARE,2004,Guaiuba,1.53
GUAMARE,2004,Outros,14.71
GUAMARE,2004,Pargo,1.69
GUAMARE,2004,Peixe Voador,0.1
GUAMARE,2004,Pescada,3.29
GUAMARE,2004,Sardinha,7.87
GUAMARE,2004,Serra,5.43
GUAMARE,2004,Sirigado,0.52
GUAMARE,2004,Tainha,35.17
GUAMARE,2004,Xareu,10.74
GUAMARE,2005,Agulha,4.12
GUAMARE,2005,Agulhao,0.02
GUAMARE,2005,Albacora,1.54
GUAMARE,2005,Arabaiana,0.05
GUAMARE,2005,Ariaco,1.47
GUAMARE,2005,Arraia,0.69
GUAMARE,2005,Bagre,2.51
GUAMARE,2005,Biquara,2.26
GUAMARE,2005,Bonito,2.06
GUAMARE,2005,Caico,5.38
GUAMARE,2005,Camarao,4.12
GUAMARE,2005,Camurim,0.8
GUAMARE,2005,Camurupim,0.03
GUAMARE,2005,Caranguejo,9.98
GUAMARE,2005,Cavala,1.14
GUAMARE,2005,Caçao,1.2
GUAMARE,2005,Cioba,0.53
GUAMARE,2005,Cururuca,1.08
GUAMARE,2005,Dentao,1.56
GUAMARE,2005,Dourado,0.19
GUAMARE,2005,Garajuba,1.33
GUAMARE,2005,Garoupa,0.81
GUAMARE,2005,Guaiuba,1.68
GUAMARE,2005,Outros,8.34
GUAMARE,2005,Pargo,0.31
GUAMARE,2005,Pescada,2.35
GUAMARE,2005,Sardinha,1.19
GUAMARE,2005,Serra,3.23
GUAMARE,2005,Sirigado,0.1
GUAMARE,2005,Tainha,22.05
GUAMARE,2005,Xareu,0.07
GUAMARE,2006,Agulha,4.0
GUAMARE,2006,Albacora,0.93
GUAMARE,2006,Ariaco,0.48
GUAMARE,2006,Arraia,0.17
GUAMARE,2006,Bagre,1.86
GUAMARE,2006,Biquara,0.52
GUAMARE,2006,Bonito,0.31
GUAMARE,2006,Caico,2.43
GUAMARE,2006,Camarao,1.63
GUAMARE,2006,Camurim,0.76
GUAMARE,2006,Camurupim,0.03
GUAMARE,2006,Caranguejo,8.1
GUAMARE,2006,Cavala,0.21
GUAMARE,2006,Caçao,1.06
GUAMARE,2006,Cioba,0.3
GUAMARE,2006,Cururuca,2.52
GUAMARE,2006,Dentao,1.8
GUAMARE,2006,Dourado,0.1
GUAMARE,2006,Garajuba,0.19
GUAMARE,2006,Garoupa,0.45
GUAMARE,2006,Guaiuba,0.99
GUAMARE,2006,Outros,2.67
GUAMARE,2006,Pargo,0.37
GUAMARE,2006,Pescada,1.35
GUAMARE,2006,Sardinha,0.16
GUAMARE,2006,Serra,1.97
GUAMARE,2006,Sirigado,0.09
GUAMARE,2006,Tainha,13.4
GUAMARE,2006,Xareu,0.07
GUAMARE,2007,Agulha,3.92
GUAMARE,2007,Agulhao,0.04
GUAMARE,2007,Albacora,0.98
GUAMARE,2007,Arabaiana,0.21
GUAMARE,2007,Ariaco,1.44
GUAMARE,2007,Arraia,0.19
GUAMARE,2007,Bagre,2.72
GUAMARE,2007,Biquara,0.44
GUAMARE,2007,Bonito,0.99
GUAMARE,2007,Caico,2.55
GUAMARE,2007,Camarao,2.83
GUAMARE,2007,Camurim,1.13
GUAMARE,2007,Caranguejo,13.91
GUAMARE,2007,Carapeba,0.26
GUAMARE,2007,Cavala,0.38
GUAMARE,2007,Caçao,1.25
GUAMARE,2007,Cioba,0.04
GUAMARE,2007,Cururuca,2.54
GUAMARE,2007,Dentao,0.36
GUAMARE,2007,Dourado,0.06
GUAMARE,2007,Garajuba,0.3
GUAMARE,2007,Garoupa,0.02
GUAMARE,2007,Guaiuba,0.25
GUAMARE,2007,Outros,1.74
GUAMARE,2007,Pargo,1.67
GUAMARE,2007,Pescada,1.26
GUAMARE,2007,Salema,0.08
GUAMARE,2007,Sardinha,0.2
GUAMARE,2007,Serra,1.18
GUAMARE,2007,Sirigado,0.43
GUAMARE,2007,Tainha,8.38
GUAMARE,2007,Xareu,0.19
GUAMARE,2008,Agulha,10.47
GUAMARE,2008,Agulhao,0.02
GUAMARE,2008,Albacora,5.539999999999999
GUAMARE,2008,Arabaiana,0.88
GUAMARE,2008,Ariaco,7.08
GUAMARE,2008,Arraia,0.28
GUAMARE,2008,Bagre,5.18
GUAMARE,2008,Biquara,29.44
GUAMARE,2008,Bonito,2.0
GUAMARE,2008,Budiao,87.21
GUAMARE,2008,Caico,122.25
GUAMARE,2008,Camarao,28.84
GUAMARE,2008,Camurim,2.07
GUAMARE,2008,Camurupim,0.07
GUAMARE,2008,Caranguejo,29.08
GUAMARE,2008,Carapeba,1.29
GUAMARE,2008,Cavala,4.42
GUAMARE,2008,Caçao,3.23
GUAMARE,2008,Cioba,6.48
GUAMARE,2008,Cururuca,12.04
GUAMARE,2008,Dentao,0.86
GUAMARE,2008,Dourado,0.76
GUAMARE,2008,Garajuba,0.89
GUAMARE,2008,Garoupa,0.42
GUAMARE,2008,Guaiuba,9.28
GUAMARE,2008,Lagosta,3.99
GUAMARE,2008,Outros,21.88
GUAMARE,2008,Pargo,0.17
GUAMARE,2008,Peixe Voador,0.03
GUAMARE,2008,Pescada,5.13
GUAMARE,2008,Polvo,3.18
GUAMARE,2008,Salema,5.4
GUAMARE,2008,Sardinha,2.29
GUAMARE,2008,Serra,2.88
GUAMARE,2008,Sirigado,1.04
GUAMARE,2008,Tainha,39.31
GUAMARE,2008,Xareu,7.4
GUAMARE,2009,Agulha,8.642600000000002
GUAMARE,2009,Agulhao,0.07479999999999999
GUAMARE,2009,Albacora,0.4505
GUAMARE,2009,Albacorinha,2.553
GUAMARE,2009,Arabaiana,0.21
GUAMARE,2009,Ariaco,4.8804
GUAMARE,2009,Arraia,0.4829
GUAMARE,2009,Bagre,5.1714
GUAMARE,2009,Biquara,3.374
GUAMARE,2009,Bonito,1.849
GUAMARE,2009,Budiao,21.213
GUAMARE,2009,Caico,72.32339999999999
GUAMARE,2009,Camarao,22.0755
GUAMARE,2009,Camurim,5.2143
GUAMARE,2009,Camurupim,0.076
GUAMARE,2009,Cangulo,0.25
GUAMARE,2009,Caranguejo,27.01
GUAMARE,2009,Carapeba,4.2636
GUAMARE,2009,Cavala,3.743
GUAMARE,2009,Caçao,2.7962
GUAMARE,2009,Cioba,4.5113
GUAMARE,2009,Cururuca,14.4889
GUAMARE,2009,Dentao,1.387
GUAMARE,2009,Dourado,1.128
GUAMARE,2009,Espada,0.0
GUAMARE,2009,Garajuba,1.466
GUAMARE,2009,Garoupa,0.062
GUAMARE,2009,Guaiuba,13.299
GUAMARE,2009,Lagosta,0.0
GUAMARE,2009,Outros,84.9503
GUAMARE,2009,Pargo,0.6910000000000001
GUAMARE,2009,Peixe Voador,0.004
GUAMARE,2009,Pescada,5.6097
GUAMARE,2009,Polvo,0.499
GUAMARE,2009,Salema,5.5816
GUAMARE,2009,Sardinha,13.2757
GUAMARE,2009,Serra,1.9618
GUAMARE,2009,Sirigado,0.607
GUAMARE,2009,Tainha,98.64880000000001
GUAMARE,2009,Xareu,3.7919
GUAMARE,2010,Agulha,3.667
GUAMARE,2010,Agulhao,0.061
GUAMARE,2010,Albacora,2.297
GUAMARE,2010,Albacorinha,2.44
GUAMARE,2010,Arabaiana,0.055
GUAMARE,2010,Ariaco,2.344
GUAMARE,2010,Arraia,1.096
GUAMARE,2010,Bagre,6.294
GUAMARE,2010,Biquara,17.196
GUAMARE,2010,Bonito,4.37
GUAMARE,2010,Budiao,1.995
GUAMARE,2010,Caico,26.536
GUAMARE,2010,Camarao,14.676
GUAMARE,2010,Camurim,2.713
GUAMARE,2010,Camurupim,0.312
GUAMARE,2010,Cangulo,0.131
GUAMARE,2010,Caranguejo,36.094
GUAMARE,2010,Carapeba,4.102
GUAMARE,2010,Cavala,6.548
GUAMARE,2010,Caçao,1.736
GUAMARE,2010,Cioba,2.793
GUAMARE,2010,Cururuca,8.847999999999999
GUAMARE,2010,Dentao,5.516999999999999
GUAMARE,2010,Dourado,3.031
GUAMARE,2010,Garajuba,2.044
GUAMARE,2010,Garoupa,0.159
GUAMARE,2010,Guaiuba,18.846
GUAMARE,2010,Lagosta,0.346
GUAMARE,2010,Outros,45.354
GUAMARE,2010,Pargo,1.916
GUAMARE,2010,Peixe Voador,1.715
GUAMARE,2010,Pescada,5.699
GUAMARE,2010,Polvo,0.064
GUAMARE,2010,Salema,6.679
GUAMARE,2010,Sardinha,29.238
GUAMARE,2010,Serra,1.967
GUAMARE,2010,Sirigado,2.388
GUAMARE,2010,Tainha,85.94800000000001
GUAMARE,2010,Xareu,7.233
GUAMARE,2011,Agulha,4.661
GUAMARE,2011,Agulhao,0.153
GUAMARE,2011,Albacora,2.264
GUAMARE,2011,Arabaiana,0.053
GUAMARE,2011,Ariaco,7.156000000000001
GUAMARE,2011,Arraia,1.9
GUAMARE,2011,Bagre,5.314
GUAMARE,2011,Beijupira,0.173
GUAMARE,2011,Bicuda,0.125
GUAMARE,2011,Biquara,36.874
GUAMARE,2011,Bonito,2.7
GUAMARE,2011,Budiao,7.908
GUAMARE,2011,Buzios,4.027
GUAMARE,2011,Caico,15.84
GUAMARE,2011,Camarao,10.251
GUAMARE,2011,Camurim,2.12
GUAMARE,2011,Camurupim,0.225
GUAMARE,2011,Cangulo,0.425
GUAMARE,2011,Caranguejo,15.819
GUAMARE,2011,Carapeba,2.097
GUAMARE,2011,Carauna,15.071
GUAMARE,2011,Cavala,2.558
GUAMARE,2011,Caçao,0.79
GUAMARE,2011,Cioba,2.47
GUAMARE,2011,Cururuca,9.392
GUAMARE,2011,Dentao,2.261
GUAMARE,2011,Dourado,3.103
GUAMARE,2011,Espada,4.702999999999999
GUAMARE,2011,Garabebeu,0.012
GUAMARE,2011,Garajuba,0.558
GUAMARE,2011,Garoupa,0.18
GUAMARE,2011,Guaiuba,19.795
GUAMARE,2011,Lagosta,1.36
GUAMARE,2011,Marisco,24.707
GUAMARE,2011,Outros,34.359
GUAMARE,2011,Pampo,0.849
GUAMARE,2011,Pargo,0.606
GUAMARE,2011,Paru,3.183
GUAMARE,2011,Peixe Galo,0.0
GUAMARE,2011,Peixe Voador,0.031
GUAMARE,2011,Pescada,1.325
GUAMARE,2011,Pirauna,0.488
GUAMARE,2011,Polvo,0.0
GUAMARE,2011,Salema,3.902
GUAMARE,2011,Saramunete,0.492
GUAMARE,2011,Sardinha,0.117
GUAMARE,2011,Serra,2.356
GUAMARE,2011,Siri,1.214
GUAMARE,2011,Sirigado,1.871
GUAMARE,2011,Tainha,74.03399999999999
GUAMARE,2011,Tilapia,0.0
GUAMARE,2011,Xareu,14.776
GUAMARE,2012,Agulha,6.2
GUAMARE,2012,Agulhao,0.1
GUAMARE,2012,Albacora,1.3
GUAMARE,2012,Arabaiana,0.0
GUAMARE,2012,Ariaco,0.2
GUAMARE,2012,Arraia,2.2
GUAMARE,2012,Bagre,3.3
GUAMARE,2012,Beijupira,0.1
GUAMARE,2012,Bicuda,0.1
GUAMARE,2012,Biquara,1.4
GUAMARE,2012,Bonito,1.7
GUAMARE,2012,Budiao,0.0
GUAMARE,2012,Buzios,2.7
GUAMARE,2012,Caico,11.3
GUAMARE,2012,Camarao,3.5
GUAMARE,2012,Camurim,0.8999999999999999
GUAMARE,2012,Camurupim,0.1
GUAMARE,2012,Cangulo,0.0
GUAMARE,2012,Caranguejo,30.8
GUAMARE,2012,Carapeba,2.7
GUAMARE,2012,Carauna,0.0
GUAMARE,2012,Cavala,1.2
GUAMARE,2012,Caçao,0.3
GUAMARE,2012,Cioba,1.8
GUAMARE,2012,Cururuca,2.2
GUAMARE,2012,Dentao,0.1
GUAMARE,2012,Dourado,1.8
GUAMARE,2012,Espada,8.1
GUAMARE,2012,Garabebeu,0.0
GUAMARE,2012,Garajuba,1.0
GUAMARE,2012,Garoupa,0.1
GUAMARE,2012,Guaiuba,16.8
GUAMARE,2012,Lagosta,0.5
GUAMARE,2012,Marisco,0.0
GUAMARE,2012,Outros,1.7
GUAMARE,2012,Pampo,0.8
GUAMARE,2012,Pargo,0.0
GUAMARE,2012,Paru,1.8
GUAMARE,2012,Peixe Galo,0.0
GUAMARE,2012,Peixe Voador,8.8
GUAMARE,2012,Pescada,0.7
GUAMARE,2012,Pirauna,0.0
GUAMARE,2012,Polvo,0.0
GUAMARE,2012,Salema,4.0
GUAMARE,2012,Saramunete,0.0
GUAMARE,2012,Sardinha,2.4
GUAMARE,2012,Serra,0.4
GUAMARE,2012,Siri,0.1
GUAMARE,2012,Sirigado,0.7999999999999999
GUAMARE,2012,Tainha,52.9
GUAMARE,2012,Tilapia,0.0
GUAMARE,2012,Ubarana,0.0
GUAMARE,2012,Xareu,6.399999999999999
GUAMARE,2013,Agulha,11.2
GUAMARE,2013,Albacora,1.7
GUAMARE,2013,Arabaiana,0.2
GUAMARE,2013,Ariaco,1.0
GUAMARE,2013,Arraia,5.7
GUAMARE,2013,Bagre,3.3
GUAMARE,2013,Biquara,3.0
GUAMARE,2013,Bonito,2.3
GUAMARE,2013,Buzios,2.0
GUAMARE,2013,Caico,10.5
GUAMARE,2013,Camarao,1.7
GUAMARE,2013,Camurim,0.8
GUAMARE,2013,Camurupim,0.0
GUAMARE,2013,Caranguejo,28.5
GUAMARE,2013,Carapeba,3.0
GUAMARE,2013,Cavala,3.3
GUAMARE,2013,Caçao,0.8
GUAMARE,2013,Cioba,1.0
GUAMARE,2013,Cururuca,1.9
GUAMARE,2013,Dentao,3.8
GUAMARE,2013,Dourado,3.5
GUAMARE,2013,Espada,6.899999999999999
GUAMARE,2013,Galo Do Alto,0.0
GUAMARE,2013,Garabebeu,0.0
GUAMARE,2013,Garajuba,2.2
GUAMARE,2013,Garoupa,0.5
GUAMARE,2013,Guaiuba,9.3
GUAMARE,2013,Lagosta,4.5
GUAMARE,2013,Marisco,0.4
GUAMARE,2013,Outros,5.6
GUAMARE,2013,Pargo,1.4
GUAMARE,2013,Paru,1.9
GUAMARE,2013,Peixe Voador,5.7
GUAMARE,2013,Pescada,1.4
GUAMARE,2013,Polvo,0.0
GUAMARE,2013,Salema,3.4
GUAMARE,2013,Sardinha,1.4
GUAMARE,2013,Serra,3.2
GUAMARE,2013,Siri,0.0
GUAMARE,2013,Sirigado,1.9
GUAMARE,2013,Tainha,55.7
GUAMARE,2013,Tilapia,0.0
GUAMARE,2014,Agulha,7.0
GUAMARE,2014,Albacora,0.9
GUAMARE,2014,Arabaiana,0.0
GUAMARE,2014,Ariaco,0.6
GUAMARE,2014,Arraia,2.6
GUAMARE,2014,Bagre,2.1
GUAMARE,2014,Biquara,1.1
GUAMARE,2014,Bonito,2.2
GUAMARE,2014,Buzios,0.6
GUAMARE,2014,Caico,10.5
GUAMARE,2014,Camarao,0.4
GUAMARE,2014,Camurim,1.3
GUAMARE,2014,Camurupim,0.1
GUAMARE,2014,Caranguejo,11.3
GUAMARE,2014,Carapeba,3.6
GUAMARE,2014,Cavala,0.3
GUAMARE,2014,Caçao,0.4
GUAMARE,2014,Cioba,0.8
GUAMARE,2014,Cururuca,1.1
GUAMARE,2014,Dentao,0.1
GUAMARE,2014,Dourado,2.1
GUAMARE,2014,Espada,3.3
GUAMARE,2014,Garabebeu,0.1
GUAMARE,2014,Garajuba,1.2
GUAMARE,2014,Garoupa,0.0
GUAMARE,2014,Guaiuba,2.9
GUAMARE,2014,Lagosta,0.3
GUAMARE,2014,Marisco,0.3
GUAMARE,2014,Outros,10.0
GUAMARE,2014,Pargo,0.0
GUAMARE,2014,Paru,0.9
GUAMARE,2014,Peixe Galo,0.0
GUAMARE,2014,Peixe Voador,6.1
GUAMARE,2014,Pescada,1.2
GUAMARE,2014,Polvo,0.0
GUAMARE,2014,Salema,1.9
GUAMARE,2014,Sardinha,0.5
GUAMARE,2014,Serra,1.8
GUAMARE,2014,Siri,0.1
GUAMARE,2014,Sirigado,0.1
GUAMARE,2014,Tainha,22.7
GUAMARE,2014,Tilapia,0.0
GUAMARE,2015,Agulha,8.1
GUAMARE,2015,Agulhao,0.1
GUAMARE,2015,Albacora,0.2
GUAMARE,2015,Arabaiana,0.6
GUAMARE,2015,Ariaco,0.3
GUAMARE,2015,Arraia,3.2
GUAMARE,2015,Bagre,4.3
GUAMARE,2015,Beijupira,0.2
GUAMARE,2015,Bicuda,0.2
GUAMARE,2015,Biquara,0.6
GUAMARE,2015,Bonito,1.8
GUAMARE,2015,Budiao,0.0
GUAMARE,2015,Buzios,0.6
GUAMARE,2015,Caico,11.1
GUAMARE,2015,Camarao,0.2
